global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
60284.4539964954	n/a	n/a	3634215393.6555705	100387.20905048076	n/a	n/a	10077591740.944923	58759.088875	n/a	3452630525.420149	n/a	71868.29339192709	61474.27605940944	n/a	n/a	n/a	n/a	-0.0823582061	-0.0849468751	0.1241987494	0.125572019	-0.0764090922	0.202889898	-0.1331824205	0.0988909766	0.140031321	0.0378292432	-0.0972977767	0.1227258474	-0.0660205993	0.0677201139	-0.0979726508	-0.1185694555	0.0442803453	-0.0834803425	0.0636522122	-0.0897138136	0.0050118997	-0.0613378265	0.0888346144	0.0699726742	-0.0276105939	0.1051310402	-0.1584085858	0.0038676752	-0.00208335	0.0551154835	-0.0332229468	0.0036388604	-0.0089168289	-0.0476532591	0.1004674466	-0.2452234023	0.0281509124	0.2080559803	-0.1512910731	-0.1363172788	0.0265769157	0.1146307958	-0.1403433492	0.1403481266	-0.1072711413	0.0933876938	-0.0383237586	0.0812369913	-0.0508223775	0.0533625214	-0.1184847777	0.0779006679	-0.1198369304	0.0048276498	-0.1561596161	0.1088138052	-0.0880179021	0.0290515059	-0.0225714249	0.0955247722	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.172605	n/a	0.029792486025	n/a	-0.236751	n/a	n/a	0.056051036001	-0.216554	n/a	n/a	0.046895634916	-0.00101167	n/a	n/a	1.0234761889000005e-06	2.37336e-22	n/a	n/a	5.632837689600001e-44	0.00109452	n/a	1.1979740304e-06	n/a	0.0
60342.67866619786	58.22466970246023	3390.1121619605906	3641238868.6120105	100773.96496995192	386.7559194711648	149580.14124598613	10155392015.765097	58772.51569791666	13.42682291665551	3454208601.46186	180.2795736352256	71890.21421305339	61368.35290823057	1.256792	23.147478	0.27812965	0.15252	-0.0316959751	-0.0174743256	0.0473933037	0.0893503812	-0.0941922228	0.1163682509	-0.1527652081	0.0761145905	0.0062739708	-0.0604676908	0.1233268604	0.1689824075	-0.1410078413	0.2578702945	-0.1423264776	0.0410888631	-0.0048926846	-0.0611011203	0.0228400163	0.0503516998	0.0666599971	-0.1222062362	0.0435216741	-0.0561511489	0.0029207071	-0.0178783725	-0.1060277427	-0.0647267547	0.0372412155	0.0529534499	0.0949207178	-0.0396473254	-0.022090124	0.015443011	0.0043015994	0.0640583179	0.0727142941	0.226317314	0.0273574885	-0.06203032	0.0529945321	-0.0666136712	0.031950678	0.1309765935	-0.0818737431	-0.0038681391	-0.1278850208	0.1756802113	-0.0357835264	0.0077935698	-0.121820708	-0.0411756711	-0.1388782523	-0.0902806573	0.0794558434	-0.0532348019	0.1294843748	0.0829755788	0.0646646185	0.0190770641	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.137223	-0.035382	0.018830151729	0.0012518859239999	-0.19229	0.044461	0.001976780521	0.0369754441	-0.0927216	0.1238324	0.0153344632897599	0.00859729510656	-0.00201785	-0.0010061799999999	1.0123981923999995e-06	4.0717186225e-06	-0.000172566	-0.000172566	2.9779024356e-08	2.9779024356e-08	0.000784181	-0.000310339	6.14939840761e-07	9.631029492100005e-08	0.0
60263.784821038455	-78.89384515940765	6224.2388040365895	3631723760.9564247	99533.36329927883	-1240.601670673088	1539092.505276857	9906890409.666227	58566.04761458333	-206.46808333332592	3429981933.1936417	42629.06943533722	71329.66065877279	60755.3527546964	1.203351	22.1632	0.1767579999999999	0.101456	-0.01134281	-0.002801114	0.0685249759	0.1819950807	-0.003938592	0.1131451294	-0.1023173896	-0.0285860186	0.0928668609	0.0574787593	-0.0333295241	0.1012851514	0.0056019303	-0.1165228303	0.0953242604	-0.1757645509	0.1016087691	0.0369393306	0.1439726695	-0.0621379483	-0.0310321605	-0.1224796175	0.0446273383	-0.0431058178	-0.1070262989	0.0799292672	0.0769450669	-0.1036358576	0.0175754963	0.0133937519	-0.1440826109	0.1006536915	-0.0114421076	0.0338712356	-0.0754274549	0.0318179289	-0.0176397769	0.010544601	0.0264626496	0.046450732	-0.0446380846	0.1482682018	-0.0646249941	-0.0250298789	-0.0997956035	0.0652711627	-0.0440655574	-0.0256857741	0.0078738309	0.0647194494	-0.01142159	0.0403391055	-0.1860480299	0.0217755838	-0.1565048351	-0.0309192626	0.0425460128	0.0536460327	0.0467122211	-0.0470098046	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.147021	0.009798	0.021615174441	9.600080400000004e-05	-0.142538	0.0497519999999999	0.0024752615039999	0.020317081444	-0.172497	-0.0797754	0.00636411444516	0.029755215009	-0.00158911	0.0004287399999999	1.838179876e-07	2.5252705921e-06	-0.000253019	-8.0453e-05	6.472685209e-09	6.4018614361e-08	0.00102364	0.0002394589999999	1.0478388495999998e-06	5.7340612680999963e-08	0.0
60534.9307518938	271.1459308553458	73520.11581941196	3664477841.1365776	99967.73322115385	434.3699218750117	188677.2290297037	9993547685.375786	58416.70469791667	-149.34291666666104	3412511387.7635994	22303.306758505263	71412.16624348958	62075.712145250895	1.231791	22.687004	0.1343827499999999	0.0625838	-0.0826081735	0.1443937568	0.1179877805	0.1108918557	-0.0299958354	0.2247935849	-0.2714872688	-0.0757588478	0.1401434934	-0.0237978335	-0.0478947486	0.0463350777	-0.1542664441	0.0737621845	0.0845306599	-0.0283297236	0.0308683713	-0.1489598549	0.1047272404	-0.1184318948	-0.02747572	0.0575335603	-0.0437557461	0.0208403714	-0.1862214332	0.0138470276	0.0847336066	-0.1483237683	-0.0570771462	0.1530850359	0.0689008378	0.011767422	-0.1224971858	-0.0247516361	0.0414638152	0.1726582434	-0.1086707141	0.0218163824	-0.1205783283	0.055129482	-0.1250479808	0.0871773745	-0.0364408878	0.061262361	0.0037610423	-0.003201934	-0.067879249	0.1198927097	0.003270104	-0.0139278444	-0.2217603131	0.1128452815	-0.0513290171	-0.0819604602	-0.1472883633	-0.1201135672	0.075402364	0.033475187	-0.187200315	-0.0316100169	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.159827	0.0128059999999999	0.0255446699289999	0.0001639936359999	-0.125728	0.0168099999999999	0.0002825760999999	0.015807529984	-0.210605	-0.0381079999999999	0.0014522196639999	0.044354466025	-0.00141491	0.0001742	3.0345640000000004e-08	2.0019703081e-06	0.000178546	0.0004315649999999	1.8624834922500002e-07	3.1878674116e-08	0.00175105	0.00072741	3.0661761025000005e-06	5.291253081000002e-07	0.0
60653.49264625438	118.56189436058048	14056.922794369446	3678846170.189234	101004.63049879808	1036.8972776442388	1075155.9643860336	10201935382.198732	58666.17021875	249.4655208333279	3441719528.1353493	62233.04608464356	71610.55444335938	62563.5682252396	1.441976	26.55818	0.23813515	0.142398	-0.0983455347	0.0108326987	0.0761997689	-0.0314378957	0.0335754922	-0.0324778896	-0.0614908268	0.0610227381	-0.0703135439	-0.0328008935	-0.0804652887	-0.0190674666	-0.0136961374	0.0806260756	-0.0199749597	0.0635218065	0.089248759	-0.1649752373	0.0078918694	-0.0287843797	0.1228139834	-0.1594272285	0.0418594648	0.0177737076	0.0687889107	0.0824542521	0.1046200232	-0.0233821123	-0.071158413	0.023499413	0.0300912999	0.0364927019	-0.0092092472	-0.1503364088	-0.0229209151	-0.0416010292	0.1045423634	0.0090105529	-0.0730737775	-0.033199722	0.034139244	-0.0633390377	0.0341340026	-0.0569458623	0.1778101345	0.0141862059	-0.1108024401	0.0692048245	-0.1027897708	0.0746049618	-0.0669372957	-0.0326775307	-0.1656406394	0.0630536444	-0.0967385347	0.0845287349	-0.0146986549	-0.0068530487	-0.1086901157	0.0668309591	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.135108	-0.0247189999999999	0.018254171664	0.0006110289609999	-0.0928798	0.0328482	0.00107900424324	0.00862665724804	-0.0759279	0.1346771	0.01813792126441	0.00576504599841	-0.000997022	0.0004178879999999	1.7463038054399997e-07	9.94052868484e-07	0.000270515	9.1969e-05	8.458296960999998e-09	7.317836522499999e-08	0.00134309	-0.00040796	1.8038907481e-06	1.6643136160000018e-07	0.0
60353.014192257775	-300.4784539966058	90287.30131619037	3642486322.090869	99802.29026442308	-1202.3402343750058	1445622.039196944	9960497142.024157	58568.51625	-97.65396874999716	3430271095.7265143	9536.29761262542	71044.93406575521	61294.76646198598	1.189592	21.909803	0.0860564	0.0470185	-0.0438360896	0.0287734327	-0.0173446946	0.0722295019	-0.0282554953	0.0797226331	0.0273221568	-0.0308095408	0.1016197862	-0.0360729882	0.0635095936	0.0344197843	-0.002020944	-0.0646208938	0.0531435047	-0.0858393489	0.1524913691	0.0597499473	-0.004900613	-0.039415452	-0.0190806042	-0.0092170526	-0.036653024	0.1308177264	-0.0434442934	0.0473459828	0.0544294231	0.046506629	-0.0212071814	-0.0571368283	0.0111776266	-0.1089565866	0.0420957018	0.008187034	0.0890491268	0.0888415549	-0.0306090693	-0.0426305212	0.1193864652	0.1108418743	0.0414869614	0.1012933819	0.00972801	-0.0854079464	-0.000331458	0.0680177132	0.0798346556	-0.0440552896	0.1078512387	0.0449915862	-0.0742999181	0.0431330912	-0.0366447754	0.0601842078	-0.0634594454	-0.0647749362	0.0901259846	-0.0165019263	-0.0435345265	0.0720117496	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.122784	-0.012324	0.015075910656	0.000151880976	-0.0576242	0.0352556	0.0012429573313599	0.00332054842564	-0.0734707	0.0024572	6.0378318400000325e-06	0.00539794375849	-0.000581652	0.00041537	1.725322369e-07	3.38319049104e-07	0.000575537	0.000305022	9.3038420484e-08	3.31242838369e-07	0.00134309	0.0	1.8038907481e-06	0.0	0.0
60476.32146332546	123.30727106768607	15204.683098159814	3657385457.73548	99730.6403125	-71.64995192307106	5133.715610578394	9946200617.14125	58631.41153125	62.89528124999924	3437642418.1467957	3955.8164035165055	71382.8517985026	61117.069182994754	1.086031	20.002413	0.0994472	0.0511404	-0.0023873744	0.0637691033	0.0841560318	0.0139785022	0.0491855808	-0.0411057555	0.0067289751	-0.0493452874	0.0379812919	0.0457547217	-0.0643964372	-0.0274089673	0.0938616255	0.0438087664	-0.072514708	-0.0183562225	0.0660226346	-0.0875940415	-0.0110486915	-0.0698758124	-0.044587243	-0.0043660557	0.1463276406	-0.0095740134	-0.0028486095	0.036421869	0.18132714	0.0605629593	0.0412909288	-0.1204442119	-0.0314682459	-0.0976016571	0.0879913304	-0.0967278466	-0.0596914535	-0.0457707454	0.1044952577	-0.0213125076	-0.0329651858	0.0234366605	-0.0135329685	-0.0201377279	-0.1095674242	0.0648651952	0.0725991861	0.0398095172	-0.0126458088	0.0046360491	0.0927467845	0.0129213818	0.0143993952	-0.0598373397	-0.0064733394	0.1596031209	-0.0717764315	-0.0256492255	0.0735658472	-0.0372549331	-0.1626757071	-0.0694274489	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.116377	-0.006407	0.0135436061289999	4.104964900000013e-05	-0.0324257	0.0251985	0.0006349644022499	0.00105142602049	-0.0521861	0.0212846	0.00045303419716	0.00272338903321	-0.00126482	-0.000683168	4.667185162240001e-07	1.5997696324000002e-06	0.000626951	5.141400000000006e-05	2.643399396000006e-09	3.930675564010001e-07	0.00114653	-0.0001965599999999	1.3145310409e-06	3.8635833599999976e-08	0.0
60376.45129305094	-99.87017027452384	9974.050910662389	3645315870.742152	100355.49875600962	624.8584435096127	390448.0744252558	10071226130.567448	58580.33933333333	-51.07219791667012	3431656156.40848	2608.369400039524	71174.21571858723	61294.097440556965	1.104371	20.340197	0.1330588	0.056651	-0.0538840501	-0.0182239399	-0.094215846	0.0068242913	-0.0235531941	-0.0570542435	0.1702099087	0.018097513	0.079612627	-0.0671613525	0.0012265609	-0.0456451614	0.0366994378	-0.1242479253	0.0330540023	-0.1105055668	0.0364901683	0.0914932185	0.0428941276	-0.0161935272	-0.0293336456	-0.0410012151	-0.1009338077	-0.1123506347	0.0282977555	0.0163986087	-0.0110448943	0.0424657079	0.0431556673	-0.0875101061	-0.0118094739	0.0048211075	0.0434644622	-0.0267072786	-0.1289501742	-0.0262715618	-0.0435970225	-0.1350647168	-0.1245330351	0.0494386407	0.0647998372	0.1236249996	0.0294826122	-0.0643295975	-0.0264057257	0.0557918056	0.0709244951	-0.0510938548	0.0226105306	-0.0026183752	0.105255792	-0.0161128285	-0.0362123575	0.0562554341	0.069529691	-0.0400801711	-0.0603488568	-0.006165989	-0.0070797739	0.0526524486	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.110842	-0.0055349999999999	0.012285948964	3.063622499999998e-05	-0.0575806	-0.0251549	0.00063276899401	0.00331552549636	-0.0209854	0.0312006999999999	0.0009734836804899	0.00044038701316	-0.000491732	0.000773088	5.976650557440001e-07	2.4180035982400004e-07	0.000270515	-0.000356436	1.2704662209600006e-07	7.317836522499999e-08	0.00144037	0.00029384	2.0746657369e-06	8.634194560000004e-08	0.0
60474.78489597308	98.33360292214638	9669.497463650356	3657199608.2142143	99328.44215745192	-1027.0565985576975	1054845.2566409078	9866139421.426271	58501.81590625	-78.52342708333163	3422462464.3287654	6165.928600911298	71458.21629231771	61359.5807911481	1.289842	23.756189	0.1315159	0.0960467	0.0132711602	0.0945564319	0.1532029495	-0.0208267174	0.0812552287	-0.0389064007	0.0221056034	-0.0959567366	0.0153908149	0.0940819164	-0.0736033529	-0.0189676142	-0.0266108688	-0.0134042815	0.0814376769	-0.0774944593	-0.1167577504	-0.0318822385	0.0536876893	-0.0559385923	0.0610947675	0.0154831287	-0.1579424645	-0.0285867822	-0.0391068481	0.0051951744	0.012310497	-0.0180802966	0.0065124252	0.0385272921	-0.0590255959	0.0761146916	0.0443348944	0.0938122683	-0.0250668804	-0.0425699347	0.0892766391	-0.086227586	-0.0136496425	0.0363918003	-0.1369978997	0.0419365031	-0.0497667228	0.0435888808	0.0764232179	-0.0755335356	-0.043045226	-0.0731868458	-0.0526155722	-0.0232966354	0.1000340387	0.1122934325	-0.0569079466	-0.1054984607	-0.0107690569	-0.0766814406	-0.0003005009	0.009026055	0.0103314156	-0.081046003	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.110854	1.1999999999998123e-05	0.012288609316	1.4399999999995496e-10	-0.0201266	0.037454	0.001402802116	0.00040508002756	-0.109337	-0.0883516	0.00780600522256	0.011954579569	-0.000508418	-1.6685999999999914e-05	2.7842259599999714e-10	2.58488862724e-07	0.000270515	0.0	0.0	7.317836522499999e-08	0.00134309	-9.728000000000017e-05	1.8038907481e-06	9.463398400000031e-09	0.0
60637.85159849627	163.06670252318872	26590.749471786123	3676949046.481257	102023.90413461538	2695.4619771634607	7265515.270333952	10408877014.86919	58675.19226041667	173.37635416667035	3442778186.79686	30059.360184126712	71721.61927897135	62836.110558798144	1.484891	27.348579	0.251922	0.154056	-0.1176557796	-0.0598302654	-0.0858802768	-0.0688011189	-0.0325008883	-0.1558039675	0.0811432876	0.1396711777	-0.1045620326	-0.1317262996	-0.0267552237	-0.0353555396	0.1225908536	-0.0031245661	-0.1179770837	0.1064297478	0.0367164687	-0.0074001401	0.083340803	-0.0993508872	-0.0745074305	-0.1237584723	-0.0332777617	0.1172375895	0.1491571331	-0.1395304765	-0.0139657894	0.1447090785	-0.0808414434	-0.0201650927	0.0101964996	0.0624095775	0.0551929538	0.113193054	0.0552182528	0.0811132036	0.1010259351	-0.0069057286	0.1267948402	-0.0411187407	0.1922060261	-0.1058429763	0.0220351166	-0.0245999043	0.0768313215	0.1110585825	-0.0260406787	0.1619584316	0.0044237694	0.028736849	0.1632423129	0.0795049139	0.0560781386	0.0323065804	-0.0128628635	0.012326227	0.1050278423	-0.0967704021	0.1285719875	0.001877372	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0412754	-0.0695785999999999	0.0017036586451599	0.0048411815779599	-0.0459077	-0.0257811	0.00066466511721	0.00210751691929	0.0171472	0.1264842	0.0159982528496399	0.00029402646784	-0.00110998	-0.000601562	3.618768398440001e-07	1.2320556004e-06	0.000270515	0.0	0.0	7.317836522499999e-08	0.00134309	0.0	1.8038907481e-06	0.0	0.0
