global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
60324.53944285545	n/a	n/a	3639050058.992623	100358.74870203718	n/a	n/a	10071878441.038649	58193.76781175239	n/a	3386514612.128149	n/a	69554.36139132014	63544.41553138503	n/a	n/a	n/a	n/a	-0.08470428	-0.0157878919	0.0316712209	-0.1173033063	0.0513760214	-0.1571514956	0.0315596884	-0.0044457358	0.0973589551	0.0203819193	0.1480684232	-0.1460241629	0.0135302071	-0.0472156204	-0.1248461504	0.0592181132	-0.0428107196	0.0169498259	-0.1593703559	0.0377754137	-0.0428969575	0.030020025	0.0640066885	-0.0534723448	0.1726429182	-0.0185026231	0.0244015143	-0.1189231602	0.0514085686	-0.1070390556	0.0523951439	-0.051625642	0.047022256	-0.1417885244	0.0128556655	0.0597350601	0.1348562259	-0.0979056773	0.0373475497	-0.0911389725	0.0584472622	-0.0880402856	-0.0274157608	0.0078436983	-0.0944018137	0.113622516	-0.0328014161	0.0894736833	-0.0611810544	0.21248945	-0.1166744775	0.0433527223	-0.1265333479	-0.0058677665	0.1229957021	-0.1356149392	0.129344445	-0.1051663712	0.0415064426	-0.0081356369	0.0083480328	-0.0881315501	0.0494059931	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.227373	n/a	0.0516984811289999	n/a	-0.140688	n/a	n/a	0.019793113344	0.04935	n/a	n/a	0.0024354224999999	-0.00361625	n/a	n/a	1.30772640625e-05	0.00044069	n/a	n/a	1.942076761e-07	-0.00581451	n/a	3.38085265401e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60269.383647383045	-55.15579547240486	3042.1617741937566	3632398605.2354426	100671.20038382614	312.4516817889671	97626.05345275396	10134690586.720478	58229.70196620814	35.934154455746466	3390698191.073424	1291.2634564494435	69522.05863423439	64174.38405245862	1.338386	22.187464	0.1474362	0.0667646	0.0596378118	0.0502938631	0.1010174546	-0.0340568007	0.1241732438	-0.1623647713	0.044128056	0.0056276262	0.0153242681	0.2141237049	0.0290891951	-0.0485467136	0.0207730094	-0.0550281794	-0.0383375282	-0.00975494	-0.0200597664	0.1613966043	-0.0233864412	0.1073359923	0.0205017137	-0.1112561607	-0.0301472046	-0.1242656905	0.2472183264	0.0230302445	0.0493113578	0.031179242	0.1273472135	-0.0218318142	-0.0743884497	-0.0917991686	0.0647770898	-0.0618949925	-0.0217282307	-0.0031444412	-0.0698316381	-0.0885292623	0.112017981	-0.0070568063	-0.0179482813	-0.0262487814	0.02022884	-0.1383365654	0.0168432037	-0.0368622508	0.0036866378	0.0853321525	0.0635709326	0.2345690904	-0.2180994414	-0.0711298331	-0.1445642837	0.0329340701	0.0797306551	-0.0688808907	0.1486321901	0.0702069999	-0.0763049947	0.0094268831	0.0313606707	-0.0942388304	0.0230031717	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.207219	0.020154	0.0429397139609999	0.000406183716	-0.126153	0.014535	0.000211266225	0.0159145794089999	0.0270607	-0.0222892999999999	0.0004968128944899	0.00073228148449	-0.00467751	-0.00106126	1.1262727876000002e-06	2.1879099800100003e-05	0.0007800679999999	0.0003393779999999	1.1517742688393217e-07	6.08506084623844e-07	-0.00540599	0.0004085199999999	2.9224727880100004e-05	1.668885903999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60284.55928545957	15.175638076521864	230.2999910295802	3634228088.242089	101479.53093787083	808.330554044689	653398.284602194	10298095199.370283	58425.04685630981	195.3448901016745	3413486100.161997	38159.6260888353	69747.42684865552	64140.46184131953	1.257398	20.84487	0.14297245	0.0745064	0.0269878556	-0.1365921816	0.0607191281	-0.0550626987	0.1198715675	-0.0151179267	0.136231763	-0.0403895183	-0.0577784613	-0.032852461	0.0859093868	-0.0273911242	-0.0561017861	-0.1208915284	0.0493312933	-0.014863925	0.0317189099	0.0613359629	-0.0572889854	0.1555276339	-0.0376793702	-0.039783389	-0.0251909161	-0.2059619405	0.1040175074	-0.0919648284	0.0071112924	-0.1130587045	0.0357838839	-0.2042786329	-0.0294831428	-0.1008313715	-0.0810632997	-0.0174194004	0.0427746455	-0.1551802661	0.0551259087	0.0101492594	-0.1244939605	-0.0486557283	0.0905521973	0.0623103011	0.0861845388	-0.0166565419	0.0195049278	0.0091465909	0.0832295015	0.1442339172	-0.0942403584	0.184336353	-0.0802986472	0.0521571253	-0.1523507065	0.1341477798	0.0857662414	-0.086051902	-0.0704416141	0.1103955844	0.101755535	-0.1026224545	0.0387370659	0.0274324323	0.0998212533	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.1834	0.0238189999999999	0.03363556	0.0005673447609999	-0.137684	-0.011531	0.000132963961	0.018956883856	0.0808108	0.0537501	0.00288907325001	0.00653038539664	-0.00446242	0.00021509	4.62637081000001e-08	1.99131922564e-05	0.000728181	-5.188699999989996e-05	2.6922607689896174e-09	5.302475687610001e-07	-0.00459552	0.00081047	2.11188040704e-05	6.56861620900001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60326.18574177807	41.62645631850319	1732.761865636254	3639248686.151508	101577.8521867583	98.32124888747056	9667.067982791934	10318060054.874918	58363.75887784091	-61.28797846889938	3406328350.350754	3756.2163048042735	69862.20105535895	63378.2933158243	1.229499	20.382355	0.0969100499999999	0.0502143	-0.0982328238	-0.0717935675	0.0808898657	-0.0741115568	0.0590544628	-0.154658815	0.1319925202	0.0264032498	0.0675523748	-0.0428088947	0.0586092666	-0.0243719001	-0.112991167	-0.0488768925	0.0204825288	0.1014784043	-0.1108661795	-0.0026921513	-0.1073071001	0.0300943798	-0.1134323834	-0.0373692233	0.048870788	-0.1312315085	0.1816362625	-0.0897023239	0.0565829541	-0.1351376073	-0.1153009084	-0.0418686517	0.0481528331	-0.0554016472	-0.0381136164	-0.029210859	0.0628265152	0.003689681	0.1072876793	0.0591303181	-0.0517609954	0.077333767	0.0201614158	-0.0573476607	-0.0031941331	0.0815546207	0.022361374	-0.0054838748	-0.0373580692	0.1639609517	-0.1654406852	0.1109531843	-0.1175450122	0.0350744832	-0.1209007842	0.0584673642	0.0288687656	0.0073133224	-0.0494152887	0.0526756797	-0.0715393134	0.0919118563	0.0116521744	0.1475995614	0.0064334547	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.167498	0.015902	0.028055580004	0.000252873604	-0.102305	0.035379	0.001251673641	0.0104663130249999	0.0588577	-0.0219531	0.00048193859961	0.00346422884929	-0.00445376	8.659999999999744e-06	7.499559999999557e-11	1.98359781376e-05	0.000690492	-3.768900000000004e-05	1.4204607210000026e-09	4.7677920206400004e-07	-0.00416835	0.0004271699999999	1.7375141722500003e-05	1.8247420889999938e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60496.49682760762	170.31108582954766	29005.865956439557	3659826128.412739	101840.03394172766	262.18175496935146	68739.27263880905	10371392513.25224	58346.21142344498	-17.547454395935347	3404280387.4693413	307.91315577743075	70002.80600966096	64752.90187757691	1.155618	19.157576	0.11677215	0.0649558	-0.0750876366	0.0205845696	-0.0422291755	-0.074553145	0.0461093365	-0.0671401711	0.0938796095	0.09614503	0.0736706382	-0.0082324564	0.0610059263	-0.0888121663	0.0630904147	0.0131943784	0.0183298331	0.1277294092	-0.0909237524	5.23203e-05	-0.1208056848	0.0782843534	-0.0526359085	-0.0416694206	0.0136280138	-0.1746397902	-0.0316220109	0.0032630076	-0.0752620688	-0.093173237	0.1103748706	-0.0571279297	0.0141554329	0.0492447457	-0.1608798395	0.05199218	0.0571621579	0.0036362436	0.172297639	0.0546355415	-0.0826769989	-0.0071445544	-0.1069196573	-0.0645065452	-0.077512612	0.0482994633	-0.0790681155	-0.0540154804	-0.0731288061	0.0558497411	-0.0787652735	0.1254407683	-0.0885709877	0.0715789002	-0.1150342439	0.1011002928	0.017235803	-0.1112026419	-0.0169390049	-0.1054948403	0.104734549	0.2066644564	0.0346646935	-0.0090237027	-0.0433800757	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.127504	0.039994	0.016257270016	0.001599520036	-0.0992784	0.0030265999999999	9.16030755999994e-06	0.00985620070656	0.0407756	-0.0180820999999999	0.0003269623404099	0.00166264955536	-0.00421137	0.00024239	5.8752912100000156e-08	1.7735637276899998e-05	0.000605963	-8.452899999999996e-05	7.145151840999994e-09	3.671911573690001e-07	-0.00338188	0.00078647	1.14371123344e-05	6.185350609000008e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60517.903924766746	21.40709715912817	458.2638087803534	3662416695.4472985	101978.1496643839	138.11572265625	19075.95284485817	10399543008.971483	58201.41272615131	-144.79869729366328	3387404443.319808	20966.66273794193	69643.06038197517	64327.17661351517	1.206761	20.005417	0.1146893499999999	0.0692808	-0.0186971531	0.1048898633	0.0449650515	-0.0172622331	0.144259522	-0.0957927837	0.1082207158	-0.0004321547	0.0206296257	0.0939701749	-0.0324365835	0.0338127994	0.089655699	0.0071985397	-0.150288328	-0.0642697975	0.0323435525	0.0986487064	0.0558019645	-0.0235003075	-0.0083009914	-0.0817778257	-0.0631522226	-0.0913959888	-0.0632888374	-0.0108375402	0.0452283531	-0.0837912354	-0.0393513365	0.0170090876	-0.0671424784	0.0214929909	0.0105253614	0.0057280747	-0.0469075712	0.1032402694	-0.0608281675	0.0800237322	-0.0943335582	-0.0474002156	0.0043914316	-0.061688246	0.0207672231	-0.1678711522	-0.0490465695	0.0314594119	0.0364576507	0.061806336	0.0395727627	0.0134812126	-0.0466718687	-0.1017793699	0.0272948437	0.0961415671	0.0765304992	0.1739479708	-0.0365729	0.0179333567	0.0290653589	0.0051191907	0.0968817924	0.0306080747	-0.0751169754	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.117508	0.009996	0.013808130064	9.99200160000001e-05	-0.0923261	0.0069523	4.833447529000012e-05	0.0085241087412099	0.0428942	0.0021185999999999	4.488465959999993e-06	0.00183991239364	-0.00347304	0.0007383299999999	5.451311888999995e-07	1.20620068416e-05	0.000690492	8.452899999999996e-05	7.145151840999994e-09	4.7677920206400004e-07	-0.00229229	0.0010895899999999	5.254593444100001e-06	1.1872063680999993e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60623.227831223216	105.32390645646956	11093.12527125115	3675175752.676397	102361.61111179786	383.46144741395256	147042.6816528035	10477899429.40294	58153.187415894135	-48.225310257177625	3381793206.628108	2325.6805494010414	69640.22332572358	64594.27068586637	1.217842	20.18911	0.1354947999999999	0.0631331	0.0224465566	-0.0084873141	0.1279415512	-0.1201805021	-0.0387283952	-0.0558067759	-0.0303292033	0.035199704	0.0744600362	-0.0233005185	-0.0717554891	-0.0376373657	-0.0436299658	0.0102252829	-0.1928781208	-0.0467097016	0.1571967562	-0.0133550193	0.0772024213	-0.0901765537	-0.0468524937	-0.0199827424	0.0065472024	-0.0289170167	0.0501283823	-0.1213828211	-0.0211598842	-0.0372773009	0.102509476	0.0937209174	-0.0526222824	0.0755792106	-0.0663672	-0.060749542	-0.0510469287	-0.0896090511	0.0325270662	-0.0670772872	0.0490193618	0.0502561499	-0.1411621425	-0.1075828893	0.0762746088	-0.0240754998	0.0006024512	0.1313730532	0.0749269981	0.071716473	0.053632303	-0.0463163781	-0.0010722914	-0.1802685876	-0.0338340088	-0.0527216889	0.0398320048	0.0133928045	0.0515993627	-0.0812797768	-0.1071549486	0.1423828427	0.0143933138	0.0975042854	0.1025740517	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.101111	0.0163969999999999	0.010223434321	0.0002688616089999	-0.052336	0.0399900999999999	0.0015992080980099	0.002739056896	0.0202706	-0.0226236	0.00051182727696	0.00041089722436	-0.00321205	0.00026099	6.81157801e-08	1.03172652025e-05	0.00052607	-0.000164422	2.7034594084e-08	2.767496449e-07	-0.00299656	-0.0007042699999999	8.9793718336e-06	4.959962328999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60712.76293238146	89.5351011582461	8016.534339417363	3686039582.883553	102232.20566529864	-129.4054464992223	16745.76958366309	10451423875.19192	58413.77724095395	260.5898250598111	3412169371.555789	67907.05692470296	69806.96314538043	65144.13009081936	1.157665	19.191509	0.10396165	0.0579972	0.0743411342	-0.0450688948	0.0140729823	-0.0706275912	0.0127844552	-0.0081748781	0.0368873396	0.0135562089	-0.0478797208	0.0371423442	-0.0467740617	-0.057106107	-0.0041345384	0.0610947816	-0.1156594145	-0.1063961228	0.0631415646	-0.1024321781	0.0322406399	0.0219219881	-0.0323072344	0.0426133496	0.0231359763	0.1167262732	-0.0518281985	-0.0640886454	0.1520873091	-0.0100411251	-0.0597948556	0.0559303149	0.0750317521	0.0087920324	-0.0221349583	-0.0727621399	0.0144733597	0.0263052708	-0.0065011228	0.0565712362	0.0195167211	0.1826984982	-0.0374161669	0.0109451512	0.1030824881	-0.0936692802	-0.0110749504	0.1382627724	0.0308872051	0.0361156186	-0.0450707489	-0.0939789398	0.0628735168	0.0806359464	-0.0622382306	-0.1218897691	0.2012554369	0.0640557654	-0.0976389495	-0.0692156569	0.0130961127	-0.1328567654	0.0160293497	-0.0415833245	0.0897790458	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.101191	-7.999999999999674e-05	0.010239618481	6.399999999999478e-09	-0.0926139	-0.0402779	0.0016223092284099	0.00857733447321	0.0446418	0.0243712	0.00059395538944	0.00199289030724	-0.00321205	0.0	0.0	1.03172652025e-05	0.000692891	0.0001668209999999	2.782924604099998e-08	4.800979378809999e-07	-0.00237873	0.00061783	5.658356412899999e-06	3.817139089000002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60719.97923407009	7.216301688626117	52.07501006126815	3686915878.185903	102047.9289828916	-184.27668240704224	33957.89567894591	10413779809.697289	58452.14302668959	38.36578573564475	3416653024.4125767	1471.933515113402	69931.76798889345	64272.283483161664	1.17034	19.40164	0.19038931	0.0932386	-0.0312960891	-0.0511202535	0.0775583751	-0.0343222243	-0.0988049079	-0.0424526426	0.0366334484	0.0202608135	0.0562841482	-0.0401875315	-0.0080033813	-0.0353604347	-0.1344862417	0.0653061955	-0.0354877738	-0.0344940588	0.0273626843	-0.1564123085	0.0257747623	-0.0949126053	-0.000758076	-0.0073911688	0.0264406601	-0.0674564861	0.004460426	-0.0936383557	0.0303966158	0.0630236105	-0.1252980511	0.0618732052	-0.0479742671	-0.0030898141	0.0836554829	-0.0470861187	0.0482030712	0.0443623132	0.0288159918	-0.0425084119	-0.0773490126	0.004700804	0.0651886069	-0.0595744248	0.0288477067	0.0441539417	0.0788922051	0.0949333688	-0.0138196311	-0.0057525447	-0.0968937134	-0.12564657	0.0252167943	-0.0484968751	-0.0753657779	-0.0619657646	-0.0424764203	0.1149933027	-0.0635731601	-0.003766848	-0.0393798716	-0.0389439813	-0.048676287	0.1276991499	-0.0040254481	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0862874	0.0149036	0.00744551539876	0.00022211729296	-0.0545316	0.0380823	0.0014502615732899	0.00297369539856	-0.00681811	-0.05145991	0.0026481223372081	4.64866239721e-05	-0.0021989	0.00101315	1.0264729225e-06	4.83516121e-06	0.000483441	-0.0002094499999999	4.386930249999999e-08	2.3371520048100003e-07	-0.00188246	0.0004962699999999	3.5436556516e-06	2.462839128999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60939.81049218709	219.83125811700305	48325.7820453044	3713660502.823676	103061.16364838806	1013.234665496464	1026644.4873637313	10621603452.559824	58633.98234711424	181.83932042464585	3437943885.881704	33065.53845249702	70224.12766604524	65536.03180080217	1.166952	19.345467	0.06966216	0.0456177	-0.0019520981	-0.03526596	-0.083498687	-0.1211364948	-0.0844809355	-0.0014709354	0.0861495274	0.1196331488	0.0055262903	-0.1105645947	-0.0944094003	-0.1198156648	-0.0234309607	-0.0683101103	0.1877211687	0.0140614214	0.0562824348	-0.0050926402	0.0976586287	-0.0573736735	0.0161357941	0.0705517806	0.1402355971	-0.012165569	-0.0583094917	-0.039296596	-0.0976782519	-0.0690192791	0.0007584253	-0.0172801696	-0.0505234297	0.0561586384	-0.0640204355	0.0498940104	-0.0536180693	0.1304544131	-0.1423275653	-0.0224006585	-0.0668721902	0.1216956834	-0.0606325919	0.0406782789	0.1171647055	0.1832429735	-0.0044733674	-0.0706751533	-0.0969701994	0.0231643027	0.0486556332	-0.0403280117	0.0126963708	-0.1050902749	0.0229541887	-0.050763047	-0.0029865389	-0.0528064768	-0.0241099568	-0.0052584835	-0.0077372893	0.0893274592	-0.1046078901	0.1252061755	0.0161383667	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0803368	0.0059506	0.00645400143424	3.5409640360000004e-05	-0.0641115	-0.0095799	9.177448401000004e-05	0.00411028443225	0.033482	0.04030011	0.0016240988660121	0.0011210443239999	-0.00245932	-0.0002604199999999	6.781857639999997e-08	6.0482548624e-06	0.000490362	6.921000000000065e-06	4.7900241000000886e-11	2.4045489104400005e-07	-0.00187317	9.290000000000125e-06	3.5087658489e-06	8.630410000000228e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
