global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	non_steady_state_outlier04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
59674.40470564674	n/a	n/a	3561034576.973314	98189.91248544256	n/a	n/a	9641258913.898869	58391.0195711097	n/a	3409511166.553716	n/a	70995.8278158723	53536.43716388777	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.17825e-05	n/a	1.74577730625e-09	n/a	0.0260746	n/a	n/a	0.00067988476516	-0.012505	n/a	n/a	0.000156375025	0.00150949	n/a	n/a	2.2785600601000003e-06	3.97118e-05	n/a	n/a	1.57702705924e-09	0.000386971	n/a	1.49746554841e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59927.84237190184	253.43766625510037	64230.650676831625	3591346291.3515134	100482.56507181676	2292.652586374199	5256255.881808304	10096745883.41189	58239.0234375	-151.9961336096967	3391783850.9536743	23102.82463229677	71151.21502440904	53103.51901568245	1.66915	32.988121	0.5275254125	0.299513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.00010217	-0.0001439525	1.0438708900000002e-08	2.0722322256250004e-08	0.120647	0.0945724	0.00894393884176	0.014555698609	-0.0199591	-0.0074541	5.556360681e-05	0.00039836567281	-0.00348292	-0.00499241	2.49241576081e-05	1.21307317264e-05	0.00111424	0.0010745282	1.15461085259524e-06	1.2415307776e-06	-0.00205319	-0.0024401609999999	4.2155891761e-06	5.954385705920999e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0
59868.24693221817	-59.59543968366779	3551.6164310896856	3584206990.7370505	99219.17240877327	-1263.3926630434871	1596161.0210321145	9844444173.481876	58218.251185825895	-20.772251674105064	3389364771.135918	431.48643961236064	71066.79746515288	53440.19683460909	1.08084	21.361111	0.15672737	0.0858405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0542984	0.0544005699999999	0.0029483162425599	0.0029594220163248	0.182421	0.0617739999999999	0.0038160270759999	0.033277421241	-0.0321734	-0.0122142999999999	0.0001491891244899	0.00103512766756	-0.00401895	-0.00053603	2.873281609000003e-07	1.61519591025e-05	0.00114498	3.074000000000002e-05	9.44947600000001e-10	1.3109792004000005e-06	-0.00205319	0.0	4.2155891761e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59858.32170899448	-9.92522322369041	98.51005604008344	3583018677.81748	100429.33113960596	1210.1587308326853	1464484.1538105756	10086050553.148626	58312.59780572385	94.3466198979586	3400359062.8521104	8901.284686169876	71242.75880010278	53375.65242800245	1.062072	20.990187	0.1346477999999999	0.0701194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.101226	0.0469276	0.0102467030759999	0.00220219964176	0.178198	-0.004223	1.783372900000004e-05	0.0317545272039999	-0.0199227	0.0122506999999999	0.0001500796504899	0.00039691397529	-0.00418485	-0.0001659	2.7522810000000023e-08	1.7512969522500004e-05	0.00165286	0.0005078799999999	2.5794209439999984e-07	2.7319461796e-06	-0.00130204	0.0007511499999999	1.6953081616e-06	5.642263224999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59888.20678898638	29.885079991901875	893.1180061223738	3586597312.400395	100093.0427625194	-336.2883770865592	113089.87256351185	10018617209.459538	58207.893763950895	-104.7040417729586	3388158896.4353933	10962.936363593455	71252.29164391701	53437.52988700119	1.086264	21.468306	0.12929485	0.0547424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.122889	0.021663	0.015101706321	0.000469285569	0.201811	0.0236129999999999	0.0005575737689999	0.040727679721	0.00411425	0.02403695	0.0005777749653025	1.69270530625e-05	-0.00387593	0.00030892	9.543156640000018e-08	1.50228333649e-05	0.00112895	-0.0005239099999999	2.744816880999998e-07	1.2745281025000005e-06	-0.000935232	0.0003668079999999	8.74658893824e-07	1.3454810886399996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60149.493716532445	261.28692754606163	68270.85850646086	3617961594.355176	101859.7417689732	1766.6990064537968	3121225.3794048326	10375406993.241903	58351.533701371176	143.63993742028106	3404901485.302256	20632.43162210226	71245.61898204651	53676.22322399663	1.209447	23.902817	0.0484529099999999	0.0237007	-0.1659253229	-0.2259299156	0.0197544763	0.1512222225	0.0507430985	-0.188472436	-0.2441992808	0.1020885708	-0.0001290138	0.0255418697	-0.1641561447	-0.0582003834	0.17381998	-0.0914099555	0.0332809972	-0.0323776788	0.0105660538	-0.053437768	0.052442851	-0.0226104232	0.0220017511	-0.1805987474	0.058964703	-0.1051786564	0.1775053064	-0.1169775159	0.1168663367	-0.0425068774	0.1230675105	-0.0504625852	0.0143152361	-0.0543149283	-0.0090251749	0.0064234843	-0.0154458892	0.0972747877	-0.0162489851	0.2462336465	-0.1942005983	0.1294568523	-0.0597820126	0.0566500163	-0.0907981195	0.0340367532	-0.0172077966	0.03921257	-0.1016486155	0.0678912637	-0.0605734401	0.0849489129	-0.0355220186	0.030648773	-0.0111163447	0.1134437706	-0.092835756	0.0111159385	-0.2425377219	0.103971301	0.1039600575	0.1039413191	0.1039150873	0.0	0.0	0.0	0.0	0.0	0.11923	-0.0036589999999999	0.0142157929	1.3388280999999968e-05	0.188261	-0.0135499999999999	0.0001836024999999	0.035442204121	0.00216774	-0.0019465099999999	3.7889011800999993e-06	4.6990967076000005e-06	-0.0040991	-0.0002231699999999	4.9804848899999796e-08	1.6802620809999998e-05	0.00139789	0.0002689399999999	7.232872359999993e-08	1.9540964521e-06	-0.00102907	-9.383799999999996e-05	1.0589850649e-06	8.805570243999992e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60617.842080301765	468.3483637693207	219350.1898454	3674522778.472404	100928.91989761258	-930.8218713606184	866429.3562032836	10186646871.698696	58436.77332788584	85.23962651466718	3414856476.9747105	7265.793928359952	71172.02580212615	54894.13972066243	1.292287	25.540028	0.09717614	0.0463252	-0.1453154757	-0.1197996366	0.0123182958	0.1485337286	-0.0959972292	-0.1113377128	-0.2081631233	-0.0369002006	0.0888773104	0.12960048	-0.1415511062	-0.0856710722	0.2209719955	-0.0536240154	-0.0657767023	0.1245142402	-0.0054342493	0.097994042	0.0442896027	-0.0129067528	0.0029464445	-0.0865418418	0.020039484	0.1436937747	0.0888234916	-0.0267632403	-0.0385440162	-0.0536829099	0.0860632347	-0.0740649048	0.001786256	-0.0132466141	-0.0412285542	-0.0533085261	0.0547271692	0.0351865149	-0.0299034748	0.271415532	-0.0893890828	0.0877198746	0.0686920883	-0.0124477973	-0.011496621	-0.0759990586	-0.0214681413	0.0200427042	0.012258388	-0.0625497736	0.0475152193	-0.0248965898	0.0215678807	0.0785120723	-0.0705045776	0.0845478836	-0.1330115074	-0.0652471051	-0.1241136969	0.1039413191	0.1038401514	0.1036716116	0.1034358089	0.0	0.0	0.0	0.0	0.0	0.131366	0.012136	0.017257025956	0.000147282496	0.207146	0.0188849999999999	0.0003566432249999	0.042909465316	-0.0312734	-0.03344114	0.0011183098444996	0.00097802554756	-0.00415395	-5.485000000000039e-05	3.008522500000042e-09	1.72553006025e-05	0.00124359	-0.0001543	2.3808490000000005e-08	1.5465160881e-06	-0.0014742	-0.0004451299999999	2.17326564e-06	1.981407169e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60895.14862125982	277.3065409580522	76898.91765811988	3708219125.6053214	101453.16911514946	524.2492175368825	274837.2420880335	10292745523.507116	58465.942362882655	29.169034996812115	3418266416.3799167	850.83260264525	70943.98501332862	55585.38177921071	1.105925	21.856867	0.1446587799999999	0.0646454	-0.1249238919	-0.0234042835	-0.0284005357	0.0299329043	-0.1310948478	0.0749157087	-0.0950380177	0.0498624538	-0.0395349764	0.0654141855	-0.0922643417	-0.0329260384	0.2024475424	-0.1441491038	-0.0192267356	-0.0627091059	-0.0785306811	-0.0526399136	0.0253799095	-0.0714891836	-0.062802787	-0.0227023347	0.1760818844	-0.0053573006	0.0561232541	0.0796863376	-0.1568389613	0.0229262328	-0.0301290195	0.0083403769	0.1100432602	-0.0666893998	0.0967659277	-0.0874856867	-0.0444022245	0.1235185889	-0.0424847102	0.1049474232	-0.1221118317	-0.0896419386	-0.0019788601	0.047749268	-0.1041711398	-0.059664419	-0.0812280327	-0.0582113795	-0.012437693	0.0748276636	0.0931080125	0.054880826	-0.1166278998	0.0308086723	0.081307525	0.1943743578	-0.1253587961	-0.0659281474	0.0772924338	0.1038813639	0.1036004777	0.1031328963	0.1024794626	0.0	0.0	0.0	0.0	0.0	0.127976	-0.00339	0.016377856576	1.1492100000000028e-05	0.165691	-0.0414549999999999	0.0017185170249999	0.027453507481	0.00759988	0.0388732799999999	0.0015111318979583	5.77581760144e-05	-0.00358895	0.000565	3.19225e-07	1.28805621025e-05	0.00090333	-0.0003402599999999	1.1577686759999993e-07	8.160050889000001e-07	-0.00116065	0.0003135499999999	1.3471084225000002e-06	9.831360249999995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60775.07255632054	-120.07606493927597	14418.26137130122	3693609444.226026	100828.32233234668	-624.8467828027788	390433.501978983	10166350584.3556	58468.56930604273	2.6269431600740063	3418573596.695522	6.900830366259607	70982.8147722893	56405.69215949564	1.065615	21.060202	0.1575795499999999	0.0833951	-0.1352201475	0.0096465855	0.0081254574	0.0524761409	-0.1706071687	-0.0240098316	-0.1218544827	-0.1207544992	0.0087932411	0.0395605763	-0.1048859741	-0.0375009296	0.0710048377	-0.0662871815	-0.0431560203	-0.0340637414	0.0543060529	0.1150924532	0.0450996297	0.0346188547	0.0077528243	-0.0741192356	0.1202882906	0.0585294634	0.1242587254	0.1011131393	0.1054828959	0.0526871628	0.06594008	0.0007562606	-0.0195841532	-0.0420220433	-0.0500049307	-0.0726706248	-0.2244402762	0.0292514711	-0.0121142705	0.1642443657	-0.0436545563	-0.0686423787	0.04977053	0.0570244376	-0.0129031549	-0.1413805676	-0.0277130267	-0.0334431692	0.0158048331	-0.1693915178	0.0047116349	-0.0405840652	0.0772440095	0.000463736	0.028258472	0.0345056893	-0.1742314013	0.052221465	-0.0092614546	0.1037914528	0.1032413126	0.1023265713	0.1010504592	0.0	0.0	0.0	0.0	0.0	0.164359	0.036383	0.027013880881	0.001323722689	0.234854	0.069163	0.004783520569	0.055156401316	-0.00033167	-0.0079315499999999	6.290948540249999e-05	1.100049889e-07	-0.00402094	-0.0004319899999999	1.8661536009999975e-07	1.6167958483599997e-05	0.000956451	5.312099999999994e-05	2.8218406409999933e-09	9.14798515401e-07	-0.0007637209999999	0.0003969290000001	5.832697658408473e-07	1.5755263104107942e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60620.44612190563	-154.62643441490945	23909.33421986829	3674838488.018864	101568.09206982724	739.7697374805575	547259.264492053	10316077326.704905	58575.05547472896	106.48616868622776	3431037123.8675747	11339.304121471752	71174.5505082541	55793.62554693783	1.049567	20.743036	0.11263162	0.0592473	-0.1268872692	-0.0174330176	-0.0199029352	-0.0606207436	-0.1194664149	-0.0461772341	-0.0877017804	-0.0368729778	-0.0769100166	-0.0202151466	-0.1422706327	0.0779139997	0.0256190243	-0.1652326833	0.0310822946	0.0178646749	-0.0029496484	0.0295687694	-0.0448436903	0.1326104287	-0.0759769728	0.0003933826	-0.0009103301	-0.047134144	-0.0420605672	-0.0769567427	0.0132185955	-0.072156091	0.0611264943	-0.0453500775	-0.0419056608	-0.0475014301	-0.0496918201	0.0234078338	-0.0100397206	0.1011507796	0.0581034308	0.0136570736	-0.1406778852	-0.0585913561	-0.0376970578	0.0509374394	-0.1658762466	-0.1287629915	0.1355923512	-0.0289678421	-0.0852770709	0.0439454427	-0.0099168443	0.0796375208	0.0229932668	0.0408083876	0.0962012118	0.0516158536	0.0555854395	-0.0335754297	-0.0058525452	0.1036716116	0.1027630705	0.1012547286	0.0991553897	0.0	0.0	0.0	0.0	0.0	0.175593	0.0112339999999999	0.030832901649	0.0001262027559999	0.224836	-0.0100179999999999	0.0001003603239999	0.050551226896	0.0474452	0.04777687	0.0022826293069969	0.00225104700304	-0.0044065	-0.00038556	1.4865651360000006e-07	1.941724225e-05	0.00121921	0.000262759	6.904229208100007e-08	1.4864730241e-06	-0.000539985	0.0002237359999999	2.91583800225e-07	5.005779769595527e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
