global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
59822.21427232121	n/a	n/a	3578697320.4435115	106267.1087703339	n/a	11292698406.405975	n/a	57782.990967741935	n/a	3338874045.178146	n/a	70132.00338466256	58150.33661089368	n/a	n/a	n/a	n/a	-0.0102616934	-0.1456655625	-0.1171637822	-0.0299330628	0.0522248319	-0.0172128927	0.0154207938	-0.1246555486	-0.0610464392	0.1404271938	0.190479337	-0.0327366155	0.0483521751	-0.0802671891	0.2231368482	0.0177277439	-0.0767912141	0.0930049459	-0.0528578618	0.046597963	-0.0300087267	0.0777482432	-0.0564833086	0.1955457477	-0.0173848269	0.1025430975	-0.0957633069	-0.0558945156	0.0542809877	0.1496163443	-0.0896059722	0.0896137393	-0.154206587	0.1295168262	-0.0822369975	0.0546841896	-0.0036523617	0.1490484942	0.0783388	n/a	0.00613696758544	n/a	-0.0600583	n/a	0.00360699939889	n/a	-0.358007	n/a	n/a	0.128169012049	0.0129468	n/a	0.0001676196302399	n/a	-0.000485089	n/a	n/a	2.35311337921e-07	0.000602728	n/a	3.6328104198400005e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59776.7034234593	-45.510848861908016	2071.2373641314343	3573254272.176211	106283.87389233732	16.765122003416764	11296261849.562262	281.0693157894489	57935.64479334677	152.65382560483704	3356538937.6208487	23303.190471792	70527.38215391731	57432.10307627812	1.091826	23.911793	0.10468175	0.0518859	0.0225478285	-0.0513298329	-0.0542270346	-0.0831244301	-0.0137137065	-0.130046078	-0.0307696777	-0.023117593	-0.1198573664	0.0803109316	0.1105298268	-0.0758757111	-0.1892836269	-0.0080860313	0.1448162192	0.0507496884	0.054445487	0.0084214796	-0.1840773025	-0.1556195767	0.0843310637	-0.0665276054	0.1538732724	0.0518875457	-0.1379760773	0.1089268495	-0.0693767339	-0.1374224293	0.0491980449	0.081789818	-0.0164874721	0.1195034195	-0.148677191	-0.0348291605	-0.0433628825	-0.1070119526	-0.0473579406	0.1488669016	0.0906737	0.0123348999999999	0.0082217198716899	0.0001521497580099	-0.0204088	0.0396495	0.00041651911744	0.00157208285025	-0.341729	0.016278	0.000264973284	0.116778709441	0.0124488	-0.000498	0.0001549726214399	2.4800400000000016e-07	-0.000405948	7.914100000000002e-05	6.263297881000003e-09	1.64793778704e-07	0.000753974	0.000151246	5.684767926760001e-07	2.2875352516000022e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59835.33664240667	58.63321894736873	3437.85436413008	3580267511.110134	106868.58799764556	584.714105308245	11420895100.610514	341890.5849464215	57920.44950100807	-15.1952923386998	3354778470.398826	230.89690925854887	70533.79332317809	57918.67545423379	1.025505	22.459316	0.0833108	0.0498671	-0.0121790513	-0.1166525172	-0.0015446916	-0.1039243423	0.0828248036	-0.0558004963	0.0151691707	-0.0466365457	-0.1404374295	0.1084941435	0.0233380611	-0.0501912852	-0.2585273147	-0.0490102117	0.0735676833	-0.0453262611	-0.0538843378	0.1212591391	-0.027898725	-0.0288943635	0.0597159466	-0.0766850518	0.0865665491	0.041592706	0.1968440996	-0.0795103837	0.0473383098	-0.151856295	0.0762241594	0.0473189636	0.0111296197	0.1560864186	-0.079975879	0.0340919574	0.0385721437	-0.1616886942	-0.2237764334	0.1485039376	0.0900911	-0.0005826	0.0081164062992099	3.39422760000003e-07	-0.0404583	-0.0200495	0.00163687403889	0.00040198245025	-0.35819	-0.016461	0.000270964521	0.1283000761	0.0132616	0.0008128	0.00017587003456	6.606438400000011e-07	-0.00049385	-8.7902e-05	7.726761604e-09	2.438878225e-07	0.000730322	-2.3651999999999983e-05	5.333702236840001e-07	5.594171039999992e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59638.21741846438	-197.11922394228893	38855.98844761026	3556716976.8520284	107050.44640544736	181.85840780180297	11459798075.605558	33072.48048820687	57868.79095766129	-51.65854334678443	3348796966.9015007	2668.6051007116057	70302.74560609717	56766.62724791182	1.089609	23.863241	0.1587839999999999	0.0979127	0.0362564251	-0.0269007733	0.0517430311	-0.0471526937	0.0766169877	0.0233374282	0.0514222843	-0.1132464024	-0.0925204934	0.0711478824	0.0606607467	-0.0454145037	-0.1669953182	-0.083069139	0.1247801922	-0.1340751008	0.0291059344	0.1591505182	0.0012261589	-0.1714641002	-0.0231704208	0.0240385944	-0.0741480501	-0.0438952701	-0.1119775578	0.0180454069	0.1601870087	-0.0660603061	0.0660655637	0.0334587986	0.032582794	0.1902865134	-0.0953291111	0.0691112425	0.0467971738	-0.0764010547	-0.2023397008	0.1479600444	0.0894222999999999	-0.0006688	0.0079963477372899	4.472934400001262e-07	-0.0229786	0.0174797	0.0005280160579599	0.00030553991209	-0.292127	0.0660629999999999	0.0043643199689999	0.085338184129	0.0120522	-0.0012093999999999	0.00014525552484	1.4626483599999984e-06	-0.000306491	0.000187359	3.5103394881e-08	9.393673308100001e-08	0.000635631	-9.469100000000005e-05	4.04026768161e-07	8.966385481000008e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59671.181337358896	32.96391889451479	1086.6199488841492	3560649882.1959686	106688.32932363014	-362.11708181722497	11382399613.86736	131128.7809438228	57839.01980846774	-29.7711491935479	3345352212.404324	886.3213243044877	70453.29293984275	57851.39211463559	1.148632	25.155878	0.1152484499999998	0.0691849	0.0170380167	-0.1583078643	-0.0109120179	-0.060403091	0.0274393755	-0.0348508446	0.0351198404	-0.1363906352	-0.0807011589	0.1567024811	0.0527814198	-0.0631876244	-0.0971736357	-0.00626527	0.2600564844	-0.0078068224	-0.1593556692	0.0418726373	-0.1143923163	-0.1137943711	0.0039119466	-0.0058719316	-0.0030620779	-0.0072368611	0.1296815007	-0.0219983662	0.150269543	-0.1181901521	0.0182448405	0.0974454855	-0.0082579158	0.1591391515	-0.0756782598	0.0743295243	-0.0275057055	0.0417835876	-0.0741924084	0.1472358847	0.0836798	-0.0057424999999999	0.0070023089280399	3.2976306249998855e-05	-0.029219	-0.0062404	0.000853749961	3.894259216e-05	-0.308401	-0.0162739999999999	0.0002648430759999	0.095111176801	0.0132661	0.0012138999999999	0.00017598940921	1.4735532099999969e-06	-0.000570009	-0.000263518	6.9441736324e-08	3.24910260081e-07	0.000373218	-0.000262413	1.3929167552399998e-07	6.886058256900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59440.07613172559	-231.10520563330647	53409.61607081287	3533122650.545334	106264.33266802228	-423.996655607858	11292108397.380108	179773.1639666485	57785.960030241935	-53.05977822580462	3339217176.6167183	2815.3400653715703	70155.05326978765	55067.07270573924	1.448044	31.713224	0.1508868999999999	0.0938999	0.115992214	0.0307497879	0.0174712975	-0.0522889423	-0.0500144027	-0.0179364945	0.0117001406	-0.0891508012	-0.063180316	0.1552257555	0.099290619	-0.0562642651	-0.0121893252	0.0126683326	0.0368009347	-0.0586792259	0.0724309185	-0.01718958	0.0389161238	-0.0763997988	0.1653715109	-0.0951257498	-0.004368955	0.293744572	-0.0530555458	0.1545614269	0.1358175963	-0.0638618896	0.030333712	0.0539318567	-0.0006302478	0.1712556855	-0.0879425518	0.137707749	-0.0813310361	-0.0557008296	0.0924557277	0.1463323407	0.0870958	0.003416	0.00758567837764	1.1669056000000016e-05	-0.0550006	-0.0257816	0.0030250660003599	0.00066469089856	-0.249409	0.0589919999999999	0.0034800560639999	0.0622048492809999	0.0121235	-0.0011425999999999	0.00014697925225	1.3055347599999974e-06	-0.000561631	8.377999999999966e-06	7.019088399999943e-11	3.154293801610001e-07	0.000476186	0.000102968	2.2675310659600002e-07	1.0602409024000011e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60260.17238186463	820.0962501390386	672557.8594921125	3631288375.4920406	107282.58012895976	1018.2474609374768	11509551999.12667	1036827.891705618	57745.77260080645	-40.18742943548568	3334574253.264049	1615.029484632141	71338.86839657738	60055.89645332617	2.967747	64.995857	1.00114365	0.8006109999999999	-0.0471784396	-0.2365593352	-0.41031939	-0.4726437967	-0.3200818587	0.1540887562	0.1216613965	-0.0845589849	-0.1043334169	0.2343350267	0.2423174423	0.2414132122	0.1745931441	0.3215370655	-0.0599932919	-0.2833366591	0.3051476106	0.0638711802	0.0018922967	-0.0493642782	0.150696397	0.2296431071	-0.1698023006	-0.2731218328	-0.0896457356	-0.0619465752	-0.0458031635	-0.3596116628	-0.1335573146	0.5146500577	-0.1097056029	-0.2727695721	0.463563881	-0.1790565846	0.199164163	-0.1483862796	0.1715635645	0.1452505133	0.0994217	0.0123259	0.00988467443089	0.00015192781081	-0.103185	-0.0481844	0.010647144225	0.00232173640336	-1.00881	-0.759401	0.576689878801	1.0176976161	0.0153485	0.0032249999999999	0.00023557645225	1.0400624999999992e-05	-0.000180401	0.00038123	1.4533631290000005e-07	3.2544520801000006e-08	0.000494603	1.841700000000001e-05	2.4463212760900004e-07	3.3918588900000035e-10	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60383.7107095699	123.53832770527517	15261.718412215954	3646192519.057027	106349.39220087756	-933.1879280822031	11310193221.496077	870839.7091183552	58142.70097782258	396.92837701612734	3380573676.9964905	157552.13648065692	71782.21730212355	58424.48069140436	3.092011	67.717323	1.6368984	1.25859	0.0088973936	-0.0062102099	0.0362823764	0.1994951397	0.2387377779	-0.2541708391	0.3408432397	-0.2476514689	-0.2448491259	0.1415209826	-0.2405880365	-0.2953815906	0.2355935761	-0.0806964321	-0.1212510791	0.3158350252	0.1768435678	0.2175084357	-0.0842952832	-0.1813123016	-0.0236328809	0.1484386887	-0.0900826064	-0.1031404595	0.0475568134	-0.0430508996	-0.1902326031	-0.379971111	-0.0145729046	-0.2911712144	-0.3218049631	-0.0597962283	0.2739971665	-0.0635264554	-0.0024507428	0.4585635149	-0.41298987	0.1439917206	0.148293	0.0488713	0.021990813849	0.00238840396369	-0.152781	-0.049596	0.023342033961	0.002459763216	0.143363	1.152173	1.3275026219289998	0.0205529497689999	0.0083141099999999	-0.00703439	6.912442509209835e-05	4.9482642672101387e-05	-0.000421394	-0.000240993	5.8077626049e-08	1.7757290323600005e-07	0.000944382	0.000449779	8.91857361924e-07	2.0230114884100002e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59949.50501921206	-434.2056903578414	188534.58153912963	3593943152.048532	105781.1072051584	-568.2849957191502	11189642641.549215	322947.8363595145	58361.70158770162	219.00060987904	3406088212.2119336	47961.26712739147	71422.92408954713	52653.57960896889	3.036876	66.509827	0.5448699	0.24332	0.1828405235	0.4245808734	0.1901391679	0.0829977244	0.0762159581	-0.5424573664	0.0444068885	0.1487637758	-0.4126617023	0.0089381105	-0.3233531308	-0.2574828277	0.0189921597	-0.2379582079	0.1006362077	-0.1190916217	0.2446067042	-0.4443442105	0.1211163609	0.1437244939	-0.0672155448	0.0191054912	-0.0310708799	-0.0744384341	0.0115022364	-0.0691333755	-0.0205410884	-0.3627924166	0.1926881028	-0.5332007651	-0.1709033575	-0.0198634767	-0.1895179356	-0.3149236149	0.0765957631	-0.2795454665	0.3519638631	0.1425574961	0.0485754	-0.0997176	0.0023595694851599	0.00994359974976	-0.0373741	0.1154069	0.00139682335081	0.01331875256761	0.149833	0.00647	4.1860900000000045e-05	0.0224499278889999	0.00630674	-0.0020073699999999	3.97749694276e-05	4.029534316899601e-06	-0.002728	-0.002306606	5.320431239236001e-06	7.441984e-06	-0.00120715	-0.002151532	1.4572111224999998e-06	4.629089947023999e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59995.29844900823	45.79342979616922	2097.038212496679	3599435835.985569	106585.95260595034	804.8454007919354	11360565292.917892	647776.1191759311	58032.17600806452	-329.5255796370984	3367733452.230979	108587.1076351657	70017.61428043556	59721.4923813486	4.004098	87.69269599999998	1.143561	0.622102	-0.0529359923	-0.3183919267	-0.2532765801	-0.0954155233	0.0863691761	0.0373905174	0.0994781208	-0.3099165236	-0.2858219642	0.1027106881	0.1035914173	0.1292934734	0.1598526731	0.206914863	-0.1327417603	-0.2233102439	-0.064477733	0.0889889132	0.0605969555	0.1279857435	-0.4037860455	-0.0602835426	0.1442474843	0.1302747545	-0.0490645015	0.077214918	-0.099484853	-0.0748583429	0.2667127561	0.1691354349	-0.1293543428	-0.2165908893	0.0735106424	0.457945448	-0.2669993991	-0.2061760228	-0.0294627493	0.1409495873	-0.065953	-0.1145284	0.004349798209	0.01311675440656	0.1332	0.1705741	0.01774224	0.02909552359081	-0.376794	-0.526627	0.277335997129	0.141973718436	0.00752726	0.00122052	5.66596431076e-05	1.4896690704000002e-06	-0.00401311	-0.00128511	1.651507712100001e-06	1.61050518721e-05	-0.00533815	-0.004131	2.84958454225e-05	1.7065161e-05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
