global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
60800.97651330751	n/a	n/a	3696758744.971772	106427.38805715178	n/a	11326788928.667574	n/a	58280.00982804178	n/a	3396559545.5566463	n/a	70641.84347434156	64324.27291940543	n/a	n/a	n/a	n/a	-0.1159423609	-0.0615196792	0.0495679071	0.043462855	-0.0244328783	-0.1371338155	-0.0398610528	-0.0419989673	0.1429308372	-0.011804509	0.1986823138	-0.069546201	0.0005923533	-0.0508116979	-0.0940367524	0.0373927483	-0.0167064903	0.0333465059	-0.0723308874	-0.0311929662	0.1318066161	-0.0541349304	0.1108943286	-0.0321888517	0.0154227801	-0.0401627689	0.1637426427	-0.0315758404	0.1083661099	-0.0477579617	0.107553645	-0.0264033082	0.0746605103	-0.0095344364	0.0203955338	-0.022712086	0.1572566156	-0.0548692862	0.0754489231	-0.0408778518	0.0563383854	-0.0162365021	0.1126133674	-0.097487503	0.0047777637	-0.1065419811	0.0160279979	-0.0980463531	0.0915115462	-0.0822379595	0.0421414837	-0.0104035398	-0.008967606	0.0460848344	-0.0007343002	0.0986003325	0.0653579725	-0.1356658279	0.2239881789	-0.0258743038	0.0093629043	-0.1074315686	0.0108821857	-0.1226941784	0.0385491571	-0.1082222775	0.0620416652	-0.1305001422	0.0049787573	-0.004702564	0.2250137416	-0.0766958345	0.216561481	-0.0397648069	0.0211915694	0.0062987112	-0.1139015689	0.0679379973	-0.0225376693	0.1852153508	-0.0634012403	0.0513100562	-0.0270651571	0.0392000438	-0.0024494674	0.1344982676	-0.0662817231	0.0644758717	-0.1045003165	0.0136648476	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0443253	n/a	0.00196473222009	n/a	-0.0072939299999999	n/a	5.320141484489854e-05	n/a	-0.0502513	n/a	n/a	0.0025251931516899	0.00193953	n/a	3.761776620900001e-06	n/a	0.000445573	n/a	n/a	1.98535298329e-07	-0.000664207	n/a	4.41170938849e-07	n/a
60688.53382789687	-112.4426854106423	12643.35750235667	3683098138.179783	105843.50839359504	-583.8796635567414	11202848269.065023	340915.4615151336	58302.12194938	22.112121338221183	3399137423.8003774	488.9459100762167	70456.50184338419	63511.83134061373	1.181923	18.869469	0.0825309763999999	0.0444953	-0.0485731918	-0.0524502177	0.0763812632	0.0226445602	0.0772184927	-0.0673420078	0.0342834055	-0.0784533351	0.1815344448	-0.1196152077	0.0967714701	0.0028864923	-0.0122527985	-0.0085394534	-0.0924095105	0.023492726	0.0192295075	-0.0822501242	-0.0482774471	0.0362536744	0.072661933	0.0047014164	0.0179910873	0.0468438005	-0.0726310867	0.0548416839	0.0398837815	-0.0040269589	0.1218515113	0.1009830513	0.0040648438	-0.0264500983	-0.0091058128	-0.0130984446	0.0744598863	-0.1246359617	0.046402341	0.0563211338	0.0456720337	0.053400722	-0.0217551263	-0.1815341523	0.0813649962	-0.1113442284	0.0590085144	-0.1126660376	-0.1102957121	0.1023844686	0.0238348462	0.0899681781	-0.0515641021	-0.0284064638	0.0895779022	0.0451169163	0.0717075508	0.0123964912	-0.018367268	-0.0999848994	0.1472388449	-0.0651219678	0.001699711	0.0263528603	0.1428905498	0.0103996746	-0.0015832159	0.0076073305	0.0870103997	-0.0473901768	0.0425087639	0.0019250263	-0.0428060726	0.0105407287	0.1770611088	-0.1252386737	-0.0582592935	0.1276553831	-0.0810063545	0.1013009634	-0.0109665796	0.1038707424	0.1962634207	-0.0150604823	-0.1036488296	-0.0813995745	0.051770628	0.1121824066	0.0421759893	-0.0429630461	0.0223082169	0.0118009931	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0332868	0.0110385	0.00110801105424	0.0001218484822499	-1.57536e-05	0.0072781763999999	2.4817591296000006e-10	5.297185170951551e-05	-0.0386142	0.0116370999999999	0.0001354220964099	0.00149105644164	0.00125073	-0.0006888	1.5643255329e-06	4.744454400000001e-07	0.000425017	-2.0556000000000025e-05	4.22549136000001e-10	1.80639450289e-07	-0.000322019	0.000342188	1.03696236361e-07	1.17092627344e-07
60772.313074119134	83.77924622226419	7018.9620975707685	3693274036.3787513	105692.15897321043	-151.34942038460576	11170832468.418386	22906.64705075612	58298.96779814414	-3.1541512358598998	3398769646.329048	9.94867001867653	70587.7589399561	64118.09145601713	1.0371	16.557367	0.0651454064	0.0297068	-0.0323494505	-0.0562513566	0.0374986385	0.036494705	0.0566324053	-0.0435846294	0.0622961084	0.0386077574	0.053215119	-0.1369855888	0.0875209715	-0.1637595726	0.0396008409	-0.0679476141	-0.1594365897	0.024768521	-0.0158328009	0.0598615951	-0.0554620611	0.0680956289	4.15833e-05	-0.0237698923	0.0442313103	0.1098667063	-0.0197425614	-0.1434563506	-0.0410703715	0.1457048074	-0.0318205951	-0.060232086	0.077902653	-0.0672545158	-0.0232315038	-0.0671985001	-0.0372568018	-0.0338716149	-0.0345583765	-0.003345295	0.0229412085	-0.1011488	-0.0720233688	-0.0628148609	-0.0089049694	0.1086619793	0.0377827577	-0.0004856431	0.0187848529	0.1017060435	-0.0467584633	-0.0273098354	0.0618867786	-0.1254947036	-0.047042634	0.0017748841	-0.0045995217	0.0012886208	0.0215615362	-0.2325448	0.0682488144	-0.0101990821	0.038850625	0.0354806383	-0.0921026733	-0.0200868688	0.0717229323	-0.0190633293	0.0961656987	-0.1574189026	0.0400341637	-0.0852958116	0.0272248948	0.0250764633	0.1202341135	-0.0389313265	0.022179718	-0.0163754226	0.0010139231	-0.0107737846	0.0291757845	-0.0272369942	0.1415315762	-0.1487611413	-0.0595593205	-0.0537144086	0.1198870826	-0.0811293773	0.0959705933	-0.0085738799	-0.0020109156	-0.1354143757	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0208411	0.0124456999999999	0.00043435144921	0.0001548954484899	-0.00293731	-0.0029215563999999	8.627790036099999e-06	8.535491798380959e-06	-0.0504107	-0.0117965	0.00013915741225	0.00254123867449	0.00157396	0.0003232299999999	2.4773500816e-06	1.0447763289999994e-07	0.000641146	0.000216129	4.671174464100001e-08	4.11068193316e-07	-0.000101745	0.000220274	1.0352045025e-08	4.8520635076000006e-08
60738.36449107037	-33.948583048761066	1152.5062910186273	3689148921.0501184	105629.40422020272	-62.75475300771359	11157571035.91498	3938.1590250591375	58380.58902452979	81.62122638565052	3408293174.8510485	6662.024596697612	70645.17928119774	63620.039330996	1.149856	18.357517	0.0962540399999999	0.0500044	0.0199639255	-0.0538800769	0.0495900558	0.0035937371	0.0373919254	-0.0056524834	0.0293091366	0.0146911093	0.0858800518	-0.0823684197	0.0226605218	0.0238294864	0.1056961908	-0.0091329996	-0.0156783804	-0.1162657554	0.0187621183	-0.0512782584	-0.2191816819	-0.09387101	-0.0152117911	0.0423022826	0.0655056295	-0.0315497231	0.002669836	-0.0587041711	0.0104392559	0.0090071087	0.1359670171	-0.1004116879	0.0098085245	-0.0303836084	0.0036704242	0.0388080168	-0.1278244535	-0.0007438117	0.0099276072	-0.0479325131	0.0368387576	-0.0246118969	-0.0010093598	-0.0391924087	-0.2265993517	-0.0776420657	0.0159299273	0.0670010101	-0.0448875257	0.0151623206	0.0140979602	-0.0427432788	0.0015550604	0.1386746269	0.0506360694	0.0217306474	-0.0335394828	-0.0042945523	0.0401846126	-0.0548144586	0.0258991674	0.0321277083	0.0795523693	0.0662279283	0.0898571003	-0.2138433687	0.0039587475	-0.0305380813	0.0539467586	-0.184106706	0.0306246695	0.12575918	-0.0453749416	-0.0797082093	0.0530367765	0.000576002	0.0810510551	0.0111580882	-0.0728329403	-0.0279797622	-0.0528150714	-0.0156208141	-8.0431e-06	0.032814755	-0.0580563098	-0.0166615984	-0.0838177377	0.1426955322	0.0310934821	-0.069844707	0.0174677937	0.0284118935	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0252307	-0.0043895999999999	0.0006365882224899	1.926858815999997e-05	-0.0291434	-0.02620609	0.00084933776356	0.0006867591530881	-0.0187129	0.0316978	0.0010047505248399	0.00035017262641	0.00125073	-0.0003232299999999	1.5643255329e-06	1.0447763289999994e-07	0.000633691	-7.454999999999962e-06	5.557702499999943e-11	4.01564283481e-07	-0.000450271	-0.000348526	2.0274397344100001e-07	1.2147037267600004e-07
60746.2224724624	7.857981392029615	61.74787155748368	3690103544.673896	105591.14260906292	-38.261611139794695	11149489397.487465	1463.9508870128616	58391.73313186585	11.14410733605473	3409594498.14304	124.19112831750888	70507.66243990384	63863.13602553147	1.097672	17.524397	0.119135442	0.0587533	0.034589227	-0.0344709405	0.0093582402	-0.0122093869	-0.0442193362	-0.006442171	0.0015574261	0.0292164018	0.0510526367	0.0177659881	-0.0296308634	0.0363888257	-0.0342294965	-0.0023734369	0.0363695706	-0.0563351657	0.0277716577	-0.0233949999	-0.0850892519	0.0388921408	-0.1099777409	0.0680231582	0.0231411796	-0.08030621	-0.047375054	0.0433931468	-0.0542392631	-0.0316347605	0.1641285579	-0.1755036482	-0.0389744028	-0.003201325	-0.0126947004	0.0119860574	0.1281585516	0.0164777673	0.0269791549	-0.0225116541	0.1277244666	-0.0642046076	-0.0462449895	0.1246654276	0.0051466343	-0.0002921076	-0.1121168866	0.0704817891	0.105490359	-0.0344355344	0.0047036851	-0.1483267858	-0.1056465238	-0.0745398745	0.0071532034	-0.091982005	0.0128456576	-0.0112504131	0.0169886616	0.074357413	0.0111648021	0.0197547356	0.0232776126	0.067513466	0.0422702681	-0.0296126039	-0.030192902	-0.0135189905	-0.0162398809	-0.0816393087	-0.0249415142	0.0500371425	-0.1051974947	-0.1002628595	0.1803693581	0.0457336591	-0.0570679754	-0.0011216736	-0.0616584481	-0.0242951369	-0.0152807706	-0.1845912925	-0.0241901023	0.0439128342	0.0730837009	0.1006348481	-0.077467837	0.0159685858	0.0133999752	0.0725338432	0.0692406351	0.0977756125	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0134921	0.0117385999999999	0.00018203676241	0.0001377947299599	-0.00649471	0.02264869	4.21812579841e-05	0.0005129631587161	0.000565752	0.019278652	0.0003716664229371	3.20075325504e-07	0.000365764	-0.000884966	1.3378330369599997e-07	7.831648211560001e-07	0.000402999	-0.000230692	5.3218798864e-08	1.6240819400100002e-07	-0.000256539	0.000193732	6.5812258521e-08	3.7532087824e-08
60737.85000183021	-8.372470632195473	70.09826448697567	3689086422.8448257	105348.09231609416	-243.05029296876452	11098220554.640297	59073.44491220228	58315.31998221122	-76.41314965462516	3400676544.627684	5838.969440140141	70621.1070417015	63870.11078784649	0.982642	15.687939	0.079418182	0.0451392	0.0438783357	-0.0228968845	0.0077193093	-0.0389020889	-0.0790742405	0.0219932899	-0.0312276294	0.0597409491	0.0056083124	-0.0232856227	-0.0656277717	-0.0709876859	-0.0382147834	-0.0775409068	0.03115667	0.0117309971	0.032992407	-0.0462938519	-0.035511465	0.0634703305	0.0205238225	0.0344415705	-0.0644693307	0.0682781282	-0.0227739029	0.1188194734	-0.1128415381	0.0077339158	0.0600078956	-0.1146546334	-0.0973550882	-0.0195261035	-0.0122571764	0.0383432864	-0.0841335711	-0.0256541977	0.0759397568	0.055423177	-0.0854109347	-0.0230744494	0.1506783713	0.0175190048	-0.0242504529	0.1104917564	0.0358357631	0.0105674441	0.1165759718	-0.0863323073	-0.1590606576	-0.1576997083	0.0016736638	-0.0948180093	0.0452930472	0.02354145	-0.0821116475	-0.0032723334	0.0494045573	-0.0375483209	0.0198885913	0.0367784799	0.0067187952	0.0682544306	-0.0687145743	0.0061990217	-0.0068979131	0.0111637224	0.0603100486	0.0385904513	0.0320860332	-0.0194324527	-0.0400956923	-0.08718143	0.0961433657	-0.0127132605	0.0085037758	-0.0392550304	0.1364380937	-0.0149438983	0.087619359	-0.1055611623	-0.1155825185	0.0126392229	-0.0078095339	0.0421874571	-0.0975089065	0.099008547	-0.0441346629	-0.0121516852	0.1249818898	-0.1486658987	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0147866	-0.0012945	0.00021864353956	1.6757302500000014e-06	0.00504717	0.01154188	2.54739250089e-05	0.0001332149939344	-0.0129615	-0.013527252	0.0001829865466715	0.00016800048225	0.001096	0.000730236	1.2012159999999998e-06	5.33244615696e-07	0.000596049	0.0001930499999999	3.7268302499999986e-08	3.55274410401e-07	-0.000394344	-0.0001378049999999	1.55507190336e-07	1.8990218024999992e-08
60786.485068922215	48.635067092007375	2365.369751044059	3694996767.034303	105461.98265189178	113.89033579762328	11122229784.867924	12971.008588095388	58369.38059930509	54.06061709386995	3406984591.5465336	2922.550320570024	70571.3604580372	63878.03061265212	1.021453	16.307566	0.0816857399999999	0.042669	0.041956429	-0.0278764562	-0.0161389963	-0.043888319	-0.0833882563	0.0339555341	0.0019577464	-0.0069533589	0.0649077022	-0.0092269356	-0.081938202	0.0366438878	0.0881313941	0.0019271366	0.0240843911	0.0097766232	-0.0019637307	0.027090448	-0.007396852	-0.0630303935	0.1244424952	0.0022061866	0.0026025367	-0.0516597404	0.0810003363	-0.0561032682	0.0491156195	0.0760256623	0.0089514226	-0.0100222941	-0.0829582637	0.1845572351	-0.1297094407	0.0280966866	0.1680752281	-0.0305361229	-0.074765491	-0.0637847234	0.0557656684	0.0127370111	-0.0167244321	-0.0008967297	0.0230792048	0.0446860106	-0.1080620928	0.0228268565	-0.013824226	-0.0947545667	0.1836243174	0.0206102917	0.004515852	0.0187365284	-0.0815335555	0.0343601623	-0.0266908454	-0.0172992908	0.0362900382	-0.0106293314	0.0242653218	0.0048262561	-0.0187607972	0.0069005633	0.0872585526	-0.0362596136	0.0316027107	0.0582528728	0.0349237558	0.0941137704	-0.0837535866	0.0498374501	0.0322211623	-0.020499417	-0.0050164599	-0.04911715	0.0664441856	0.043996056	0.0194194586	0.011722124	-0.0366370801	-0.0542742675	-0.1159244051	-0.0541839453	-0.1722085333	-0.124824895	-0.1197504122	-0.0547600815	-0.0267126182	0.0779194688	-0.1061071625	-0.0281571353	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0173065	-0.0025198999999999	0.0002995149422499	6.349896009999993e-06	-0.0102121	-0.01525927	0.00010428698641	0.0002328453209329	0.00148287	0.01444437	0.0002086398246969	2.1989034369e-06	0.000468691	-0.0006273089999999	2.1967125348100002e-07	3.935165814809999e-07	0.000371919	-0.0002241299999999	5.023425689999998e-08	1.38323742561e-07	-0.000256539	0.0001378049999999	6.5812258521e-08	1.8990218024999992e-08
60740.93707477145	-45.54799415076559	2074.6197711581763	3689461436.721345	105292.87001361269	-169.11263827909715	11086588475.703535	28599.08442571676	58354.31295512234	-15.0676441827527	3405225840.464359	227.0339012180413	70442.00360576923	63674.10830383301	0.99919	15.952127	0.05896189	0.0329535	0.0462275455	-0.0262718341	-0.0165567774	-0.0487365912	-0.0740461774	0.0811869217	0.057281915	-0.0161578049	0.0121881296	-0.0425179622	-0.0681475918	0.0431583553	0.033708032	-0.0473388232	0.065090189	-0.0430239808	0.074671735	-0.0741020671	-0.0331454223	0.0876127759	0.0727498282	-0.002236036	0.0004065944	0.077841642	-0.0981518723	0.0022168579	-0.0099349436	0.0923410378	0.1156916956	0.0161289353	-0.0663231858	-0.0598438663	0.0963127614	-0.0313984233	-0.0124657844	0.0111074075	-0.2074448409	0.0231891243	-0.0346315215	0.0347293639	0.135508454	-0.1614582121	0.0351611841	-0.0309881132	-0.0574413549	0.0496090095	0.0088296755	0.095729447	0.0473623904	0.0525520129	-0.0455546599	0.0853313835	0.0180505243	-0.0695587387	0.0219917885	-0.101094708	-0.0247159452	0.0606974048	-0.0127656415	0.0142337984	0.0118228539	0.1325600919	0.0792980594	0.0580099883	0.0095099885	0.0739192	0.1478164853	0.0298908994	0.0356635476	-0.0730096906	-0.0556267934	-0.0365543734	0.0472654603	-0.1207703974	-0.0355620309	0.083629505	0.0622301414	0.0553421196	-0.0340573806	0.0461966781	0.0517008107	0.0370041283	0.0609648154	-0.0093500296	-0.1266273344	-0.1604097029	0.1484320283	-0.0266333092	-0.0465218519	-0.0166754539	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.00912739	0.0081791099999999	8.330924821210001e-05	6.689784039209997e-05	0.0178357	0.0280477999999999	0.0003181121944899	0.0007866790848399	0.0150191	0.01353623	0.0001832295226128	0.00022557336481	0.000370935	-9.775599999999996e-05	1.3759277422500004e-07	9.55623553599999e-09	0.0002857	-8.621900000000001e-05	7.433715961000002e-09	8.162449000000002e-08	-0.000256539	0.0	6.5812258521e-08	0.0
60805.20798065635	64.27090588489955	4130.749343265616	3697273317.570874	105387.80832606964	94.93831245695765	11106590143.772394	9013.28317217492	58320.04962914031	-34.26332598202862	3401228188.745389	1173.9755073507574	70525.79754520276	64073.35138009879	0.956668	15.273271	0.0423455	0.0275529	0.0352332245	-0.0382924391	-0.0133732498	-0.0365784422	-0.0647290759	0.0553225134	0.053753806	0.0624874305	-0.0368346118	-0.0131473633	-0.0391901633	-0.0915129595	0.0903007502	-0.0757570786	-0.0589935011	-0.0146955148	0.0393259307	-0.0499031435	0.0490530067	0.1190610764	0.0429809428	0.0732749476	0.0624353597	0.0444992872	0.1567295466	-0.014376537	-0.0713296505	-0.0306538629	-0.0405029108	0.0163747742	-0.0192187252	0.0266611905	-0.0070073038	0.0220434876	-0.0798871883	0.0377888955	0.0715159303	-0.0523434048	0.0375055249	0.0070437598	-0.1079612765	-0.0348245726	0.121402978	-0.023351722	0.1323063305	0.0667182059	0.1244080227	0.028804462	-0.1206287505	-0.0863256578	-0.0357744214	0.1249786098	-0.0053394411	0.0176611564	0.0004298334	-0.079471565	0.0184074809	-0.0510594692	-0.0491238358	0.0496147102	0.00023438	0.110041849	-0.1177778072	-0.0074606098	0.0315296098	0.0925796867	0.0504319209	0.0733921396	-0.0130188773	0.0141506837	0.0414873585	0.0588852388	0.0800030939	0.0458909558	-0.0306018576	0.0202136944	0.0991453879	-0.0448253187	-0.0262186927	0.0013140971	-0.0678165045	0.0241076066	-0.0741832967	0.0026403881	0.1181478625	-0.1302444459	-0.1317440502	0.0414745836	-0.0928839748	0.0365072582	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0058808	0.00324659	3.458380864e-05	1.0540346628100005e-05	0.0178467	1.1000000000000593e-05	0.00031850470089	1.2100000000001302e-10	-0.00343996	-0.01845906	0.0003407368960835	1.18333248016e-05	0.000718553	0.000347618	5.16318413809e-07	1.20838273924e-07	0.000350659	6.495900000000001e-05	4.2196716810000024e-09	1.22961734281e-07	-0.000256539	0.0	6.5812258521e-08	0.0
60823.460856698606	18.25287604225741	333.16748381401464	3699493390.586348	105703.39991310476	315.5915870351164	11173208753.189756	99598.04980734344	58311.08867083472	-8.960958305593522	3400183061.9779487	80.29877375458553	70462.29946174749	64085.3461531419	0.976052	15.582729	0.11590638	0.0567865	0.0275801892	-0.0485876791	-0.0045158256	-0.016656627	-0.041627173	0.0019394023	0.0219182338	0.0216958082	-0.008864115	0.0137316931	-0.0767384668	0.0801593715	0.0583682088	-0.0038955949	-0.0656858843	-0.0063129062	-0.0988084975	0.0309453465	0.0557887715	-0.1478820118	0.2067887368	0.034087328	0.0221719264	-0.0341965188	0.0096776869	0.0964263006	0.042700775	0.1386030805	-0.080057335	0.0056227863	0.0608779496	-0.1415808225	-0.1202239558	-0.0235564781	-0.0160254748	0.0254103097	0.0447823804	-0.0628693368	0.0057665714	0.0705789964	0.0628710684	0.088477252	-0.1361785334	0.0313082835	0.0349577754	0.0028235272	-0.0731680293	-0.0784997115	0.0339744367	0.0848245943	0.070574196	-0.0518115359	-0.015180648	-0.0920436811	0.0580800638	-0.0139098799	0.0417837012	0.0270034553	0.0048334991	-0.0525871959	-0.03422705	0.0041723164	-0.0030709413	-0.1559121627	0.0301702061	0.1149618155	0.0091314272	0.2206877486	-0.1404195021	-0.0303764792	0.0903848367	0.0023037221	-0.0026560917	-0.0304781002	0.0817913506	-0.0230739112	-0.0188326874	0.1640263951	0.0550294151	0.0594021107	0.0035854519	-0.1342193116	-0.0091159978	0.0629542022	0.0763359717	0.0310295091	0.0054768017	-0.0186055586	0.1315399944	0.0385177781	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0194269	-0.0135461	0.00037740444361	0.00018349682521	0.00162583	-0.01622087	2.6433231889e-06	0.0002631166235568	0.035683	0.03912296	0.0015306059991615	0.001273276489	0.000258235	-0.000460318	6.6685315225e-08	2.1189266112400006e-07	0.000495744	0.0001450849999999	2.1049657224999995e-08	2.45762113536e-07	-0.000591465	-0.000334926	3.49830846225e-07	1.1217542547600001e-07
