global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
60485.85082646783	n/a	n/a	3658538150.2017193	108315.3217301122	n/a	11732208921.497717	n/a	58220.85477191896	n/a	3389667930.3728786	n/a	70645.39735414609	64752.03532034452	n/a	n/a	n/a	n/a	-0.1567985528	-0.145892585	0.1879738038	0.1377158113	-0.0260248364	-0.2375937193	0.3076615225	0.138997799	-0.1589275033	-0.2000266552	0.1763878741	0.3488536268	-0.1292937709	0.0248278181	-0.0135917765	0.0351619929	-0.0105812763	0.0018853983	-0.0833376264	0.0361063249	-0.1736363797	0.0513048973	-0.0448501311	0.0304301272	-0.0372401408	0.1949878586	-0.2030841388	0.0040422864	0.0154064043	-0.0082606315	-0.2090324999	0.0699381498	-0.3346128002	0.0398981154	-0.2272946258	0.0830947664	-0.1423185978	0.0332881545	-0.117893183	0.191217915	-0.0332539379	0.0297179777	-0.0169340934	0.0987957162	-0.028149939	0.1423478906	-0.1069499841	0.0330833774	0.1490484942	0.0359463	n/a	0.00129213648369	n/a	0.0109366	n/a	0.0001196092195599	n/a	-0.330232	n/a	n/a	0.109053173824	0.00137179	n/a	1.8818078041e-06	n/a	-0.000414321	n/a	n/a	1.71661891041e-07	0.000203248	n/a	4.1309749504e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60497.70603888346	11.855212415626738	140.54606141963035	3659972435.967156	107976.20555576251	-339.1161743496923	11658860966.22028	114999.77970557092	58181.41611552909	-39.43865638986608	3385077181.2083483	1555.4076178379248	70545.65599524457	63564.492287793066	1.323788	21.770596	0.0974291	0.0571195	-0.1940236116	-0.045928716	0.1273743614	0.15848766	0.0378113138	-0.1528045621	0.2177853351	0.1404715722	-0.067378893	-0.2764470608	0.1266654562	0.228902054	0.1216586294	-0.0870738521	-0.0115413668	-0.0609665933	0.2150346255	-0.085668738	-0.0774170618	-0.2806652251	-0.0299328814	-0.1635147416	-0.0881142834	-0.0213049596	-0.070330853	0.0814571415	-0.0639380974	-0.0512782067	0.1031854704	0.0507180977	0.1712067541	-0.0052514562	-0.2726689502	0.1173746328	-0.217344625	0.1312179185	-0.1010107827	-0.0434707433	-0.005229982	0.1028434275	0.1394594642	-0.0313562489	0.1082721655	0.1633091879	-0.1275977316	0.0685624152	0.2041765435	0.065080052	0.1488669016	0.037795	0.0018487	0.001428462025	3.4176916900000064e-06	0.0169753	0.0060386999999999	0.0002881608100899	3.646589768999999e-05	-0.296483	0.033749	0.001138995001	0.0879021692889999	0.000580409	-0.0007913809999999	3.368746072810001e-07	6.262838871609997e-07	-0.000535546	-0.000121225	1.4695500625000008e-08	2.86809518116e-07	0.0	-0.000203248	0.0	4.1309749504e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60451.994216521176	-45.71182236228197	2089.570703680821	3654443604.7543097	107710.81492411018	-265.3906316523353	11601619651.615915	70432.18736882551	58270.41600063939	88.99988511029369	3395441380.887571	7920.979549645476	70570.3294026371	63607.84669993445	1.137148	18.701183	0.07383165	0.0403598	-0.232394231	-0.0646882263	0.053185126	0.1490779812	0.1081769116	-0.1303644432	0.2530740164	0.0688342651	-0.0480440478	-0.1841253913	0.1969634833	0.1362623075	-0.0608170685	-0.0707147973	-0.1627144596	-0.073804579	-0.0183876919	0.0283658689	-0.0524243032	-0.1862414032	0.1269451424	0.0488101949	0.0189938854	0.0198824361	0.0252850674	0.0514953078	-0.0395360817	-0.1119994368	-0.2068744553	0.158673664	-0.0528756426	-0.0199470549	-0.2654712064	0.1350146873	-0.0475845751	0.0206109676	-0.0953752279	-0.0641684269	-0.0593806253	0.1612301938	-0.0665347297	-0.0502571919	0.1943245633	0.0059851972	-0.1293665292	0.0753143307	0.0799232529	-0.0217174893	0.1485039376	0.0511453	0.0133502999999999	0.0026158417120899	0.0001782305100899	0.0170343	5.9000000000000025e-05	0.0002901673764899	3.4810000000000024e-09	-0.270779	0.025704	0.000660695616	0.073321266841	0.000319381	-0.000261028	1.02004223161e-07	6.813561678400003e-08	-0.000968885	-0.0004333389999999	1.8778268892099998e-07	9.38738143225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60587.66547344138	135.67125692020636	18406.689954308644	3670865207.521641	107552.14928899864	-158.665635111538	11567464816.68305	25174.78376534772	58271.10212196292	0.6861213235315518	3395521342.508231	0.4707624706046883	70556.49662899374	63726.00040105454	1.030099	16.940685	0.0542116499999999	0.0294252	-0.189763654	-0.0271182704	0.0545068471	0.1119747263	0.0601480341	-0.0874528289	0.2351474513	0.0223251951	0.0875967414	-0.1708027872	0.1857881441	0.0587140176	-0.0703329245	-0.1464200534	-0.0754426421	-0.057639804	0.0150920853	0.1020321982	-0.0079204084	-0.0900277751	0.0073513432	-0.0865578136	-0.0656839053	-0.0105402043	0.0145917461	-0.0022107945	0.0129920875	-0.1376423777	-0.0830505978	0.1986910719	0.0541483156	0.0603485169	-0.2611603685	0.1000052853	-0.0722634745	0.0366420435	-0.0458384187	-0.1683644675	-0.1043724641	0.0301872118	0.0656429586	0.013866768	0.114512141	-0.0084350154	-0.1184665005	-0.0758666587	0.1116807466	-0.1487525265	0.1479600444	0.0320465	-0.0190988	0.00102697816225	0.00036476416144	0.020448	0.0034137	0.000418120704	1.1653347690000014e-05	-0.278348	-0.0075689999999999	5.7289760999999886e-05	0.0774776091039999	0.000210298	-0.0001090829999999	4.4225248804000014e-08	1.1899100888999994e-08	-0.000595365	0.0003735199999999	1.3951719039999992e-07	3.5445948322500005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60592.29888054579	4.633407104411162	21.468461395207832	3671426683.629391	108253.7872211342	701.6379321355635	11718882447.7186	492295.7878114696	58335.32419627158	64.2220743086582	3403010049.084108	4124.474828506814	70509.26345185895	63997.07424735472	1.106513	18.197363	0.1471903499999999	0.0844513	-0.1441642804	-0.0363732444	0.1302761763	0.1096565864	-0.0446631249	-0.0861845271	0.1024835298	0.0973892886	0.0203686031	-0.0950934436	0.1079370114	0.1151419296	0.102698713	-0.1151021575	0.1338187312	-0.0496150835	-0.1263231048	-0.0485223053	0.0519295249	0.2783016416	-0.0041522741	-0.1799015191	0.0584570883	-0.0897400328	0.0333619025	-0.1195882256	0.0550843894	-0.2517399931	0.1042527188	-0.1705204944	0.0332418498	-0.1182467467	-0.1491366234	-0.0054297113	-0.0923843869	0.0594630297	-0.1268766892	-0.0941587322	0.0488594008	-0.1336476974	0.185994427	0.1651605581	0.0481491478	-0.1153472796	0.1248132858	-0.1328166595	-0.0852225091	0.0431228376	0.1472358847	0.023983	-0.0080634999999999	0.000575184289	6.502003224999996e-05	0.0329146	0.0124666	0.00108337089316	0.00015541611556	-0.210186	0.0681619999999999	0.0046460582439999	0.044178154596	-0.000352131	-0.000562429	1.23996241161e-07	3.16326380041e-07	1.2171e-05	0.000607536	3.69099991296e-07	1.4813324099999999e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60503.139117806815	-89.15976273897832	7949.463291670906	3660629843.108685	107914.13493592473	-339.6522852094786	11645460518.96897	115363.67484802098	58378.82727831282	43.50308204124303	3408087474.391081	1892.518147087122	70434.30984951416	63273.91709259828	1.006783	16.557232	0.0563246	0.0289394	-0.17292712	-0.0171244323	0.11444693	0.1604288815	0.0532278787	-0.1017471706	0.131135199	0.0837374573	-0.02787759	-0.0256297831	0.1463969937	0.164932452	-0.0254160555	-0.0159048339	0.141422169	-0.1404492082	0.081039179	0.1085085361	-0.1015319785	0.1825187324	0.0217581063	0.1648316518	0.0026889498	0.2021369908	-0.0481617617	-0.1044192132	0.0468745414	0.0403171645	0.0378388406	-0.1093664714	-0.1421860303	0.0108418479	-0.1371702334	0.0288218437	-0.0266933521	-0.0095917878	-0.1777282891	0.0198842895	-0.0648491872	-0.1044388637	0.0445463214	0.0442549156	-0.1538550628	-0.1941663439	0.0971696477	-0.0034625883	0.0419414	0.1195526122	0.1463323407	0.0173097	-0.0066733	0.00029962571409	4.453293289e-05	0.0171489	-0.0157657	0.00029408477121	0.00024855729649	-0.193052	0.017134	0.000293573956	0.037269074704	-0.000342348	9.78299999999997e-06	1.1720215310400003e-07	9.570708899999941e-11	-0.000313078	-0.000325249	1.05786912001e-07	9.8017834084e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60675.71537227435	172.5762544675381	29782.563606044463	3681542435.93725	108028.02258334044	113.88764741571504	11670053663.266712	12970.396233886224	58274.570836996485	-104.25644131633452	3395925606.236121	10869.405555946303	70391.54658550519	64073.01670535758	0.9576	15.748392	0.06669411	0.0403221	-0.1220025414	0.0028339196	0.0633622349	0.1667721065	0.1132293689	-0.021326073	0.1709468043	-0.0256086823	-0.04075712	-0.1376739611	0.1532905803	0.1016987834	-0.1800141415	0.1349873258	0.0948808382	0.0869201266	-0.0871891643	0.0614391406	-0.0444723818	0.2240466097	0.1572741203	-0.0796014334	0.0150408409	0.042940502	-0.1126830124	-0.0668356133	0.1484852001	0.1027686696	0.0722426589	-0.0113008315	0.1030241075	-0.061310822	-0.1600273245	0.1364541642	-0.012896941	-0.0736591056	-0.1144404928	-0.0004313737	-0.0385859679	-0.0485695701	-0.0956367382	-0.0035464989	-0.1257581896	0.001305581	0.112541874	-0.051271844	-0.1429384978	0.0180371536	0.1452505133	0.0152394	-0.0020703	0.00023223931236	4.286142090000003e-06	0.017047	-0.0001019	0.000290600209	1.0383610000000406e-08	-0.22291	-0.0298579999999999	0.0008915001639999	0.0496888681	8.10472e-05	0.0004233952	6.56864862784e-09	1.7926349538304006e-07	-0.000170698	0.00014238	2.0272064400000002e-08	2.9137807204e-08	-0.000127503	-0.000127503	1.6257015009e-08	1.6257015009e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60767.91069837386	92.19532609950691	8499.978154594424	3692738970.64554	108309.81792830382	281.79534496337874	11731016659.662325	79408.61644302962	58378.73933024297	104.168493246485	3408077205.7884574	10851.074985242994	70378.20259232954	64415.91300553825	0.971736	15.980866	0.0805028199999999	0.0457747	-0.0648533349	0.0032824429	0.0838594819	0.1521944113	0.0485170678	0.0022499696	0.0509500351	0.0049653518	-0.0531151994	-0.051161788	0.0998845551	0.0908376257	0.0131222093	0.0743196976	0.0818193782	0.0377178517	-0.177793434	-0.094761379	0.0688396422	-0.0259288973	-0.1690816752	-0.1209789808	0.0045535334	-0.0173448	-0.0086653883	-0.1674713069	0.1534646048	-0.0566116332	-0.0426644014	-0.1916304517	0.0944678569	-0.1383247306	-0.0719133334	0.0341426856	-0.0229805452	-0.0499349917	-0.1471667754	-0.0615193599	0.103258217	-0.0847087912	0.0180590836	0.0426981596	-0.0709783437	-0.118512514	0.0251956302	-0.0348232953	-0.0905084447	0.0008035471	0.1439917206	0.00213599	-0.01310341	4.5624532801e-06	0.000171699353628	0.0171124	6.540000000000018e-05	0.0002928342337599	4.277160000000024e-09	-0.184461	0.0384489999999999	0.0014783256009999	0.034025860521	-0.000186281	-0.0002673282	3.4700610961e-08	7.146436651524e-08	1.2171e-05	0.000182869	3.3441071161e-08	1.4813324099999999e-10	0.0	0.000127503	0.0	1.6257015009e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60822.31519028693	54.40449191306834	2959.8487403191184	3699354025.106608	108528.132493188	218.31456488417464	11778355542.458967	47661.24924056649	58442.54517413284	63.80584388987336	3415531086.430558	4071.1857144988894	70481.68838649745	64482.16477655836	1.035308	17.026352	0.1374916	0.0670111	-0.061991028	-0.0460278802	0.083745043	0.1460189314	0.0276674718	0.025582819	0.0858283452	-0.0450616396	-0.0982578688	0.0267052962	0.1846855858	-0.0189427149	0.1335705402	0.1597164366	0.1539704591	0.1318317342	-0.1173542462	0.0880107622	0.2208115329	-0.0003663629	-0.0357890603	-0.0151091797	-0.0240030415	0.0480330267	0.2358836581	-0.1390041492	0.0454640414	0.1897964662	0.0736375237	0.0634007	-0.053212264	0.0817766362	-0.0914007136	-0.0075633648	0.0682004752	-0.1123071624	-0.1700300362	-0.0676964182	0.205828507	-0.2237885526	-0.0668633089	-0.0328780848	-0.1183390359	0.0054700969	0.0429992428	0.0211032386	-0.1545410372	-0.2314298611	0.1425574961	-0.0243567	-0.02649269	0.0005932488348899	0.0007018626234361	0.0607387	0.0436263	0.00368918967769	0.00190325405169	-0.176764	0.007697	5.9243809000000144e-05	0.031245511696	0.000292681	0.000478962	8.5662167761e-08	2.29404597444e-07	0.000635345	0.000623174	3.883458342760001e-07	4.036632690250001e-07	9.13762e-05	9.13762e-05	8.34960992644e-09	8.34960992644e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61085.31442799414	262.99923770721216	69168.59903457468	3731415638.766909	109079.0195152844	550.8870220964018	11898232498.415794	303476.51111424144	58549.0620654172	106.51689128435828	3427992668.740076	11345.8481288838	70390.9616747468	64954.165310277545	1.211201	19.919024	0.18153256	0.107832	-0.0218631841	-0.02715894	-0.0398934912	0.1459345141	0.090506446	-0.0209600227	-0.1768278465	-0.0390217699	-0.1103187178	0.0723817544	0.0417242761	-0.0742626844	0.1157378306	0.1171565916	0.1288834313	-0.1046520015	-0.1187329703	0.0195656327	0.127926572	0.0552729926	-0.1112618964	-0.0973318743	0.0641336761	-0.0568703291	-0.1161541631	-0.0826231524	0.0272427067	0.0581781808	-0.160899807	0.1269406622	-0.1620087251	0.0037578017	0.0656655466	-0.0114778186	0.1283080465	-0.0081287528	-0.1499145895	-0.0099020113	0.1837333461	-0.087610795	0.0780187145	0.0468802462	-0.0278026688	-0.1163493464	0.0500290141	-0.0462799292	-0.0144175537	-0.0483119362	0.1409495873	-0.0447067	-0.02035	0.00199868902489	0.0004141225	-0.01047	-0.0712087	0.0001096209	0.00507067895569	-0.100051	0.076713	0.005884884369	0.010010202601	0.000231049	-6.1632e-05	5.3383640401e-08	3.798503424e-09	0.000635345	0.0	0.0	4.036632690250001e-07	-0.000112209	-0.0002035852	1.2590859681e-08	4.144693365904e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
