global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
60347.45125612384	n/a	n/a	3641814873.1102414	108922.11529858732	n/a	11864027201.11875	n/a	58359.67501114624	n/a	3405851667.4066067	n/a	70509.14112961065	63079.315454219504	n/a	n/a	n/a	n/a	-0.0099495243	-0.1039874971	-0.0825998454	0.1129886992	-0.0916144241	-0.0262366331	-0.0538568593	0.1492014495	-0.0539025983	-0.0586421415	-0.0723658791	0.0502706871	-0.0560857539	0.0940881759	-0.1073272557	0.0373985538	-0.0349159779	0.0001394038	-0.0972466441	0.1225642984	-0.0256180797	0.1184009029	-0.0154100519	0.157843223	-0.0006907588	-0.0308947637	0.0856967341	-0.0580062884	0.0758129403	-0.0050362323	0.0912399582	-0.1285214521	0.047917392	-0.023090279	0.0169016958	-0.073775469	0.073071469	-0.0468138524	0.035815446	-0.1389377463	0.0394275119	-0.058977988	-0.0434324829	0.0026685512	0.0527259307	0.0738953376	-0.0701192221	0.1003202043	-0.083430999	0.0143396379	-0.1558981584	0.0813511372	-0.0236141536	0.0526121072	-0.0128097955	0.0199446069	-0.0807479005	0.1359679282	-0.0033834217	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.02629	n/a	0.0006911641	n/a	0.0351146	n/a	0.00123303513316	n/a	-0.120209	n/a	n/a	0.014450203681	0.0037215	n/a	1.384956225e-05	n/a	-0.000352579	n/a	n/a	1.24311951241e-07	-0.000174467	n/a	3.0438734089e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60342.7326405554	-4.718615568439418	22.26533288271885	3641245382.5295496	109481.12512307362	559.0098244863038	11986116758.214102	312491.9838722082	58233.851532101166	-125.82347904507331	3391181464.262801	15831.547879006006	70540.55984375	63671.02220287968	1.075916	22.85273	0.098667	0.0505384	-0.0056140126	-0.1166570314	-0.0591618224	0.0961363981	-0.1120359851	0.012407602	-0.0423534477	0.0953182875	-0.0567807169	-0.0060114111	-0.0922714267	-0.0712551586	-0.0350387513	0.1530370752	-0.0584059326	0.0420635858	-0.0486184443	0.0876568956	0.0212946137	0.0030473614	0.014337852	0.0100245457	-0.1252351408	0.0283186245	-0.0198624492	0.0295707042	0.0692554054	-0.0147362745	0.0285288875	0.1121288083	-0.0882151314	-0.0605195994	0.0077817399	-0.04411135	0.1735044577	-0.0445307454	-0.1158057532	-0.1262114409	0.1263266528	-0.0394233618	0.0350177059	-0.059997267	-0.0199224841	-0.0216056563	0.1396578546	-0.0166029805	-0.0829896613	0.114213492	-0.0113618226	-0.0126326597	-0.1420510459	0.0379480297	-0.0637566845	-0.0742880518	-0.0112920416	0.0628267699	0.0463857822	0.0153390225	-0.1154872316	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0208603	0.0054297	0.0004351521160899	2.948164209000003e-05	0.0184956	-0.016619	0.00034208721936	0.000276191161	-0.107061	0.0131479999999999	0.0001728699039999	0.011462057721	0.00297914	-0.00074236	8.8752751396e-06	5.510983696000001e-07	-0.0	0.000352579	1.24311951241e-07	0.0	0.0	0.000174467	0.0	3.0438734089e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60093.27869087896	-249.45394967644097	62227.27300917634	3611202143.819647	108931.27756581764	-549.8475572559837	11866023232.121206	302332.3362203723	58147.11267833982	-86.73885376134422	3381086712.827548	7523.628751831858	70317.34100025614	61724.81826112904	1.055256	22.413895	0.18193775	0.117154	-0.067226811	-0.1008870293	-0.0947106349	0.0354255196	-0.0805214836	0.0750816739	-0.0193272189	0.055248693	-0.1281868823	0.0089142851	-0.0023155768	-0.057136194	-0.0709332574	0.1332016881	0.0096969817	0.0379489852	-0.0554424011	0.1422142744	0.0297846816	0.0719692572	-0.0811472737	-0.1049777904	-0.056244463	0.0440504114	-0.1060178625	0.0729449247	-0.0483999703	0.007936589	0.0316103819	0.1135098809	0.0650039351	0.0458340755	0.0218854433	0.0120825095	-0.0640052975	0.0099276894	0.0860944413	0.0037219924	-0.028054725	-0.0345990634	0.0271177618	-0.0322967568	-0.0191958683	-0.1013071887	0.1088001795	0.0611844763	-0.030538765	0.1144315321	-0.0079062026	-0.0897050106	-0.0925454291	0.009040834	-0.1173950796	-0.0753937131	0.0148466271	-0.0346098634	0.0873243437	-0.1096892963	-0.0006295915	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0208221	3.819999999999865e-05	0.00043355984841	1.459239999999897e-09	0.0258456	0.0073499999999999	0.00066799503936	5.402249999999999e-05	-0.0334792	0.0735818	0.00541428129124	0.00112085683264	0.00144449	-0.0015346499999999	2.0865513601e-06	2.3551506224999995e-06	-0.0	0.0	0.0	0.0	-0.000484705	-0.000484705	2.34938937025e-07	2.34938937025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60062.85534638267	-30.423344496288337	925.5798903398378	3607546592.360489	107589.32503210616	-1341.9525337114756	11575462860.864183	1800836.6027346489	58005.69073747568	-141.42194086414383	3364660157.931672	20000.1653577814	70280.31781506147	61622.62161764984	0.9614140000000002	20.420679	0.0653829999999999	0.062341	-0.0773526187	-0.0777131369	-0.0498638564	-0.0439480824	0.0147206846	0.0198231256	0.0682201273	-0.0133257521	-0.1687011136	0.0550993401	0.0768623246	0.1191626215	0.0302277348	0.0662525197	0.1224280191	0.1460865477	-0.0025089549	0.0641087673	-0.0076269941	-0.0293325889	0.0383227787	-0.0754683106	0.0146257723	0.0159663617	-0.0859941351	-0.0443248158	0.0355148677	0.0150268557	0.0524906714	0.1541882069	0.0539690117	0.0258875202	0.0936626487	-0.0359152773	0.0545167383	0.1116330813	-0.0844738082	0.106032332	0.0033712177	-0.0160396231	0.0630870909	-0.0216653793	0.0748939175	-0.02993902	0.0642483554	0.1331819469	0.065437389	0.0736300824	-0.0475752929	0.0073685242	0.1085708176	-0.0750969577	-0.0192971313	-0.0064618359	0.0694912547	0.0363705244	0.0128732957	0.0187611006	-0.0312558202	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0208221	0.0	0.00043355984841	0.0	0.0248125	-0.0010330999999999	0.00061566015625	1.0672956099999971e-06	-0.0954381	-0.0619589	0.00383890528921	0.00910843093161	0.00149231	4.781999999999985e-05	2.2269891361e-06	2.2867523999999852e-09	2.10208e-22	2.10208e-22	4.4187403264e-44	4.4187403264e-44	-0.000484705	0.0	2.34938937025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60143.09005381943	80.23470743676444	6437.608277463182	3617191281.221834	107426.1698442851	-163.15518782105937	11540381967.41319	26619.61531292516	57929.44285526103	-76.24788221464405	3355820349.5209537	5813.739542218233	70115.95919825819	61792.22927493772	0.851423	18.084444	0.13452653	0.0697708	-0.0767101384	-0.0348203159	-0.0413317917	-0.1038926116	0.070555187	0.0547955324	0.0336713283	0.0269627095	-0.101394379	0.0836366771	0.1115173739	0.1126044484	0.0734898703	0.0060107189	0.0794858408	-0.0073474389	-0.075997111	0.0264581173	0.0628444136	0.0298430338	0.0633104802	0.0252181205	-0.0428841338	-0.0094188143	-0.0526641547	0.039397969	0.0366891236	0.0315182602	-0.0012133035	-0.0207088346	0.0096486138	-0.0393358219	-0.0299886746	0.1819110345	-0.0567230264	-0.0184384369	0.0189395172	-0.0116340553	0.035509006	0.0233593857	-0.00547661	0.021715616	0.0980949301	-0.056074306	0.0107192598	0.1397010398	0.0407884992	-0.0627128302	0.0476869013	0.0354377942	0.0601095415	-0.0527503088	-0.0316112789	-0.0313941956	0.0773952937	0.0151274678	9.15137e-05	0.0452317397	0.0102979475	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0255078	-0.0046857	0.00065064786084	2.195578449000001e-05	0.00743367	-0.01737883	5.52594496689e-05	0.0003020237321689	-0.0447194	0.0507187	0.00257238652969	0.0019998247363599	0.0010456	-0.0004467099999999	1.09327936e-06	1.9954982409999995e-07	-0.000152768	-0.000152768	2.3338061824000004e-08	2.3338061824000004e-08	0.000150683	0.000635388	2.2705366489000003e-08	4.03717910544e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60474.42217420951	331.33212039007776	109780.974002185	3657155737.304523	107808.54107983732	382.3712355522148	11622681529.76297	146207.7617777273	58138.68763679475	209.24478153371456	3380107000.1287904	43783.378599091935	70151.47373463114	62489.56041949728	0.951798	20.216421	0.1304715199999999	0.076536	-0.0349575197	0.0051545702	-0.0749762204	-0.0821567307	0.0983831283	0.0391837669	0.013488325	0.0530859183	-0.1068302381	0.0087513674	0.0814838225	0.0882422245	0.042939576	0.006151764	-0.0120789308	0.0207826087	0.0990917727	-0.1005630216	0.1518654961	0.0379889027	-0.0068648975	-0.0650481711	0.0124227378	-0.1116091905	-0.0027473834	-0.0150803927	0.073580605	0.0263815192	-0.1115383399	-0.0465242608	0.0661140465	0.1394648559	0.0577627262	-0.0094296296	-0.0512003955	-0.0149239408	-0.1851398861	0.0198817117	-0.1232556892	0.0276940404	-0.0158280122	0.0319420042	0.0467468024	-0.0117966602	-0.036317522	0.0769509453	-0.0352462641	0.0309647516	0.1421947551	0.0646584835	0.1443249253	-0.108823826	0.0811563073	-0.0829375185	0.0051449801	0.0652026185	-0.0863856791	0.023495398	0.0843935387	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0264691	-0.0009612999999999	0.0007006132548099	9.240976899999968e-07	-0.047648	-0.05508167	0.002270331904	0.0030339903699889	-0.0930807	-0.0483613	0.00233881533769	0.00866401671249	0.0014079	0.0003622999999999	1.98218241e-06	1.312612899999999e-07	-0.0	0.000152768	2.3338061824000004e-08	0.0	0.00015696	6.276999999999981e-06	2.4636441599999995e-08	3.940072899999976e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60491.03349458909	16.61132037958305	275.9359647531511	3659165133.2435	107417.49010059932	-391.0509792380035	11538517179.512352	152920.86836300144	58270.72070565824	132.0330688634931	3395476891.556828	17432.731273511912	70169.02312243852	63039.406347420365	0.8939049999999998	18.986761	0.10945487	0.0616558	-0.0016017443	-0.0394052462	-0.066730763	-0.0666475202	0.0258821596	-0.0095698715	-0.0040187027	-0.0615582826	-0.1217545514	-0.0537916807	0.0673215703	0.0616865167	-0.0262156704	0.032108237	0.0541890593	-0.0483370023	0.0279691057	0.0111178431	0.1340487554	0.0168706227	0.0369392235	0.0688507444	-0.0108342004	-0.1631787128	-0.0081316412	0.1266465011	-0.0331623436	0.0054297564	-0.0770601233	-0.1132064077	-0.0836757144	0.0470962867	0.0011116455	0.1116685714	0.0668162974	0.0107000079	0.1167875454	-0.0769212046	-0.0241515342	0.0707441991	0.0417365465	-0.0125278138	-0.0389989294	-0.02448849	-0.0306574518	0.1172059287	0.0765148865	0.0256341447	0.0980849768	0.0044067458	0.037714868	-0.1141090471	-0.0348099867	-0.0983577561	0.0083273762	0.0333862675	0.0230353278	-0.0079409647	-0.0018002356	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0209066	0.0055624999999999	0.00043708592356	3.094140624999998e-05	-0.00148523	0.04616277	2.2059081529e-06	0.0021310013340729	-0.0596237	0.033457	0.001119370849	0.00355498560169	0.000983812	-0.000424088	9.678860513439998e-07	1.79850631744e-07	-0.0	0.0	0.0	0.0	0.000218324	6.1364e-05	4.7665368976e-08	3.7655404960000014e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60313.044178328826	-177.98931626026751	31680.19670279753	3637663298.057045	108079.1396885702	661.6495879708818	11681100435.82147	437780.1772620377	58346.4039244893	75.68321883105818	3404302850.91966	5727.94961262984	70732.63629226435	63210.053976543626	1.010537	21.464056	0.06725503	0.0429727	-0.0283003473	-0.0884220882	-0.0030529391	-0.0125414747	-0.0447089418	-0.0501203118	0.0574659139	-0.1080902266	-0.1553777751	-0.0901532944	0.0846894333	0.1387724674	0.0569426515	-0.0467737351	0.087612173	0.0737521289	0.0939910905	9.632e-06	0.14290483	0.1261494161	0.0756382001	-0.0797294872	0.0237313379	-0.0641027538	-0.014037074	0.0259202601	-0.0192280169	-0.0262042972	-0.1046639182	-0.0792237387	0.1434464861	0.046831683	-0.0171443904	0.014463971	-0.1363630401	-0.077116419	0.1681493011	0.0717661308	-0.085165897	-0.0285394438	-0.0129740944	-0.1198301551	0.0106043701	0.0184923289	-0.0805911572	0.1480211843	0.1463196346	0.0827391743	0.0033451904	0.0776792308	0.0336502096	0.0018617005	0.0710807963	-0.0091087631	0.0112178953	-0.0074931122	-0.0234400179	-0.0183703731	0.0123073259	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0182003	0.0027063	0.0003312509200899	7.324059690000009e-06	0.0323605	0.03384573	0.00104720196025	0.0011455334392328	-0.0598553	-0.0002315999999999	5.363855999999929e-08	0.00358265693809	0.00090173	-8.208199999999992e-05	8.131169929e-07	6.737454723999987e-09	-0.0	0.0	0.0	0.0	-0.000309022	-0.0005273459999999	9.5494596484e-08	2.780938037159999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60249.12315760481	-63.92102072401758	4085.896890400285	3629956841.260232	107912.35128692209	-166.78840164811118	11645075560.272076	27818.37092433165	58193.217067931255	-153.18685655804438	3386450512.7153654	23466.213022134867	70507.46316726434	62734.3632366678	0.943361	20.037216	0.0333873	0.0240299	-0.0575144138	-0.06906785	0.0087405449	-0.049840207	-0.0109604344	0.0381509792	0.0272336224	0.0298788567	-0.0580765567	-0.0362774988	0.1291771512	0.0104805567	0.0463248461	0.0427718388	0.042173571	0.0240182388	0.0654857221	-0.0980852914	-0.1153475389	0.0479898418	0.0706895275	-0.0289657362	0.0301442949	0.0201351544	0.1579347042	-0.098698905	-0.0406376035	0.027376898	0.1264978638	0.0306272095	0.0568727963	-0.0652698073	-0.0080807098	0.00782323	0.0201116874	0.0616575464	0.0269847223	0.0606653032	0.1179952824	-9.22992e-05	0.0317598725	-0.0802497779	0.0382346534	-0.0441143009	-0.0353748654	0.04737617	0.0757133071	-0.0190949666	0.0369223768	0.0146672198	0.0764627552	-0.0052303869	-0.0090870609	0.2104729649	-0.0580861163	-0.0443351047	0.0567900616	0.0597531716	-0.0736160462	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0208974	-0.0026971	0.00043670132676	7.274348410000005e-06	0.0386333	0.0062728	0.00149253186889	3.934801984000003e-05	-0.0576109	0.0022444	5.037331360000003e-06	0.00331901579881	0.00134519	0.00044346	1.8095361361e-06	1.966567716e-07	-5.293960000000001e-23	-5.293960000000001e-23	2.802601248160001e-45	2.802601248160001e-45	-0.000309022	0.0	9.5494596484e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60321.3703083023	72.24715069749072	5219.650783905934	3638667715.871334	107323.36315282536	-588.9881340967258	11518304278.433231	346907.0221067427	57965.69668044747	-227.5203874837825	3360021991.649639	51765.52672077056	70110.08337090164	62642.912042265816	0.8978469999999998	19.070488	0.0817203499999999	0.0405328	-0.0402651182	-0.01685408	0.0097852637	-0.1013016962	0.0624865581	0.0366833531	0.0483521097	0.0343380283	-0.023713994	0.0661979846	0.0880918335	0.0106095148	0.0493213835	0.0526516392	0.054892897	0.01554578	0.055261998	-0.0196210052	-0.0274064359	-0.0940616575	-0.1829178435	-0.0354803676	0.0327073098	0.096234007	0.0706272404	-0.0676969598	-0.0201014984	0.0353240625	0.1056241491	0.0701585458	0.1196532105	-0.0741096524	-0.0895980905	0.1291881512	0.0400134352	-0.0603225236	-0.0040297883	0.0086434854	0.047609478	0.0257849347	-0.0086205601	0.0057423847	0.088786203	-0.0242781494	0.0032807845	0.0400321748	0.0377268552	-0.069870773	0.0265417467	0.0708930684	0.0938746953	0.0126694663	-0.0926933883	-0.0116852415	-0.0921450687	-0.0735069983	-0.0687725584	0.0010231262	0.001792488	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0370573	-0.0161599	0.00137324348329	0.00026114236801	0.0456383	0.0070049999999999	0.0020828544268899	4.907002499999997e-05	-0.085076	-0.0274651	0.00075433171801	0.007237925776	0.0007838609999999	-0.0005613290000001	6.144380673208432e-07	3.150902462411123e-07	2.6469800000000003e-23	7.940940000000003e-23	6.305852808360004e-45	7.006503120400002e-46	-0.000248544	6.047799999999999e-05	6.177411993600001e-08	3.657588483999998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
