global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
60683.63462334866	n/a	n/a	3682503511.100081	107278.5336356785	n/a	11508683779.021402	n/a	57972.66725574478	n/a	3360830148.745303	n/a	70253.3036394817	64748.8592328601	n/a	n/a	n/a	n/a	-0.0262012975	-0.0104069676	-0.0809447585	-0.0356416818	-0.0280678305	-0.0345166961	-0.0646737583	0.0208767201	-0.0497560858	-0.0039330952	-0.0428237677	0.0430485193	-0.0939440183	0.000432618	0.0049472093	-0.0320374735	0.0488786468	-0.0967001158	0.065001749	-0.0890635446	0.1230372918	-0.0826670743	0.0911071357	-0.0975350601	0.1109915038	-0.1147782427	0.0541648949	-0.1247778677	0.05130695	-0.0665283602	0.0514843957	-0.0406359468	0.1248689899	-0.0561592098	0.0944003532	-0.0335004951	0.0236319935	-0.0671826646	0.0884624645	-0.0769617491	0.0771023765	-0.0270446564	0.0461268661	-0.0499722301	0.0281328744	-0.0830237289	0.076923771	0.0626740981	0.0332580864	-0.0670040397	0.0592386115	-0.1147658086	0.0453516472	-0.0101832616	0.1404133998	0.0407036329	-0.085575266	0.0193216668	-0.0653412823	0.0986587695	-0.0696710558	0.1036868887	-0.0545467181	0.034800136	-0.0090054676	-0.2423016761	0.0800755585	-0.1410532075	0.1392987601	-0.0741164453	0.0139563535	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0403592	n/a	0.0016288650246399	n/a	0.0130209	n/a	0.00016954383681	n/a	-0.119449	n/a	n/a	0.014268063601	0.00216882	n/a	4.7037801924e-06	n/a	-0.0	n/a	n/a	0.0	-0.000498205	n/a	2.4820822202500005e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60838.22361922001	154.5889958713451	23897.757644510755	3701289453.142219	107860.9294752038	582.3958395252994	11633980107.254889	339184.91389637825	58112.98564313071	140.3183873859307	3377119100.3587165	19689.24983858811	70258.84047204598	64381.21327407217	1.123875	19.899843	0.0857866059999999	0.046002	-0.0222583643	0.080530749	-0.0053375041	0.0313951195	-0.0218474075	0.0942220041	-0.1220586871	0.0353791176	0.0410351149	-0.0529886328	0.0646762247	-0.0718698615	-0.0800256992	-0.0277924523	0.1209770109	-0.0286027663	0.0744714723	0.0226666003	0.098514753	-0.0547618986	0.1237339329	0.0107453283	0.0323714209	-0.0038649884	-0.0287035389	0.022445278	0.1156952633	-0.0430910961	-0.175155752	-0.0147889866	-0.0809918862	-0.0482144322	0.0122254005	-0.0318643529	-0.0126188122	0.1563592841	0.0881104564	0.0619815432	0.015709755	-0.0046807748	-0.0049525888	-0.0092940238	0.0203258613	0.1390178328	0.0224159058	-0.0315018252	0.0461636853	0.1295078037	0.0993380031	-0.0971679072	0.0213733193	0.1059078002	0.0377644544	-0.0693291565	-0.057903	-0.0695707109	-0.0717418446	0.0451021286	-0.0241363437	0.0593039689	-0.1568765271	0.1043294204	0.0387617264	-0.036257933	-0.0327043513	0.0022500084	0.0315909527	0.0894342936	0.1212624061	0.0686322263	-0.0432934348	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.063815	-0.0234558	0.004072354225	0.0005501745536399	-0.000350906	-0.013371806	1.2313502083600004e-07	0.0001788051957016	-0.138908	-0.019459	0.000378652681	0.019295432464	0.00275882	0.0005899999999999	7.6110877924e-06	3.480999999999998e-07	-0.0	0.0	0.0	0.0	-0.000498205	0.0	2.4820822202500005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60807.80083695506	-30.422782264948182	925.5456807404456	3697588642.626792	107618.15362283458	-242.7758523692173	11581666989.188025	58940.114493600006	58065.03691839146	-47.94872473925352	3371548512.334163	2299.0802041207025	70133.05370643128	64654.35259572957	1.110708	19.666687	0.047882087	0.0397335	0.0203241386	0.1016729611	-0.0213351453	-0.0458100421	0.0715364879	0.0110290852	-0.0642294955	-0.0105872238	0.0015569675	-0.0539770163	0.0698866843	-0.1535413372	0.0065421635	-0.0035512222	-0.0010328417	-0.0972505623	0.0616345604	0.0603883315	-0.0269760861	-0.0676439421	-0.1154553984	0.0737124218	-0.0775684408	0.0990801198	-0.0477210389	0.0170078457	0.1046924769	0.0332720436	-0.0249842575	-0.0294495654	0.0020304863	0.0447862587	-0.0726278395	-0.1040154637	0.0014090097	0.0313089495	-0.0219823135	-0.108416041	0.0906909174	0.0056454403	-0.0885240503	0.0175724546	-0.1072653066	0.0393087688	0.1149550476	-0.0531942576	-0.0381408344	0.0552748298	0.1165794827	-0.0658055105	-0.023364152	0.0388388491	0.0776489526	-0.1308389093	0.0149436193	0.0053284534	0.0240376158	0.0576409747	-0.0429648497	-0.0482235	0.0463045135	-0.0061606448	-0.077729667	-0.033186842	-0.0120378674	0.0385696396	0.0395696185	-0.0566993161	-0.1069208137	0.0089848047	-0.0270675143	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0660429	-0.0022279	0.00436166464041	4.963538410000021e-06	-0.000243219	0.000107687	5.9155481961e-08	1.1596489969e-08	-0.145377	-0.006469	4.184796100000003e-05	0.021134472129	0.00197727	-0.0007815499999999	3.9095966529e-06	6.108204024999997e-07	-0.0	0.0	0.0	0.0	-0.000498205	0.0	2.4820822202500005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60666.48917019084	-141.31166676421708	19968.987163681133	3680422908.236882	107856.3024809464	238.1488581118174	11632981984.861404	56714.87861996253	58030.72777970176	-34.309138689699466	3367565366.641849	1177.1169976290328	70150.61441038028	64671.45178340712	0.963444	17.059174	0.123541419	0.0608795	-0.0068346977	0.1055812553	-0.0403336747	-0.0540275273	0.0346406868	0.0786613803	-0.0109515308	0.0316837566	-0.0249679914	-0.0295659182	0.0359578909	-0.1691670217	-0.07444284	0.0795523058	0.081836003	-0.0825260418	0.0406474313	0.0434426999	0.0055198083	0.0091155305	0.0373477742	0.0025016038	-0.0804353693	-0.0135439218	-0.0220490902	-0.0760798352	-0.0162393272	0.0696704805	-0.0058000657	0.0388888594	0.0468760947	0.0524712707	0.074680103	0.0742219676	0.1121932523	-0.0465347774	-0.038197518	0.0719072055	0.033375432	-0.0232875451	-0.0409380789	-0.0053066668	-0.0228719336	-0.0032135915	-0.2201446984	-0.0618701603	0.0040797581	0.0260205073	0.142055042	-0.0658044921	-0.0347835864	-0.0027590897	0.0390806207	-0.0437842761	-0.0026201362	-0.0055297944	-0.0387090544	0.0593818407	-0.0052871545	0.0291315328	-0.0260366759	-0.1105543467	-0.098362994	-0.0489032558	0.0269247025	0.0048635406	0.0388056916	-0.0710800317	0.0328714991	0.098537105	0.027366444	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0393854	0.0266575	0.00155120973316	0.00071062230625	0.0174058	0.017649019	0.0003029618736399	0.0003114878716623	-0.101522	0.043855	0.001923261025	0.010306716484	0.00156306	-0.00041421	2.4431565636e-06	1.715699241000001e-07	0.000196071	0.000196071	3.8443837041e-08	3.8443837041e-08	-0.000400888	9.731700000000004e-05	1.60711188544e-07	9.470598489000004e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60549.165412675255	-117.3237575155872	13764.864077576303	3666201432.171509	107668.82543679942	-187.47704414697364	11592575970.939987	35147.642082086306	57938.46746659061	-92.2603131111464	3356866012.3771787	8511.96537536677	70091.03021485663	63648.4878862333	0.996392	17.642559	0.070130381	0.0349821	-0.0436027092	0.0976956425	-0.0099128206	-0.0239434124	0.0047204111	0.0960111299	0.0441975238	0.0319514626	-0.02125772	0.038965843	0.0330228534	-0.0578642025	-0.0273170542	0.014122269	0.1710145622	0.0851601837	0.0112426645	0.0057505761	0.1131095716	0.1399698964	-0.05678176	0.0443969033	0.0190978964	-0.1094614795	-0.0168170833	0.0104111507	0.0425351557	-0.0653426877	-0.0040704879	0.039797995	-0.0049963837	0.0829635143	-0.0733558484	-0.0035219771	0.001502898	-0.0654398026	0.0941580266	-0.0316605299	-0.02264161	0.0180062514	0.0859419119	0.0291368432	-0.0022025968	0.0898345035	-0.0433786667	-0.0340011033	0.043200795	-0.0114669101	0.116986382	0.0114174048	-0.0285178264	-0.0384455668	-0.039243816	0.0057541509	-0.031694315	0.0159370828	-0.072862754	0.163883508	0.0298979133	0.0167919015	-0.0729539022	-0.0074822945	0.1052615027	0.0327286942	-0.0257326722	0.0985598562	-0.0068594108	-0.0088816433	-0.0146097592	0.0172862618	0.0539153938	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.040313	-0.0009276	0.001625137969	8.604417600000012e-07	-0.000193881	-0.017599681	3.7589842161e-08	0.0003097487713017	-0.0774476	0.0240743999999999	0.0005795767353599	0.00599813074576	0.0014256	-0.00013746	2.03233536e-06	1.8895251600000012e-08	-0.0	-0.000196071	3.8443837041e-08	0.0	-0.000183845	0.000217043	3.3798984025e-08	4.710766384900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60587.159521146175	37.99410847092077	1443.552278500093	3670803898.8408136	107472.06495732846	-196.7604794709623	11550244746.192228	38714.68628164298	57902.16014097132	-36.30732561929472	3352660148.990688	1318.2218936254944	70028.21816290375	63395.37196240896	1.048245	18.56069	0.058324769	0.0277472	-0.0570494136	0.0083408929	0.0704768994	0.030486831	0.0048602984	0.0831833171	0.1090771114	0.0697277233	-0.035083984	0.0492082667	0.0347458278	-0.0588556304	0.0940883331	0.0664757364	-0.044701725	0.037658262	-0.057450918	0.0525320545	-0.017417225	0.0624774287	-0.0912879881	0.1177624034	0.0605698749	-0.0590541723	0.0229359804	0.0774064334	0.0994245531	-0.0590220843	0.0079150504	0.0711750068	0.0186551713	-0.093036333	0.1184403293	0.0005494027	-0.1514805328	-0.0740277731	-0.0137459221	-0.0634961638	0.0171004417	0.1421196488	-0.0244682824	-0.0193534696	-0.1740586281	-0.0270447038	0.0201315171	0.0180324865	0.0393252243	0.0307299107	0.0748364846	0.0946111487	-0.0522674594	0.0105063534	0.0274338834	0.0947988157	0.0211704537	0.0800568746	-0.0799285148	-0.0013892553	0.0231740794	-0.0729726731	-0.0213402906	0.0346555597	0.0596144921	0.0279886335	-0.0386021506	0.0958666949	-0.1322837696	-0.1084719359	-0.1597959526	-0.0463180343	0.0296190668	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.024571	0.015742	0.0006037340409999	0.000247810564	-0.0123811	-0.012187219	0.00015329163721	0.0001485283069539	-0.0916049	-0.0141572999999999	0.0002004291432899	0.00839145770401	0.00114552	-0.00028008	1.3122160703999998e-06	7.844480640000004e-08	-0.0	0.0	0.0	0.0	-0.00022853	-4.468500000000001e-05	5.22259609e-08	1.9967492250000007e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60689.39914556396	102.23962441778713	10452.940801090172	3683203168.64958	106980.30309527852	-491.7618620499416	11444785250.357658	241829.72896682576	57935.65012834094	33.489987369619485	3356539555.7935314	1121.579254017273	69954.50224538564	64034.680806910736	1.058858	18.748613	0.0817990799999999	0.0484839	-0.0360220513	-0.0915591909	0.0793776943	0.0599532089	-0.0201833891	-0.0367792824	0.0615683943	0.0265308246	-0.049848826	0.0396229742	-0.0027032875	0.0238942541	0.0883690197	0.048113103	0.0234031347	-0.0991006641	-0.0002175816	0.0032748448	-0.0660050974	-0.0647434987	0.0614815592	-0.044070361	0.1037453935	-0.0273470348	0.1381568077	-0.0470949408	0.1174553844	-0.0100814414	-0.1236407221	0.0722591034	0.0685998326	0.0556514337	0.0972122826	-0.0091839235	-0.0758017072	0.080229453	-0.0110643082	0.0839646968	-0.0623778289	0.1696560664	-0.0486008666	-0.1427943844	0.0785268396	-0.037220297	0.0002366552	0.0404785655	0.0557580803	0.0386993304	-0.0436702205	0.0484605368	-0.0356080827	-0.0191390681	0.0702500647	0.0233942538	0.0475120228	-0.0381965725	-0.0175913499	-0.1043243852	0.1060225627	-0.0420242542	0.0750167813	-0.0397619175	0.0778009577	-0.0897442861	-0.0041051833	-0.0457853428	-0.0170997636	-0.0516641613	0.0461010588	0.0853046553	-0.027069222	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0244029	0.0001680999999999	0.00059550152841	2.825760999999913e-08	-0.00011383	0.01226727	1.29572689e-08	0.0001504859132529	-0.0600538	0.0315511	0.00099547191121	0.00360645889444	0.000547938	-0.0005975819999999	3.00236051844e-07	3.571042467239999e-07	-7.57422e-24	-7.57422e-24	5.73688086084e-47	5.73688086084e-47	-6.98598e-05	0.0001586702	4.88039165604e-09	2.517623236804e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60638.907290402974	-50.49185516098805	2549.427437598196	3677077077.374087	106777.260309634	-203.0427856445167	11401383319.23134	41226.37280228516	57929.18008474576	-6.470043595174502	3355789905.290905	41.8614641234586	70046.23862243531	64060.71975654882	0.8978509999999998	15.897752	0.010062021	0.00659076	-0.038441742	-0.1010117186	0.0256839683	0.0226358979	0.0046667766	-0.0869175654	0.0696444409	0.0489833363	-0.0895849222	0.0373661767	0.0031355979	0.0386757608	0.0926413703	0.1118696048	-0.0070671204	-0.0312594096	0.0936804445	-0.0709902408	0.0598045497	0.0168788818	0.0287700263	0.0307461561	-0.0243062906	-0.1093799951	0.0216168045	-0.0077434593	-0.004843706	0.0799309154	-0.1069552724	-0.0093413799	-0.0683237678	-0.0127841687	0.0635989379	-0.0808318393	0.0826058517	-0.0153374335	-0.0287738725	-0.0339993453	-0.167516502	0.0118296348	0.0008358809	0.0628281918	0.0844737179	0.0728335251	-0.0173139366	-0.0053595515	0.0619329277	0.0652843847	-0.0227340974	0.1069434463	-0.0541711732	-0.0784172172	0.0212394304	-0.0584289579	0.0114522466	-0.1045366257	-0.0107241113	-0.0784314137	-0.0644172587	0.0183405404	0.0514941957	-0.0727619939	0.0220839405	0.0836436699	-0.0518291769	-0.0271305352	-0.0066165003	0.0153333065	0.0505620275	0.1089765845	-0.0407060045	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0232057	0.0011972	0.00053850451249	1.4332878400000058e-06	-0.000107959	5.870999999999999e-06	1.1655145681e-08	3.4468640999999976e-11	-0.0628131	-0.0027592999999999	7.613736489999996e-06	0.0039454855316099	0.000425945	-0.0001219929999999	1.81429143025e-07	1.4882292048999997e-08	-0.0	7.57422e-24	5.73688086084e-47	0.0	-6.98598e-05	0.0	4.88039165604e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60598.23880330981	-40.668487093164	1653.9258424468471	3672146546.062963	106718.17085067084	-59.08945896316436	11388767989.71297	3491.564160559485	57953.7293788706	24.549294124837616	3358634748.919369	602.6678420277867	69929.40854173533	64040.70165260064	0.91085	16.127928	0.0375495909999999	0.0225409	-0.0443412224	-0.0914708551	-0.0043890122	0.0151929792	-0.0446079084	-0.0870655277	0.0220532055	0.0093852789	-0.0391573619	-0.0167052925	-0.0368456031	0.0126535724	0.0916210963	-0.0805597909	0.014056485	0.0099612565	0.1080875109	-0.0694102071	-0.0370267276	0.0384690715	0.0846022037	0.1209301738	-0.0998688602	-0.0116693297	0.0125874149	-0.0805818741	-0.0354518818	-0.0762354149	-0.0215303462	-0.0659289019	0.0393872655	0.0402103978	0.0516534399	0.0620335262	-0.0188830759	0.0607291602	-0.116350908	-0.0646467177	-0.0219488559	0.0250275129	-0.0130633207	0.1503221768	-0.1003008685	-0.11032769	0.1171956542	-0.0141902147	0.016427744	0.0153626335	-0.056992638	0.0679971566	-0.0303029202	-0.0048294101	0.0249495804	-0.076094824	0.0172543451	-0.0508264304	0.0147971188	-0.031247853	-0.025174517	-0.020522103	-0.0947959968	-0.0742152965	0.0678957018	-0.05159512	-0.0077199089	-0.0530654988	0.0319141984	0.0457951641	-0.0384265517	-0.0589220746	0.1297721869	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0297598	-0.0065541	0.00088564569604	4.295622681e-05	-0.0193775	-0.0192695409999999	0.0003754875062499	0.0003713152103506	-0.0721242	-0.0093111	8.669658321000005e-05	0.0052019002256399	0.000377648	-4.829699999999999e-05	1.4261801190400004e-07	2.332600208999999e-09	-0.0	0.0	0.0	0.0	-6.98598e-05	0.0	4.88039165604e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60714.467103132185	116.22829982237454	13509.017679599789	3686246515.61732	107137.80410368546	419.63325301461737	11478509068.15968	176092.06703562988	57962.37191879889	8.642539928288897	3359636558.453166	74.69349641206786	70001.94112042683	64308.44514840161	1.099764	19.472906	0.04306704	0.0209761	-0.0334819643	-0.0111276717	-0.0399500829	0.0400276626	-0.0240469381	-0.0333406593	-0.0478294792	0.0080447942	-0.0666399396	-0.0121084434	-0.0354604098	0.0329840205	-0.0234257328	0.057146559	-0.1310535167	-0.2019460238	-0.0417128653	-0.0698390432	0.003436013	-0.0175342518	-0.064711339	-0.0138454565	0.0136074486	-0.0068067676	0.0323861949	0.0003175114	0.013692893	0.0118416187	-0.0113561189	0.0442457906	0.1032569845	-0.0357917705	0.0515508846	-0.0147118189	0.1115922325	-0.012807511	0.0526598537	0.0067865624	-0.0502280199	-0.060377606	0.0359152108	-0.1230257061	-0.1325359276	-0.106587591	-0.0523751873	0.0097106062	0.0175375361	0.0458496329	-0.0129016145	-0.0846301918	0.0492743554	-0.0447632936	0.1279461024	0.0459378365	0.0029660996	0.0549053965	-0.068058398	-0.1224461528	0.0199507789	-0.0237971902	0.0875665465	0.082941659	-0.043480396	0.1089599254	0.097636955	-0.0503425055	0.0287713752	-0.0784130168	0.0787791291	-0.0096547405	0.0732028063	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0382251	-0.0084652999999999	0.0014611582700099	7.166130408999997e-05	-0.00964381	0.00973369	9.30030713161e-05	9.47447210161e-05	-0.08325	-0.0111258	0.00012378342564	0.0069305625	0.000547938	0.0001702899999999	3.00236051844e-07	2.8998684099999994e-08	0.000104555	0.000104555	1.0931748025e-08	1.0931748025e-08	-6.98598e-05	0.0	4.88039165604e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
