global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
58957.69169102303	n/a	n/a	3476009409.5337257	104458.55696143788	n/a	10911590122.46596	n/a	57279.967963643794	n/a	3280994729.9160595	n/a	69742.63806678922	57899.25250155684	n/a	n/a	n/a	n/a	-0.0853615002	-0.1133449014	-0.07865128	0.0618544938	-0.1101147068	0.0475333728	-0.040288471	-0.0569034635	0.1710364697	-0.1460788812	0.023740675	-0.2163785992	0.0253746681	-0.0275751277	0.0610968267	-0.0854995699	0.0715946332	0.183937039	-0.0844338403	0.0430462953	-0.0936289019	0.1333690887	-0.0441050072	0.054817536	-0.0139004434	0.143705954	-0.0894578337	0.1161226509	-0.0430327303	0.0573696595	-0.1248656161	0.0115735315	0.0187991824	-0.0355270199	0.0054515622	-0.0399419635	0.0004003514	-0.0047044868	0.0096198324	-0.005819832	0.0605436402	-0.0706758538	0.0156040164	-0.057121119	0.036075073	-0.0612028925	0.0433086909	-0.0412254526	0.2383198202	0.0110247785	-0.0304113609	0.0744493966	-0.1341172466	0.1243332535	-0.1304559433	0.0807465129	-0.0103677884	0.1025377498	-0.0590626816	0.0606089505	-0.113765194	0.0292031743	-0.2165218665	0.062992425	-0.1361025086	0.0767571085	-0.1169561739	0.0958042543	-0.0120055831	0.0086255653	0.1498558473	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.20169	n/a	0.0406788561	n/a	-0.0377089	n/a	0.0014219611392099	n/a	-0.250484	n/a	n/a	0.0627422342559999	-0.00315875	n/a	9.9777015625e-06	n/a	0.00097097	n/a	n/a	9.427827409e-07	0.00195766	n/a	3.8324326756e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59095.14309574346	137.4514047204284	18892.88865961901	3492235937.506396	104187.6318655303	-270.92509590757254	10855062633.747265	73400.40759252738	57417.23048406863	137.26252042483247	3296738356.4606595	18840.999513377552	69544.01520884395	57815.29029016172	1.322085	23.631527	0.1933174	0.10711	-0.1002619741	0.0052229095	-0.0979280717	0.079396671	-0.0931099955	-0.0584412262	-0.0122854429	-0.0389308889	0.0018760436	-0.0890005633	0.0595362641	-0.1773028596	0.0560430998	0.0502765934	-0.0551751967	-0.0359361067	0.0380716901	0.0463918197	-0.0361195843	0.0496370908	-0.032301863	0.0744282104	0.0328704484	0.0956027959	0.0026678949	-0.0019752463	-0.0184966302	-0.0177108515	0.0464486509	0.1249337139	0.0459290203	0.0387291565	0.0217084164	-0.069639225	-0.0251366704	0.0109321876	-0.0109463349	-0.0147686776	-0.004013225	0.0800074464	0.0134970934	0.0450443887	-0.0745839091	-0.1510746624	0.0608972271	0.0832607738	-0.0577024453	0.0285024617	0.1367511234	-0.0056828828	0.0232596605	0.1747346119	-0.0723210848	-0.028797926	-0.0747483164	0.0053790125	-0.0352721979	0.0330209321	-0.0161402127	0.0656875504	-0.0283895866	0.02764997	-0.0554817343	-0.0907768935	-0.092836582	-0.0419219535	-0.1113675718	-0.0300304474	-0.0679360072	0.0190019564	0.0492454382	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.182825	-0.018865	0.0334249806249999	0.000355888225	-0.0869256999999999	-0.0492167999999999	0.0075560773204899	0.0024222934022399	-0.172865	0.077619	0.0060247091609999	0.0298823082249999	-0.00388507	-0.0007263199999999	1.50937689049e-05	5.275407423999999e-07	0.000823328	-0.000147642	2.1798160164000007e-08	6.778689955840001e-07	0.00203603	7.836999999999992e-05	4.1454181609e-06	6.141856899999987e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59200.041610583066	104.89851483960956	11003.698415555788	3504644926.6947665	103710.70036479855	-476.9315007317491	10755909370.157026	227463.6563902384	57369.477765012256	-47.75271905637055	3291256979.030236	2280.322177276655	69751.62756842321	58456.07929404439	1.099519	19.653288	0.1087061	0.0578088	-0.0791776578	0.0754528103	-0.0504427797	0.083172794	-0.0918918909	-0.0210741968	0.0141148485	0.10632787	0.0224533816	-0.1124429616	0.0648101639	-0.1981685749	0.0127050455	-0.0725398202	-0.0622762571	0.0396951517	0.0898545561	0.1023966916	-0.0653900348	-0.001663516	0.048703188	-0.0043986917	-0.0037722001	-0.1040337924	-0.0081457267	-0.0413998855	0.051298977	-0.0146741588	0.0030810511	0.0295139304	0.0324896019	0.0002258512	0.0093500563	-0.0225865632	-0.0859135437	0.122993572	-0.1210718436	-0.0368221442	-0.0393189081	0.0549801357	0.0482796389	0.0465504518	0.0130236195	0.010667189	-0.0226562297	0.0260828158	0.0285596308	-0.056989953	0.2052385849	-0.0282048254	0.0218959089	0.0963300636	0.0529626006	0.0086169854	-0.0348949858	0.0810875825	-0.1010719887	-0.0274618912	-0.0671613808	-0.0682522922	-0.0495563877	0.0239921215	0.0490255519	-0.020452708	-0.0233643445	0.0230525619	-0.0264744877	0.0293201963	0.1026799061	-0.0903780731	0.0238868516	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.201601	0.018776	0.040642963201	0.000352538176	-0.054145	0.0327806999999999	0.0029316810249999	0.0010745742924899	-0.18799	-0.015125	0.000228765625	0.0353402400999999	-0.00321679	0.0006682799999999	1.0347737904100002e-05	4.465981583999998e-07	0.00067905	-0.0001442779999999	2.081614128399999e-08	4.611089025000001e-07	0.00206396	2.793000000000023e-05	4.2599308816e-06	7.800849000000127e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59298.133850970735	98.09224038766844	9622.087624272128	3516268678.207641	103967.90571531183	257.205350513279	10809325418.82797	66154.59233265869	57495.30785845588	125.83009344362654	3305710425.738619	15833.212416031787	69818.38277037378	58925.93353548649	1.023537	18.295151	0.0450194	0.0259144	-0.0705663175	0.0787033628	-0.021571006	0.0758278486	-0.0627345971	-0.041163978	-0.0119251956	0.0420431454	-0.0453721475	-0.0672787023	0.0223647155	-0.1219346828	0.0144979008	-0.0142341349	-0.0760054693	-0.0932782671	0.0216213849	0.0780288892	-0.0040961968	-0.0116014999	-0.0102364545	-0.0117066751	0.0133773996	0.0114261983	0.0771589224	-0.0084795264	-0.0006425307	-0.1419967912	0.016925346	0.0512526551	0.0687695744	0.0302491563	0.0257538712	-0.0170920929	-0.0555473572	0.0118236468	0.0544655885	-0.0582471463	-0.0286836575	-0.0127816866	0.0089855307	-0.0953239971	-0.0643765761	-0.0605135113	0.0059829379	0.112137082	0.1658208704	-0.0319913213	0.1119387766	-0.0343005126	0.0214605158	0.1236535249	0.0141345777	-0.0936530403	-0.0070967647	0.0947573859	-0.0471175954	0.0213105311	-0.0567903998	0.0126869485	0.0133827065	0.0135651661	-0.0005666515	-0.0484671381	0.0103261743	0.0349814976	-0.0737011209	-0.0610196381	-0.0037042785	0.0107259244	0.0234297131	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.199548	-0.0020529999999999	0.039819404304	4.214808999999997e-06	-0.054892	-0.000747	0.003013131664	5.580090000000069e-07	-0.165787	0.022203	0.000492973209	0.0274853293689999	-0.00289627	0.00032052	8.3883799129e-06	1.0273307040000024e-07	0.000722298	4.324799999999996e-05	1.870389503999997e-09	5.21714400804e-07	0.00210052	3.655999999999972e-05	4.412184270399999e-06	1.3366335999999792e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59213.23426677741	-84.89958419332834	7207.939396200047	3506207112.332262	103850.74767561984	-117.15803969198896	10784977792.78526	13726.00626446966	57403.98114276961	-91.3267156862712	3295217051.039449	8340.568998041013	69741.6857958027	59196.52835427989	1.046394	18.70372	0.0829415499999999	0.0456291	-0.0608624681	0.0587456556	-0.0272235415	0.0390205304	-0.0617376937	-0.0649894863	-0.0259942067	0.0856159577	0.0405763641	-0.0882360313	0.016478772	-0.1411986628	-0.0427659787	-0.1457158011	-0.065442006	-0.111970785	0.1220148656	0.0150840359	0.0070845617	0.1012360982	-0.0160559868	-0.1538145715	0.1395460028	-0.0691166621	-0.1398287723	-0.0749793563	-0.1034493918	0.0203896907	0.0344975857	0.0818416858	-0.0153535204	-0.0986421325	0.0881383691	-0.002163677	0.0481823152	0.0119703832	0.001522741	0.0595392263	0.1262483298	0.0337305887	0.1291170282	-0.0364635195	0.059834946	-0.0110773743	0.0347653657	0.0009169624	0.0728390044	-0.0466649506	0.1363746672	-0.0226709042	0.0080115564	0.1177487646	0.084083045	-0.0071126495	-0.0412786165	0.1425137424	-0.0392741755	0.1371421523	-0.0817492806	-0.061820763	-0.0537834137	-0.0344638169	0.1479251827	0.0955419426	0.0830923837	0.0601675448	-0.0329346589	-0.0330681139	0.0890176267	-0.0071758399	-0.1183855406	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.191674	-0.0078739999999999	0.036738922276	6.199987599999987e-05	-0.0217211	0.0331709	0.00047180618521	0.00110030860681	-0.175195	-0.009408	8.8510464e-05	0.0306932880249999	-0.00246681	0.00042946	6.085151576099999e-06	1.844358916e-07	0.000754571	3.227299999999998e-05	1.0415465289999984e-09	5.693773940409999e-07	0.00191248	-0.0001880399999999	3.6575797504e-06	3.535904159999992e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59160.24114671331	-52.99312006409309	2808.2707741273857	3499934132.537271	103853.21311055332	2.465434933474171	10785489873.386003	6.07836941119479	57385.1183568219	-18.86278594771284	3293051808.826457	355.8046937092329	69646.44929023692	58808.99274678253	1.007949	18.016529	0.0379281499999999	0.0208477	-0.0858578212	0.065767201	-0.0431979489	0.0314468451	-0.0867056185	-0.0716714075	-0.0696799379	0.0509331514	0.0025510471	-0.1074250693	-0.0343054615	-0.1692074527	-0.0041834258	-0.0299655129	-0.0915523155	-0.0519511668	0.1447144305	0.030790573	-0.0610598887	-0.0155355163	0.0038495687	-0.0469095494	0.1051349075	-0.0187581384	0.0531568077	-0.0424950634	0.0274554565	-0.097493235	-0.0504961082	-0.0119671212	-0.1556684163	-0.0540263671	0.0228197193	0.0055804384	0.1265420143	-0.137541452	-0.0356229442	0.0422753971	-0.0037876127	-0.0389601921	-0.0576837091	0.1320631062	-0.0461809045	-0.0271189177	0.0656221426	0.0368814983	0.0046818803	-0.006007446	0.1445795604	-0.0420753306	-0.0086116489	0.1589862865	0.017152203	-0.040831994	0.0208755824	0.0906720145	-0.0499640132	0.0949830809	-0.0472048936	-0.0003259618	-0.0342250844	-0.0606609959	0.0949136643	1.2808e-06	0.1184816418	0.1078139623	-0.0573448761	-0.063287053	-0.0381864552	0.0153707077	-0.0220146906	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.191423	-0.000251	0.036642764929	6.300100000000063e-08	-0.0203455	0.0013756	0.00041393937025	1.892275360000003e-06	-0.160004	0.0151909999999999	0.0002307664809999	0.025601280016	-0.00249829	-3.147999999999996e-05	6.241452924099999e-06	9.909903999999978e-10	0.000957262	0.0002026909999999	4.108364148099998e-08	9.16350536644e-07	0.00210052	0.0001880399999999	4.412184270399999e-06	3.535904159999992e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59110.38007285237	-49.86107386094227	2486.1266865663406	3494037032.357063	103711.94005036158	-141.27306019174284	10756166509.009794	19958.0775359398	57254.11036305147	-131.00799377042858	3278033153.464477	17163.094431752656	69484.41981975082	58291.07137297847	1.073543	19.188978	0.0157293	0.00886573	-0.0896061403	0.0670864041	-0.0391413674	0.0529818352	-0.0963960602	-0.039635178	-0.0577927887	0.0723773039	0.0586892949	-0.1156986337	0.0233822332	-0.2329976854	-0.038587847	-0.0412709498	-0.0952395675	-0.0584208659	0.0721073056	0.0905919544	-0.0384454497	-0.0568685353	0.0653955589	0.0067140757	0.1078559892	-0.0627076172	-0.1174606271	-0.0358054658	0.0119633108	-0.071331863	-0.1085860481	-0.0848382412	-0.0292803532	-0.0115408057	0.092854041	-0.0249292909	0.0915222217	0.002536083	0.0446345945	0.0035691975	-0.014963496	-0.0255003461	-0.1032741244	-0.027202711	0.0070699784	-0.0225390054	0.0086037078	0.0089827253	-0.0366854055	0.0245378676	0.1925342992	-0.0227011901	-0.015810839	0.1499717786	0.0312849058	0.0028188746	0.0290448714	0.0570888841	-0.0826713106	0.0758690108	-0.0881886296	-0.0615217521	-0.0483515299	-0.0210456135	-0.0096215054	0.0591929718	0.0544391149	0.1122443123	0.0703340238	0.0486100187	0.0189230228	-0.0524099708	-0.0449908052	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.19292	0.0014969999999999	0.0372181264	2.241008999999995e-06	-0.0230288	-0.0026832999999999	0.0005303256294399	7.200098889999997e-06	-0.152923	0.007081	5.014056100000005e-05	0.023385443929	-0.00251215	-1.3860000000000088e-05	6.310897622499999e-06	1.920996000000024e-10	0.000881762	-7.549999999999994e-05	5.700249999999991e-09	7.77504224644e-07	0.00210052	0.0	4.412184270399999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59355.53328398998	245.1532111376073	60100.096931080254	3523079331.426842	103600.85727828264	-111.08277207893843	10733137628.795088	12339.382252741383	57479.46775939543	225.35739634396305	3303889213.903379	50785.95608693005	69676.3186695772	58782.77042442728	1.306201	23.347624	0.0198324499999999	0.0106678	-0.0748133699	0.0973599693	0.0235139486	0.0650837731	-0.1305018734	-0.0113419477	-0.049298008	0.091377956	-0.0402611175	-0.0838383033	-0.0102801125	-0.1290599567	0.022477806	-0.0709005619	-0.0218951201	0.0769393008	-0.0054011184	0.0732018191	-0.0233607742	0.0082041412	0.0634740676	-0.0164460772	0.0836156909	0.0193081964	-0.0624560611	-0.1267307865	-0.0698524104	-0.1311670809	-0.0332548658	0.0815674162	-0.1580255403	-0.0260574022	-0.0825589587	0.0326036055	-0.0266450368	-0.062193905	-0.0419444079	0.0891798162	-0.1040206232	0.042681383	-0.006033749	0.0133596925	-0.0031049877	0.0143969102	-0.0152743164	-0.1178078635	-0.0509832199	0.0170113484	0.1484165724	-0.050900951	0.0298215112	0.0719315646	0.0404418951	-0.032142973	0.0321196558	0.0511362314	-0.0026692314	-0.0203246656	-0.1747243511	0.1155680469	0.0354299835	-0.0166624608	0.033084539	0.0222933889	0.0068843385	0.0424837673	-0.1233115004	-0.0068813389	-0.0602908995	-0.0008556201	-0.075434234	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.194825	0.0019049999999999	0.037956780625	3.629024999999962e-06	-0.0303785	-0.0073497	0.00092285326225	5.401809009000001e-05	-0.154323	-0.0013999999999999	1.9599999999999567e-06	0.0238155883289999	-0.00263487	-0.00012272	6.942539916900001e-06	1.506019840000005e-08	0.000870987	-1.0774999999999976e-05	1.1610062499999949e-10	7.58618354169e-07	0.00205046	-5.0059999999999775e-05	4.2043862116e-06	2.506003599999977e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59733.07145805997	377.5381740699886	142535.072880101	3568039825.8136983	105830.22834075843	2229.371062475795	11200037230.65707	4970095.334204455	57978.3297972835	498.862037888066	3361486726.0825715	248863.33284583417	70127.72935431985	59046.811385680856	2.120305	37.899281	0.4954809	0.301565	-0.093856888	-0.0217573681	0.0792763278	0.0510542328	0.012077262	0.0215915631	-0.1449921978	-0.0990339465	-0.1710538693	0.0922560912	0.2122490256	0.1264674848	-0.0944859798	0.0892933795	-0.0714704226	-0.0184761413	0.0722535579	-0.0129909276	-0.1121365215	0.0843906578	0.0914227603	-0.1920170771	-0.1390980566	0.0437165059	0.0702716061	0.0636738255	-0.1874085231	-0.0056785898	0.0211177786	-0.0366221529	-0.1670311216	0.0320191529	0.111971429	0.0233305716	-0.0725579826	0.0745682511	0.0291154387	-0.11362955	-0.0192035907	0.1535910467	0.034739165	-0.0300268806	0.0672853511	0.0100740693	0.054674681	-0.0614618964	-0.111983573	0.0942765162	-0.1268939653	-0.0871924498	-0.1934901283	-0.0516349867	0.0051457805	-0.1361461044	-0.1002025723	0.0013184493	-0.2448397023	0.0085368815	0.0155313949	0.1418635353	-0.1659209142	-0.0914697521	0.2594058438	-0.0828812126	-0.215968207	-0.1699583471	-0.1542036132	0.0491826394	-0.0578566714	0.0746583238	0.030252377	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.162447	-0.0323779999999999	0.026389027809	0.0010483348839999	-0.0870258	-0.0566473	0.00757348986564	0.0032089165972899	0.108647	0.26297	0.0691532208999999	0.0118041706089999	-0.00435258	-0.00171771	1.89449526564e-05	2.9505276441e-06	0.000402185	-0.000468802	2.1977531520400005e-07	1.61752774225e-07	0.00136726	-0.0006832	1.8693999076e-06	4.667622400000002e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59664.33432698935	-68.73713107061485	4724.793187818886	3559832790.68276	106237.81914761968	407.590806861248	11286474217.242348	166130.26583780316	58084.94940257353	106.61960529003407	3373861347.099528	11367.740232202665	69849.37885518791	57583.96792637922	2.271902	40.60899	0.33335947	0.167353	-0.1368543318	-0.0793126465	0.06726408	0.1329407761	0.0293095588	0.1138058606	-0.0605427112	-0.1272738406	-0.018130476	0.185863852	0.10235265	0.2051617859	-0.0623909312	0.1783811596	0.116440958	0.050657569	-0.0453565977	0.06091425	0.0203851377	0.0435217904	0.1096047711	0.0247162689	-0.0246678366	-0.3102234083	-0.1102852378	-0.0263043863	0.0838289508	-0.0930078877	-0.0978607614	0.0550684223	-0.1163728353	0.0359693733	0.0244032962	-0.0063311645	0.0683705697	-0.086622314	-0.1475106619	-0.1473383815	0.0363798632	-0.1376131726	-0.1014816017	-0.2797101147	0.0020588044	-0.0067737374	0.0387728663	-0.0205628184	0.0482270924	0.2315775793	-0.1700429249	-0.0305106813	-0.1829908946	-0.2793200568	-0.0464964279	0.0222616048	-0.1124502667	-0.1248510959	-0.3877011467	-0.098961157	-0.2394947045	-0.1864217849	-0.1521341331	-0.0922787159	-0.2479145756	0.280479236	0.0144678985	-0.0003070901	0.0612292901	0.0908490435	-0.1097331164	-0.0994009884	-0.1013292249	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0540405	-0.1084065	0.00292037564025	0.01175196924225	-0.017097	0.0699288	0.000292307409	0.00489003706944	0.00571333	-0.1029336699999999	0.0105953404196688	3.26421396889e-05	-0.00443698	-8.44000000000001e-05	1.96867915204e-05	7.1233600000000175e-09	0.000402185	0.0	0.0	1.61752774225e-07	0.00232467	0.00095741	5.4040906089e-06	9.166339081000002e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
