global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
57504.75785500066	n/a	n/a	3306797175.96226	91745.59243052242	n/a	n/a	8417253730.427532	56019.50254237288	n/a	3138184665.0949216	n/a	62362.9584229504	60060.06767361984	n/a	n/a	n/a	n/a	-0.1159621441	-0.1899765609	-0.1000671567	-0.1101419185	0.0220225507	-0.1824322909	-0.2802289432	0.1312345476	-0.2110082403	0.0707390228	-0.0817751056	0.1162073636	0.0798699606	-0.0713302776	0.0759404062	-0.0041478993	0.0563707381	-0.0906307733	0.0945186899	-0.1332507161	0.0326823427	-0.0392883994	0.1084621938	-0.1445841292	0.2076647547	-0.0853000124	0.2793901594	0.1328320699	-0.1843553435	-0.0132679182	-0.2814123557	0.1014816967	-0.0283747955	0.0606398118	-0.1578705367	0.0697304686	-0.0216384325	0.1586818279	-0.1098720574	0.0356012248	-0.1001494742	0.0243576411	-0.0506208629	0.0818872835	-0.1967780943	0.1490484942	0.0341476	n/a	n/a	0.00116605858576	-0.00706652	n/a	n/a	4.99357049104e-05	0.132357	n/a	0.017518375449	n/a	0.00491287	n/a	n/a	2.41362916369e-05	-0.00146277	n/a	n/a	2.1396960729e-06	0.000806425	n/a	6.50321280625e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57302.37396339282	-202.38389160783845	40959.2395823333	3283562061.8405194	90283.35301616174	-1462.2394143606798	2138144.104909864	8151083831.84088	55908.88008474576	-110.62245762711972	3125802872.330481	12237.3281314639	62676.60266558072	58963.22590670979	1.428307	26.446304	0.20291488	0.120582	-0.0774798243	-0.0314693483	0.0440353767	-0.0903545291	-0.0508248088	-0.1675963579	-0.1728600449	0.0477114755	-0.1843923952	0.0769665386	-0.0212641724	-0.0979584748	0.0509010144	0.0716702558	0.0425503675	0.055965585	0.0585207753	-0.0444744974	-0.0639709283	-0.0525136379	0.1505929285	0.0250243888	-0.1408155179	-0.0337596217	-0.1288705135	-0.024942094	0.0084372363	-0.066956827	0.018466889	-0.0625238691	-0.2857271879	0.2004824645	0.1323579503	0.0053800773	0.03669365	-0.1303019375	-0.0814330563	-0.0529329567	-0.1421195403	0.0200741359	0.1210531289	0.0425015877	0.1267260878	-0.0766940809	0.1625392295	0.1488669016	0.0315766	-0.0025709999999999	6.610040999999984e-06	0.00099708166756	-0.0407003	-0.03363378	0.0011312311570884	0.00165651442009	0.0312355	-0.1011215	0.00097565646025	0.01022555776225	0.00515553	0.00024266	5.8883875600000225e-08	2.65794895809e-05	-0.000478341	0.000984429	9.69100456041e-07	2.28810112281e-07	0.000721742	-8.4683e-05	5.209115145640001e-07	7.171210489e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57340.16674058819	37.792777195369126	1428.2940081388126	3287894721.838456	90251.94861492128	-31.404401240462903	986.236417271988	8145414228.79039	55749.864976165256	-159.0151085805046	3108047444.8606577	25285.804756869667	62353.5385554387	59339.14676214944	0.913214	16.908928	0.11676965	0.0617788	-0.0586805057	-0.0653679783	0.04856197	-0.1589237031	-0.1117823158	-0.0794538513	-0.0070389629	0.0711712787	-0.0742381168	0.1184719147	-0.0681512679	-0.1680249851	0.0430429592	0.0650354553	-0.0639410107	0.162418746	0.0712972233	-0.0206530412	0.0521280692	-0.0488907534	0.0277087393	-0.0343091326	-0.0838338936	-0.1134666846	-0.1864828653	-0.0566102745	0.0362915438	-0.1591474987	0.0068636464	0.0367133427	-0.0653328967	0.2294218185	0.0521131802	0.1123472011	0.0227734757	-0.1730529292	-0.0694464663	-0.0317960479	-0.1064902161	0.0210280761	0.0207736324	-0.0980868905	0.1296979168	0.0028837839	-0.0044406259	0.1485039376	0.0316649	8.829999999999949e-05	7.79688999999991e-09	0.00100266589201	-0.0161	0.0246003	0.00060517476009	0.00025921	0.0342121	0.0029766	0.00117046778641	8.860147560000018e-06	0.00431014	-0.00084539	7.146842521000009e-07	1.8577306819599995e-05	-0.000693298	-0.0002149569999999	4.620651184899997e-08	4.80662116804e-07	0.0	-0.000721742	0.0	5.209115145640001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57362.96987560726	22.80313501907221	519.9829666980376	3290510312.9498262	90533.34525211711	281.3966371958377	79184.0674251259	8196286602.539036	55700.33054819916	-49.53442796609306	3102526823.178649	2453.6595539280625	62307.25401299975	59200.531497088	0.8807479999999999	16.307802	0.0446226999999999	0.0289612	-0.0618954001	-0.0325745479	0.0303843513	-0.1331488303	-0.0787074664	-0.0428660599	0.0674644841	0.0710066092	-0.0504360871	0.1279196256	-0.1578433659	-0.0838188353	-0.0553956954	-0.0546317158	-0.1884349305	-0.0325523156	0.0743709215	-0.0231727863	-0.0299877829	0.0141482628	-0.0201702841	-0.015383068	0.2315378109	0.0394996252	-0.0467605567	0.0793176964	0.0061190051	0.0445796412	0.0083384976	0.058918691	0.005192946	0.2409472122	0.0574393356	0.0761786597	-0.012715286	-0.0363703709	-0.1507425546	0.0710424291	0.102978218	-0.0363529499	-0.0293360062	0.0113303071	0.0475429501	-0.0494839036	-0.0273233881	0.1479600444	0.0316144	-5.050000000000193e-05	2.550250000000195e-09	0.00099947028736	-0.0166337	-0.0005337	2.848356900000016e-07	0.00027667997569	0.0341562	-5.590000000000456e-05	0.0011666459984399	3.1248100000005092e-09	0.00388637	-0.0004237699999999	1.795810128999996e-07	1.51038717769e-05	-0.000784662	-9.136400000000004e-05	8.347380496000005e-09	6.15694454244e-07	0.000364518	0.000364518	1.32873372324e-07	1.32873372324e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57497.89804291762	134.92816731036146	18205.610333732893	3306008279.35375	90826.8331755427	293.4879234255932	86135.16119666684	8249513624.6978655	55714.74173728814	14.411189088976244	3104132446.852717	207.68237095822792	62396.818814049846	59499.994610362366	0.8638749999999998	15.995385	0.07324055	0.0522867	-0.0436288914	-0.0341444839	-0.0039325413	-0.1096660494	-0.0465211534	0.0207276222	0.0197598857	0.038226042	-0.0799823109	0.1431468739	-0.055378398	-0.135386176	-0.1510396465	-0.0804269379	-0.1118939515	0.1319816105	0.1086067404	-0.050424751	-0.1474797711	-0.1627995222	0.0622714306	0.0478564491	-0.0951425809	0.1225529078	0.0620771662	0.1196871159	0.0191840908	0.1057954387	0.0091633155	0.0229781989	-0.0245986555	0.2135109557	0.094423102	0.1567783754	0.0283913163	0.0347111428	-0.0662788227	0.0875480792	0.1394580829	-0.1204862973	0.0197201014	0.0443610223	0.1151297155	0.063108511	0.1788694158	0.1472358847	0.0363423	0.0047279	2.235303841e-05	0.00132076276929	-0.0166114	2.2300000000002876e-05	4.972900000001282e-10	0.0002759386099599	0.0340655	-9.069999999999911e-05	0.0011604582902499	8.226489999999839e-09	0.00291307	-0.0009733	9.473128900000006e-07	8.485976824899999e-06	-0.00048774	0.000296922	8.816267408399998e-08	2.3789030760000002e-07	0.000266747	-9.777099999999996e-05	7.1153962009e-08	9.559168440999992e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57536.41154314246	38.5135002248353	1483.2896995683884	3310438653.261857	91313.7732995885	486.9401240457955	237110.68440573476	8338205194.208642	55850.01953125	135.27779396186088	3119224681.6410065	18300.08153918768	62298.06873892966	59121.96417346854	0.897194	16.612312	0.11140436	0.0558687	-0.0896500933	-0.0473964752	-0.0572485025	-0.0985740453	0.0267112655	0.0184195987	-0.0832818289	0.0837107185	-0.0245358183	0.1459956647	-0.0266292717	-0.0068145598	-0.1246261294	0.0447709285	-0.0823838849	0.083674293	0.0244241143	0.1593991745	0.1090317368	-0.1378382512	-0.0094850702	0.0624549561	0.0389352604	-0.1172697315	0.0405391951	0.0236446066	-0.0053086742	-0.0075811731	-0.0857209146	0.0395044398	-0.0366032731	0.0911679889	0.0268855708	0.181682326	-0.0363027411	0.0773691339	-0.0119951462	0.0224653538	0.034548692	-0.0057455699	0.1554875997	-0.0509546677	-0.0691069815	0.2293506741	0.0249927666	0.1463323407	0.0222913	-0.014051	0.000197430601	0.00049690205569	-0.0080109399999999	0.00860046	7.396791221160168e-05	6.41751596835984e-05	0.0784881	0.0444226	0.00616038184161	0.00197336739076	0.00254837	-0.0003646999999999	1.3300608999999998e-07	6.4941896569e-06	-0.000664147	-0.000176407	3.1119429649e-08	4.4109123760900004e-07	0.000612246	0.000345499	3.74845164516e-07	1.1936955900099998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57535.373018523824	-1.0385246186342556	1.078533383509426	3310319148.380679	91359.1831800155	45.40988042700337	2062.057240394744	8346500351.319628	55841.00873940678	-9.010791843218612	3118218257.0345044	81.19436964181509	62456.50623299911	59377.1853958222	0.834576	15.452889	0.08476211	0.0405306	-0.0565273664	-0.0309820668	-0.0357387272	-0.0483688244	0.0662220737	0.0245237277	-0.0448582005	0.0124111891	-0.1001063818	0.1499792554	0.1013576261	0.0208701867	-0.1559998727	-0.1716919101	0.0051376294	-0.0816678342	0.2133147172	-0.101948451	-0.1043949488	0.0977989975	-0.0588436519	0.1075970177	-0.1319540718	-0.0002834261	0.0192819809	-0.2310893996	-0.1091355371	-0.1769188687	-0.0450861492	0.0085258324	-0.0781244966	0.0268992223	0.1147804327	0.140835634	-0.0568751369	0.1328046258	-0.0537382691	-0.0237193749	0.1446572845	-0.0149446018	-0.0292128294	0.1879156398	-0.0223071204	0.0423059073	0.0445936778	0.1452505133	0.0316233	0.009332	8.7086224e-05	0.00100003310289	-0.016607	-0.0085960600000001	7.389224752360172e-05	0.000275792449	0.0443339	-0.0341542	0.00196549468921	0.00116650937764	0.0021993	-0.0003490699999999	1.2184986489999996e-07	4.83692049e-06	-0.000728649	-6.450200000000003e-05	4.160508004000003e-09	5.30929365201e-07	0.000372221	-0.000240025	1.38548472841e-07	5.7612000625e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57530.644071582894	-4.728946940929745	22.3629391701288	3309775007.291156	91343.39463188812	-15.788548127384274	249.27825197072949	8343615742.876847	55846.56189751059	5.553158103808528	3118838475.772481	30.837564925894323	62409.43192331414	59493.81212543818	0.831974	15.404697	0.11262763	0.0576799	-0.0491687181	-0.0441493676	-0.0436519456	-0.0809927682	0.0685910931	0.0509039801	-0.0649839855	0.0535014796	-0.0717612146	0.0997610808	-0.078789437	0.1094626508	-0.1594113521	0.0177834282	0.1187110489	-0.1185992691	-0.0826192775	-0.1907323061	-0.0260541396	0.1780286557	-0.2336956443	-0.0814506313	-0.0760975795	-0.0555959651	0.1431430205	0.071539162	-0.0577476879	-0.0237178532	-0.0555691146	0.0245144679	-0.062400516	-0.0089525392	0.0006240661	0.163991209	-0.1271476528	0.0694700718	-0.0372152295	0.0099039655	0.082834162	0.0328114578	0.0448631097	0.2726906681	-0.0159489963	-0.1475158428	-0.1497327825	0.1439917206	0.0129971	-0.0186262	0.00034693532644	0.00016892460841	-0.0291734	-0.0125663999999999	0.0001579144089599	0.0008510872675599	0.0277557	-0.0165782	0.00077037888249	0.00027483671524	0.00307861	0.0008793099999999	7.731860760999998e-07	9.4778395321e-06	-0.000799303	-7.065399999999996e-05	4.991987715999995e-09	6.38885285809e-07	2.50484e-05	-0.0003471726	6.2742234256e-10	1.2052881419076002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57572.54780637594	41.90373479304253	1755.9229896056431	3314598260.917443	91477.22483301528	133.83020112715894	17910.522733735816	8368082663.150027	55891.26057335805	44.698675847459526	3123833008.479008	1997.9716225162613	62538.39175773343	59625.89816985716	0.849156	15.722846	0.12666557	0.0721117	-0.0396766639	-0.0294921186	-0.0335871546	0.0015869714	0.0962112041	-0.0160126071	-0.0719737477	-0.0187510885	-0.1465187153	0.1258890135	0.1941581102	-0.0357323365	-0.0618663787	0.1760061953	-0.0154837053	0.1179893514	-0.1297848668	-0.0303675488	0.0956054794	0.1921298889	-0.0337784659	-0.013871652	0.1490912219	0.0536632115	-0.0531640029	-0.0630613394	-0.0665014415	0.0295220464	-0.0210857051	-0.0177446861	-0.1261853818	-0.050971129	0.103461532	0.1474333076	-0.0397786154	0.0044019854	0.0963389663	-0.1534479602	-0.0246261462	0.0631466929	0.1464019908	0.0487309712	-0.031909823	0.0436547612	-0.0281361835	0.1425574961	0.0289777	0.0159805999999999	0.0002553795763599	0.0008397070972899	-0.00336721	0.02580619	0.0006659594423161	1.13381031841e-05	0.0335735	0.0058177999999999	0.00112717990225	3.384679683999998e-05	0.001819	-0.0012596099999999	1.5866173520999997e-06	3.3087610000000004e-06	-0.000906274	-0.0001069709999999	1.1442794840999996e-08	8.21332563076e-07	0.000239687	0.0002146386	5.7449857969000006e-08	4.606972860996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57552.025166491774	-20.522639884162345	421.17874781501104	3312235600.7645025	91641.54352412334	164.31869110805565	27000.632247464604	8398172499.483791	55836.143670550846	-55.11690280720359	3117674939.9983954	3037.8729750587268	62441.65281621648	59805.16947473415	0.8574319999999999	15.876087	0.05270914	0.024195	-0.0254294811	-0.021909208	-0.0374221837	-0.0641222378	0.0420826052	0.024162183	-0.0422768415	0.0250047747	-0.1073106695	0.1917972187	0.0695918609	-0.0487605583	0.1077936394	0.1094387095	-0.0845472313	-0.1858710138	-0.1185647044	-0.0724447822	0.0356424472	0.0600589385	0.0407528604	0.0869608887	0.0242176354	-0.0382939629	0.0133781386	0.1693602221	-0.127343425	-0.1236160204	-0.0301110763	-0.0012420221	-0.0376691011	0.0487352259	0.1286649072	0.1523894868	-0.0747264767	0.041878694	0.0991331279	-0.0330264981	0.0389692489	0.1298987294	0.0791935908	-0.1313761126	-0.089778203	-0.1407909529	-0.0405820348	0.1409495873	0.0274993	-0.0014783999999999	2.1856665599999936e-06	0.00075621150049	-0.0166058	-0.01323859	0.0001752602651881	0.00027575259364	0.0288971	-0.0046764	0.0008350423884099	2.1868716960000007e-05	0.00160875	-0.00021025	4.420506250000007e-08	2.5880765625e-06	-0.000652321	0.000253953	6.4492126209e-08	4.25522687041e-07	0.000441799	0.0002021119999999	1.95186356401e-07	4.0849260543999996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
