global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
57260.36464383731	n/a	n/a	3278749359.145214	93322.86407520324	n/a	n/a	8709156959.198858	55924.71277066929	n/a	3127573498.481861	n/a	62479.15055588942	59725.55220685686	n/a	n/a	n/a	n/a	-0.0538972749	-0.0720637656	0.1729018831	0.0373038075	-0.1910208279	0.0472342838	-0.0007568536	-0.0009389792	0.1862541422	0.0837199887	-0.0700819565	0.0505099175	-0.0503449307	0.0406458781	-0.062969745	0.0238566525	-0.0113911188	0.0516026065	-0.0633921282	0.0740725918	-0.0162282464	0.0125744918	-0.1082959995	0.0006774115	0.0105396616	-0.0754628263	-0.0085817103	0.1001464889	-0.0174958712	0.0667384443	-0.0197403186	0.0989974374	-0.0442821809	0.0254634889	-0.0405600794	0.0204595682	-0.0021132102	0.0352951343	-0.0912751169	0.1695618499	0.0469859759	-0.0430844268	0.1505598717	-0.008625719	0.040924444	-0.0287963207	0.051715928	-0.0196942009	0.0161263043	-0.0240808631	0.1217675547	-0.1161986425	0.1341677321	-0.1276868511	0.0758144827	-0.0093761797	0.0259041654	-0.0524933005	0.0554420929	-0.0403172652	0.0566723473	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0781444	n/a	n/a	0.00610654725136	0.0148012	n/a	n/a	0.00021907552144	0.0482965	n/a	0.00233255191225	n/a	0.0138109	n/a	n/a	0.00019074095881	0.000354052	n/a	n/a	1.25352818704e-07	-0.00714861	n/a	5.11026249321e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57286.40580298753	26.041159150219755	678.1419698870741	3281732289.8245635	91975.03668857976	-1347.8273866234813	1816638.6641322835	8459407373.865592	55889.30808932087	-35.404681348423765	3123614758.7030272	1253.4914613834255	62352.31149714544	60436.62033641581	1.258436	25.606539	0.12431449	0.0640959	-0.0429533072	0.0448674878	0.1282419863	0.0240918665	-0.005532538	0.0171516334	0.069954404	0.0018005765	0.1969968621	0.0263917422	-0.0324104416	0.0429901938	0.022271642	-0.090593434	-0.100490788	-0.0333090985	-0.1241858632	-0.0546317525	-0.1544720707	0.0532746164	-0.0813992933	0.0554951319	-0.0430077961	-0.0016004524	-0.1139217274	-0.0378359674	-0.1011661842	0.1735500104	0.0880831599	-0.0205300207	-0.0458903357	0.0321044851	-0.0100185609	-0.0605119757	0.0215539315	-0.001550982	0.0195470285	0.0410761229	-0.0447632556	0.1409413407	0.1002489625	-0.0597481752	0.0107737121	0.0196746591	0.0080972836	-0.0682405026	-0.0408684654	0.0091484108	0.1130894189	-0.0972704775	0.0625906316	-0.0928309697	0.1415630819	-0.1628996522	0.0511009422	-0.0316767488	-0.0907240723	-0.0094643395	0.0607043439	-0.0788919184	-0.044684568	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0776439	-0.0005005	2.5050025000000093e-07	0.00602857520721	0.0302512	0.0154499999999999	0.0002387024999999	0.0009151351014399	0.00762249	-0.04067401	5.81023538001e-05	0.00165437508948	0.0144347	0.0006238	3.89126440000001e-07	0.00020836056409	-4.55676e-05	-0.0003996195999999	1.5969582470415998e-07	2.07640616976e-09	-0.0074789899999999	-0.0003303799999999	5.59352914200985e-05	1.0915094439993405e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57265.047256830985	-21.358546156545344	456.1874939212779	3279285637.327086	92362.50138147868	387.4646928989241	150128.88824325756	8530831661.443651	55909.3838890256	20.075799704733072	3125859206.8504357	403.0377337845605	62553.89302696815	61036.17380520568	1.133287	23.060034	0.1563300999999999	0.108316	-0.0359318176	0.0279299072	0.0900290283	0.0507394076	0.0710249863	-0.0028969447	0.0378142441	0.0008183121	0.1945867154	-0.0145567627	-0.2109452718	0.0735925627	0.0860814043	-0.0005084642	0.0186408945	-0.1293119781	-0.1023885751	0.2160676766	-0.1242425154	-0.0880037336	-0.076606556	0.0291357917	0.0391236111	-0.0815329414	-0.0625009149	-0.0159889495	-0.0131908806	0.0277908033	0.0634884523	-0.0987182701	-0.0744459516	-0.0139023125	0.0301175079	0.0527580545	-0.1141550679	0.0979349616	-0.0994526139	0.0466038977	-0.0339428316	0.096464825	0.109922012	-0.0420064763	0.0397495386	0.0063094599	-0.1052966159	-0.2115112102	-0.0321252064	0.0533953451	-0.0212427121	-0.0798120896	-0.040019523	-0.1057888492	0.2382031867	-0.0787627845	0.0039105327	0.0588289304	0.0403308496	-0.0550192682	-0.0311442108	-0.1373494228	0.0685164266	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0781217	0.0004778	2.2829284000000042e-07	0.00610300001089	0.0571357	0.0268845	0.0007227763402499	0.00326448821449	-0.00494484	-0.01256733	2.44514426256e-05	0.0001579377833288	0.0123137	-0.0021209999999999	4.498640999999998e-06	0.00015162720769	-3.72082e-05	8.3594e-06	6.987956835999998e-11	1.38445014724e-09	-0.0072803399999999	0.0001986499999999	5.300335051559854e-05	3.9461822499999945e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57213.538663977655	-51.5085928533299	2653.135137730108	3273389006.454466	92876.24429147612	513.7429099974397	263931.7775726374	8625996753.68995	55915.48834891732	6.10445989172149	3126541837.297909	37.264430569636346	62501.54842904898	60947.24409927057	0.947532	19.280291	0.2304159	0.115199	-0.0281822857	0.0139970029	0.0630096353	0.0951518173	0.0528306384	-0.0121203812	-0.0052233247	0.0109983904	0.1664697991	-0.0359632589	-0.1086538563	0.0451945066	0.1464846811	-0.0118771804	-0.0492202542	-0.0626655437	-0.0942964558	0.0871157869	-0.0076811032	0.0343007726	-0.0418996528	-0.1279564057	0.0562800893	0.1069435206	-0.0315928447	-0.0772303631	0.0171470908	0.0723635853	-0.0523098753	-0.0747759555	0.0001038764	-0.0583691579	-0.0108146051	0.0429271547	-0.2256408784	-0.0405196228	0.0171300203	0.0011055034	-0.0428588793	0.1100509003	0.0896672394	0.0118120536	-0.0152493398	0.0489931691	-0.1297120432	-0.1275125305	0.046916482	0.0350166339	0.0255393217	-0.0580141301	0.0684237564	-0.0466463777	0.1274393169	-0.1163248964	0.095518156	0.0508123224	0.0075669461	0.0219154024	-0.0156751025	-0.0184410938	0.0156504065	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0658065	-0.0123151999999999	0.0001516641510399	0.00433049544225	0.0082457799999999	-0.0488899200000001	0.0023902242776064	6.799288780839835e-05	-0.00501571	-7.086999999999979e-05	2.51573468041e-05	5.02255689999997e-09	0.0114824	-0.0008313	6.910596900000001e-07	0.00013184550976	0.00110518	0.0011423882	1.3050507994992403e-06	1.2214228324000002e-06	-0.00587123	0.0014091099999999	3.44713417129e-05	1.9855909920997187e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57282.80851821532	69.26985423766746	4798.312706107697	3281320151.734522	92331.59957761689	-544.6447138592339	296637.86433480674	8525124280.561382	55860.30905511811	-55.17929379921407	3120374127.73331	3044.754464179984	62606.607497934194	61148.80223862006	1.112749	22.642117	0.2700218099999999	0.158585	-0.0342671593	0.0297871984	0.0814506769	0.0692766601	0.054312752	-0.028297966	0.0182679189	-0.0338667695	0.1562001221	-0.0557460699	-0.0123231105	-0.0566386599	0.0040519619	0.0212644726	0.06029227	0.0011640156	-0.0785968715	0.0201532384	-0.0198068125	-0.1189803316	0.0730924591	0.0240748405	-0.0435223974	0.0303275297	0.0117919287	-0.0091670164	-0.1306772153	-0.0938085215	0.0037076176	0.0022329397	0.0360090381	0.0175185588	0.014718155	-0.1540186681	-0.0809306677	-0.0084749763	0.0119470885	0.0233911122	-0.009893981	0.0760796548	0.1399731323	-0.0519239869	-0.0080854735	0.0282270976	-0.0708597417	-0.0273708643	0.0420122476	0.0176546978	-0.0203145727	0.0409141595	-0.0168907798	0.0315206518	0.0917486566	-0.0304546964	-0.010647882	0.0582056775	0.0861001757	0.0469738104	0.1042091733	-0.1001545872	0.0182800216	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.058735	-0.0070715	5.000611225000002e-05	0.003449800225	0.0190252	0.01077942	0.0001161958955364	0.0003619582350399	-0.0707891	-0.0657733899999999	0.0050110966788099	0.004326138832092	0.0138814	0.002399	5.755201000000001e-06	0.00019269326596	0.00171621	0.0006110299999999	3.733576608999998e-07	2.9453767641e-06	-0.00515331	0.0007179199999999	2.6556603956100004e-05	5.154091263999993e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57468.741554112166	185.93303589684365	34571.09383781695	3302656255.8133383	93283.52639894564	951.9268213287578	906164.6731650728	8701816297.422789	56048.10767716535	187.7986220472449	3141390374.191122	35268.32244284392	62553.62480280949	61648.9459771604	1.721834	35.035721	0.40488484	0.194891	-0.0259474005	-0.0233452165	0.0668616054	0.0739279409	0.0108195432	-0.0306286152	0.0143082005	0.0179584041	0.0216960117	-0.0358211029	0.2703367502	-0.1678724241	-0.127355167	0.0367553099	-0.2260775412	0.1978146983	0.0889985496	0.0405765935	0.2170344922	-0.0236338308	0.0206196476	-0.0001221321	0.2327999636	-0.124891279	-0.0389222869	0.0430579642	0.0009664654	-0.072947732	0.0780186983	-0.0976760688	-0.1440813226	-0.1541868537	-0.0208095579	0.0726055193	0.0435587883	0.1506609672	-0.0843479093	0.0460628745	-0.0545400407	0.107630831	0.0144412845	0.0292709358	-0.0940304702	0.0558848258	0.1170719363	0.2481969818	-0.0502058071	-0.1147768434	0.0070920961	0.1699501305	0.2531226126	0.1288743173	-0.3076068442	-0.0564348835	-0.0308903633	0.1174343522	-0.021032645	-0.1538126125	-0.0656406821	0.0090678509	-0.1255207473	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0900596	0.0313246	0.00098123056516	0.00811073155216	-0.0807549999999999	-0.0997801999999999	0.0099560883120399	0.0065213700249999	-0.0258396	0.0449494999999999	0.00066768492816	0.0020204575502499	0.012043	-0.0018384	3.3797145600000016e-06	0.000145033849	8.344919999999998e-05	-0.0016327607999999	2.6659078300166395e-06	6.963768980639997e-09	-0.00404786	0.00110545	1.6385170579600002e-05	1.2220197025e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57539.37177949929	70.63022538712539	4988.628738236132	3310779304.7794394	92352.5045414126	-931.0218575330364	866801.6992042655	8528985095.071636	56042.38780142717	-5.719875738184783	3140749230.485553	32.71697846027492	62714.19456317608	61969.981117964766	1.719103	34.980148	0.4715554599999999	0.222078	-0.0096793425	0.0425069565	0.087818227	-0.0034154571	-0.0575871531	-0.0554835484	0.0834591039	0.0011113236	0.0458879822	0.0286890462	0.0988895036	0.0098719168	-0.0363644245	0.0027280428	-0.0151202651	0.0425082941	-0.0039378703	-0.039923255	0.0257583969	-0.0318493847	0.0447169424	0.0286838415	-0.1528759935	-0.0601893051	0.0042524311	-0.1057396758	-0.0519327862	0.1289180073	-0.0154497432	0.2022759283	0.0701300652	-0.086347086	-0.0273016141	0.0814547044	-0.0086669237	0.0341375199	-0.0789804523	-0.1171257578	-0.0142250376	0.0389233741	0.0607229661	-0.0664132322	0.008223062	-0.0331212276	0.1246405387	0.0646888596	0.0558118074	-0.0518864135	0.0507917109	0.0375719197	0.0661650087	-0.030494822	0.0010561315	0.0312082822	-0.0624128302	0.0496102848	0.0063008785	-0.0355773675	0.1230452581	0.0499924763	0.0223955217	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.118257	0.0281973999999999	0.0007950933667599	0.013984718049	0.0207632	0.1015181999999998	0.0103059449312399	0.00043111047424	-0.101003	-0.0751633999999999	0.0102016060089999	0.0056495366995599	0.00994499	-0.0020980099999999	4.401645960099997e-06	9.89028261001e-05	-0.00302574	-0.0031091891999999	9.66705748139664e-06	9.1551025476e-06	-0.00392153	0.00012633	1.5378397540900004e-05	1.5959268900000005e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57636.155098071045	96.78331857175364	9367.01075376155	3321926374.488901	93030.87081586636	678.3662744537578	460180.8023162711	8654742924.758415	56030.29838213583	-12.089419291340164	3139394336.791173	146.15405880182772	62897.37276611328	63567.024426269534	1.497192	30.464722	0.4585073	0.196501	0.0219768391	0.0178002209	0.0385174945	0.0146726478	-0.0194416073	0.0069362681	0.0770786748	-0.0172278386	0.031894909	-0.0627068306	0.1823554055	-0.1341898356	-0.0905281671	0.0202744161	-0.0173228233	0.0842240266	0.0921348809	-0.0183532509	0.0535008221	-0.0726037617	-0.0194491944	0.044877165	-0.0399433571	0.0280300928	0.0210586779	0.1737596861	-0.0630764008	-0.0762658149	0.0124928306	-0.0945860186	-0.0326348616	-0.0017602889	0.0276787189	-0.0315735849	-0.0944471542	-0.0387113093	-0.1048099954	-0.1976526107	0.0183459827	-0.0007714706	0.0917821798	-0.0463924582	-0.0406171578	0.0177994147	0.1130941494	0.1827036951	0.0212653494	-0.0847813222	-0.0363943063	0.0360439409	-0.0814659548	0.1264122541	-0.0619569105	0.1051156211	-0.0052300316	-0.0010459434	-0.0281803784	0.0383692306	0.0060182542	-0.0140835014	-0.013280295	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0676734	-0.0505836	0.00255870058896	0.0045796890675599	-0.0850955	-0.1058587	0.01120606436569	0.00724124412025	-0.199336	-0.098333	0.039734840896	0.009669378889	0.00826338	-0.00168161	2.8278121921000003e-06	6.828344902440002e-05	-0.00191435	0.0011113899999999	1.2351877320999997e-06	3.6647359225e-06	-0.00263989	0.00128164	6.969019212100001e-06	1.6426010896000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57804.97924409219	168.82414602114295	28501.5922797682	3341415625.409929	92765.06739869156	-265.8034171748004	70651.45658180099	8605357729.48379	56259.6110851378	229.31270300197505	3165143839.4509606	52584.31575807201	62994.73957613432	63686.03045953245	1.288885	26.226126	0.2266713	0.0911711	0.0234693318	0.0011746842	0.0425607	-0.0216726899	0.0220883504	-0.0506277239	0.0660822015	0.04907834	-0.0493657048	-0.0378087872	0.2250311195	-0.0418091274	-0.1185280573	0.1245683489	0.1173920928	0.0229301085	0.0142841754	-0.0215102768	-0.0679493084	0.1284797974	0.1112506972	0.1451161134	-0.0471787367	-0.0149336186	0.0960993207	0.1385094774	-0.048641114	-0.0338910872	0.0338144988	0.0785177875	-0.145354211	-0.0245994882	0.1221794021	0.007397209	-0.0001547045	-0.0755912712	-0.0039745962	0.0596831294	-0.0094815929	-0.046225162	0.0182537486	-0.0038792257	-0.0837489317	-0.00455837	0.1838625036	0.1953025998	0.0980688191	-0.0304914997	-0.1287491736	-0.0041504427	-0.0203292607	0.0310012538	-0.0359730111	0.0140220918	-0.1380937042	-0.2267657027	-0.173528624	0.0723028171	0.0094309434	-0.0913597673	-0.006310847	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0881927	0.0205193	0.00042104167249	0.00777795233329	-0.023026	0.0620695	0.00385262283025	0.000530196676	-0.240377	-0.0410409999999999	0.057781102129	0.0016843636809999	0.00764405	-0.00061933	3.835696489000005e-07	5.8431500402500005e-05	-0.00131906	0.00059529	3.543701841000001e-07	1.7399192835999998e-06	-0.0034861	-0.0008462099999999	1.215289321e-05	7.160713640999993e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57752.98609834345	-51.99314574874006	2703.287204849727	3335407403.275452	93897.97183450838	1132.9044358168176	1283472.4606934218	8816829114.634129	56140.54245201772	-119.068633120085	3151760506.806804	14177.339393085402	63064.91943922776	64108.51659757653	1.476261	30.038834	0.0649812999999999	0.0361035	0.0241550699	0.0067091711	-0.0707448091	0.0337650589	0.0090962468	-0.0172006959	0.0666722684	0.0147774591	-0.0249422875	-0.0308554158	0.1828646809	-0.0980354892	-0.0450724371	0.1204081851	-0.0723334084	-0.0288433697	-0.0190208828	-0.0212097864	-0.0305275733	-0.0260887648	0.0159728007	-0.0665463667	-0.0442926091	-0.0171904629	0.0035924038	0.0250204215	-0.0113862722	-0.0370895562	0.0499952084	0.0445274706	0.022119461	0.0068158916	0.1796576238	0.0331872301	0.1951593764	0.017405729	-0.0364314385	-0.042499374	0.0149664787	-0.0388985544	0.037015939	0.0189263823	-0.0669853986	0.0917345852	0.1208664926	0.1280218014	-0.0333799619	-0.0171773196	0.0130852131	0.0358125597	-0.0999222317	-0.0343825903	-0.0337460692	0.0633245257	-0.1833835643	-0.001429193	-0.0056096541	0.0975509547	-0.0770139514	0.163066119	0.0493035727	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0921766	0.0039838999999999	1.587145920999999e-05	0.00849652558756	-0.0316469	-0.0086208999999999	7.431991680999995e-05	0.0010015262796099	-0.248447	-0.0080699999999999	0.061725911809	6.51248999999999e-05	0.0082696799999999	0.0006256299999999	3.9141289689987553e-07	6.838760730239836e-05	-0.00111839	0.00020067	4.0268448900000006e-08	1.2507961920999998e-06	-0.00342627	5.9829999999999866e-05	1.17393261129e-05	3.579628899999984e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
