global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
57265.37195029834	n/a	n/a	3279322824.606016	91287.71846348786	n/a	n/a	8333447542.269023	55425.18914845033	n/a	3071951592.141496	n/a	61789.72720128221	57619.64947297143	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.00248644	n/a	n/a	6.1823838736e-06	1.03717e-06	n/a	n/a	1.0757216089e-12	-0.00554476	n/a	3.0744363457600004e-05	n/a	6.76329e-05	n/a	n/a	4.57420916241e-09	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57355.343791857646	89.97184155930881	8094.932273573369	3289635461.4821835	92142.23322491608	854.5147614282178	730195.4774987239	8490191143.674829	55559.01615096469	133.82700251436472	3086804275.663156	17909.66660197978	61986.78052604683	57665.58840504631	1.085543	18.005045	0.030787443551	0.017695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.9066800000000005e-07	-0.002486149332	6.180938501004047e-06	8.448788622400002e-14	-7.32049e-07	-1.769219e-06	3.130135869961e-12	5.358957384010002e-13	-0.0210831	-0.01553834	0.00044449710561	0.0002414400099556	-0.000134282	-0.0002019149	4.076962684201e-08	1.8031655524e-08	-5.33088e-05	-5.33088e-05	2.84182815744e-09	2.84182815744e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57438.29982189576	82.95603003811266	6881.7029196842495	3299158286.4299903	92082.13086341038	-60.10236150570563	3612.293858562526	8479118824.346234	55547.03004412972	-11.986106834970997	3085472546.72345	143.66675705933844	62001.96355553921	57607.25225029617	1.009159	16.738134	0.0852824713809999	0.0427138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.00230168	0.002301389332	5.296392857443406e-06	5.2977308224e-06	0.00224004	0.002240772049	5.021059375579658e-06	5.0177792016e-06	-0.0511712	-0.0300881	0.00261849170944	0.0009052937616099	-0.000684663	-0.000550381	3.02919245161e-07	4.6876342356900005e-07	-0.000142472	-8.916319999999999e-05	7.950076234239998e-09	2.0298270783999995e-08	-0.0003735	-0.0003735	1.3950225e-07	1.3950225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57548.26249680824	109.96267491248	12091.789873907755	3311802516.401545	92506.92988523372	424.7990218233463	180454.20894207183	8557532076.791548	55610.15814219006	63.12809806034056	3092489688.599388	3985.156764715974	62091.33819549833	57764.86147341963	0.943825	15.654488	0.0575570577	0.0372628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00526508	-0.00756676	5.725585689760001e-05	2.77210674064e-05	2.38423e-05	-0.0022161977	4.911532245485289e-06	5.6845526929e-10	-0.0556848	-0.0045135999999999	0.00310079695104	2.0372584959999995e-05	-0.00138137	-0.000696707	4.854006438490001e-07	1.9081830769000003e-06	-0.000277349	-0.000134877	1.8191805129e-08	7.692246780099998e-08	-0.000407126	-3.362599999999998e-05	1.6575157987600001e-07	1.1307078759999986e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57729.59969772805	181.33720091981377	32883.18043743291	3332706681.259923	92343.73084807592	-163.19903715779947	26633.92572923281	8527364626.941889	55569.24060960591	-40.91753258414974	3087940501.928275	1674.2444727749555	62061.66897047665	58685.69284707992	1.186783	19.684238	0.0789011797	0.0418227	-0.0376814959	-0.0085030553	0.1262570672	-0.0944260824	0.0252909443	-0.040276303	0.203120502	0.0347099346	-0.0671035545	0.0823264197	0.0877123978	-0.0196725251	0.0914842619	-0.1052901836	0.1232577889	-0.0366650816	-0.0291215652	0.1038052302	-0.0276871239	0.1924830556	-0.108121826	0.0330006962	-0.0120131932	0.014223187	-0.0280865555	0.0474852932	-0.1950075153	0.0005249621	-0.1210761114	0.0642604795	0.0659669119	-0.121069881	0.0105895368	-0.0135871136	0.2076705798	-0.0288913098	0.0209210059	-0.0336215227	0.0811707233	-0.0912822464	0.0248744093	0.0548462825	-0.0159599364	0.1212835945	-0.0221915421	0.1346388552	-0.1163299948	0.0477319669	-0.0362050054	0.1274007077	-0.1447880064	-0.2317906548	0.0557898601	-0.0357637652	0.116873614	-0.3319192009	0.0602669111	-0.2115375735	0.1721756637	-0.0918466952	0.0832398639	-0.0069137252	0.1485534967	0.1221610506	0.1221358704	0.1220939072	0.0	0.0	0.0	0.0	-0.0117811	-0.0065160199999999	4.245851664039999e-05	0.00013879431721	4.7897e-05	2.40547e-05	5.7862859209e-10	2.294122609e-09	-0.0783268	-0.022642	0.00613508759824	0.000512660164	-0.00200867	-0.0006273	3.935052900000002e-07	4.0347551689e-06	7.19281e-05	0.0003492771	1.2199449258441e-07	5.17365156961e-09	-0.000424931	-1.780499999999997e-05	1.80566354761e-07	3.1701802499999886e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57559.73022299436	-169.8694747336922	28855.638446300487	3313122543.34389	93271.61048069473	927.879632618802	860960.6126288032	8699593321.662443	55558.269204125616	-10.971405480297108	3086721276.9580927	120.3717382130934	62084.09234080773	58889.723086310216	1.244618	20.643497	0.0320609635999999	0.017013	-0.0304613005	-0.0254664841	-0.0143351757	0.1498559382	-0.045833074	-0.0600994209	0.2430236124	0.0300426516	-0.0549663683	0.1274649876	0.1057736933	0.1958951308	-0.1057662306	0.1113258273	0.043369917	0.047083833	-0.090246559	-0.0386503277	0.0725607972	0.0007112966	0.0526850789	0.2250464653	-0.0141735457	0.0699676711	-0.0965853131	-0.1410319156	-0.0398696332	-0.0172256224	-0.0291598798	-0.0670753661	-0.1671704875	-0.0378746828	0.0649511356	0.189901894	0.1908863178	-0.0243832685	-0.0250488299	-0.0321466936	-0.0158432033	-0.0387845836	0.1065261332	-0.2546540616	-0.091646126	0.1347397498	0.1063618242	0.2349725451	-0.1822382894	-0.155448057	0.1963908535	-0.0259787822	0.0263726776	-0.0475090874	-0.0774378272	0.1499419763	-0.07917334	-0.1488608339	0.1014435907	0.2313697204	0.0038037862	0.2488023038	-0.0297761972	0.0933726055	-0.0566747013	0.1220939072	0.1218673892	0.1214901705	0.0	0.0	0.0	0.0	-0.0174355	-0.0056544	3.1972239360000006e-05	0.0003039966602499	2.72284e-05	-2.06686e-05	4.2719102596e-10	7.413857665599998e-10	-0.0668508	0.011476	0.00446902946064	0.000131698576	-0.0021465	-0.0001378299999999	1.8997108899999948e-08	4.60746225e-06	0.00012245	5.05219e-05	2.5524623796099996e-09	1.4994002499999998e-08	-0.000534777	-0.0001098459999999	2.85986439729e-07	1.2066143715999996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57666.01217623034	106.28195323597902	11295.85358365483	3325368960.309146	91983.31264930914	-1288.2978313855856	1659711.3023528028	8460929805.940555	55509.17069478654	-49.09850933907728	3081268031.222949	2410.663619319459	61886.71514959118	58341.12572710632	1.105311	18.332926	0.0422576216	0.0207692	-0.0318259476	0.0296857405	0.1274303887	-0.0631715833	-0.0065201629	-0.2153563947	0.1902539784	-0.0270297281	-0.1009807421	0.1376689801	0.0224846989	-0.0842774017	-0.1297760246	-0.0283750301	0.0253741205	-0.0656791469	0.1312280767	-0.0319639946	0.0416600926	-0.1484479726	-0.0209352824	-0.0487134542	0.1193131306	-0.1140189802	0.2117120143	0.0643941917	-0.2013435049	0.0636340225	0.1631586795	0.0122865847	-0.0264715714	-0.0668798542	-0.0746977333	0.1216949751	-0.0455880463	-0.0659557845	-0.1201902966	-0.0030592516	0.1156685788	-0.0988092034	0.1409257033	-0.1004329207	-0.0723218667	0.0479195931	0.0865664874	0.206953652	0.1021337423	0.0741023897	0.0385372338	-0.0366798708	-0.0235130697	-0.0773153619	0.0106204712	-0.0806441203	-0.1098818354	0.14479931	0.1370546574	-0.1577020714	-0.0212262786	0.0282609353	0.0763188057	-0.0654105732	-0.0456087932	0.1219596574	0.1213310171	0.1202856824	0.0	0.0	0.0	0.0	-0.0171788	0.0002566999999999	6.589488999999929e-08	0.00029511116944	0.00405705	0.0040298216	1.6239462127826564e-05	1.6459654702500004e-05	-0.0843364	-0.0174856	0.00711262836496	0.00030574620736	-0.00236828	-0.0002217799999999	4.918636839999999e-08	5.6087501584e-06	-2.03525e-22	-0.00012245	1.4994002499999998e-08	4.1422425624999996e-44	-0.000469297	6.547999999999998e-05	2.20239674209e-07	4.287630399999997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57857.80739976395	191.79522353361244	36785.40777030837	3347525877.10818	92432.02890947832	448.7162601691816	201346.2821402167	8543679968.322637	55553.24153966543	44.070844878893695	3086162645.564409	1942.2393683395103	62067.676791687314	59134.49871525999	0.955519	15.848448	0.0680504499999999	0.0312208	-0.020951946	-0.0002568927	0.0540006387	-0.0261299631	0.0352740652	-0.2351373081	0.0768468506	0.0188354311	-0.0885055154	0.1562157304	0.0522717219	-0.1250913206	-0.1878092648	-0.1100575668	0.0142967861	-0.0293236456	-0.0689451196	-0.0595797354	-0.0366853969	0.0402635022	-0.1164166439	0.0220497732	-0.0273184643	-0.104848643	0.0322965414	-0.080782269	-0.0161274681	-0.1853515547	0.0292087299	-0.0347171374	-0.1702333361	-0.0480987332	-0.0650148368	-0.0019915807	-0.0066400842	-0.0399825311	0.1899832449	-0.0245891387	0.0837677486	-0.0481770942	0.1294131065	-0.0175421728	-0.0323753207	0.0425982781	-0.0008284753	0.2703648209	0.0402855034	0.0733701336	0.0382297707	-0.0665536305	-0.0875962569	-0.0525790756	0.0409733366	0.1004371225	0.0558463454	-0.0276904234	-0.1064033114	-0.0751855532	-0.0670410414	-0.029038022	0.1945042077	-0.026258841	0.1197486973	0.121758375	0.1205279331	0.1184863989	0.0	0.0	0.0	0.0	-0.0184018	-0.0012229999999999	1.495728999999996e-06	0.00033862624324	0.0213332	0.01727615	0.0002984653588225	0.00045510542224	-0.100897	-0.0165605999999999	0.010180204609	0.0002742534723599	-0.00247389	-0.0001056099999999	1.115347209999998e-08	6.120131732099999e-06	0.000246449	0.000246449	6.0737109601e-08	6.0737109601e-08	-0.0007770519999999	-0.0003077549999999	6.038098107038446e-07	9.471314002493846e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57965.27398759294	107.46658782898884	11549.067499605777	3359972988.456719	92311.4704771436	-120.55843233472842	14534.335607007291	8521407581.652554	55681.97200841543	128.73046875	3100482006.74596	16571.533584594727	62151.07152715405	59386.346183776855	0.901808	14.957588	0.0348970999999999	0.0174759	-0.0210713195	0.0135817675	0.0544708517	-0.0849922918	0.084915528	-0.1366377859	0.0992241241	0.0384082007	-0.0059971935	0.0673266808	-0.0154374285	0.104717317	-0.0219784204	0.0396397054	-0.0569162279	-0.0607005385	-0.1006439705	0.1182798752	-0.0807783657	-0.0192961576	0.1498555824	-0.1833338667	-0.0920079734	-0.0035483066	0.0726744112	0.1362062541	-0.1197130145	-0.1383887337	0.0518618081	0.0418141101	0.0304712906	0.0505218162	0.1319502303	0.040783759	0.0836249517	-0.1321808785	0.154138052	-0.0163210756	0.0005732112	-0.0899021997	0.0746601383	0.0298939236	0.0225485051	-0.0064171068	0.0738176493	0.0602822514	-0.0674462841	-0.0669458354	-0.0625346181	-0.0029621485	-0.0977922289	0.0724837738	0.2541361005	-0.1260854137	0.0921370745	-0.0080667537	0.0686826487	0.0654974088	0.0607489999	0.015656166	0.1828258965	-0.1595922487	-0.0695324921	0.1214901705	0.1194599025	0.1161012174	0.0	0.0	0.0	0.0	-0.0179665	0.0004352999999999	1.8948608999999962e-07	0.00032279512225	0.0132108	-0.0081224	6.597338176e-05	0.00017452523664	-0.0931251	0.0077718999999999	0.00867228425001	6.0402429609999975e-05	-0.0024419	3.198999999999997e-05	1.023360099999998e-09	5.96287561e-06	-0.0	-0.000246449	6.0737109601e-08	0.0	-0.0008699629999999	-9.2911e-05	7.56835621368826e-07	8.632453920999998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58090.09475575478	124.8207681618369	15580.224164511035	3374459108.7325687	92871.46069537709	559.9902182334918	313589.04451719375	8625108211.69297	55801.24223239943	119.27022398400004	3113778634.678918	14225.386329193538	62198.825463407455	59880.22829524806	1.0285	17.058928	0.13357955	0.0764229	-0.0236189214	-0.0477377723	0.0393532881	-0.0543952989	0.1091942392	-0.0805682217	0.0569271241	0.063741537	0.0631302239	-0.0279045554	-0.0278098423	-0.0602129863	-0.0690137923	-0.0015671696	0.0164375748	-0.0455787193	-0.0339836221	-0.0348354537	-0.0087859142	0.1506252669	0.1020938646	0.1043002518	-0.0452167756	-0.019073143	-0.0327808288	-0.0124908484	0.051524032	-0.1012474303	0.0954419183	-0.0772357113	0.0780159448	-0.0750985669	0.0844689957	-0.0346838333	-0.0068317518	-0.0326996017	-0.1425176741	-0.037067231	0.0154604686	0.081838706	0.0375582727	0.02471005	-0.0645699555	-0.0920052502	0.0594987046	0.0564687454	0.0096634781	-0.0307599862	-0.0296040558	-0.0516962018	0.0283231972	-0.0316752675	0.0516895977	-0.0437211373	0.1022185575	-0.0079581143	-0.0700515323	0.0628811555	0.0247807348	0.0371101358	-0.0344390372	0.0100712686	-0.0079607266	0.1211551914	0.1181292731	0.113141932	0.0	0.0	0.0	0.0	-0.0284911	-0.0105245999999999	0.0001107672051599	0.0008117427792099	-0.0124702	-0.025681	0.000659513761	0.00015550588804	-0.0843205	0.0088045999999999	0.00710994672025	7.752098115999993e-05	-0.00103875	0.00140315	1.9688299225e-06	1.0790015625e-06	2.68492e-22	2.68492e-22	7.208795406399999e-44	7.208795406399999e-44	-0.0012382	-0.0003682370000001	1.5331392400000002e-06	1.355984881690737e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
