global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28
57102.60520772352	n/a	n/a	3260707521.5091333	90541.84785079956	n/a	n/a	8197826212.237337	55738.66875914507	n/a	3106799195.041694	n/a	62501.57726585984	58966.95048926272	n/a	n/a	n/a	n/a	-0.0916866261	-0.0151230395	-0.0810581898	0.1649965496	-0.101044827	0.0165021864	-0.0614371312	0.0245984033	-0.0874576856	0.1829015959	-0.0878318021	0.0503272919	-0.0709440141	0.0113591588	-0.0579047426	0.0455116888	-0.0291121482	0.0052806287	-0.0117906747	0.0638557814	-0.1117502736	0.0299026627	-0.1059524558	0.0017792724	0.0233961738	-0.0386900049	0.0048623573	-0.0800857387	0.0742183092	-0.1120053239	0.058463475	-0.0276695687	0.0225820668	-0.0034647766	-0.0478328055	-0.0159890872	0.0304543735	0.1742886019	-0.0440634348	0.1949193325	-0.0557499002	0.0702094712	-0.1112035723	0.0246152403	0.0328990425	-0.0336662832	0.0547367593	-0.0273795796	0.049411965	-0.0101163101	0.033649355	-0.0305558959	0.0781624383	-0.0695743943	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0318114	n/a	n/a	0.0010119651699599	0.0433889	n/a	n/a	0.00188259664321	-0.213286	n/a	0.045490917796	n/a	0.00663096	n/a	n/a	4.39696305216e-05	-0.000408291	n/a	n/a	1.6670154068100004e-07	-0.00316326	n/a	1.0006213827600002e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56880.19558448211	-222.40962324140853	49466.0405103853	3235356649.7289386	90653.27397155762	111.42612075805664	12415.78038718902	8218016081.762286	55722.99001228052	-15.678746864548884	3105051615.9087143	245.82310324260143	62531.69117629791	58601.30849732058	1.296698	25.350834	0.314088943	0.160821	-0.0627506499	-0.0144357878	-0.0507566089	0.1725279006	-0.1089028549	-0.0601034014	-0.0345431098	-0.0099811146	-0.159767723	0.1421473834	0.071303996	0.1194554132	-0.1124972938	0.0981593986	0.0676815724	-0.0977444787	0.0066289935	0.0766318758	0.0072751527	0.0444891822	0.0336056811	0.0604413312	-0.0266825846	-0.0628751323	-0.0816780017	0.0682157572	-0.0955634553	-0.0512505887	-0.0522918466	-0.0772880572	-0.050057028	0.057049919	-0.0014156762	0.1032513096	-0.0265681469	-0.0178079687	0.0633935645	0.1133134302	-0.1220893964	0.1603873194	0.0517777637	0.0510935968	-0.0659830679	0.0909144264	-0.0534889874	-0.1164562471	0.0453732069	0.1223925989	-0.0075977617	-0.1138001621	-0.0669005276	0.0407484527	0.0076993389	-0.0590878103	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.000715137	0.0310962629999999	0.0009669775725651	5.11420928769e-07	0.0243248	-0.0190641	0.00036343990881	0.00059169589504	-0.261121	-0.0478349999999999	0.068184176641	0.0022881872249999	0.00403261	-0.00259835	6.7514227225000005e-06	1.62619434121e-05	-6.21594e-05	0.0003461316	1.1980708451856002e-07	3.86379100836e-09	-0.00178587	0.00137739	3.1893316569e-06	1.8972032121000007e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57002.8786436618	122.68305917968974	15051.133009687252	3249328173.664035	90246.31649017334	-406.9574813842773	165614.39165463444	8144397640.044533	55738.56308136497	15.573069084450252	3106787414.375302	242.52048070906025	62512.13932259049	59035.77196578596	1.317236	25.752359	0.2538696969999999	0.119355	-0.0299854238	-0.0191991051	-0.085495721	0.0734609051	0.0182078685	-0.106395926	-0.0143476942	0.0077153067	-0.040967912	0.0880073835	0.0044539506	0.0122854293	-0.0262877667	-0.0037652123	0.0330398927	-0.0040308041	-0.1488344874	0.0140775785	0.1154888074	0.0059307367	-0.1066416204	-0.1309762402	-0.0478154058	0.0843582536	-0.1140755255	0.0917047174	0.1413224897	-0.0305400918	0.0178655051	0.0326127599	0.1256158781	0.0215172665	0.0403330892	0.0405282169	-0.0026179268	0.011004259	0.0349828538	0.1135630713	-0.017075351	0.0083759181	0.0509940577	-0.0361262157	-0.0482539625	0.0696988882	-0.0406751976	0.0355333587	-0.0883993509	0.0642675987	0.1410948148	0.0125113224	0.0894854834	0.0176093894	0.0115723739	-0.068642007	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.00083213	0.001547267	2.3940351692890007e-06	6.924403369000001e-07	0.0540381	0.0297132999999999	0.0008828801968899	0.0029201162516099	-0.347618	-0.0864969999999999	0.1208382739239999	0.0074817310089999	0.00245994	-0.00157267	2.4732909289e-06	6.0513048036e-06	-0.0007227019999999	-0.0006605425999999	4.363165264146279e-07	5.222981808038555e-07	-0.00129684	0.0004890299999999	1.6817939856e-06	2.391503408999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57256.8458805816	253.96723691979423	64499.35742867489	3278346400.1926737	91065.08407592772	818.76758575438	670380.359482056	8292849537.755784	55793.64182039088	55.07873902591382	3112930467.5820704	3033.6674926847218	62650.995518380514	58062.78475826397	1.43284	28.012461	0.486933705	0.219849	-0.078660973	0.0382062887	-0.0719931533	0.0907588977	0.0640872507	-0.0182673781	-0.1003915423	0.0455581685	0.019443327	0.0927873704	-0.10730485	0.0515522691	0.0927728777	-0.025152402	0.0148853459	-0.0368685209	-0.071302262	0.0502219669	0.0139665231	0.0299564092	0.0504178438	0.011981673	0.0095339553	-0.0128916799	-0.0942411099	-0.0888856163	0.0683034674	0.0876467959	-0.0901517379	0.0185608248	-0.0354970079	-0.107491149	0.0921512204	0.0344741836	-0.0722957576	-0.0146485619	0.0175639334	0.159530307	0.0563430582	-0.0122039677	-0.0221279906	-0.0477227863	-0.0134740573	-0.0194347129	0.0700922573	-0.0217689391	0.005107273	0.0033133844	0.0208534893	-0.0885995061	0.0817584065	0.0859261689	0.0158785781	-0.022357894	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0150885	0.0142563699999999	0.0002032440855768	0.0002276628322499	0.0153526	-0.0386855	0.0014965679102499	0.0002357023267599	-0.214565	0.1330529999999999	0.046038139225	0.0177031008089999	0.00554991	0.00308997	9.5479146009e-06	3.08015010081e-05	0.0008685449999999	0.0015912469999998	2.532067015008364e-06	7.543704170248263e-07	4.07197e-05	0.0013375597	1.65809396809e-09	1.7890659510640903e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57424.5440501955	167.6981696139046	28122.67609185392	3297578259.372844	91722.9602546692	657.8761787414842	432801.0665554973	8413101437.879626	55919.15042981815	125.50860942727012	3126951384.792632	15752.41104036704	62677.06197159945	58367.96522075711	1.198352	23.42815	0.087503035	0.0521895	-0.1019904349	0.0851930718	-0.036390751	0.0809198735	0.1130629299	0.047059326	-0.0861593495	-0.0135185117	-0.0188123808	-0.0193239626	-0.0977394675	-0.0153716021	0.0661388837	0.0777924966	0.0252898415	-0.023507983	0.0334840252	-0.0947424169	-0.1039267237	0.0011457629	-0.014953998	-0.0125480751	-0.0146091718	0.0059698654	-0.0185055693	-0.0617298212	0.033168672	-0.1893876083	0.0897547056	0.0419753092	-0.0470628411	-0.1248801153	-0.0529208211	0.0778664212	-0.0821875126	-0.0679861525	-0.0742068758	0.0760093261	0.0078359171	-0.0772771909	0.0279193222	-0.0242257226	0.0636929797	-0.011260386	-0.0099178507	-0.0336291122	0.0445332962	-0.0665302825	-0.0478437738	0.0119501085	-0.0670433236	-0.0041138935	0.0872468661	0.0740246376	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0150587	-2.9799999999999965e-05	8.880399999999978e-10	0.0002267644456899	0.0153819	2.93000000000012e-05	8.584900000000702e-10	0.00023660284761	-0.181478	0.033087	0.032934264484	0.001094749569	0.00532081	-0.0002291	5.2486810000000143e-08	2.8311019056099997e-05	0.000164382	-0.0007041629999999	4.958455305688591e-07	2.7021441924e-08	-0.000113156	-0.0001538757	1.2804280336e-08	2.3677731050490002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57346.62485634334	-77.9191938521617	6071.400770570754	3288635382.414176	91716.23442840576	-6.725826263442286	45.23673892601003	8411867657.726282	55920.608780570656	1.458350752502156	3127114486.389636	2.1267869173236047	62640.323109108846	58928.15553303628	1.19464	23.35557	0.1968959599999999	0.0909218	-0.065838004	0.036940415	0.0386491945	0.0596352366	-0.0393240682	0.1113557606	-0.0707648782	-0.0259956706	0.0205596196	0.0307623234	-0.066730706	-0.0027498958	-0.011286469	-0.0447786112	-0.1364450688	0.0280018249	0.0017704521	0.05133765	-0.0293708126	-0.0835118038	-0.0222937688	0.0591312494	-0.0309322413	0.026531265	-0.1041613313	0.0036454101	-0.110201967	-0.0482171619	-0.0523206655	-0.1150475994	-0.0238539861	0.0194423304	-0.0227241383	0.0605036755	-0.0535465502	-0.0600954889	-0.0272699881	0.0159370639	0.0163129599	0.0520853276	-0.0891294933	0.0163584307	-0.0159133589	-0.0127241852	-0.0133823343	-0.0044396886	-0.004447459	-0.1059294087	-0.0418361985	0.1414866586	-0.0044762726	0.0819068947	0.0686730242	-0.0086733153	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.00281106	-0.01786976	0.0003193283224575	7.902058323600002e-06	0.0539231	0.0385412	0.0014854240974399	0.00290770071361	-0.2181	-0.0366219999999999	0.0475676099999999	0.0013411708839999	0.00395411	-0.0013666999999999	1.8678688899999985e-06	1.5634985892100004e-05	0.000164382	0.0	0.0	2.7021441924e-08	-0.000823716	-0.00071056	6.78508048656e-07	5.048955136000001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57201.89732005062	-144.72753629271756	20946.05976135988	3272057057.0136147	91707.36206054688	-8.872367858886719	78.7189114234061	8410240256.104233	55812.91540159908	-107.69337897157676	3115081525.626056	11597.86387431565	62742.65324203094	58948.12967474089	1.027083	20.079788	0.0870360899999999	0.0662133	-0.0604885896	0.0192910506	0.0621440204	0.0656627686	-0.1282695361	0.0203313184	-0.0517696119	0.0234875936	-0.0200828805	0.0156316058	-0.0836121072	0.0096764121	0.0455188745	-0.0326779436	-0.0328901407	0.1122378611	-0.038872399	0.0790556858	-0.0439727997	-0.064666028	-0.0509122451	0.0247060108	0.0293678335	0.0119023825	0.0569570014	0.0702626908	0.0838654765	-0.0045341754	0.048924686	0.0159725465	-0.1198291527	0.0081097666	0.1338502319	-0.1424947135	-0.0391021082	-0.025964903	0.0337519772	0.0363898332	0.0029939845	0.1522327325	-0.1101075473	-0.0615549642	0.0249080713	-0.0441045744	0.029677914	-0.0002039166	-0.0676997864	0.0133570493	-0.0037621428	0.0064523154	0.0382352461	-0.0017436389	-0.0241023363	-0.1395825865	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.00282845	-1.738999999999994e-05	3.0241209999999787e-10	8.000129402500001e-06	0.0614896	0.0075664999999999	5.725192224999995e-05	0.0037809709081599	-0.282127	-0.064027	0.079595644129	0.004099456729	0.00404312	8.900999999999961e-05	7.92278009999993e-09	1.6346819334399998e-05	0.000164382	0.0	0.0	2.7021441924e-08	-0.00104321	-0.0002194939999999	1.0882871041e-06	4.8177616035999946e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57085.82348790549	-116.07383214513538	13473.134508857063	3258791243.2923017	91505.4281578064	-201.9339027404785	40777.30107600104	8373243382.343468	55752.3902069398	-60.52519465927617	3108329013.786877	3663.299188543272	62717.05093683461	59093.28691602544	0.950182	18.576351	0.2004353999999999	0.10161	-0.0391910491	0.0020484586	0.0384269547	0.073324576	-0.1053367055	-0.0587789717	-0.0094311391	0.0275279313	-0.0472852295	0.1012130438	-0.0034322376	0.1230928649	0.0240668222	-0.0494877286	-0.0545699668	-0.0414842112	-0.0591255453	0.0535155133	-0.1043149722	-0.0048968581	0.0386218655	0.0431176384	-0.0639465936	0.1070434267	0.0999971065	-0.029518081	-0.0523770346	0.0559904458	0.0936569053	0.0004218438	-0.1258959143	0.0305217245	0.0705525564	0.1092716404	-0.0109391828	0.0119548046	0.0843965325	0.0680169465	-0.0489593164	0.1772385592	-0.0407982396	-0.069362487	-0.0347324523	-0.0059396327	0.0143410021	-0.0370646879	0.0441687602	-0.0053758301	0.0923428548	-0.025235108	0.015005179	0.1195503053	-0.0075365936	0.0050332243	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0130147	-0.01018625	0.0001037596890625	0.00016938241609	0.0225948	-0.0388947999999999	0.0015128054670399	0.00051052498704	-0.355263	-0.0731359999999999	0.126211799169	0.0053488744959999	0.00498295	0.00093983	8.832804289000001e-07	2.48297907025e-05	-0.000123765	-0.000288147	8.302869360899999e-08	1.5317775225e-08	-0.0013796	-0.00033639	1.90329616e-06	1.131582321e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56999.18983042642	-86.63365747906937	7505.390608200712	3248907641.3249865	90509.9552345276	-995.472923278794	990966.3409812278	8192051996.5561905	55608.4610812082	-143.92912573159992	3092300943.820247	20715.5932338627	62489.50789665268	59483.50122094849	0.950819	18.588808	0.20194075	0.0997735	-0.0201998549	-0.0351709547	-0.0510622737	0.0690638317	-0.0463714795	-0.1123047943	0.0201603877	0.0798433314	-0.0513792987	0.1240877207	0.0012712647	0.0475498722	-0.0663150945	-0.0769738066	0.0991325711	-0.0207928855	-0.0351730827	-0.0552874985	-0.098688353	0.0713740259	-0.0129278031	0.0013498198	-0.1057244181	-0.0102379876	0.054743879	-0.0390640541	-0.0035876232	-0.0870026252	-0.1212660611	-0.1387447181	0.1445332816	0.0665509939	-0.0697277509	-0.05452258	0.0083585044	0.0723473455	0.0797212627	0.1155166639	-0.0373605405	0.1192298986	0.0444159086	0.0046432895	-0.0580682166	-0.0732094386	0.0488879609	-0.1083151712	0.0249967385	0.0104667746	-0.0406314956	-0.0467675118	0.1053352354	0.0017678138	0.0107159684	0.0690446415	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0166654	-0.0036506999999999	1.3327610489999998e-05	0.00027773555716	0.0394798	0.016885	0.000285103225	0.00155865460804	-0.422175	-0.066912	0.178231730625	0.004477215744	0.00345417	-0.00152878	2.3371682884e-06	1.19312903889e-05	-0.000491019	-0.000367254	1.34875500516e-07	2.41099658361e-07	-0.000985773	0.000393827	9.717484075289997e-07	1.5509970592900006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56983.44920476137	-15.740625665050176	247.76729632723624	3247113483.271619	90234.14434623718	-275.8108882904198	76071.64609955045	8142200805.897568	55579.683926891725	-28.77715431647812	3089101265.4131866	828.1246105543952	62455.93691337754	59727.41880275401	0.970051	18.96479	0.11999813	0.0768244	0.0099556909	-0.0593602572	-0.0720724652	0.0291843421	-0.0262403871	-0.1664204894	0.0528404894	0.0792308097	-0.1145986156	0.0770420258	0.0377343195	0.0417828137	-0.0329687827	0.0014224288	0.0941389675	0.0694116186	0.0523523722	-0.0544202962	0.0580685226	0.086613304	-0.0419667956	-0.0241494023	0.0570576763	0.0920257872	0.0277882767	-0.1185707701	0.0186984489	0.0683014742	0.0250241564	-0.0254920429	0.0382633874	0.1455055618	-0.0452480407	-0.0692716615	0.0284480692	0.1078874027	0.0569040987	0.1093269663	-0.096602204	-0.0259908405	0.1104436065	-0.0235891849	-0.0087431496	-0.0268183278	-0.0293560205	0.0104448869	0.0794193845	0.0082115675	0.0092632473	-0.0416869979	0.0805992967	-0.1603233716	-0.0051836325	0.0456120004	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.00261172	0.01405368	0.0001975059215424	6.8210813584e-06	0.0401401	0.0006602999999999	4.359960899999942e-07	0.00161122762801	-0.4529	-0.030725	0.20511841	0.000944025625	0.002031	-0.00142317	2.0254128489e-06	4.124961e-06	-0.000491019	0.0	0.0	2.41099658361e-07	-0.00091776	6.80129999999999e-05	8.422834176e-07	4.625768168999987e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
