global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
56997.72666147079	n/a	n/a	3248740844.5757384	89914.85477417939	n/a	n/a	8084681109.0617695	55609.54117734873	n/a	3092421069.955244	n/a	61711.74845212485	62873.42033986958	n/a	n/a	n/a	n/a	-0.2204222936	0.0143884953	0.1899662521	-0.1654203903	-0.3295188744	0.0694048295	-0.3069575078	0.0897456259	0.0728922623	-0.0291359636	0.1636941604	-0.1707495598	0.11035926	-0.2388135073	-0.0769519681	0.2310628253	-0.1067393484	0.1552444267	-0.1797823793	0.0983586494	-0.006121399	0.0882606036	-0.0102425189	0.063106397	-0.1648277948	0.1417821964	-0.0873649811	0.0480384752	-0.059959346	0.0361382387	-0.0544918759	0.0423511009	-0.041458626	-0.0365672666	-0.2774566882	0.1243787781	-0.0461828887	-0.0066560652	0.0119621276	0.0255956962	-0.2131024967	0.2350579943	-0.1557420205	0.1432154445	-0.1919453932	0.0560401259	-0.1137526862	-0.116047042	0.0318879992	-0.0950974103	0.0470376604	-0.1540246237	0.0359709034	-0.1293786461	0.1670583871	-0.1593180496	0.0477894287	-0.1397968019	0.0410023457	-0.0026358977	-0.2039125164	0.0390810194	0.0401137748	0.1320666464	0.1490484942	0.0453894	n/a	n/a	0.00206019763236	0.0089389599999999	n/a	n/a	7.990500588159822e-05	0.0495337	n/a	0.00245358743569	n/a	0.00519388	n/a	n/a	2.69763894544e-05	-0.00119925	n/a	n/a	1.4382005625e-06	-0.00158625	n/a	2.5161890625e-06	n/a	0.0
57143.37934749315	145.65268602236029	21214.70494552827	3265365803.251507	90633.95934017684	719.1045659974479	517111.376838378	8214514585.676828	55689.92999850716	80.38882115843444	3101368303.238628	6462.362567242756	61886.88543742452	63352.39279448004	1.377219	20.954165	0.1447559699999999	0.105071	-0.2042198675	0.1317707418	-0.0160064307	-0.1455261722	-0.1715056859	0.0598006775	-0.1467796699	0.0828761286	-0.1114884367	0.1234698825	0.0450900252	-0.167117167	0.009442702	0.0102492689	0.01660224	0.262168131	0.073052466	0.2097962469	-0.0933260584	0.1275498643	0.0275220003	-0.0349164569	-0.093218547	0.0799570646	0.0652467561	0.1142028038	-0.0191233344	-0.0545114431	-0.0017849871	0.0898846133	-0.0146873573	0.0584237156	-0.0138476641	0.1506567349	-0.0583037757	-0.0427750911	0.0842183918	0.0405309531	-0.1210431093	0.0100063485	-0.0418396823	0.1877847561	-0.2110257509	-0.028187176	-0.2119606538	-0.0780404399	-0.0347254787	-0.1171830741	-0.0800687601	-0.1336252996	0.0873796324	0.0966819138	-0.0384595353	0.0976203576	-0.1174248725	0.0570783003	-0.0523850222	-0.1411228551	-0.0227411492	0.1769000031	0.0088508046	0.0470801211	-0.0741918277	0.1451944288	0.1488669016	0.0452607	-0.0001287	1.6563690000000624e-08	0.00204853096449	0.00640959	-0.0025293699999999	6.3977125968994974e-06	4.108284396809999e-05	0.0778830999999999	0.0283493999999999	0.0060657772656099	0.0008036884803599	0.00336826	-0.0018256199999999	3.3328883843999983e-06	1.13451754276e-05	-0.00118117	1.807999999999996e-05	3.2688639999999864e-10	1.3951625689000002e-06	-0.00115498	0.00043127	1.3339788003999997e-06	1.8599381290000009e-07	0.0
57102.51774971058	-40.86159778256842	1669.6701733444008	3260697533.3560123	91304.73059744429	670.77125726745	449934.0795761556	8336553829.471879	55713.46281598328	23.53281747611618	3103989938.947952	553.7934983641991	61979.64976222826	63184.9815054163	1.31214	19.963989	0.07555021	0.0431895	-0.042673506	0.2543367403	0.1158915395	-0.0550048091	-0.163224029	0.0958666093	-0.0243013496	0.047682226	-0.2049284152	0.032074053	0.0597317887	-0.1411937911	0.0632843432	-0.1682740901	0.0344883049	0.0959058005	0.1130031353	0.1394450901	0.0026572056	0.176438385	-0.159228131	0.0896668757	-0.0912752376	0.2444617724	0.1936556016	0.1346106949	-0.0459747977	0.0022181463	0.0919563627	-0.0891169606	-0.0322765489	0.0102280734	-0.0987438751	0.0815998614	0.2028344894	-0.027857038	-0.0347482137	-0.0937640032	-0.0819854835	0.0673187358	-0.0073854183	0.1088747783	-0.1959528551	-0.0214289004	-0.2668178758	-0.0961773774	-0.1512324255	0.0671256487	-0.138033912	-0.0174355601	0.0708534935	0.1808485447	0.0114687982	-0.0674764535	-0.1538758561	0.1667445374	-0.046780268	-0.0646103953	-0.009387245	0.0837564462	0.100651703	0.0677417876	0.0421020677	-0.1143093358	0.1485039376	0.0482325	0.0029717999999999	8.83159523999998e-06	0.00232637405625	0.0116846	0.00527501	2.78257305001e-05	0.00013652987716	0.0787405	0.0008574000000001	0.00620006634025	7.351347600001806e-07	0.00276998	-0.00059828	3.579389584000001e-07	7.6727892004e-06	-0.00133374	-0.0001525699999999	2.3277604899999963e-08	1.7788623876e-06	-0.00173305	-0.00057807	3.0034623025e-06	3.341649249000003e-07	0.0
57106.380714539	3.862964828418626	14.922497265599343	3261138718.313872	91021.6006729954	-283.12992444889096	80162.55411843471	8284931789.074236	55734.73400801155	21.27119202826725	3106360574.943799	452.4636103034202	61955.50083031401	63022.15160847196	1.188691	18.085733	0.1132597	0.0612428	-0.0963737658	0.1143604722	0.1670213505	-0.0242549341	-0.1988789478	-0.0422199071	-0.0484788734	0.0662057463	-0.1741558372	-0.1320360396	0.0535618055	-0.2616964584	0.0576360629	-0.071623879	0.0395138479	0.1395902058	-0.0368677948	0.3282426543	0.0782645	0.0118388099	0.0117756453	0.1104110752	0.0974349323	-0.0209797828	-0.0446325176	-0.0913011939	-0.0838562545	0.2092052407	-0.1037601157	0.1689610781	0.075018973	-0.1032562608	-0.0768210718	-0.0898369115	0.0817960284	0.2485458537	-0.1279859923	-0.0702019994	-0.0530207484	-0.0527699918	0.0015413626	0.0488737317	-0.1246222358	0.0796919573	-0.3044975888	0.1151364398	0.0409708627	0.0021963343	0.0483434268	0.0996555343	-0.0186328967	-0.0353712769	-0.1918207292	0.1589431925	0.220403814	0.1353193705	-0.1296026316	0.0620827972	-0.1157641076	0.0079586851	-0.1240893473	-0.1631174785	-0.2671863665	-0.1163738901	0.1479600444	0.045392	-0.0028404999999999	8.068440249999977e-06	0.002060433664	-0.0140555	-0.0257401	0.00066255274801	0.00019755708025	0.0323294	-0.0464111	0.00104519010436	0.00215399020321	0.00327049	0.00050051	2.505102601e-07	1.06961048401e-05	-0.00154749	-0.00021375	4.568906250000008e-08	2.3947253001000003e-06	-0.00168195	5.11000000000001e-05	2.8289558025e-06	2.61121000000001e-09	0.0
57190.704089162326	84.32337462332362	7110.431507865377	3270776634.2141285	92233.87656704216	1212.275894046761	1469612.843286874	8507087986.584368	55700.298784584	-34.43522342754295	3102523284.6919303	1185.784612504803	62009.66584767512	63383.78334618197	1.478918	22.50149	0.17276244	0.0872090999999999	-0.2341966966	-0.0946968905	0.1571270651	-0.138135615	-0.1889670968	0.0637211991	-0.0686284489	-0.112308792	-0.2003430713	-0.1870186563	-0.2702606501	-0.1750871221	-0.2944064849	-0.051255287	-0.065490697	0.0896805383	-0.1106301786	-0.0516102825	-0.4312494343	0.3197899279	0.0750519605	-0.1017137538	-0.0240608786	-0.0227584727	-0.1996523155	-0.1520018206	0.1042043408	-0.0974707929	0.219891797	0.0308416708	0.1615165578	-0.0432168399	-0.0727746332	-0.2078066343	0.1298467839	-0.101692935	0.0549585846	0.0165918312	0.1017081417	0.0543981555	-0.1562433343	0.0540931944	-0.2653837214	0.1467044836	0.0062429103	-0.3641532505	0.4081229284	-0.1330396435	0.0360155162	0.0565601111	-0.1490937362	-0.1781787278	0.037896458	-0.0258675667	-0.0537102755	-0.1974039294	0.1548200833	-0.027935748	0.1919152374	-0.1231052353	0.039551032	0.0605753819	-0.0469721407	-0.0862644141	0.1472358847	0.0452448	-0.0001472	2.166784000000003e-08	0.00204709192704	0.00678634	0.02084184	0.0004343822945856	4.60544105956e-05	0.0972371	0.0649077	0.00945505361641	0.00421300951929	0.00287086	-0.00039963	1.5970413690000017e-07	8.241837139599999e-06	-0.000952114	0.000595376	3.544725813760001e-07	9.06521068996e-07	-0.000939642	0.000742308	8.829270881639999e-07	5.51021166864e-07	0.0
57522.24454102362	331.54045186129224	109919.07122038984	3308808617.0373216	91199.74998107438	-1034.1265859677806	1069417.7958053774	8317394396.610476	55777.22850318471	76.92971860070975	3111099219.4964814	5918.181603984387	62297.78744904891	64587.3350337078	1.90193	28.937548	0.2553605599999999	0.169719	-0.0783345918	0.1238524258	-0.1906014489	-0.1344343872	-0.0357922534	-0.0525857416	-0.0299587182	-0.0594309882	0.1301021244	0.3572090318	0.1274691368	0.071652883	0.0197720448	0.1287105576	0.0427187054	0.1184321254	0.3610061578	0.1131128102	0.0553363319	-0.0788389071	0.0117617049	-0.0247240662	-0.03529937	0.0845658486	-0.0941813968	0.0288084302	0.017141198	-0.2801241445	0.0484337488	-0.1079987729	-0.0468587781	-0.1471869085	0.0163656009	-0.1992123396	-0.0972723249	0.0149955298	-0.0491267488	-0.1146213743	0.0681620075	0.0484007153	0.0860420731	0.1375010256	0.1327367497	-0.4193000698	-0.1643540083	0.0136206969	0.0508536806	-0.1892235172	-0.0578356525	-0.1156255876	0.1889200262	0.0774212519	0.1046476155	-0.1106847072	0.2105320959	-0.1851411033	-0.0979896881	0.0821754813	0.2572782665	-0.0916438941	0.0198183205	0.1529763783	0.0168193426	-0.0139505018	0.1463323407	0.0320784	-0.0131664	0.00017335408896	0.00102902374656	0.0282083	0.0214219599999999	0.0004589003702415	0.0007957081888899	-0.0721022	-0.1693393	0.00519872724484	0.02867579852449	0.00209329	-0.00077757	6.046151049e-07	4.381863024099999e-06	-0.000987864	-3.5749999999999975e-05	1.278062499999998e-09	9.75875282496e-07	-0.00115498	-0.0002153379999999	1.3339788003999997e-06	4.6370454243999974e-08	1.0
57425.723105637815	-96.52143538580276	9316.387488935698	3297713674.2053847	91593.35764141232	393.6076603379479	154926.99027671336	8389343164.027665	55760.09297248209	-17.135530702624237	3109187968.299846	293.6264124605779	62053.45774362168	63925.26471077656	1.400055	21.301611	0.08436935	0.0355437	0.0218932267	0.1566132177	-0.0418177362	-0.0309242642	-0.126390944	-0.0691209952	0.0177710873	-0.0114284704	-0.1684568612	0.1557103085	0.0437114054	0.0113090203	0.042911035	-0.1015023541	0.0097192569	0.071243263	0.1613139717	0.0685708141	0.2339758781	-0.0072930186	0.078542768	-0.1480095294	-0.0950964802	0.0773347683	-0.1229240987	-0.0690076089	0.1204328618	-0.0726192751	-0.0314423824	0.1173326177	0.1403793008	-0.0679239245	-0.014919927	0.1123570177	0.0067084735	0.1609116128	0.0594696685	-0.2412485487	-0.1114340726	-0.0475338306	-0.0308574809	-0.0007220256	-0.098843285	-0.1518667765	-0.0551852805	-0.0052056768	-0.0708169827	-0.0270907574	0.1976686715	-0.1606547808	-0.0652778712	0.2254385326	-0.0479249062	0.2249208956	0.0015373958	0.0360742665	0.0633122925	0.1383283	0.1248585447	0.020532425	-0.2044042513	0.0080858912	-0.128154207	-0.0207050133	0.1452505133	0.0452022	0.0131237999999999	0.0001722341264399	0.0020432388848399	0.0104461	-0.0177622	0.0003154957488399	0.00010912100521	-0.0487747	0.0233275	0.0023789713600899	0.00054417225625	0.00245771	0.00036442	1.328019364000002e-07	6.0403384441e-06	-0.000923508	6.4356e-05	4.141694736000001e-09	8.52867026064e-07	-0.000980639	0.0001743409999999	9.61652848321e-07	3.039478428099998e-08	0.0
57392.64977684258	-33.073328795231646	1093.8450775974989	3293916248.407309	91405.7600835756	-187.59755783672156	35192.84370630208	8355012976.4561825	55818.4840017914	58.39102930931404	3115703156.2582426	3409.5123038011707	62042.42833352204	63945.38755002026	1.132118	17.224987	0.0650454499999999	0.0359179	0.0306736786	0.2034300254	-0.026629591	-0.0654288908	-0.0514269474	-0.0498932858	-0.0522001613	-0.0239435169	-0.154279388	-0.0357657537	0.0919047318	-0.1697161958	0.0735186454	0.0708460454	0.0369086644	-0.1597962354	0.0053587814	0.0315323689	0.0627635565	-0.0185022198	-0.1701024508	0.0686562292	0.1397646956	0.133183516	-0.0648137645	-0.0356655109	0.0484327386	-0.1488679591	0.0946236994	-0.1642393929	0.0673183415	0.0902538085	-0.2938894816	-0.010673556	-0.0326130238	-0.1195689851	-0.0894205128	0.088693979	0.1000262296	-0.0010565484	-0.0230452023	-0.0488892431	-0.0203992079	-0.0973679582	-0.1253591676	0.0455437745	-0.0214888254	0.2069149779	-0.1840235312	0.0034499085	-0.0828785594	0.0921179015	0.0629083681	-0.0238207844	0.1001636001	-0.028412474	0.0312994321	0.1722120459	0.0998016704	-0.1740551262	-0.1738282837	-0.0011356767	0.2300956265	-0.1294804601	0.1439917206	0.0451892	-1.2999999999999123e-05	1.6899999999997719e-10	0.00204206379664	0.0104408	-5.299999999999749e-06	2.8089999999997344e-11	0.00010901030464	-0.0378284	0.0109462999999999	0.00143098784656	0.0001198214836899	0.00229751	-0.0001602	2.5664040000000037e-08	5.2785522001e-06	-0.000479544	0.000443964	1.97104033296e-07	2.2996244793600003e-07	-0.000503186	0.0004774529999999	2.53196150596e-07	2.2796136720900003e-07	0.0
57441.23386091821	48.5840840756282	2360.4132254677093	3299495347.464697	91781.9649610889	376.2048775133008	141530.10986479762	8423929092.118551	55788.510443620624	-29.973558170779143	3112357897.517967	898.414189417081	62037.57815330616	64268.78536835183	1.080182	16.434786	0.14548645	0.0799677	0.0789818269	0.102071193	0.0454767032	-0.0749920985	-0.0473935913	-0.0849080879	0.0182844491	-0.052666032	-0.2426125488	-0.076744386	0.0491743303	-0.1546760124	0.0182161372	0.0467224949	0.0252677661	-0.1124116829	0.071712031	0.2106625432	-0.1300211855	0.0985561989	-0.1873812315	-0.0042072768	0.1645955534	0.0070179651	0.1659390624	0.040448014	0.0059557326	0.1874785343	-0.2153494997	-0.0841512585	0.0505900012	-0.1699983304	-0.0395693851	0.0707409714	-0.0207917674	0.0681870692	-0.001524732	0.1927650123	0.0958239272	-0.1714543995	-0.0622108511	-0.1523862572	-0.185389214	-0.0548123595	-0.1878609211	-0.0039405596	-0.0521311824	0.0706326357	-0.07226976	0.1064370676	-0.1109205318	-0.0909313863	-0.2669378779	-0.1014632965	0.0299279672	0.1534112259	-0.0569503593	0.178273404	-0.0480120354	-0.0629763928	0.012487713	-0.1125037715	0.1247725222	0.0093198117	0.1425574961	0.0482917	0.0031025	9.625506250000008e-06	0.00233208828889	-0.0110329	-0.0214737	0.0004611197916899	0.00012172488241	0.0130858	0.0509142	0.0001712381616399	0.00259225576164	0.00154698	-0.0007505299999999	5.632952808999998e-07	2.3931471204e-06	-0.0010631	-0.000583556	3.405376051360001e-07	1.13018161e-06	-0.000569021	-6.583499999999998e-05	3.23784898441e-07	4.3342472249999975e-09	0.0
57375.32245063207	-65.9114102861422	4344.314005908172	3291927626.3140044	91048.80844613008	-733.1565149588278	537518.4754265738	8289885519.460087	55735.57759628782	-52.93284733280598	3106454609.9918203	2801.886326758145	61965.52449615036	63950.30152807692	1.112819	16.931355	0.07156915	0.0314532	0.0648179395	0.066633058	0.0975409587	-0.0809835634	-0.0572723776	-0.1359605561	-0.0310120797	-0.0513243119	0.0085810111	-0.0851046903	0.1717790233	-0.1126901556	0.121789678	0.0615489325	-0.0322952911	-0.0621221698	-0.0846967084	0.0348321034	0.0967835372	0.0695285046	-0.1108459772	-0.1496255368	0.1084220028	0.0431749786	0.0431001099	-0.0420056804	-0.0209354965	0.0590413589	-0.1718694914	-0.1822800317	0.0099313217	0.1971983166	0.1130151209	-0.0372805087	-0.0654528506	-0.2691498667	0.1238200234	-0.0786105737	0.06363406	0.0878976688	-0.0787104844	-0.0462610128	-0.0040817673	0.0137440879	-0.030903544	0.1194915228	-0.0029483523	0.0485635605	-0.077583931	0.0779794556	-0.1307977803	0.0469794225	-0.0739873845	-0.1395739408	-0.0067448122	-0.0955235468	0.2240148359	-0.0277822769	-0.1836894251	-0.0809111401	0.1272211799	0.0300011482	0.0507590133	0.2685628095	0.1409495873	0.0395457	-0.0087459999999999	7.649251599999994e-05	0.00156386238849	0.0112367	0.0222696	0.00049593508416	0.00012626342689	-0.0029768	-0.0160626	8.861338239999999e-06	0.00025800711876	0.00144371	-0.00010327	1.0664692900000031e-08	2.0842985641e-06	-0.00133558	-0.00027248	7.424535040000006e-08	1.7837739364000002e-06	-0.00068309	-0.000114069	4.666119481e-07	1.3011736761000014e-08	0.0
