global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
57498.32333530758	n/a	n/a	3306057186.371576	91685.18995654676	n/a	n/a	8406174057.368063	55459.77020648223	n/a	3075786111.355814	n/a	61627.1806097561	58387.155477418586	n/a	n/a	n/a	n/a	-0.0562734931	0.0010283374	0.0332105598	-0.0032964153	-0.0797802718	-0.052452086	0.0051017509	-0.0882901098	0.0052722528	0.0113538215	-0.008985356	0.0851659466	-0.1183318683	0.0391210816	-0.0856419547	0.0668373973	-0.0001183762	0.1175016639	-0.0162599226	0.0569220399	-0.0500399344	0.145595043	-0.1638459819	0.1038898615	-0.0819785785	0.0198090323	-0.0479594249	0.1039771822	-0.1397188006	0.0214126898	-0.0186469343	0.0195508446	-0.0145440872	0.0219612144	-0.0495139788	0.141563347	-0.1180991659	0.1090171377	-0.0268182491	0.0422605599	-0.0322218613	0.0383173461	-0.0297491223	0.0745556115	-0.0609303648	0.0379101529	0.0694939269	0.0072506928	-0.0682014192	0.0225911761	-0.0040246549	0.0949789009	0.1166353366	-0.0595514541	0.1049770403	-0.0094794173	0.1203187673	-0.1610122719	0.1000432961	-0.1469977488	0.0588370858	-0.0540875233	0.0063632674	0.0450652552	-0.054613581	0.0531300958	-0.0258967545	0.0226359709	-0.0829343107	0.029526238	-0.1432803855	0.0854239244	-0.097673325	0.0227906585	-0.0075068032	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0706214	n/a	n/a	0.00498738213796	-0.0330493	n/a	n/a	0.0010922562304899	-0.0432241	n/a	0.00186832282081	n/a	0.00117764	n/a	n/a	1.3868359696e-06	-0.001486	n/a	n/a	2.208196e-06	-0.00141009	n/a	1.9883538081e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57550.56802770464	52.24469239706377	2729.507883663813	3312067880.3114595	92007.13545451792	321.94549797115906	103648.90366389758	8465312974.546008	55396.28091553917	-63.4892909430564	3068747939.2733297	4030.890064452064	61502.19486661586	58489.506005075775	1.834739	29.293768	0.26787744	0.161657	-0.0499335803	0.0323119298	0.0694998908	-0.005809394	-0.0396480001	-0.0622419565	0.0078537247	-0.0416102575	0.0437758897	-0.0699281355	0.0077273785	0.0833153297	0.0487971806	-0.0257432257	-0.0036631217	0.1085069084	-0.0671733842	0.0061602656	-0.034065661	0.0897065	-0.0310441674	0.1966174505	-0.1189315867	-0.1694679531	0.0957327582	0.118208027	0.0836511601	0.0501212653	0.093057457	0.0947787692	0.0184196349	-0.0396305431	0.0254987948	-0.0924098357	0.1198429211	0.0617176913	-0.0916101838	-0.0847820196	0.0865587855	0.0445133415	-0.0107264043	-0.0630917296	-0.1057714423	-0.0798162341	-0.0734211236	0.0259797119	0.0144571702	0.0527686709	-0.0538754394	-0.0153083589	0.0113134522	0.0485615243	0.0315872239	0.0579735134	0.0025145841	0.0851925659	-0.0712022547	-0.1379749805	0.0945910428	0.0545190471	0.0551050275	-0.1238520935	-0.0919897313	-0.0957430073	0.1800955435	0.1998592796	0.0895403502	0.006470416	-0.071287696	-0.066602507	0.1055185249	-0.074969311	-0.0653657015	0.0639005666	-0.1048055255	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0673671	-0.0032543	1.059046849000001e-05	0.00453832616241	-0.0594609	-0.0264116	0.00069757261456	0.0035355986288099	0.00598094	0.04920504	3.57716432836e-05	0.0024211359614016	-0.00154314	-0.00272078	7.402643808399999e-06	2.3812810596e-06	-0.00168564	-0.00019964	3.985612960000002e-08	2.8413822096e-06	-0.0022698	-0.00085971	5.151992040000001e-06	7.391012841000005e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57503.80692528634	-46.76110241829883	2186.6006993746328	3306687810.900609	91589.80819252665	-417.327261991275	174162.0436011343	8388692964.743821	55401.90385828958	5.622942750407674	3069370951.123162	31.617485174362216	61412.14234565549	58360.69719901893	1.387023	22.14546	0.20909611	0.112476	-0.0195434714	0.0329248767	0.0481164364	0.0178224329	-0.0795694229	-0.0173994764	0.0278397719	-0.0383083262	0.0179853973	-0.0360663705	0.0137985659	0.0378433145	0.027391646	-0.1834704029	0.0263015123	0.0749382226	0.0167325339	-0.0675688114	0.0026162797	0.0890712916	0.0879834749	0.0643268188	0.0070892271	0.0877639656	-0.1693843642	-0.0804683293	0.0360242988	-0.0125267169	0.0524648	-0.1797567715	0.0162323302	0.036644882	-0.1802950409	-0.037300418	0.0072105153	0.1654153657	0.0352129677	0.1104149833	-0.0627621211	0.0420615137	0.1623573722	0.0574680396	-0.0370340218	0.0721053454	-0.0499392522	0.0004030801	0.0359316168	0.0381564073	-0.0436597531	-0.0657457138	-0.0134935841	0.060399849	-0.0658458216	0.1111257968	-0.0127485189	0.0930294785	-0.0085613725	-0.0521851359	0.025302656	0.0301517068	0.0026118576	-0.0526500188	0.1220065656	0.1025325942	0.0306862282	-0.0974432002	-0.1588468849	-0.082445281	0.0448058772	0.1279686536	0.083807543	-0.0647855601	0.0455475863	-0.0871542079	-0.0399090137	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0620629	-0.0053042	2.813453764000002e-05	0.0038518035564099	0.00272322	0.0621841199999999	0.0038668647801743	7.415927168400001e-06	-0.0581374	-0.06411834	0.0033799572787599	0.0041111615243555	-0.00140232	0.0001408199999999	1.9830272399999957e-08	1.9665013824e-06	-0.00157478	0.0001108599999999	1.2289939599999989e-08	2.4799320484000003e-06	-0.000971691	0.001298109	9.44183399481e-07	1.6850869758810005e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57407.88280763408	-95.9241176522628	9201.436347365154	3295665008.455049	91173.96328806324	-415.8449044634035	172926.9845681772	8312691581.653104	55423.60214938409	21.698291094508026	3071775675.2132125	470.81583642200616	61565.28324695122	58755.22971845223	1.379865	22.031174	0.14748263	0.0811038	-0.0066279262	0.007555355	-0.0190792015	-0.0274938357	-0.0423789373	-0.0056017074	0.0023298468	-0.0387212783	0.0042174244	0.0239450471	0.0516853573	-0.032795084	-0.0033040424	-0.0899162335	-0.0762418956	-0.1144227698	-0.1204525255	-0.0632407944	0.0786276019	-0.0923398841	0.0602407575	-0.0211867655	-0.0218091221	0.0602771302	-0.0581817263	0.0522049864	-0.0149373479	0.0482815885	0.1022807315	-0.0617391504	0.0155425856	0.0489646194	-0.0201668878	0.1931624456	0.0728400895	-0.1168058728	-0.0306479808	0.0404855289	0.0898133737	-0.0481079505	0.0319895351	0.0405981414	0.0134149339	-0.0107925471	0.0018471103	0.0254508473	0.0315373854	-0.0017229051	0.0218094029	-0.0162101382	-0.0066581833	0.0744652714	-0.0285055272	0.0491752308	0.2471984038	-0.0457804661	0.1216048617	-0.016935345	0.0399570979	0.0190474983	-0.0792475616	0.0501067341	-0.0230873098	-0.0162835821	-0.0711821681	-0.0750549861	-0.1082833238	-0.0563690018	-0.0476619942	-0.0899433707	-0.0018234606	0.0154338257	0.1099353416	-0.1155473321	-0.0496501086	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0422748	-0.0197880999999999	0.0003915689016099	0.00178715871504	0.00261734	-0.00010588	1.1210574400000009e-08	6.850468675600001e-06	-0.083443	-0.0253056	0.006962734249	0.00064037339136	-0.000210356	0.001191964	1.420778177296e-06	4.4249646736e-08	-0.000823719	0.000751061	5.64092625721e-07	6.78512990961e-07	-0.0008690549999999	0.000102636	7.552565930248262e-07	1.0534148496020525e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57422.2076719002	14.32486426612013	205.2017362427654	3297309933.914834	91754.33228863856	580.369000575316	336828.17682879115	8418857493.7339	55440.853461985054	17.25131260096532	3073688232.5933003	297.60778645622486	61482.91028201219	58345.40615817178	1.125704	17.973181	0.10431323	0.0559998	-0.0232756264	0.0142245466	0.0343143029	0.0185288498	-0.096196591	0.0131240129	-0.0485648391	-0.0914488626	-0.0021936079	0.0879823608	0.024669751	0.0150327287	0.0472524612	0.0127929246	-0.1046219691	-0.097996728	-0.0362587153	0.025265291	-0.0993614733	0.063656226	-0.0447278281	-0.1357647545	0.0028536664	0.048493612	-0.0684153045	-0.1009594263	-0.0705913404	0.1105475365	0.1139804705	0.0093251358	-0.0503872219	-0.1019884338	-0.0573580034	-0.1727381603	-0.0063274708	-0.0361262597	0.0153281338	-0.0810025875	0.0310814473	0.0041761827	0.0952938434	-0.0934311314	-0.0035044688	-0.0682711095	-0.0546015247	0.0225123969	0.0721525831	-0.0265278915	0.0142236623	-0.0551337843	-0.0098535359	-0.0419605756	-0.0365995936	-0.0187401865	0.0865599282	-0.0215857311	-0.0655506764	0.0346476491	0.0497302556	0.0246163173	-0.0362043053	0.0609201521	0.0767569237	0.0482538323	-0.1811723318	-0.0607007407	-0.0405668993	-0.0219514245	0.1384524438	0.0559633987	-0.1370257732	0.004934997	-0.0156367367	0.093939532	-0.0177103358	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0357195	-0.0065553	4.297195809e-05	0.00127588268025	0.00226701	-0.00035033	1.2273110890000018e-07	5.1393343401e-06	-0.0407621	0.0426809	0.00166154879641	0.00182165922481	-0.000380461	-0.000170105	2.8935711025000004e-08	1.4475057252100002e-07	-0.000482772	0.000340947	1.1624485680899999e-07	2.33068803984e-07	-0.000285573	0.0005834819999999	8.155193832900001e-08	3.404512443238833e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57316.463027606434	-105.7446442937653	11181.929796814951	3285176933.994976	91379.81509281127	-374.517195827284	140263.1299703322	8350270606.396379	55328.24455396809	-112.60890801696225	3061214645.4237	12680.76616477266	61331.25620807927	58343.79525074246	1.004369	16.03594	0.11003329	0.0545397	-0.019240081	0.0194676531	-0.0044099478	0.0006920258	-0.0437427495	-0.0160178923	-0.0351421353	-0.0015214879	0.0099273083	0.0199615923	-0.0195714353	-0.0502508102	-0.0578432655	-0.1110670864	0.0906717367	-0.0242467957	-0.0871556994	0.0490761895	0.1089037139	0.0730291179	0.0481867244	-0.0296003013	-0.1361354714	0.0218358829	-0.0211998647	-0.0007845439	0.0025409983	0.0119247148	-0.0109712124	-0.0364039243	-0.0798511682	-0.0830862497	-0.0938508759	0.0748029414	0.0104063436	-0.0657762239	-0.0158435001	-0.1807342843	0.1657998258	-0.0254296797	0.0137705737	0.0299694282	0.1362106739	0.0371828702	-0.0202183713	-0.0133543702	0.0084668413	-0.0052446813	-0.0512171958	-0.0765401497	0.038590453	-0.0153820361	-0.1024234208	0.0744346742	0.1010653717	0.0249432869	0.0804554935	0.0552003519	0.0973121072	-0.0715083896	-0.0427682783	-0.0364643125	0.0790577388	0.0073822702	0.058453085	0.0436407399	-0.0109035405	-0.0295128395	-0.0639436278	-0.1053181529	-0.0279209053	-0.1322895587	0.0331223842	0.0344156111	-0.0233591255	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0354948	-0.0002247	5.0490090000000575e-08	0.00125988082704	0.0319759	0.02970889	0.0008826181450321	0.00102245818081	-0.0727914999999999	-0.0320293999999998	0.0052986024722499	0.0010258824643599	-0.00108446	-0.000703999	4.95614592001e-07	1.1760534916e-06	-0.000547731	-6.495899999999996e-05	4.219671680999995e-09	3.00009248361e-07	-0.000478021	-0.000192448	2.2850407644100006e-07	3.7036232704e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57339.85060381148	23.387576205044752	546.9787207467755	3287858467.26742	91609.16735934472	229.3522665334458	52602.46216402876	8392239544.27243	55349.09052529281	20.845971324721177	3063521821.977059	434.5545204710976	61423.324163490855	58474.413215966255	0.96508	15.408644	0.0473170749999999	0.0256921	-0.0038531768	0.0244796274	0.0069644776	0.0241235134	-0.0703735815	0.0466168158	-0.0072849336	0.0038839178	0.0029473876	0.0148322459	0.0495529968	-0.005166265	-0.1087870751	0.0178843227	-0.0712685534	-0.0679091198	0.0398066814	-0.0449874915	-0.0020589163	-0.0215161658	0.1356076147	-0.0765297485	-0.0666136198	0.0145510015	-0.0257756341	0.1272613032	-0.0025694344	-0.0117342683	0.0088115927	0.057996616	-0.0087209161	0.0310367045	-0.0644996087	0.053979661	0.0645800982	0.0277271286	0.0331019544	-0.07118451	-0.1867429808	0.0424298372	0.0823388218	-0.0308268162	0.0493153034	-0.1039394585	-0.0078714262	0.0099635206	0.0327277555	0.0035856384	-0.0310445983	-0.0632478482	-0.0513195604	0.0242166493	0.0162925335	0.0092723922	0.0598830733	-0.1451802235	0.053229027	0.036456848	0.1089790665	-0.0349636732	0.1246434864	-0.0753766439	-0.028399387	0.0086866881	0.0373502505	-0.1111571071	-0.0008937805	-0.0628262875	0.0898044002	-0.0245470939	0.0098819638	-0.0276987984	0.025180164	-0.0379851161	0.0937426013	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0355297	3.489999999999743e-05	1.218009999999821e-09	0.00126235958209	0.0213736	-0.0106023	0.00011240876529	0.00045683077696	-0.0667988	0.0059926999999998	0.00446207968144	3.5912453289998714e-05	-0.00114154	-5.7079999999999935e-05	3.258126399999992e-09	1.3031135716e-06	-0.000412642	0.0001350889999999	1.8249037920999992e-08	1.70273420164e-07	-5.64465e-05	0.0004215745	3.18620736225e-09	1.7772505905025006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57272.781216154224	-67.06938765725499	4498.302760719148	3280171468.233468	91668.53709423447	59.36973488975491	3524.765420879781	8403120692.997042	55246.91168341074	-102.17884188207243	3052221250.5545864	10440.515728361564	61313.50679496952	58261.19319163545	0.991175	15.825271	0.04040645	0.0272494	-0.0128426307	0.0366004716	0.0301843186	-0.0119358765	-0.103121651	0.0252738622	0.0307809508	0.0279746356	-0.0384705713	-0.0181340191	-0.0515539801	0.060529197	-0.0508920535	-0.0878567793	0.1002808687	-0.0103757651	0.1814876884	0.0854206344	0.0253303052	0.000944177	-0.0893498787	-0.1261435728	-0.0414338168	0.1133142314	-0.0687782799	-0.030337951	-0.0170326625	-0.0400640971	-0.0565432776	0.0854620998	0.1414137011	0.01086325	-0.114190961	0.0094230215	0.0615123354	0.0367651598	0.1020279506	-0.1246080443	-0.1612225568	0.0139111971	-0.0059418997	0.0258746602	-0.0401461739	-0.0159798839	-0.0276580934	-0.013186256	0.0113807288	-0.0284026484	-0.1304061816	-0.0813268883	-0.0937328965	0.0342908412	-0.0515770147	0.1244356676	-0.1106399866	0.0398369721	0.0045654024	0.123836726	0.0493977383	-0.1242960159	0.0946006103	0.0325487015	0.0983853147	0.0322059594	-0.0749823203	-0.0108473	0.0029162752	0.0928177549	0.1088444795	-0.1308122249	0.0054029556	-0.1092258332	-0.1219773686	0.0129905397	0.1407336244	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0355259	-3.799999999998249e-06	1.4439999999986696e-11	0.0012620895708099	0.0199887	-0.0013848999999999	1.9179480099999943e-06	0.00039954812769	-0.0473966	0.0194022	0.00224643769156	0.00037644536484	-0.00147169	-0.00033015	1.0899902250000013e-07	2.1658714561000004e-06	-0.000474803	-6.216099999999998e-05	3.863989920999997e-09	2.2543788880900003e-07	-5.64465e-05	0.0	3.18620736225e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57267.83558608823	-4.945630065994919	24.45925674967291	3279604992.7152333	91659.6988250969	-8.838269137573661	78.11500134818706	8401500388.70747	55333.88557022415	86.97388681340817	3061838892.2986603	7564.456987431536	61425.5857202744	58272.3822049645	0.997498	15.926229	0.075989785	0.0449555	-0.0159944443	0.0248776911	0.0310902751	-0.0232450886	-0.0670299776	0.0199617587	0.0712607189	0.0106722024	0.0097022424	0.0104665254	-0.038562717	0.1286219578	-0.0034465264	-0.1322948713	0.0620174007	0.0260157336	0.1253580913	-0.0439284135	-0.059799908	-0.0410311202	-0.0416139461	0.0387634539	-0.0020803517	-0.0777908078	0.0674915357	-0.0335442726	-0.107941405	-0.0258916892	-0.1217455785	-0.0097031671	-0.093615319	0.0648029158	0.0030038694	0.1152357429	0.0150107829	-0.0079090954	0.0139926599	0.1229242119	0.0320420851	-0.0695058898	0.0497447486	-0.0251981574	0.1112869682	0.0992103767	-0.0174902304	0.006390169	0.0579630388	0.0143562537	-0.1183893313	-0.0224341074	-0.0630832721	0.0862479077	0.0017711772	0.0905450821	-0.0688405391	0.0264373521	-0.0140880866	0.0478298012	-0.1060998961	-0.0093578514	0.1382285424	0.0090467655	0.0518640166	0.0743726364	-0.0114232885	0.1072409076	0.0048743736	-0.0215334794	-0.0836562936	-0.0673222397	-0.0355672864	0.0180543063	0.0606247192	-0.0755172463	0.0518987343	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0355412	1.530000000000281e-05	2.3409000000008604e-10	0.00126317689744	0.0089739399999999	-0.0110147600000001	0.0001213249378576	8.053159912359822e-05	-0.0525937	-0.0051971	0.00276609727969	2.700984841000003e-05	-0.00067725	0.00079444	6.311349136000001e-07	4.586675625e-07	-0.000619284	-0.000144481	2.0874759361000005e-08	3.83512672656e-07	-0.000312778	-0.0002563315	9.7830077284e-08	6.570583789225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57268.95567565062	1.120089562391513	1.2546006277784112	3279733284.1796355	91509.34928006904	-150.34954502785695	22604.985690083584	8373961005.661673	55285.32856674071	-48.557003483438166	3056467554.7324767	2357.782587290626	61315.64161204268	57870.8475534024	1.076734	17.191319	0.0871669499999999	0.0438967	-0.0196889832	0.0265645864	0.0312329808	0.0079329658	-0.033279241	-0.0552997251	0.0675987419	0.0069223679	-0.0418441439	-0.0157232615	-0.0482510212	0.0535903283	0.0130959662	-0.088181153	-0.0580801439	-0.0636134987	0.0107354474	0.1003714527	-0.1010261244	0.0233515673	-0.0346583218	-0.0047979594	0.0109499175	0.0257544208	0.1223731501	0.0076508212	0.1399782824	-0.0306921741	0.0204111236	-0.0169214944	-0.0565476194	0.0738514235	0.0593905719	0.0654254457	-0.0623766266	0.0251665666	-0.1981014439	0.0280328083	-0.0443223468	0.0313501427	-0.0188046668	0.0231411434	-0.0125123031	0.0044379413	-0.0171746059	-0.007486551	0.0330894701	-0.0171984874	-0.0757055847	0.0127990418	-0.1083268766	0.0549392839	0.0045993921	-0.0198278372	-0.0206583149	-0.0339623336	-0.1620372796	0.0273567359	-0.0058671754	-0.0932945258	-0.0421959182	0.0299141043	0.032449364	0.0041167794	0.0646922521	-0.0306989854	0.0795459101	0.0037321436	0.0211210765	0.0591132769	-0.0502579216	0.0932776042	0.0519403426	0.0068950679	-0.0208619578	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.04254	0.0069987999999999	4.898320143999999e-05	0.0018096516	-0.00513591	-0.0141098499999999	0.0001990878670224	2.6377571528099995e-05	-0.050651	0.0019426999999999	0.002565523801	3.7740832899999942e-06	-0.000998365	-0.0003211149999999	1.0311484322499999e-07	9.96732673225e-07	-0.000320126	0.000299158	8.9495508964e-08	1.02480655876e-07	0.000349261	0.000662039	1.2198324612100001e-07	4.38295637521e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
