global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
57062.21814015619	n/a	n/a	3256096739.07477	92109.47638494318	n/a	n/a	8484155639.908404	55723.75214550292	n/a	3105136553.1734414	n/a	62788.12276310434	61443.403520927546	n/a	n/a	n/a	n/a	-0.0355180148	-0.0133220803	-0.021636613	-0.0167394756	-0.0358084412	0.0036731423	0.0054265039	-0.0269075049	0.0048325079	-0.0116603968	0.019275269	0.026144066	-0.0384930401	0.0728181714	-0.0348394414	0.0882132197	-0.0748268543	0.1224292925	-0.1068707053	0.138335077	-0.1120214542	0.0630596518	-0.1217076642	0.1690758932	-0.0357468916	-0.0950138895	0.0346905644	-0.0320289124	-0.0077305664	0.0057876229	0.0094974225	-0.0180762468	0.029066211	-0.0011429195	0.0550185186	-0.0257260111	0.0197736088	0.0712135769	-0.0431298234	0.0031375432	-0.0678401843	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0322415	n/a	n/a	0.00103951432225	0.0743056	n/a	n/a	0.00552132219136	0.0381048	n/a	0.00145197578304	n/a	0.00974361	n/a	n/a	9.49379358321e-05	0.00286708	n/a	n/a	8.2201477264e-06	0.000407451	n/a	1.6601631740100004e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57027.90356144263	-34.31457871355815	1177.490312288978	3252181784.613201	91753.16564571497	-356.3107392282109	126957.3428893541	8418643406.010009	55640.49298961811	-83.25915588480711	3095864460.1277423	6932.087038650611	62728.498606588175	61496.172315036776	0.789377	19.54134	0.11873035	0.072553	-0.032497373	-0.0137615915	-0.0339646817	-0.003828514	-0.0231415449	0.0249766225	0.0325679946	-0.0103855628	0.0388864734	-0.0217300443	-0.0921221588	0.1248009373	0.0118161758	-0.0356351715	-0.029377889	0.0697368839	-0.1790765155	0.0572885419	0.0222424736	-0.0185098464	-0.0819080012	-0.0687960941	-0.0551092816	0.0115678167	-0.0601766903	0.1298690046	0.0780448061	-0.0278695088	0.008171047	0.0249456262	0.0141901384	-0.0223400873	0.0500962483	0.0297604296	0.079455763	0.0142074989	-0.0970937229	0.027443142	-0.0011358165	0.0600103259	0.0165248901	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0224285	0.0098129999999999	9.629496899999996e-05	0.00050303761225	0.0578748	-0.0164308	0.00026997118864	0.00334949247504	0.0350116	-0.0030932	0.0012258121345599	9.567886240000028e-06	0.00848271	-0.0012609	1.5898688100000014e-06	7.195636894409999e-05	0.00263941	-0.00022767	5.183362890000006e-08	6.9664851481e-06	0.000108154	-0.000299297	1.1697287716e-08	8.9578694209e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57157.433937507485	129.53037606485304	16778.118323502254	3266972254.3205323	91643.90744111032	-109.25820460464456	11937.355273430374	8398605771.074796	55698.70512051336	58.212130895248265	3102345752.101901	3388.652183365517	62848.08103120303	62124.76166435855	0.853561	21.13023	0.22175586	0.165102	-0.0256932764	-0.0091685063	-0.0132285477	-0.0246147574	-0.0112783677	0.0037407355	-0.0023746742	0.0153889455	-0.0572084422	-0.1255441749	0.0518233007	0.0191094655	0.0652897182	0.053851613	-0.0146893812	-0.0420882005	-0.0259265523	-0.0565906719	0.1872478503	0.0772375075	-0.0126656281	-0.000184636	0.0249759953	-0.1166137983	-0.0358908131	0.0447687495	-0.0303263633	-0.0136968161	-0.0168650158	0.0388435605	-0.0429719215	-0.0295660143	0.0052668195	0.0645014657	-0.0324018081	-0.0012708016	0.0330064192	-0.088556449	0.0001058468	-0.1143581101	0.1320615906	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.027272	-0.0048435	2.3459492250000005e-05	0.000743761984	0.0431404	-0.0147343999999999	0.0002171025433599	0.00186109411216	0.0188393	-0.0161722999999999	0.00035491922449	0.0002615432872899	0.00537025	-0.0031124599999999	9.687407251599996e-06	2.88395850625e-05	0.00205721	-0.0005822	3.389568400000002e-07	4.232112984099999e-06	8.27008e-05	-2.545319999999999e-05	6.839422320640001e-09	6.478653902399993e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57183.88345538369	26.44951787620812	699.5769958838529	3269996527.0389047	92268.56114612926	624.6537050189363	390192.2511938843	8513487375.976994	55717.55864592028	18.853525406921108	3104446341.461566	355.45542026941973	62844.73721857778	62266.67879736775	0.761051	18.840111	0.11029301	0.0754842	-0.0226299463	-0.0114036314	-0.0051184394	-0.019035755	-0.0200974593	0.0104276479	-0.0003547756	0.0042806223	-0.0751675519	-0.0086641841	0.0743375263	0.0841659355	-0.0495703622	0.0275026749	-0.0175199393	-0.0253623784	0.0608204871	0.0778888152	0.107362303	0.0088607625	-0.0028701956	-0.0711072643	-0.1108768272	-0.0266636656	0.0410109652	-0.0589112223	0.0389740177	-0.0194167638	0.0035556826	0.0108608782	-0.0052390521	-0.02595844	-0.0059405272	0.0433582915	-0.0603592884	0.0313454681	0.049016364	-0.0600356745	-0.0645124589	-0.0366096746	0.0089825239	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0216756	0.0055964	3.131969296000001e-05	0.00046983163536	0.0335246	-0.0096158	9.246360964000002e-05	0.00112389880516	0.0253798	0.0065405	0.00064413424804	4.277814025000002e-05	0.00401993	-0.00135032	1.823364102400001e-06	1.6159837204899996e-05	0.0017884	-0.0002688099999999	7.225881609999988e-08	3.19837456e-06	0.000234377	0.0001516762	5.4932578129e-08	2.300566964644e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57226.215970200334	42.33251481664047	1792.0418107010848	3274839794.268012	92684.18319424716	415.62204811790434	172741.6868817216	8590357814.384768	55695.79330133556	-21.76534458472452	3102021391.4650946	473.73022489179687	62804.06710099887	62583.79834058884	0.701789	17.37306	0.04392065	0.0234543	-0.0220010508	-0.0224504457	0.0031613331	0.0075654433	-0.0293616762	0.0177301986	-0.0031153198	-0.0287701329	0.0232718847	-0.0410371991	0.0265381729	-0.034622849	-0.0489979798	0.0651608689	-0.010363755	-0.0458506723	0.0992533584	-0.0206897124	-0.0331082791	-0.1635431717	-0.0926183075	0.045598026	0.0418037782	-0.0149059645	0.089760509	0.0701589337	-0.0521415414	-0.0240310909	0.0066037097	-0.0180018602	0.0359008894	0.0084017575	0.0593788304	0.001417275	-0.0619258093	0.0163977236	0.1296916992	0.0662308014	-0.0555343872	-0.0374813967	0.0597549477	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0174872	0.0041883999999999	1.7542694559999988e-05	0.00030580216384	0.0447031	0.0111785	0.00012495886225	0.00199836714961	0.0253886	8.79999999999978e-06	0.00064458100996	7.743999999999613e-11	0.00397317	-4.675999999999986e-05	2.1864975999999867e-09	1.5786079848899998e-05	0.00151729	-0.00027111	7.350063210000012e-08	2.3021689441e-06	0.000487406	0.000253029	2.37564608836e-07	6.4023674841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57249.86058377924	23.64461357890832	559.0677512958957	3277546536.86216	91737.70092773438	-946.4822665127869	895828.6808231819	8415805771.506436	55779.74570899416	83.95240765860217	3111380031.3600526	7048.006751676124	62775.144188768165	62535.68028133544	0.7877039999999998	19.499908	0.10257788	0.0621834	-0.0199555108	-0.0163148956	-0.0133401604	-0.0076737726	-0.0214399142	-0.0161941598	-0.0005531282	-0.0218203363	0.0206371627	-0.0036221512	0.0641642457	-0.0054289561	-0.0383672963	0.0028769375	0.0223922231	-0.1101137975	-0.0520533466	0.0540626936	-0.0743633631	0.0376912749	-0.0159190616	-0.0772375364	-0.0265095815	0.063981538	-0.0906222701	-0.0021588713	0.0074780243	-0.0170354433	-0.0040258127	-0.0218230291	0.0295613997	0.0064521674	0.0126734965	0.0059447196	-0.0427378334	0.0348652859	-0.0020870768	0.0208421025	-0.0088749464	0.0384681922	-0.0520434819	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.00814162	0.00934558	8.733986553640001e-05	6.62859762244e-05	0.0334623	-0.0112408	0.00012635558464	0.00111972552129	0.0516176	0.026229	0.0026643766297599	0.0006879604409999	0.00303611	-0.00093706	8.780814436e-07	9.2179639321e-06	0.00152519	7.900000000000138e-06	6.241000000000218e-11	2.3262045361e-06	0.000317116	-0.00017029	1.00562557456e-07	2.8998684100000007e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57263.36010145683	13.499517677584665	182.2369775274208	3279092410.109117	92500.99970407198	763.2987763376004	582625.0219584781	8556434946.252724	55798.9426192091	19.196910214937816	3113521997.4217896	368.5213618003839	62903.879152836926	63297.34111561586	0.86663	21.453751	0.11488922	0.0629168	-0.0144622168	-0.0237846439	-0.0038590071	-0.0030559091	-0.0180335225	-0.0294487809	-0.0176094582	0.0161063318	-0.0481075625	0.0912514683	0.0584523725	-0.0613449219	-0.0424230967	0.0269168173	-0.0836311962	-0.1032381152	-0.098234358	-0.0096418956	0.1310623873	-0.1785524439	-0.0692376971	-0.0355778078	-0.1636757157	0.0219449413	-0.0848202104	0.075199805	-0.0729987356	-0.0120276769	-0.0177402682	-0.0223216264	0.0042769009	0.0091891187	-0.0532766325	-0.039232304	-0.019442213	0.0457999033	-0.0125740744	-0.0684850908	0.0430545131	-0.0117130098	0.0630550733	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.010434	0.01857562	0.0003450536583844	0.000108868356	0.0334085	-5.379999999999968e-05	2.894439999999966e-09	0.00111612787225	0.0322506	-0.019367	0.0010401012003599	0.000375080689	0.00194821	-0.0010879	1.18352641e-06	3.7955222041e-06	0.00127322	-0.00025197	6.34888809e-08	1.6210891684e-06	0.000515102	0.000197986	2.6533007040400004e-07	3.9198456196000014e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57204.08951664375	-59.27058481307904	3513.002224084396	3272307857.428191	92755.5839029948	254.5841989228211	64813.114341174536	8603598345.185507	55808.10502530259	9.162406093491882	3114544586.515204	83.94968542205716	63020.95856948272	62823.438608443146	0.8134989999999999	20.138487	0.04919439	0.0267558	-0.015293033	-0.0170012686	0.0342198567	-0.0325447148	-0.0315000323	-0.0430251499	-0.0206903951	0.0510699355	-0.1326162968	0.0230349174	-0.0968807625	-0.0243937288	-0.0111562385	-0.0043547481	-0.014592197	-0.0699648383	-0.0114953466	0.0067533717	0.0214853545	0.0048361767	0.0258258077	-0.06767227	0.0066848268	0.09282689	-0.130617329	0.0106993692	-0.0527541537	-0.0210738994	-0.0421186152	-5.76825e-05	-0.0673418361	0.0085007879	-0.1015326253	-0.0620354436	0.0769298	-0.0222590446	0.0344550823	-0.0405083941	0.044715741	0.0127640303	-0.0451500037	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.00928796	-0.00114604	1.3134076816000022e-06	8.62662009616e-05	0.0334331	2.4599999999999626e-05	6.051599999999814e-10	0.00111777217561	0.0403147	0.0080641	0.00162527503609	6.502970881000008e-05	0.00236112	0.00041291	1.7049466810000005e-07	5.5748876544e-06	0.000978913	-0.0002943069999999	8.661661024899996e-08	9.58270661569e-07	0.000423126	-9.197600000000002e-05	1.79035611876e-07	8.459584576000002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57065.96046997399	-138.129046669761	19079.633533897017	3256523844.360634	94315.55988103693	1559.97597804213	2433525.0520685003	8895424835.673462	55784.53199342654	-23.573031876047025	3111914009.7256293	555.6878318291291	63296.3002303435	62801.43893131477	0.8678719999999999	21.484501	0.05059449	0.032748	-0.0185168978	-0.0528354078	0.0570269938	-0.0397026227	-0.0112152038	-0.0251458673	-0.0038136253	-0.0328312451	-0.0863930342	0.0884008492	0.0049336544	-0.1174932574	0.0063573601	-0.0209969354	-0.0185187452	-0.050771139	-0.0589414392	0.0784766867	-0.1109364087	0.0654688558	-0.0207829867	-0.0057798292	-0.0405017091	0.0141757997	0.044050906	0.1629496906	-0.0640674853	-0.018029911	-0.0482101658	-0.0020541914	-0.1270791232	0.067239168	-0.0959645454	0.0005263804	0.0695518834	0.0044643056	0.048293122	0.1035900574	0.0505066123	-0.0007055232	-0.1034370533	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0109716	0.00168364	2.8346436496000006e-06	0.00012037600656	0.0334919	5.879999999999774e-05	3.457439999999734e-09	0.00112170736561	0.0235395	-0.0167752	0.00055410806025	0.00028140733504	0.00282502	0.0004639	2.1520321000000015e-07	7.980738000400001e-06	0.00115655	0.0001776369999999	3.155490376899993e-08	1.3376079024999995e-06	0.000423126	0.0	1.79035611876e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56905.84264256265	-160.11782741133356	25637.718654925604	3238274926.860102	92302.18596857243	-2013.3739124644928	4053674.5113925785	8519693534.57693	55698.45843332638	-86.0735601001652	3102318271.848986	7408.65774831675	62703.53080575213	62019.30422430339	0.960923	23.788015	0.091985735	0.0424153	-0.0214452628	-0.0080613161	-0.0537582189	0.0080067986	-0.0194034535	0.0080004485	0.0064357722	0.0788013649	-0.0181468324	-0.0065948176	0.0249347097	-0.0140811025	0.0660272019	0.0066006078	0.1551004617	0.088178689	0.0578755855	-0.0659267392	-0.0228736516	-0.0096543905	0.0438127224	0.1253498532	0.1063880415	-0.1530099724	-0.1140940917	0.1178933245	-0.0294234538	-0.019065708	0.0085141371	0.0337741883	0.0052732864	-0.0130545489	-0.0050196209	-0.0553511635	-0.0156494613	-0.0535397259	0.0206780356	-0.0669212665	-0.0496825254	0.0092099397	-0.0045320755	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0117023	0.0007307	5.339224900000012e-07	0.00013694382529	0.0204403	-0.0130515999999999	0.0001703442625599	0.00041780586409	0.0337362	0.0101967	0.00113813119044	0.00010397269089	0.003432	0.00060698	3.684247204e-07	1.1778624000000002e-05	0.00153843	0.00038188	1.458323344e-07	2.3667668649e-06	5.18513e-05	-0.0003712747	2.68855731169e-09	1.3784490286009e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
