global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
57419.93437248204	n/a	n/a	3297048863.3401446	90091.49135681406	n/a	n/a	8116476814.894903	55524.26341453759	n/a	3082943827.726958	n/a	61630.95453037039	63824.37147789078	n/a	n/a	n/a	n/a	-0.0734904888	0.0481020459	-0.1007522896	0.0915906777	-0.0756752031	0.0044135363	0.1037129703	0.0026395485	-0.0156480449	0.0561519862	-0.0554584275	-0.0740587542	0.0149751174	-0.0194285999	0.0194482872	-0.0257725111	0.0241753725	-0.0316266554	0.0562271369	-0.0060680982	0.0222399007	-0.0317571698	0.057323306	0.0234679211	-0.1322126633	0.0676704096	-0.0809643663	0.0536620147	-0.0462473429	0.1270985987	-0.0351953415	0.0835323964	-0.0810017863	0.0475668542	0.0824270671	-0.0745790632	0.0445680946	-0.0414229813	0.0272987764	-0.0522305359	0.0598290708	-0.092267332	-0.0254022704	0.0296503829	-0.0285972108	0.0268112185	-0.0389333283	0.0225445201	-0.0341457558	0.0797018744	-0.0399113634	0.0092740878	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0215104	n/a	n/a	0.0004626973081599	0.0206953	n/a	n/a	0.00042829544209	-0.281526	n/a	0.079256888676	n/a	-0.00362497	n/a	n/a	1.31404075009e-05	0.00152139	n/a	n/a	2.3146275321e-06	0.00127814	n/a	1.6336418596000005e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57579.91029777283	159.97592529078975	25592.29667264434	3315446069.8995657	89516.78296810166	-574.7083887124027	330289.7320564061	8013254432.958216	55594.99778953759	70.734375	3090803779.21869	5003.351806640625	61744.82026452149	64318.49034223038	0.8063179999999999	18.151964	0.10087385	0.0525554	-0.0748216683	0.066575758	-0.1020771685	0.0938857542	-0.051837359	-0.0093780341	0.0763157612	0.0286102695	-0.0341444557	-0.0395873068	-0.1180919925	-0.0396240262	-0.0413391846	-0.0363447927	-0.2074214934	-0.071125309	0.0402907962	0.1210868954	-0.003264645	0.0388915219	-0.0080970549	0.022574364	-0.0042022295	0.0877720548	-0.1006481043	0.1619267154	0.10300625	0.0306892012	-0.0012345756	-0.0634534491	0.0373993962	0.032334372	-0.070191564	0.0664896268	0.0654461913	-0.0475736513	0.0289146189	-0.101790555	-0.0326142752	-0.1380753854	0.0553999853	-0.037999926	-0.0481864459	-0.038518073	-0.0348609875	-0.0722729256	0.0091606553	0.0396998466	-0.0960609792	0.0013303258	-0.0677189386	-0.1021423417	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0161284	-0.0053819999999999	2.896592399999998e-05	0.00026012528656	0.0177075	-0.0029877999999999	8.926948839999993e-06	0.00031355555625	-0.3163	-0.034774	0.10004569	0.001209231076	-0.0031181	0.00050687	2.569171969e-07	9.72254761e-06	0.00182609	0.0003047	9.284209000000001e-08	3.3346046881e-06	0.000935109	-0.000343031	8.744288418810001e-07	1.1767026696100005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57472.112096623634	-107.79820114919858	11620.452171003077	3303043668.846873	90212.437019823	695.6540517213434	483934.5596763216	8138283793.0555315	55515.59963576858	-79.39815376901242	3081981802.9189487	6304.066821927742	61783.43853353697	64961.20416708012	0.8623199999999999	19.412685	0.11637695	0.0692074	-0.0839289916	0.0445419963	-0.1017400401	0.026171979	-0.0814984921	-0.001428357	0.0437589221	-0.0450499425	-0.0446365513	-0.0066863734	-0.1481514441	0.0544794028	-0.0105797737	0.0273228075	0.0470469235	-0.0810431581	0.0563957913	0.0395996344	0.0661080262	-0.1449185504	-0.041586433	-0.0422432621	-0.0194147628	0.0857625697	0.1515779508	0.0789811901	0.1837831046	-0.0419322343	-0.113139471	-0.0215668011	0.0067885898	-0.1333446335	-0.0848899507	0.0508821563	0.0645557311	-0.0079921946	-0.0288850154	-0.134017789	0.1162339225	-0.0432872943	0.0275901303	-0.045294899	-0.044573575	-0.0998390989	-0.0594276475	0.0275975267	-0.0042734522	-0.034993355	0.0807984667	-0.0720731056	-0.0079455691	0.0007897155	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0162579	0.0001294999999999	1.67702499999994e-08	0.0002643193124099	0.0378219	0.0201143999999999	0.0004045890873599	0.00143049611961	-0.274354	0.041946	0.0752701173159999	0.001759466916	-0.00404162	-0.00092352	8.528891904000003e-07	1.63346922244e-05	0.0019153	8.920999999999994e-05	7.958424099999989e-09	3.66837409e-06	0.00100612	7.101100000000006e-05	1.0122774544000005e-06	5.0425621210000075e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57335.23383727734	-136.87825934629657	18735.657881672018	3287329039.175272	90073.47689072225	-138.9601291007566	19309.917479698943	8113231239.183475	55555.08197846284	39.482342694260296	3086367133.6337266	1558.8553846270097	61771.801246041774	64058.86983178367	0.8566019999999999	19.283964	0.0953618	0.0621557	-0.0750617455	0.0512600891	-0.114229194	0.0560800299	-0.0668128077	-0.0068696134	0.0680889936	-0.0114789432	0.0423100068	0.0075752687	-0.1381652243	-0.0560205511	0.0484020581	-0.0752193401	-0.0066396535	-0.0504167065	0.0816508183	0.0101234669	-0.0485995759	-0.0541376315	0.1497738849	0.0182557659	-0.0146216728	-0.0692776375	0.0977134866	0.0231824699	-0.0586987068	-0.1288771403	0.0565752757	0.0227752168	-0.0648796595	0.0562173087	-0.0818450674	0.0576739338	0.0603688656	-0.0320987664	-0.0536157664	-0.0493577561	0.1288885808	-0.0561673385	-0.0029753048	-0.0766755769	0.0339636477	-0.0183813425	0.0269092341	-0.0601412458	0.0261985519	0.012942431	0.0317944724	-0.0404551528	-0.1609586591	0.0070624292	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0162673	9.399999999999686e-06	8.835999999999409e-11	0.00026462504929	0.02941	-0.0084119	7.076006161e-05	0.0008649481	-0.282642	-0.008288	0.079886500164	6.869094400000029e-05	-0.00516461	-0.00112299	1.2611065400999995e-06	2.66731964521e-05	0.00188857	-2.6729999999999983e-05	7.14492899999999e-10	3.5666966449e-06	0.00142945	0.00042333	2.0433273025000003e-06	1.7920828889999997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57281.67405910784	-53.55977816949599	2868.649837565619	3281190183.0138683	89627.4734504668	-446.00344025544473	198919.0687196921	8033083997.114131	55406.8723474451	-148.20963101773668	3069921503.326077	21966.094726413656	61544.87603553608	64252.6373897683	0.822863	18.524437	0.0971623	0.0627913	-0.0811322469	0.0624210983	-0.0928912055	0.0641503816	-0.103784942	0.0434937637	0.0511955583	-0.038749443	-0.0853660361	0.0691476765	-0.1521797475	-0.0578886423	-0.0367336135	-0.0352998888	0.0250665845	-0.0550397999	0.0132368862	-0.1360113092	-0.0066361711	0.1169919609	-0.0903744088	0.0670685048	-0.1027943805	0.0491055112	-0.0261762078	0.0006779391	0.0119022751	-0.2491352932	0.1463956052	-0.0161374299	0.0729530287	0.0192132316	-0.095910415	0.0243056852	0.1025650218	-0.0453809758	-0.0020848914	-0.108786239	0.113064022	0.0094755385	0.031340309	-0.056709781	-0.0059970856	-0.0553999736	0.066239898	-0.1076449124	-0.0059396705	0.0074644011	-0.0547858445	-0.0001861215	-0.1007240579	0.1494782127	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0162077	-5.959999999999993e-05	3.5521599999999916e-09	0.0002626895392899	0.0202298	-0.0091802	8.427607203999999e-05	0.0004092448080399	-0.286184	-0.0035419999999999	0.081901281856	1.2545763999999926e-05	-0.00400994	0.00115467	1.3332628089e-06	1.60796188036e-05	0.00155314	-0.00033543	1.1251328490000006e-07	2.4122438596e-06	0.00123194	-0.00019751	1.5176761636e-06	3.9010200100000055e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57189.75717873014	-91.91688037769929	8448.712898368278	3270668326.162116	90026.90930125129	399.43585078448814	159548.99889192788	8104844398.335726	55434.75312763936	27.88078019425302	3073011854.3223214	777.3379042402515	61588.75318357376	63600.39467788174	0.787544	17.729322	0.15375297	0.0836784	-0.0735489783	0.0461021223	-0.0816889515	0.0239188009	-0.0999038463	0.0531673449	0.0672188685	-0.0428742118	-0.0436134218	-0.023748167	-0.1275350418	-0.0335899516	0.0061640739	-0.0727856384	-0.0647770334	-0.0799639628	0.0899827486	0.0113253925	-0.0137225423	-0.0325271704	-0.0172223175	-0.0603305177	0.1219326511	0.0291395559	-0.0269555012	-0.0298324126	-0.0496955971	0.0343381694	-0.0376096827	0.0656402888	-0.1473053706	-0.0507296585	-0.0896484933	0.0193857665	0.0947316113	-0.0357218496	0.0038427793	-0.0565637625	0.1111083371	-0.0249414709	0.0772342508	-0.0395263259	-0.0099539238	0.0013554611	-0.0081959893	-0.0870504567	0.0767199531	0.005428791	-0.0535472643	-0.0335951247	-0.104310079	-0.0207489966	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.00579996	-0.0104077399999999	0.0001083210519075	3.36395360016e-05	0.00444957	-0.01578023	0.0002490156588528	1.97986731849e-05	-0.256118	0.0300659999999999	0.065596429924	0.0009039643559999	-0.00533065	-0.00132071	1.7442749041000005e-06	2.8415829422500003e-05	0.00181595	0.00026281	6.906909610000002e-08	3.2976744025e-06	0.0015984	0.00036646	2.55488256e-06	1.3429293160000006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57214.53928046378	24.782101733639134	614.1525663364399	3273503505.075733	89933.99375567297	-92.91554557831842	8633.298610116566	8088123232.845425	55396.02548300254	-38.727644636819605	3068719639.3134665	1499.8304591157823	61522.77730976522	63792.93409345231	0.806647	18.159369	0.05764473	0.0276041	-0.080394288	0.0456741202	-0.0673544845	0.033095734	-0.109570275	0.0711693586	0.0958288038	0.0111097469	-0.0873382557	0.0374438254	-0.1312146142	0.0033098875	-0.0231698945	0.076589299	-0.057789032	-0.0087599754	0.074438232	0.0016517568	0.0637765568	0.0478883626	-0.0126190111	-0.0352711734	0.0598527431	0.0288422526	-0.0838326319	-0.0388550325	-0.0826648155	0.0377708164	-0.0348658827	-0.0665821152	-0.0159097753	0.0992899239	-0.0941603657	0.0080851448	0.1028196238	-0.0624162524	0.1161288757	-0.0590211273	0.0560986648	0.0044107443	0.0613474648	-0.0542090279	-0.0144492491	-0.0748403649	0.0103737085	-0.0788861558	0.1145061009	0.0412806992	-0.0204985013	0.0431223882	0.0446866209	0.010090009	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0163374	0.0105374399999999	0.0001110376417535	0.0002669106387599	0.00452786	7.828999999999996e-05	6.129324099999993e-09	2.05015161796e-05	-0.278986	-0.022868	0.077833188196	0.000522945424	-0.00555848	-0.00022783	5.1906508900000027e-08	3.08966999104e-05	0.00192754	0.0001115899999999	1.2452328099999992e-08	3.7154104516e-06	0.0014546	-0.0001438	2.11586116e-06	2.0678440000000043e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57334.51962018167	119.98033971789118	14395.281918820576	3287247140.0769973	90390.79552158972	456.80176591675263	208667.8533446637	8170495915.025845	55511.86365076013	115.83816775759624	3081567005.980584	13418.481109437009	61660.97779494787	63463.59587394975	0.877541	19.755346	0.150419624	0.100163	-0.0733652471	0.0399492151	-0.081834807	0.044674274	-0.0809301025	0.0111653595	0.083728871	0.0548853586	-0.1108738652	-0.0492451941	-0.0796430187	-0.0674622436	-0.0045731152	0.0860124932	-0.1322530897	-0.0769003176	-0.0266553921	-0.0631637814	0.0525638959	-0.0011525358	-0.0525857252	0.0230304302	0.0631525466	-0.101581718	-0.0565513949	0.0075501942	0.0447870793	-0.0532344005	0.0795361013	-0.0397901949	0.0128670085	0.0337624648	-0.0848730216	0.0387230586	0.0623334527	-0.0629647374	0.117350406	-0.0835312784	0.0217660993	-0.0709739769	0.0498173682	0.0361816435	-0.0001380448	-0.06665118	-0.028098621	-0.0610018289	0.0757196977	0.0910919784	-0.0003435467	-0.0621408689	-0.0499503205	-0.0107145977	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.000647184	-0.0169845839999999	0.000288476093653	4.18847129856e-07	0.0200669	0.0155390399999999	0.0002414617641215	0.0004026804756099	-0.274347	0.004639	0.075266276409	2.152032100000004e-05	-0.00368559	0.00187289	3.507716952100001e-06	1.35835736481e-05	0.00166679	-0.0002607499999999	6.799056249999995e-08	2.7781889041e-06	0.0015861	0.0001315	2.51571321e-06	1.7292250000000027e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57435.85307486575	101.33345468407788	10268.469038210063	3298877218.4375653	90777.62566860089	386.8301470111619	149637.56263667712	8240577322.028626	55499.06789088894	-12.795759871194605	3080146536.7575	163.73147068127415	61711.30404978569	64445.519535793865	1.231311	27.719482	0.132391116	0.0753217	-0.0800833736	0.0097207389	-0.0785093488	-0.0035358112	-0.1075410142	0.0156307506	0.0568506345	0.0137012025	-0.1294941284	-0.0331017813	-0.0332126562	-0.0884857646	-0.0494549892	0.0207015305	-0.1392138482	0.0621634932	0.102077247	-0.0760622005	0.0673621129	-0.0547958643	-0.1212847285	-0.0680959304	-0.0593499118	0.1048161995	-0.0746071087	0.0034113774	-0.0149136767	-0.0321920824	-0.046293418	-0.0422664866	0.0518629037	0.027492338	-0.0863147161	0.0195622753	0.0484787716	-0.0578496176	0.1261432128	-0.0792523666	0.0776788976	-0.0035746951	0.0599988499	0.0065391599	0.0135081274	-0.046882939	-0.1373253474	-0.1821560347	0.0902448625	-0.0455477564	0.0087881721	0.013189137	0.0802046979	-0.0237678048	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.009986	-0.009338816	8.7213484281856e-05	9.9720196e-05	0.0127221	-0.0073447999999999	5.394608703999998e-05	0.00016185182841	-0.317467	-0.0431199999999999	0.100785296089	0.0018593343999999	-0.0049603	-0.00127471	1.6248855841000002e-06	2.460457609e-05	0.00163008	-3.671000000000013e-05	1.3476241000000091e-09	2.6571608063999995e-06	0.00144577	-0.0001403299999999	2.0902508929000003e-06	1.969250889999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58112.03744799127	676.1843731255212	457225.3064591541	3377008896.35674	96600.32989172716	5822.704223126275	33903884.47001255	9331623735.190516	56155.53617900127	656.4682881123299	3153444243.5511203	430950.613297133	62423.92002482888	58911.11991185394	3.175483	71.487007	1.3073979	0.706968	0.0641435607	-0.3322217617	0.1146311981	-0.2101511857	0.2608156726	-0.1799159639	-0.1269380202	0.1455052342	0.2079989029	-0.0242360739	-0.1863831145	0.1152905874	0.0005178675	0.0422020297	-0.0338892884	-0.1044768386	-0.1718720657	-0.1949344808	0.0090012162	0.0093577796	0.0733401277	-0.0331715991	-0.0548211611	0.0026966649	0.0056349565	-0.1128054898	-0.0691653838	-0.0110907452	-0.1932125434	0.0812998857	-0.1187458188	0.1069379258	0.2340174924	-0.0200372483	-0.3478933707	-0.0071167915	0.0390413405	0.1626943583	0.1513233782	-0.0143702299	-0.0242393849	-0.2589536591	-0.2058148124	-0.0561423879	0.0708089799	0.0666293101	0.1285663821	0.3000567765	0.2156808309	-0.1108395977	0.004867107	0.0346289841	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0621313	0.0721173	0.0052009049592899	0.00386029843969	-0.0384085	-0.0511306	0.00261433825636	0.00147521287225	0.282649	0.600116	0.0798904572009999	0.360139213456	0.00310166	0.00806196	6.49951990416e-05	9.6202947556e-06	0.00200733	0.00037725	1.423175625e-07	4.029373728899999e-06	0.00468724	0.0032414699999999	2.19702188176e-05	1.0507127760899998e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
