onset	duration	trial_type	identifier	response
4.00022	9.980426	experimental_trial	17.mov	n/a
16.0006	9.975439	experimental_trial	36.mov	n/a
28.00089	9.980485	experimental_trial	7.mov	n/a
40.00125	9.979753	experimental_trial	37.mov	n/a
52.00152	9.976789	attention_check	f2.mov	Friendly
68.02668	10.01192	experimental_trial	32.mov	n/a
80.02698	9.976824	experimental_trial	33.mov	n/a
94.02728	9.972723	experimental_trial	35.mov	n/a
106.0276	9.976993	experimental_trial	15.mov	n/a
120.0279	9.975998	experimental_trial	29.mov	n/a
132.0283	9.978756	attention_check	n2.mov	Neutral
148.0575	9.988348	experimental_trial	20.mov	n/a
162.0578	9.974788	experimental_trial	23.mov	n/a
174.0581	9.975851	experimental_trial	3.mov	n/a
186.0583	9.975433	experimental_trial	46.mov	n/a
198.0586	9.973045	experimental_trial	19.mov	n/a
212.0589	9.967616	attention_check	n1.mov	Neutral
228.0877	10.00709	experimental_trial	42.mov	n/a
240.0879	9.978708	experimental_trial	21.mov	n/a
252.0881	9.974261	experimental_trial	8.mov	n/a
264.0885	9.978456	experimental_trial	13.mov	n/a
276.0888	9.973625	experimental_trial	45.mov	n/a
288.0891	9.971585	experimental_trial	38.mov	n/a
300.0895	9.974512	experimental_trial	34.mov	n/a
312.0898	9.972891	experimental_trial	28.mov	n/a
324.0901	9.971783	experimental_trial	41.mov	n/a
336.0904	9.970665	experimental_trial	31.mov	n/a
350.0906	9.971047	experimental_trial	4.mov	n/a
