global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
59896.26802731811	n/a	n/a	3587562923.60033	96884.39290266238	n/a	n/a	9386585588.117456	59065.19031074079	n/a	3488696706.444028	n/a	66125.31156987988	57458.01341692966	n/a	n/a	n/a	n/a	-0.1463283842	0.0805634576	-0.020695946	0.0098157715	-0.0610019808	-0.0712364786	-0.1114871641	-0.1151912636	-0.0578480836	0.0917479095	-0.001134388	0.0499502435	-0.0732954829	-0.1038772375	0.0905191833	-0.0037233009	0.0474263071	0.0396019609	-0.0781851501	0.2253237981	-0.0141973079	0.0061874032	-0.007919	0.0990362544	-0.0150238955	0.206062464	-0.1217543261	0.0260593301	-0.0229298075	-0.1573825753	0.0991920993	-0.0420657299	0.1485434079	0.0116787235	0.1155165843	-0.2130706029	0.091502368	0.1960335155	-0.0899491682	-0.040311833	0.0013666746	-0.0715845921	0.2118584767	-0.0760980076	0.0696468295	-0.0911824719	0.0952495718	-0.1943955419	0.2250913839	-0.0280696235	0.1816797391	-0.1185430672	0.2271700079	-0.0033478511	0.0086267286	-0.0282533989	0.0861748974	-0.0215077941	-0.0716924906	0.0020813211	0.017968636	0.0336433535	0.1490484942	0.0826168999999999	n/a	0.0068255521656099	n/a	-0.0448877	n/a	0.00201490561129	n/a	0.0301323	n/a	n/a	0.00090795550329	-0.00069033	n/a	n/a	4.765555089e-07	0.000390898	n/a	1.52801246404e-07	n/a	0.000741283	n/a	n/a	5.49500486089e-07	0.0	0.0	0.0	0.0
60178.41920539896	282.1511780808505	79609.28729241181	3621442138.0607305	96404.25044255098	-480.14246011139767	230536.7820018251	9293779503.39009	59156.56323567042	91.37292492963024	3499498973.8558736	8349.011410195844	66075.98763487377	58637.00240663575	1.172428	20.565605	0.15432318	0.0752179999999999	-0.0729871633	-0.0553203549	-0.1318061039	0.0257208243	0.1263389293	0.1457058388	-0.0059329504	-0.1405461408	0.0152620227	-0.0115561899	-0.026111884	-0.1553322179	0.0517189336	-0.1591876592	-0.1657002198	0.1261722466	-0.0561048583	-0.090366727	-0.1663317421	-0.201598181	-0.0371852125	0.0662951033	0.1624310613	-0.0049205404	-0.223991088	-0.2150162806	-0.0691211334	0.0433869364	0.0299500805	0.0494378082	0.0310600649	-0.1421185963	0.1132067158	-0.0470146432	-0.1146745661	-0.1632746856	-0.0463397479	0.0780806953	-0.0103174961	0.2340446903	0.0162036253	-0.0810938124	0.0024586139	-0.0039193478	-0.0085261498	0.0966628243	-0.0016205311	0.1245349893	0.0409300831	-0.0223382361	0.1615486232	0.1653411683	-0.1598166694	-0.3015795475	-0.1144794562	0.0725947433	0.2126421677	-0.1280619582	0.1599828284	-0.0347435571	0.0298070352	0.152248754	0.1488669016	0.0703508	-0.0122660999999998	0.00494923506064	0.0001504572092099	-0.00443532	0.04045238	1.9672063502400005e-05	0.0016363950476644	-0.0154503	-0.0455826	0.00207777342276	0.00023871177009	-0.000843985	-0.000153655	2.360985902500001e-08	7.12310680225e-07	0.00121436	0.000823462	1.4746702096e-06	6.780896654440001e-07	0.000597958	-0.000143325	2.0542055625000013e-08	3.57553769764e-07	0.0	0.0	0.0	0.0
60107.48610514322	-70.93310025573737	5031.5047118904895	3612909885.879986	97778.62597951284	1374.375536961859	1888908.1165991991	9560659698.441463	59353.66612557574	197.1028899053199	3522857682.5463176	38849.54920902866	66170.97398971906	59527.51439946923	1.350091	23.682007	0.17112633	0.115541	0.0745025715	0.0439019524	0.0264418461	0.0313091668	0.2454867298	-0.2470004634	0.1711210546	-0.0892306221	-0.0043257024	-0.1932712804	-0.1183042469	-0.1134609626	0.154566682	0.1713266695	0.0542881677	0.1626515486	0.234113428	0.1297070121	0.0486109346	0.0105214522	-0.0665573051	0.0206973432	0.0034485616	-0.0333693634	-0.1267640832	-0.0553251535	-0.0355912867	0.0243633507	-0.0128995677	0.0622283654	0.1027759326	0.122673511	-0.1745524607	-0.0038091686	-0.0549007758	-0.0904122255	-0.084431492	-0.0205635815	0.1511071051	-0.2391909084	0.2425750563	0.1345767129	-0.0412083997	-0.0120155891	-0.0582793775	0.0687648853	0.0917763882	0.0601175923	0.1572935094	-0.1091803512	0.1328547162	0.0517603734	-0.120645584	-0.0212583091	0.0252622194	0.1032926752	-0.0129876898	0.2349100734	0.167279741	0.0739397897	-0.00713647	-0.1083627075	0.1485039376	0.0623155	-0.0080353	0.00388322154025	6.456604609000004e-05	-0.0201433	-0.01570798	0.0004057525348899	0.0002467406356804	0.09528	0.1107303	0.01226119933809	0.0090782784	-0.000721594	0.000122391	1.4979556881000004e-08	5.20697900836e-07	0.000603696	-0.000610664	3.64448860416e-07	3.7291052089600003e-07	0.000597958	0.0	0.0	3.57553769764e-07	0.0	0.0	0.0	0.0
59922.44191267521	-185.04419246801265	34241.3531661389	3590699044.7779346	96580.35411749434	-1198.2718620185042	1435855.4553052932	9327764801.460606	59159.4260091479	-194.2401164278417	3499837685.731845	37729.222829901504	66176.05031937093	58013.63780772754	1.240113	21.752888	0.1549025	0.0812145999999999	-0.1215505207	0.058756654	0.0297040421	-0.0541873819	0.1736989599	0.0173872469	-0.1619762917	-0.0008244187	0.0520295135	-0.0226646518	0.0892351995	-0.0508468175	-0.0083453608	-0.0455059059	-0.1007171927	-0.0256395533	-0.0501570823	0.110579423	0.0254757529	-0.0200261086	0.2367816769	0.0522494418	-0.0802323547	-0.0079825103	-0.0046966828	0.0066829499	-0.1257220473	0.0736131024	-0.034544028	0.0332911457	0.0831618789	0.1126927398	-0.0282838053	0.0771107504	0.1065112453	0.0059785292	0.0304317643	0.0742206911	-0.113499486	0.0851645781	-0.0141363175	-0.0630054799	-0.0721296767	0.0391054748	-0.0165130015	-0.0047600233	-0.113534642	-0.0341313239	0.1270864043	0.1069761334	0.1282780626	0.0252722792	0.0683318264	0.0426365992	0.0083101464	0.0063669593	-0.094289143	0.0835115368	-0.0522184318	-0.0629174589	0.1226830253	-0.1004475139	0.1479600444	0.0952499	0.0329343999999999	0.00907254345001	0.0010846747033599	-0.009246	0.0108972999999999	8.548851600000002e-05	0.0001187511472899	0.0281127	-0.0671673	0.00451144618929	0.00079032390129	-0.00053112	0.0001904739999999	3.6280344675999983e-08	2.8208845440000004e-07	0.000167023	-0.000436673	2.7896682529e-08	1.9068330892900005e-07	0.000848881	0.000250923	6.2962351929e-08	7.20598952161e-07	0.0	0.0	0.0	0.0
59873.9253822249	-48.5165304503098	2353.853726935838	3584886940.676235	97095.7605799188	515.4064624244638	265643.82150890026	9427586722.592916	59186.74823279171	27.322223643808684	3503071166.3718724	746.5039048422983	66247.88004567895	58565.60097076933	1.128452	19.794224	0.0781923099999999	0.0358087	0.065468441	0.1896128917	-0.0250751852	-0.1005206827	0.1434718344	-0.12063492	0.0005561781	0.0898209816	-0.105469527	-0.0366966	0.0902835901	-0.1161137911	0.029623935	0.0075565253	-0.0412286227	-0.0897755391	0.0404118623	0.0052643282	0.0093555637	0.0745441461	0.0321849037	-0.2233588399	0.0978779556	0.1822126676	-0.0467826211	-0.1558152092	-0.0487523808	0.1400124892	0.100715554	0.0451027401	-0.0297656017	-0.0723485999	0.0678928886	0.0580829629	0.0739686709	-0.0200330893	0.1161696726	-0.1511012981	-0.0772078626	-0.125438168	-0.0646647202	0.0376617447	-0.0946162695	0.0645268573	-0.0641417503	0.2151109634	0.1815546602	-0.0438014575	0.1098842805	-0.156310954	0.147009081	0.0178442092	-0.1262265308	-0.1237297382	0.1357927617	0.0458495215	0.0790558195	0.0323651657	-0.1142003572	0.0407433345	-0.1189800277	0.0918606005	0.1472358847	0.0849246	-0.0103252999999999	0.00721218768516	0.0001066118200899	-0.00275144	0.00649456	7.570422073599999e-06	4.217930959360001e-05	0.049643	0.0215303	0.0004635538180899	0.002464427449	-0.000986765	-0.0004556449999999	2.0761236602499986e-07	9.737051652249998e-07	0.000344522	0.000177499	1.1869540848400002e-07	3.1505895001e-08	0.00101258	0.0001636989999999	2.6797362600999967e-08	1.0253182563999998e-06	0.0	0.0	0.0	0.0
59764.54278334637	-109.382598878532	11964.552937421831	3571800574.1024384	96311.220546757	-784.5400331618002	615503.0636335186	9275851203.206068	59044.630405578304	-142.1178272134057	3486268379.731342	20197.47681185944	65963.8355036136	56938.12558230528	1.139228	19.983252	0.09043276	0.0415561	-0.2238893471	0.1396186585	-0.0793945603	-0.1105800916	0.0801711872	0.0225803736	-0.1216942355	-0.1087562672	-0.0862263215	0.0153768362	0.2220357858	-0.0106262002	-0.0495076734	-0.1575780064	0.0811049365	0.0217628443	0.104173474	0.052084266	-0.0053197359	0.0082385134	-0.1771564523	0.1429660056	-0.0046352608	-0.1346583227	-0.103074697	-0.1709369274	0.0513008286	0.2125777735	0.0981556683	-0.0794931652	0.139830517	-0.0803944769	-0.0312945151	0.1097220991	-0.091558585	0.0388142789	0.0628882102	0.0756375487	-0.0130590989	-0.0144040247	0.0475893593	-0.1850253554	0.0424110694	0.0313403186	-0.1254256016	-0.0760325674	-0.0095094875	-0.0116560282	0.0460283811	0.0052534404	-0.0137231666	0.0884966821	0.1041215476	-0.3340778652	0.1122848881	-0.0070061706	0.0217186521	0.0051481018	0.0317916485	-0.0859701877	0.0143627058	0.0915237396	0.1463323407	0.06953	-0.0153946	0.0048344208999999	0.00023699370916	-0.0257515	-0.02300006	0.00066313975225	0.0005290027600036	0.0610017	0.0113587	0.00012902006569	0.00372120740289	-0.000424073	0.0005626919999999	3.166222868639999e-07	1.7983790932900002e-07	0.000451801	0.000107279	2.04124143601e-07	1.1508783841e-08	0.000868963	-0.0001436169999999	2.062584268899996e-08	7.550966953690001e-07	0.0	0.0	0.0	0.0
60006.716045509	242.1732621626288	58647.88890648935	3600805970.566347	96696.93996058346	385.7194138264604	148779.4662026282	9350298197.740685	59174.91990788127	130.28950230296323	3501671146.1041627	16975.35441035386	66061.58107345531	58132.09589646047	1.231248	21.59737	0.11979155	0.0507763	0.0521202643	0.1786461503	-0.1415337843	0.0473539275	0.0689542964	0.1170491502	0.1409226469	-0.0159089644	-0.1418871394	0.097457799	-0.0689051862	-0.0845490972	-0.0338870069	0.092650505	0.1002864155	0.0760484547	-0.173740477	-0.0019082884	-0.046867088	-0.0388573134	0.0747729258	-0.1186318314	-0.1375119017	-0.0644286143	0.0817755699	-0.059240771	-0.0012046816	-0.0887304277	0.0023077422	-0.2338203214	0.0711302306	0.0489632575	-0.1966081951	0.1529135878	0.0631010237	-0.2116250156	0.0567248598	-0.1546427739	0.0680944108	0.0564785543	-0.0896241842	0.1094322339	0.1587984408	0.0773284742	0.0513492018	0.0058148697	0.0541655686	0.0915878566	0.0984594973	-0.0154754211	0.0580453577	0.1325488067	-0.0495168746	-0.028531692	0.1318989765	-0.0718083054	-0.1742472639	0.0026249198	-0.197751149	-0.1063401354	0.0356567113	-0.0764711096	0.1452505133	0.0457394	-0.0237905999999999	0.00209209271236	0.0005659926483599	-0.0157244	0.0100271	0.00024725675536	0.00010054273441	0.0410185	-0.0199832	0.00039932828224	0.00168251734225	-0.000854	-0.000429927	1.8483722532900006e-07	7.293160000000001e-07	0.000853696	0.000401895	7.287968604160001e-07	1.6151959102500002e-07	0.000380972	-0.000487991	2.381352160810001e-07	1.45139664784e-07	0.0	0.0	0.0	0.0
60074.47599337821	67.75994786921365	4591.410535238551	3608942665.878975	96403.61845024549	-293.3215103379771	86037.508426952	9293657650.300512	59199.5615004478	24.64159256653511	3504588081.8453016	607.2080842151183	66046.99680120114	58116.01242961992	1.273404	22.336847	0.08386415	0.0391014	-0.1901902971	-0.0863074582	0.0281084654	-0.074429674	0.0556475588	0.1034759767	-0.0838312772	-0.0684476008	0.0932888479	-0.0579128749	-0.0485959099	-0.1263670563	0.0818348471	-0.0363577928	-0.0900209007	0.0244634437	0.0688335489	-0.0493341364	-0.0726846626	0.0005779935	-0.0237756759	0.0136707629	-0.1100520184	0.0388669369	-0.3208849671	-0.0062700719	-0.0028809678	-0.1292424591	0.1294110067	0.1778645778	0.0562975804	0.0132373694	0.1143659686	-0.1393037211	0.2432170002	-0.0127184436	0.1259577589	-0.1515839924	-0.005348517	0.1275524573	0.0915728648	-0.036665307	-0.0517551952	-0.0840684273	-0.0012560016	-0.0010693481	-0.0285407063	0.0871987209	0.1336468279	-0.0169385367	0.0150604368	0.1534906933	0.168102919	-0.0150720993	0.0431397909	-0.105283973	0.1746866648	0.1517512459	0.2549413869	0.243149794	-0.0259850659	0.0001318886	0.1439917206	0.0209501	-0.0247893	0.0004389066900099	0.00061450939449	-0.0200349	-0.0043105	0.00040139721801	1.8580410250000016e-05	0.0168254	-0.0241931	0.0005853060876099	0.00028309408516	-0.000740154	0.000113846	1.2960911716000003e-08	5.47827943716e-07	0.000603696	-0.00025	3.64448860416e-07	6.25e-08	0.000133393	-0.000247579	6.1295361241e-08	1.7793692448999997e-08	0.0	0.0	0.0	0.0
60065.57689723034	-8.899096147870296	79.19391224903994	3607873527.9970913	97197.79575977151	794.1773095260287	630717.5989660015	9447411500.558258	59226.785404138944	27.22390369114146	3507812109.3079257	741.1409321845456	66321.5439224094	59525.50608466484	1.401902	24.590826	0.07489611	0.0437979	0.1684913459	0.1019886843	0.0688179849	-0.0110208796	0.0439118629	-0.0854969161	-0.0161784645	0.1010980359	0.1007085743	0.0439155423	-0.0383003458	-0.166897145	0.1519409559	-0.0437134461	0.0072020744	-0.1180541192	-0.0211160863	-0.0227242358	0.0304275291	0.1147251116	-0.0544633123	0.0609559229	0.0260584443	-0.076604733	0.11178683	-0.0398423364	-0.1307704043	-0.0881741398	0.117233852	0.0057022042	0.0543118403	0.0257101839	0.0135966973	-0.0053263919	0.0732522474	0.0124578013	-0.0164891141	-0.1038687929	-0.1331872013	-0.0548700901	0.033511947	0.1136234421	-0.0009175433	-0.0148878853	0.0511263899	0.0836096056	0.1609493217	-0.2240756005	-0.0025939253	0.098644447	0.1030274974	0.0104445781	-0.2046189399	-0.0452375402	-0.0680876729	-0.0527319885	-5.77187e-05	-0.0764435054	0.1395765919	-0.0254889855	-0.0101665882	-0.0949328028	0.1425574961	0.0209575	7.400000000001156e-06	0.00043921680625	5.476000000001711e-11	0.0116664	0.0317013	0.00013610488896	0.00100497242169	-0.0101517	-0.0269771	0.00072776392441	0.00010305701289	-0.000534246	0.0002059079999999	4.2398104464e-08	2.8541878851600005e-07	0.000603696	0.0	3.64448860416e-07	0.0	1.50948e-05	-0.0001182981999999	1.3994464123239997e-08	2.2785298704e-10	0.0	0.0	0.0	0.0
59838.264074062245	-227.31282316809663	51671.11957665038	3580617847.397208	97040.82279963652	-156.9729601349973	24640.51021354344	9416921289.630457	59066.095837065	-160.68956707394682	3488803677.4333467	25821.13696641245	66041.40743332655	57802.12520132406	1.193729	20.93926	0.09951136	0.0590799	-0.0207871166	0.1072925361	-0.0570484835	-0.0226520086	0.035403785	-0.1083909483	0.018613949	-0.0040109628	-0.1343892338	-0.0128249873	0.1178067291	0.0082547246	-0.1799059886	0.0377933789	0.1188272222	-0.018011281	0.1390048749	0.0048142903	0.031142037	0.0253192448	-0.1649628834	0.0624505865	-0.0454692499	-0.0167350872	-0.1471070149	0.1213768707	0.0112156199	-0.1131932255	-0.0490613785	-0.1111864797	0.1048067584	-0.0407294438	0.0528144369	-0.0419864467	-0.0194121898	-0.147230972	0.1223247589	0.1330573397	0.0549641957	-0.1589838764	-0.0537103148	-0.103311342	0.0821372307	-0.074164369	-0.0141366885	-0.0903700699	0.0034726181	-0.0048282174	0.0890670961	0.0509376963	0.0179224521	0.0177216396	0.1526620568	0.0051348103	0.1923989225	-0.1225668334	0.1613306877	-0.0232134154	-0.0337605234	-0.0868658497	-0.0748313862	-0.026602699	0.1409495873	0.0209556	-1.8999999999991248e-06	0.00043913717136	3.6099999999966737e-12	-0.0220296	-0.033696	0.00048530327616	0.001135420416	0.0373773	0.047529	0.002259005841	0.00139706255529	-0.000396759	0.000137487	1.8902675169000013e-08	1.57417704081e-07	0.000493792	-0.000109904	2.43830539264e-07	1.2078889216000017e-08	0.000133393	0.0001182981999999	1.3994464123239997e-08	1.7793692448999997e-08	0.0	0.0	0.0	0.0
