global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
54715.42174346524	n/a	2993777376.5652685	n/a	81357.00878075133	n/a	6618962877.751249	n/a	52621.943383487655	n/a	2769068925.4549804	n/a	58664.02557936448	50622.7288397714	n/a	n/a	n/a	n/a	-0.0688054397	-0.0197585158	0.0404516463	0.0474572469	-0.0257469194	-0.0559387454	-0.0256928533	0.0373530819	-0.0828568625	0.1311724597	-0.0433113305	-0.0221397686	-0.0244893223	0.0064141202	-0.0609177499	0.0677786911	-0.0013882739	-0.0557906863	0.0283719257	-0.0220321305	0.0169676047	-0.0291422406	0.0947177622	-0.0454771534	0.058432439	-0.1143679949	0.1444033319	-0.1014639174	0.0266179536	-0.0795580199	-0.0017109892	0.060934643	0.0309517889	-0.0371181831	0.0326537655	-0.0669990082	0.1551095936	-0.0964163185	0.0153959033	-0.0673640425	-0.0497791906	-0.0035652322	0.004378956	-0.0221532518	0.0766308229	-0.0928853254	0.0566653466	-0.0550783982	0.0641319238	-0.0160934324	0.0335335462	-0.0278580987	0.0454146762	-0.010262843	0.0415950888	-0.107342283	0.0035805109	-0.0757820965	0.0374401673	-0.0450832523	0.0293003088	0.0463148084	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0944756	n/a	n/a	0.00892563899536	-0.165996	n/a	0.027554672016	n/a	0.13282	n/a	0.0176411524	n/a	-0.000632004	n/a	3.99429056016e-07	n/a	-0.00274288	n/a	7.5233906944e-06	n/a	-0.00103375	n/a	1.0686390624999998e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54851.0469346704	135.62519120515935	3008637349.829415	18394.192489436035	81285.70076878324	-71.30801196809625	6607365149.472168	5084.832570842158	52773.23532572751	151.29194223985542	2785014366.744614	22889.251786707748	59030.44584397536	51252.25155564212	1.17996	24.391481	0.1832141	0.0931262	-0.0186433528	-0.0392860771	0.039302221	-0.0546725223	0.0358652371	-0.0243853559	-0.0654339222	0.0915799279	0.0225620374	-0.0201501928	0.0241812312	0.0142194861	-0.0446506408	-0.0315610097	-0.0099345595	0.0222494588	0.0386314404	0.1297823798	-0.0068215013	-0.0219324281	-0.0483062232	0.0104804699	0.0112196281	-0.1233967145	-0.0188665142	0.0205161726	0.0837782988	-0.1143659378	0.1187786701	-0.0519712516	0.1737083939	0.0017414015	-0.0230958131	-0.0590480463	0.0049332235	-0.0215929671	0.0354069067	0.0530117193	-0.1072422164	0.0077406309	0.0341045148	0.0241381545	-0.0193266548	-0.0321168649	-0.0045079294	-0.0673978255	0.0505035533	0.0721975182	0.0351889831	0.0583727669	-0.0471842787	-0.0204799003	-0.032124702	-0.0129103146	-0.1715925358	-0.1631069954	0.003985428	0.0132966641	-0.0047424096	-0.1090204235	0.1028095304	-0.081018867	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0686599	-0.0258157	0.00066645036649	0.0047141818680099	-0.15557	0.0104259999999999	0.0242020249	0.0001087014759999	0.0796367999999999	-0.0531832000000001	0.0063420199142399	0.00282845276224	0.0004931	0.001125104	2.4314761e-07	1.265859010816e-06	-0.00207012	0.00067276	4.2853968144e-06	4.526060176000002e-07	-0.00111167	-7.791999999999999e-05	1.2358101888999998e-06	6.0715263999999985e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54996.09921962927	145.05228495887422	3024570929.375308	21040.16537179045	82722.61941073803	1436.9186419547914	6843031762.173812	2064735.183597202	52696.15659446649	-77.07873126101913	2776884919.828534	5941.130812808407	58930.5797259991	51043.21589629784	1.304134	26.958323	0.2402881	0.108054	-0.0234001223	-0.0098406912	0.148547043	0.0774321961	-0.168168877	-0.0929434816	0.0348498624	0.0487092204	0.0488880524	-0.0511462362	-0.0043323399	-0.019681759	0.0147085443	0.00731258	0.0513139657	-0.0254157906	-0.0695913403	-0.1004498381	0.0795629596	0.0358969042	-0.0355149067	-0.0218019874	-0.0396624169	-0.102597256	-0.0041086662	0.1122699999	0.0955374517	0.0395289797	-0.0478365941	0.1079515053	-0.1123011127	0.0526247529	-0.0494057418	-0.0425730562	-0.1270965006	0.119107875	0.1104994305	0.0576619446	0.0009923531	-0.0466576764	-0.028275836	-0.0724718652	0.0541096192	-0.0371374763	-0.097120827	-0.0175764554	0.0403172267	-0.0350754913	-0.0776912119	0.0577299863	-0.0551005033	-0.1347163162	0.1147126939	-0.1103742821	0.0268873373	0.0228568041	-0.0075300863	0.1628133432	0.0017775698	-0.0478755432	-0.0502193773	0.0138634525	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.106087	0.0374271	0.00140078781441	0.011254451569	-0.0851012	0.0704688	0.00724221424144	0.00496585177344	0.0475593	-0.0320774999999999	0.00226188701649	0.0010289660062499	-0.00013151	-0.00062461	1.7294880099999997e-08	3.901376521000001e-07	-0.00167643	0.0003936899999999	2.8104175449e-06	1.5499181609999998e-07	-0.000123676	0.0009879939999999	1.5295752976e-08	9.761321440359995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55114.75977538497	118.66055575569771	3037636745.098393	14080.327492251046	81505.06333942819	-1217.5560713098384	6643075349.964201	1482442.7867834484	52865.08060515873	168.92401069223706	2794716747.3899293	28535.32138835102	59063.21949838492	52646.719370226914	1.51458	31.308554	0.1812086	0.0768388	0.0328744362	0.0351637414	-0.0523742874	0.0625631238	0.0102597482	0.0040119946	0.0900944849	-0.0929187216	-0.0442711935	0.0816146253	0.1087688154	0.0545467877	0.0407270136	-0.0371880268	-0.0026086128	0.1228653172	0.0297711495	0.0893293307	-0.0657918183	-0.0214316718	0.0169840261	-0.1492582797	0.0754336795	-0.0886297255	-0.0450444954	-0.0457664772	-0.0823293347	0.1707827415	-0.010117078	0.1280631103	-0.0003684086	-0.0452453628	0.0201556628	0.0303295399	0.0473706438	0.0391489539	0.0279161972	0.0517419418	0.0811461927	0.023917426	0.086999511	-0.0515242903	0.0353892201	0.0702639506	-0.0066725887	-0.12005799	0.0100758682	0.0729359772	0.152338126	0.0317969371	0.0074698813	-0.0469425295	0.1190614981	0.016713133	0.0559755836	-0.1135567693	0.1292784774	-0.0156243094	0.0198600418	-0.0450305262	-0.1853400554	0.0265571346	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0623123	-0.0437747	0.00191622436009	0.00388282273129	-0.112399	-0.0272977999999999	0.012633535201	0.0007451698848399	0.0828349	0.0352756	0.00686162065801	0.00124436795536	-0.00032155	-0.00019004	1.0339440249999998e-07	3.61152016e-08	-0.000968709	0.000707721	9.38397126681e-07	5.00869013841e-07	0.000475773	0.000599449	2.2635994752900002e-07	3.593391036010001e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55090.2859989398	-24.473776445171097	3034939611.4449825	598.9657334882116	82135.8932762633	630.8299368351145	6746304964.289716	397946.4092073945	52836.02221808863	-29.05838707010116	2791645243.830355	844.3898591158224	59014.12748460036	52522.132445191804	1.156206	23.900442	0.12678489	0.0693139	0.0416101088	0.0300224576	0.0239173929	-0.0547810643	0.0120270865	0.0496131138	0.0131766318	-0.065297381	-0.0856145746	0.0372966503	0.0986137012	-0.0006741818	0.0030804116	-0.0316675866	-0.0158200109	0.0559880164	-0.0102672476	0.0147049033	0.143540888	-0.0062667741	0.0273953494	-0.0317025204	-0.0823042931	0.1066745549	0.0693882593	0.0615221429	0.0145434704	0.0592099293	0.027049426	0.0105793444	-0.1157905562	-0.0408265668	-0.05872378	0.0606357281	0.0987389972	0.0371522007	-0.0257526965	0.1701687413	0.1088969523	-0.0291285163	0.0943959773	-0.0162049902	-0.0481154315	0.0454089685	0.0742136802	-0.0521447412	0.041512162	-0.0735631214	-0.0131730453	0.0657997084	0.0221957412	-0.001413079	-0.0240873661	0.0604273108	0.0441966308	0.0349507544	-0.0398547717	0.0076976133	0.1279441929	-0.0648944311	0.0531213051	0.0159522789	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0461786	-0.0161337	0.00026029627569	0.00213246309796	-0.118286	-0.005887	0.013991577796	3.465676900000004e-05	0.020173	-0.0626619	0.000406949929	0.00392651371161	-0.000526573	-0.000205023	2.7727912432900004e-07	4.203443052900001e-08	-0.0007489079999999	0.0002198010000001	5.608631924638502e-07	4.831247960104397e-08	5.85512e-05	-0.0004172218	3.42824302144e-09	1.7407403039524e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55143.28614032149	53.00014138169354	3040782006.3533726	2809.014986479504	81688.72221575798	-447.1710605053231	6673047337.243272	199961.9573534553	52783.63668430336	-52.38553378526558	2786112301.6205354	2744.2441499672013	59088.68109600361	53098.67923254806	1.169305	24.171228	0.141711705	0.0644392	0.0478922617	0.0651934276	-0.0227859844	-0.0599361771	0.0135694039	0.0924949529	-0.050393436	0.0454140241	0.06539429	-0.01043912	0.0363689129	0.0768272311	-0.0595059121	-0.0335191251	0.0443901879	0.1277720324	-0.0324358508	-0.1384304	-0.0020792104	-0.0185197973	0.0831825428	0.0423518321	0.0529058383	-0.0664595221	-0.0284460242	-0.0796777078	0.0284111662	0.0035282176	-0.044306108	-0.064705053	0.077569262	-0.0230211844	0.0370034944	0.0594659982	-0.0669071667	-0.0213342714	-0.0013528306	0.0223598026	0.0931010935	0.0016560614	0.0635183682	0.0806911814	-0.0286411915	-0.0175846309	-0.0391000126	-0.0779408489	0.081310239	-0.0035694073	-0.0358977193	-0.1073999867	-0.0440444454	0.0574803211	0.0430715749	0.0351131181	0.0272785076	0.0186262443	-0.0053861652	-0.038481566	-0.1193585945	-0.0174047206	-0.0203181994	0.0656455916	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0614869	0.0153082999999999	0.0002343440488899	0.0037806388716099	-0.132917	-0.014631	0.017666928889	0.000214066161	0.069532	0.049359	0.0048346990239999	0.002436310881	3.52303e-05	0.0005618033	1.24117403809e-09	3.1562294789089005e-07	-0.000484334	0.0002645739999999	2.34579423556e-07	6.999940147594707e-08	0.000480442	0.0004218907999999	2.30824515364e-07	1.7799184712463997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55087.288559729386	-55.997580592105805	3034609360.862892	3135.729032169385	82317.69138962765	628.9691738696711	6776202315.7179785	395602.2216782965	52778.28259341931	-5.354090884051402	2785547113.5108275	28.666289194682324	59000.13396559495	52029.67318266108	1.402893	28.999815	0.299439945	0.140263	-0.0553004405	0.060810163	-0.039706464	-0.0308742189	-0.0431838227	0.0171654742	-0.1607455476	-0.0651534474	0.081380017	-0.0342986745	0.0655554374	0.0243204209	-0.0871296564	0.0998187575	0.0389168947	0.0843574583	0.0372832077	0.0575355973	-0.0775325913	0.0335293809	0.0188378658	-0.0896341112	-0.1390782707	0.0936880392	-0.1377302554	0.0442878301	-0.0137288793	0.1273642912	0.2143726776	0.0410924134	0.0513454894	0.0324550558	0.0347308316	-0.0075527825	-0.0069172555	-0.1993440682	0.0159636246	0.016005208	0.084432531	-0.0829003182	0.0864392724	0.0957999071	0.0120440346	-0.0096096691	-0.0927795306	0.0706425547	0.080857523	-0.0168315291	0.057311184	-0.0094103205	0.1343078513	0.0150526048	-0.036835082	0.0678862833	-0.1514881291	0.04264168	0.1144424749	-0.0602126727	0.130101188	-0.0152703581	-0.0866507748	0.0396706189	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0877345999999999	0.0262476999999999	0.0006889417552899	0.0076973600371599	-0.0895976	0.0433194	0.00802772992576	0.00187657041636	0.154972	0.08544	0.024016320784	0.0072999936	0.00209251	0.0020572797	4.378598100100001e-06	4.232399764032091e-06	9.78842e-05	0.0005822182	9.58131660964e-09	3.3897803241124e-07	0.0007296009999999	0.0002491589999999	5.323176192008541e-07	6.208020728095018e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55166.02936038411	78.74080065472663	3043290795.390762	6200.113687747397	81471.57727726064	-846.1141123670095	6637617904.044653	715909.0911466124	52741.98028273809	-36.30231068121793	2781716484.1447334	1317.8577607956695	59031.15862661509	52048.424726507634	1.393602	28.80777	0.27182066	0.145911	-0.008388357	0.039978887	-0.0329127432	0.0792828569	0.0101255942	0.0072462905	0.0374642215	-0.011589631	0.0817648677	0.0354004113	0.0061683229	-0.0453931298	0.0640267012	0.0241277609	0.0880263518	-0.0269632018	-0.0086984728	-0.0053323454	-0.0005200488	0.0076672827	0.000462953	0.1240830165	-0.0397094737	-0.1264301389	-0.0381833043	0.0728758342	0.0061138457	0.0316731426	0.0154390307	-0.054240952	-0.0404231262	0.130968109	-0.0827398113	-0.0936097187	-0.0899090152	-0.1611532564	0.0917117571	0.1003588479	0.0801988268	0.0300294838	-0.0030437406	-0.0425749658	0.0467302021	-0.0074072589	-0.0596400767	0.0200321965	-0.0582338704	0.102666719	0.0243390555	-0.0706499764	-0.002784989	0.080079333	-0.0934216886	0.0518876854	0.1044110245	0.0500474189	-0.1814256771	0.1147655271	-0.0197125704	-0.0459996281	-0.0567958762	-0.0301049397	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0495723	-0.0381622999999999	0.0014563611412899	0.00245741292729	-0.107617	-0.0180194	0.011581418689	0.00032469877636	0.0297277	-0.1252443	0.00088373614729	0.01568613468249	0.00166423	-0.00042828	2.7696614929e-06	1.834237584000001e-07	-0.000156608	-0.0002544922	2.4526065664e-08	6.476627986084e-08	-0.00039552	-0.0011251209999999	1.564360704e-07	1.265897264640775e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55104.81447954677	-61.214880837345845	3036540578.825267	3747.261635930452	81641.47776346409	169.90048620344896	6665330891.402202	28866.175212168357	52722.36096643518	-19.619316302909283	2779647345.875088	384.917572193602	58884.12598407452	52730.81550073517	1.188366	24.565235	0.101225	0.0600489	0.047675495	0.0199282747	-0.0454505568	0.0805930845	-0.0120969775	-0.0399479341	0.0307382272	-0.0576070898	0.0106026813	0.1003118286	-0.0284701704	-0.1306432921	0.0586814447	0.0237708764	-0.0868772976	0.0538113628	0.0659682742	0.1404536521	0.0946795226	-0.087261821	0.0389264468	0.0680965079	-0.0342512418	-0.032988577	-0.1118594575	-0.0374392273	0.0792279284	0.0219199307	-0.2214224806	0.0266046346	0.0415916278	-0.1447380253	0.0274845104	0.0874257728	0.1326877292	-0.037621566	-0.0255533024	0.0167345058	-0.0534480562	-0.0169211342	-0.0440157443	-0.0655119731	0.0402999665	0.0257469749	0.0845358501	0.0530450908	0.0831534276	-0.0051022395	0.0914825855	-0.0231667557	-0.0004148782	0.0674179121	-0.0478535444	0.0234215464	-0.1304843852	0.0200856084	-0.097423879	0.0099366685	-0.0036535719	-0.0698491119	-0.1057739611	-0.1253607804	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0496159	4.359999999999781e-05	1.900959999999809e-09	0.0024617375328099	-0.0998333	0.0077837	0.00996668778889	6.058598569000007e-05	0.0737438	0.0440161	0.00543814803844	0.00193741705921	0.00107845	-0.00058578	1.1630544025e-06	3.431382084000002e-07	-0.00055846	-0.0004018519999999	3.118775716e-07	1.6148502990399998e-07	-0.00039552	0.0	1.564360704e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55016.31312337807	-88.50135616869375	3026794709.6895823	7832.490043697987	82735.1825631649	1093.7047997008049	6845110433.760225	1196190.1888885775	52800.56776344797	78.20679701279005	2787899956.1424613	6116.303098999746	59037.04798865685	52179.63549439505	1.237627	25.583534	0.1219991	0.0774075999999999	-0.0491324767	0.0510432537	-0.0288379971	-0.1281431364	-0.0154446171	0.1424357546	-0.0739526662	0.0211245236	-0.0315496888	0.0444180508	0.0614461897	0.0064369826	-0.0342841734	0.0567428689	-0.0883500024	0.0444404142	-0.0648071125	-0.0379941886	0.0762626047	-0.0121546133	-0.1861645888	0.0479087266	0.1887578882	0.0822037781	-0.0319841877	0.0550281639	0.0563676767	-0.0749870369	-0.0391843181	-0.0301928905	0.1343487804	0.1401685605	-0.0055989771	0.0124048379	0.1352631385	0.0277091237	-0.0911705471	-0.0741906752	-0.0529956327	-0.0658122352	0.0794994632	0.0604690865	-0.034484793	-0.0269172278	0.0581328713	-0.0882245657	-0.01431478	-0.1003475989	0.0138454103	-0.0446922687	-0.0229829416	-0.0432950152	-0.1123090814	0.0161870936	0.037408683	0.0784968016	0.0419674563	0.1010172334	0.0290543891	0.004027786	0.0826942437	-0.013082555	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0655617	0.0159458	0.00025426853764	0.00429833650689	-0.106223	-0.0063896999999999	0.011283325729	4.082826608999998e-05	0.147056	0.0733122	0.021625467136	0.0053746786688399	0.00119578	0.00011733	1.4298898084e-06	1.3766328900000031e-08	-0.000968158	-0.000409698	9.37329912964e-07	1.67852451204e-07	-0.00039552	0.0	1.564360704e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
