global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
55353.96149781474	n/a	3064061053.5015564	n/a	84368.58233341508	n/a	7118057684.950238	n/a	53149.385207573	n/a	2824857147.94298	n/a	60150.73680890865	54183.09806915898	n/a	n/a	n/a	n/a	-0.0157422184	-0.0109430755	0.0380276494	0.1453037762	0.0603765919	0.0309783804	0.1007129158	-0.0202543472	-0.0699090595	0.0935578765	-0.0560420324	0.042926447	-0.08709099	-0.0229175818	0.0486310992	-0.0023225948	0.0450331333	-0.0018971988	0.0004571378	-0.0223569699	0.0272102966	-0.0912299547	0.0161994262	-0.0358227343	0.0110791343	-0.0712361392	0.0298233802	-0.016997202	0.0131761335	0.0434469368	-0.0616659753	0.0604374193	-0.1441001279	0.0960669314	-0.0341637521	0.0655828815	-0.0926817856	0.0777829961	-0.0006536436	0.092741341	-0.0830283139	0.0553382664	-0.010490985	0.1089760308	-0.0968437371	-0.0225380978	0.0805801888	-0.0210264041	0.0540971714	-0.0769590536	0.0098997709	-0.0668770566	0.0478292511	-0.0113958169	-0.0179276878	0.0324417761	-0.021557669	0.0910790475	-0.0206494763	0.0932443286	-0.059859556	0.0067520823	-0.0303364411	0.0820361887	-0.0730731186	0.1563489514	0.1073768637	-0.0740937285	0.0113498064	-0.0241739349	0.0092631105	-0.0921099558	0.1505679926	-0.0760208854	0.0892093643	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.00777232	n/a	n/a	6.04089581824e-05	-0.018587	n/a	0.000345476569	n/a	0.0569053	n/a	0.00323821316809	n/a	0.000349458	n/a	1.2212089376399997e-07	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55234.63934781312	-119.32215000161524	3050865383.8829856	14237.775481007964	84314.87327459361	-53.70905882146326	7108997855.310781	2884.6629994874	53136.19438583485	-13.19082173814968	2823455153.8092275	173.99777812764214	60251.91205689179	53809.48056706166	1.110614	19.02803	0.03260057	0.019663	0.030449533	0.112746533	0.0937514683	0.0820320777	0.0966331507	0.0873857381	0.0919701689	-0.1061303446	0.0174095232	0.0298232407	-0.1197762876	-0.0073589537	-0.1286948689	-0.0170202743	0.0890677471	-0.081087176	-0.0728294509	0.0558203421	-0.0550014597	-0.0842574181	0.0354015666	-0.0400720667	0.07169546	-0.0114399032	-0.0581273088	-0.0353217369	-0.0045231243	0.0139342829	0.0141497131	0.0021647665	-0.0363363553	-0.0652541565	0.0287322541	0.0973353995	0.0083426247	-0.1182858919	-0.0079440635	-0.0901025223	-0.0275377881	-0.1429821783	-0.0824340683	-0.0179687225	0.067906559	0.0252393225	-0.0182252459	-0.0520718704	0.1349760063	0.0485570809	0.0668749946	-0.0213835833	-0.0055098976	-0.0028749255	0.0865491276	0.0316078852	0.0381705517	-0.0182816061	-0.0113403344	0.0035980509	-0.0765560316	0.0975209268	-0.0535509379	0.006544656	-0.0845504202	0.0148552263	-0.0120355293	-0.0338890633	0.1617466524	0.0350656278	0.054498665	0.0287813837	0.0376843189	0.0108939419	-0.0370413221	-0.018729232	0.0773472424	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0	0.00777232	6.04089581824e-05	0.0	-0.0289242	-0.0103372	0.00083660934564	0.00010685770384	0.0569099	4.600000000000437e-06	0.00323873671801	2.1160000000004017e-11	0.000639187	0.000289729	4.085600209690001e-07	8.394289344100005e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55301.10890012207	66.46955230894673	3058212645.5831604	4418.2013841518055	84391.5073745796	76.63409998598217	7121926516.953722	5872.785280661513	53310.662073734034	174.46768789918133	2842026690.7398643	30438.97412088614	60423.29602964551	53173.0244640376	1.174497	20.122536	0.06223767	0.0361009	0.0652685042	0.093252185	0.0578203507	-0.053430012	0.0389159171	0.0914974256	0.0177735915	-0.0820969142	0.1070117915	-0.0169301328	-0.0440133931	0.111449162	-0.0121864777	-0.0123790939	0.1251855969	-0.0425439698	0.0156279519	-0.0112044528	-0.0306447652	0.0541193676	-0.0465335653	0.0722313973	-0.0435576949	-0.0006221776	0.0124898738	-0.0228587915	-0.0320467403	0.024931867	-0.0472387762	-0.0757485367	-0.1544371334	0.0910922923	-0.0402139526	-0.0197842372	0.0743636734	0.0011289565	0.0308880958	-0.1382512741	-0.0181190837	-0.0681496394	-0.0938971136	-0.0708889871	-0.0113909606	0.0729048224	-0.0643112285	-0.0542861213	0.0270904285	0.0957133356	0.0892657455	0.0314798625	0.0389560282	0.0362058913	0.000705227	0.000805149	0.0053830663	-0.0819815578	0.0308099901	0.0500069541	0.092408644	-0.0526623685	-0.0107886833	-0.0321448859	-0.0290526673	-0.0656648396	-0.0202659982	0.002521666	0.1158413625	-0.07380038	0.0125623018	0.1055445885	0.0626770208	0.0293670058	-0.1706784318	0.0361286859	-0.0090552543	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.00794832	-0.00794832	6.31757908224e-05	6.31757908224e-05	-0.059219	-0.0302948	0.003506889961	0.00091777490704	0.0734805	0.0165706	0.00539938388025	0.00027458478436	0.00061785	-2.133700000000007e-05	3.817386225e-07	4.55267569000003e-10	0.000127142	0.000127142	1.6165088164000002e-08	1.6165088164000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55282.221805326655	-18.88709479541285	3056124047.733334	356.7223498109112	84986.57665358744	595.0692790078465	7222718211.296094	354107.4468189182	53268.67153997491	-41.990533759126265	2837551367.633733	1763.2049253763223	60234.157658611744	53194.6086477668	1.129908	19.358603	0.04643119	0.0299362	0.0604678765	0.0147920325	0.0686275293	-0.0717337485	-0.0361396399	-0.0136204081	0.035171136	0.0204767078	0.0501530897	0.0459940483	0.0249838719	-0.0170188369	-0.0075157485	-0.0124773171	0.0274945356	0.0546634085	-0.0075858569	-0.1256241087	0.0144853352	0.0331485584	0.0172010938	0.0715290365	-0.0243871173	-0.0099413787	-0.1149054211	-0.130790529	0.0849161279	-0.0631241313	-0.059334069	-0.01220306	-0.0134838725	-0.0459956469	0.0314008362	-0.0904775804	0.088029903	0.015647029	0.0167974619	0.0525532668	-0.0262598602	-0.0886566776	-0.0051685513	-0.1313286174	-0.0183074759	-0.0833260131	0.0592686118	0.0244962653	-0.0207130602	-0.0510912328	0.0566647251	0.0381339795	0.0273503907	-0.053364794	0.0639540177	0.141354992	-0.0742716775	-0.0521420572	0.0375879028	0.0306709585	0.0017801892	0.0120678029	-0.0227046396	0.0987897829	0.030862468	-0.0047476641	0.0917373105	-0.064022509	0.0026212164	-0.0398293772	-0.0895738702	0.0636950052	-0.0061141078	-0.091753575	-0.0401625666	0.0176467253	0.0122129758	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.00422488	0.0037234399999999	1.3864005433599998e-05	1.7849611014400003e-05	-0.0371213	0.0220976999999999	0.00137799091369	0.00048830834529	0.0730931999999999	-0.0003873000000001	0.0053426158862399	1.5000129000008077e-07	0.000230525	-0.000387325	5.3141775625e-08	1.50020655625e-07	0.000110012	-1.7130000000000007e-05	1.2102640144e-08	2.9343690000000017e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55396.87934764713	114.65754232047766	3068814241.457773	13146.352010972125	85219.6437780269	233.0671244394616	7262387685.6538	54320.28449447949	53382.51045705976	113.83891708485316	2849692422.698095	12959.299043052071	60389.88198588952	53655.33542982951	1.065833	18.260811	0.054720579521918	0.0319376	0.0592853259	-0.0175973126	-0.0066925426	-0.0386279082	-0.0329393499	-0.0501406052	-0.0052081196	-0.001988205	0.0070501947	-0.0284869119	0.0338615734	-0.0528680159	0.0539850994	0.0683100976	-0.0955006383	-0.0090744169	-0.0431228567	-0.0219846434	0.048680656	0.0315726009	0.0969157424	-0.0099140479	0.1011290973	-0.0047774763	-0.0407146538	0.0213756193	-0.0209418326	0.0311154612	0.0482967431	0.0585887084	0.0650562407	0.02732382	-0.1079157583	0.0541441568	0.0041268135	-0.0439624837	0.0246838282	-0.122740457	-0.0354654008	0.0681863938	0.0633560471	-0.0214520043	-0.1038378766	0.0266702394	0.0770904569	0.05598054	-0.022486221	-0.0466236629	-0.0783960099	0.0427988689	-0.0679113171	0.049148813	0.0143860248	0.074040337	-0.0247957337	-0.0099908601	0.0128966206	-0.0931178326	-0.0861831976	-0.0346328232	-0.0222848851	0.0700608663	-0.0288343252	0.09960387	-0.0192348772	0.0599328297	0.0518420863	0.0187306225	0.0011777427	-0.0603734562	-0.0293483568	0.0736801661	-0.0863289495	0.0824399472	0.0551789462	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-4.78082e-10	0.004224879521918	1.784960697472207e-05	2.28562398724e-19	-0.0140218	0.0230995	0.0001966108752399	0.00053358690025	0.0717507	-0.0013424999999998	0.00514816295049	1.8023062499997297e-06	0.000641587	0.000411062	4.11633878569e-07	1.68971967844e-07	-0.0	-0.000110012	0.0	1.2102640144e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55499.41444286484	102.53509521771048	3080185003.500875	10513.445751304957	85579.69419142377	360.0504133968643	7323884057.897611	129636.30018725288	53371.14999144617	-11.360465613593988	2848479651.4094443	129.06017895765143	60509.32349710593	54107.52283315637	0.989847	16.958946	0.043943969521918	0.026342	0.0222654024	-0.0349515045	-0.050690195	-0.0147274643	-0.0235247362	0.0061313845	-0.049731612	0.0446793432	0.0065634209	-0.0883611603	-0.0312313831	-0.055644807	0.0323785834	-0.0321642681	0.033141342	0.0874648969	-0.0115086917	-0.0370206323	0.139617669	-0.0694666404	-0.01293528	-0.0818193744	0.0471432303	0.0340376148	0.046817026	0.0107718708	0.0684661825	0.0704789769	-0.0712445481	0.0030780126	0.0978683453	-0.0218179285	-0.0757510096	-0.0006612267	0.0581931152	0.0018262693	0.0723745483	-1.76625e-05	-0.1231635488	0.0294370697	0.0021763441	-0.0450350111	-0.0587187535	0.0522882224	0.0525031214	-0.0141879655	-0.0341938576	-0.0170847335	-0.0325876905	0.0157775007	0.0888206711	0.0558989612	0.0658865324	0.0322640009	0.0153475738	-0.0695803111	-0.0160545527	-0.0417150492	-0.1260452831	0.0243659467	-0.0447216931	0.0768930898	-0.0947216996	0.0085936879	0.0584411391	-0.0169040604	-0.0730828163	-0.082067199	-0.0782290801	-0.0569012891	-0.0662706089	0.0144088644	0.0105754585	-0.0169746732	-0.0397469931	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.00596682	-0.005966819521918	3.560293520714175e-05	3.5602940912400005e-05	-0.0185296	-0.0045078	0.00034334607616	2.032026084000001e-05	0.056892	-0.0148587	0.003236699664	0.00022078096569	0.0010138	0.000372213	1.02779044e-06	1.3854251736900002e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55518.16790357761	18.753460712767264	3082266967.3698354	351.69228870530526	85270.02243028308	-309.671761140693	7270976725.260979	95896.5996479784	53353.40647810219	-17.74351334397943	2846585982.8175964	314.8322657879761	60340.10966553203	53992.7957782788	1.096846	18.792149	0.0591454149999999	0.0342322	-0.0085166302	-0.0923794426	-0.058686334	0.0210480992	-0.0900120371	-0.0742799706	-0.0056073759	0.1176048742	-0.0482663856	-0.0572714481	0.0395593709	-0.0043586849	0.0561089798	0.0061559223	-0.124912189	-0.0517703189	-0.0319006029	-0.0028813886	0.0426914536	-0.0078455576	0.0037989019	-0.0182921125	0.1494023135	0.020712903	-0.0251233967	-0.0084217752	-0.0337409325	-0.0582707607	-0.1819405353	0.0283537602	-0.0642663567	0.0432160033	0.0263808855	-0.0362692253	0.0501763377	0.0992919344	0.0607489884	0.1057722626	0.0484391957	0.030744345	0.0639092012	0.1481417796	-0.0516358577	0.0109854983	0.0050105056	0.0449619837	-0.0618256673	-0.0824316103	-0.092585646	-0.0497510164	-0.0722930472	-0.0073952625	-0.0369663773	-0.011042885	-0.0872671911	0.0176501813	0.0083203941	-0.1068498747	-0.0925097402	0.0589544378	0.0884624442	0.0224671168	0.0859008929	-0.0059179167	-0.0330466801	0.0203636349	-0.0072176095	-0.1624745434	-0.0348674644	-0.025494923	-0.0095327675	-0.096461381	-0.0050024888	0.0504264419	0.0806465897	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.00474456	0.00122226	1.4939195076000004e-06	2.25108495936e-05	-0.0142897	0.0042399	0.00020419552609	1.7976752009999996e-05	0.0458708	-0.0110211999999999	0.00210413029264	0.0001214668494399	0.000386054	-0.000627746	1.49037690916e-07	3.94065040516e-07	0.000172395	0.000172395	2.9720036025e-08	2.9720036025e-08	-5.31001e-05	-5.31001e-05	2.8196206200099995e-09	2.8196206200099995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55473.67861051189	-44.48929306572245	3077329018.582364	1979.29719748774	84718.5855170964	-551.4369131866697	7177238732.017577	304082.6692248427	53352.43817717837	-0.9683009238215164	2846482659.44964	0.937606679073602	60417.57865358085	54311.51947990947	1.001274	17.154718	0.0806843509099999	0.0408876	-0.0243288913	-0.0781566684	-0.0349776082	0.0546550101	0.0187046692	0.0075085159	0.0309308582	0.0720270586	-0.0569719134	-0.015203593	0.0418073723	0.0194357813	0.0137772214	-0.0904131776	-0.0579596811	0.0482557958	0.0035953287	0.0285686714	0.081098489	0.0020663663	-0.0390425153	0.0176398231	0.0027178356	-0.0197223541	-0.0299787342	0.1614628395	-0.0796902599	-0.0055138312	0.0512736956	0.1688686639	-0.0175434839	0.0904693495	-0.1094494111	-0.1497249519	-0.0165741552	-0.0247233717	0.0439724375	0.0746306252	0.0477183436	0.0518468395	0.0949632531	-0.0058488959	-0.0349499894	-0.1163075279	-0.0336072619	-0.0299524604	-0.0262034378	-0.0630743976	-0.0809757409	-0.0300426115	0.0200765646	0.012046059	0.10241469	-0.0253908791	-0.0045930403	0.0490496586	0.0980886672	0.0560387895	0.005033382	0.0152340822	0.0484142076	0.0087436127	-0.1238993487	0.0361514862	-0.0698115334	-0.1447567757	-0.1135736875	0.0956367732	-0.0048731797	-0.0177990809	-0.0101102797	0.0732299179	-0.0022345544	0.1389297395	0.0935211067	0.1018099433	0.0994583687	0.0955792289	0.090232103	-2.55409e-06	0.00474200591	2.248662005047493e-05	6.5233757281e-12	0.0154278	0.0297175	0.00023801701284	0.00088312980625	0.0274133	-0.0184575	0.00075148901689	0.00034067930625	0.00071655	0.000330496	5.134439025000001e-07	1.0922760601600005e-07	-0.0	-0.000172395	0.0	2.9720036025e-08	-0.000105556	-5.245590000000001e-05	1.1142069136e-08	2.751621444810001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55472.18791554573	-1.4906949661599356	3077163632.1376176	2.2221714821345717	84741.37454894198	22.789031845575664	7181100560.444072	519.3399724586618	53350.47604927007	-1.9621279082930412	2846273294.68374	3.849945928502426	60508.67759004619	54236.30326198092	1.046168	17.923893	0.06528295591	0.0350909	-0.0125360601	-0.0586390684	-0.015537725	0.1061565315	0.0183008351	0.031540903	0.0437526318	0.0567618827	0.0019489279	0.0142144464	-0.0284747022	0.0952142817	0.0496783941	-0.0983469146	-0.0248024538	-0.0562524258	0.066953632	0.059756284	-0.030846977	-0.0008749424	0.0355378626	-0.0417790197	-0.0739008924	-0.1304353955	-0.0799019825	0.0899822133	-0.0054049304	-0.1231782779	0.1482985469	-0.1147202515	-0.0016261239	0.0871096194	-0.0313325772	0.021419747	0.0714907165	0.0349448291	-0.1329001941	-0.0543010066	-0.0156599733	0.0122978839	0.0055502435	0.0676900037	-0.0670268532	0.0351566636	-0.0047762923	-0.0542388943	-0.0494543957	-0.017930292	0.0319887964	-0.1062592787	-0.0130970393	0.010658333	-0.00160443	-0.0538430615	-0.0408952125	0.0029838188	-0.0414265806	0.1611303535	0.0043209803	-0.0676202974	0.0016996947	-0.0236328624	-0.0023771173	-0.1896213804	0.021289926	0.0662997084	0.0624149472	0.1349101616	0.0699717268	-0.0418013209	-0.0045862373	-0.1012890839	-0.0296453754	-0.0116668372	-0.0169299122	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.00901951	-0.0090169559099999	8.130549388288391e-05	8.135156064009999e-05	-0.00720575	-0.02263355	5.192283306250001e-05	0.0005122775856025	0.0321429	0.0047296	0.00103316602041	2.2369116160000003e-05	0.000244049	-0.000472501	5.9559914401000006e-08	2.2325719500100005e-07	-0.0	0.0	0.0	0.0	0.0	0.000105556	0.0	1.1142069136e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55453.536788699486	-18.651126846241823	3075094742.3756475	347.8645326346024	84263.76657090808	-477.607978033906	7100382356.716485	228109.380681636	53311.79716012774	-38.67888914233481	2842147716.442604	1496.0564652850258	60322.64484427483	53985.94826130366	1.122523	19.232073	0.05479735810335	0.0328169	-0.0038365039	-0.080841779	0.0210958333	0.0934396402	-0.0012803936	-0.0289053889	0.0933463317	0.0088288046	-0.1073475377	0.0065596153	0.0503138332	0.005035621	-0.0071026904	-0.0357169419	-0.1560113538	-0.1020931011	0.0418589617	0.0325862123	-0.0746680537	0.0151500973	-0.0146988239	0.0584290387	-0.1108224227	0.0427937783	0.0778555141	0.0231557214	-0.0425327209	-0.0181659238	0.0526658461	0.0545534585	-0.1513100466	-0.1812045268	0.0129629876	-0.0104990508	-0.0008533111	-0.0242187753	-0.0161070455	-0.0843188111	-0.0391986205	0.0041599764	0.0885976978	0.0235003228	0.1589158451	-0.0188651947	-0.0341403238	-0.0016550574	0.0322778314	-0.0747374561	-0.1009268972	-0.0813347793	-0.10208124	0.0507896356	-0.0261418309	-0.0117960283	-0.0190557166	-0.0076355544	-0.0089348017	0.0393886762	0.079751705	-0.0782571282	-0.034126799	-0.0849110285	0.1305204645	0.0299319471	-0.0996256188	0.0106289085	-0.0342697539	0.0579573555	0.0797683908	0.1950865641	0.156088163	-0.0183074382	0.0275270558	0.018832902	-0.0015246403	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-1.8966499999999996e-09	0.00901950810335	8.13515264263963e-05	3.5972812224999996e-18	0.0143173	0.02152305	0.00020498507929	0.0004632416813025	0.0550222	0.0228792999999999	0.00302744249284	0.0005234623684899	0.000216539	-2.7510000000000013e-05	4.6889138521e-08	7.568001000000007e-10	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
