global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
54586.57285631373	n/a	2979693936.197647	n/a	82031.15954701835	n/a	6729111136.62838	n/a	52180.18554338104	n/a	2722771763.341672	n/a	58639.54655263957	49992.45030391017	n/a	n/a	n/a	n/a	-0.0275630254	0.1193526891	0.0360365312	-0.1246969005	0.0180262807	0.104523741	-0.0459522257	0.1488667506	-0.0100212149	0.0923766156	-0.0925710352	-0.0708640054	0.0854126871	-0.0043281232	0.0804339415	0.0659855926	-0.0456908844	0.0697734739	-0.0137924114	0.0021782454	-0.0696166974	0.1919357911	-0.0169459582	0.0311394666	-0.1608731333	0.0176843608	-0.0816542263	0.0512287041	-0.0186497766	0.1313375784	-0.0454227025	0.025499318	-0.0894231328	0.0930894129	-0.0061936359	0.0816444358	-0.1126555005	0.0218646876	-0.1079136996	0.0317547905	-0.1312017015	0.0965739085	-0.049825861	0.0688343492	-0.0659315637	0.0306831088	-0.0102799295	0.1047963828	-0.0113135103	0.0513308291	-0.1267194632	0.062695027	-0.0069537339	0.0901959891	0.1445885912	-0.0105849887	0.0281659078	-0.1215953128	0.0069978673	-0.0961974029	0.1203780544	0.1203546593	0.1203156708	0.0170309	n/a	n/a	0.00029005155481	0.0189978	n/a	0.0003609164048399	n/a	-0.0388269	n/a	0.0015075281636099	n/a	-0.00181385	n/a	3.2900518225e-06	n/a	-0.0	n/a	0.0	n/a	0.001719	n/a	2.954961e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54547.24255248758	-39.33030382615107	2975401670.079912	1546.8727990573532	81976.5136808343	-54.64586618405883	6720148795.264012	2986.1706910060648	52182.7619423636	2.576398982557293	2723040643.9333906	6.637831717322257	58336.8288360892	48529.2943633727	1.208409	21.702244	0.0455104	0.0232257	-0.0978477285	0.0644708772	0.0734964979	0.0940381717	-0.0520608076	-0.040805998	-0.1232279872	-0.0089323	-0.0547087947	0.0655594952	0.1212797639	-0.1351383217	-0.0541329937	-0.0081840812	0.044931381	0.080505253	-0.0917409798	0.1273439815	0.0750639916	-0.0114602512	0.1426062692	0.1277424265	-0.016120082	-0.0063959196	-0.0250633305	0.15992005	0.0866294307	0.0970193656	-0.124100906	-0.0460575498	0.0912431904	-0.0844666725	-0.0550596251	-0.1367172551	0.0447680876	0.0708608786	-0.0071165366	-0.123465572	0.0339421027	-0.1348483056	-0.0590016852	-0.013703723	-0.0878835677	-0.0103515761	-0.1199376524	0.104428888	-0.0393527936	0.061299762	0.0175853277	-0.0434430639	-0.0985623456	-0.0711671825	0.062878281	-0.0179046925	-0.0901038593	0.0800041639	0.1597963234	0.1639919441	0.0462301894	0.0195096967	0.1203156708	0.1201052059	0.1197547036	0.0291016	0.0120706999999999	0.0001457017984899	0.0008469031225599	0.0246821	0.0056843	0.00060920606041	3.231126649e-05	-0.0424343	-0.0036074	0.00180066981649	1.3013334760000028e-05	-0.00216841	-0.0003545599999999	4.7020019281e-06	1.257127935999999e-07	-0.0	0.0	0.0	0.0	0.0015906	-0.0001284	2.53000836e-06	1.6486560000000026e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54522.93670923872	-24.305843248861493	2972750627.399651	590.7740160382258	81818.92514514049	-157.5885356938088	6694336511.906102	24834.14658211885	52163.10094756261	-19.660994800986373	2720989100.465608	386.5547165644132	58427.0091645176	49440.67815434042	1.183532	21.255468	0.0344973046	0.0185379	-0.0449739006	0.1183382683	0.0062654628	-0.0505930682	0.054341817	0.1024242517	-0.0900763696	0.0640485788	0.0014983901	0.0231824039	0.0334088352	-0.1200228318	0.0895192437	-0.0552131857	0.0245260925	0.0693252073	-0.0017541612	0.1121427344	0.0251180224	-0.0052606616	-0.0757245066	-0.0291006288	-0.0346760095	-0.0494010726	0.046726309	0.0474453467	-0.0565262288	0.0757477177	-0.0361769077	-0.0934798961	0.0218457574	0.0375616253	-0.1105372072	-0.0662487212	-0.0161059489	-0.0060994977	0.0800314797	0.1749643501	-0.08068544	-0.0430085402	-0.1187256939	-0.0018228732	0.0281505504	0.0914400263	-0.0781353069	0.0047821558	0.0246088487	0.0172392092	-0.0178343979	0.0641527601	-0.0848617132	-0.0114293632	0.0016355526	0.0488185369	-0.0314885784	0.0524177815	0.0808710243	0.107779842	0.0076674532	0.0354237249	0.120190936	0.1196068161	0.1186353847	0.0317387	0.0026371	6.954296410000018e-06	0.00100734507769	0.0301731	0.005491	0.00091041596361	3.0151081000000032e-05	-0.0287958	0.0136385	0.00082919809764	0.00018600868225	-0.00191456	0.0002538499999999	3.6655399936e-06	6.443982249999995e-08	7.640920000000001e-07	7.640920000000001e-07	5.838365844640002e-13	5.838365844640002e-13	0.0015906	0.0	2.53000836e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54506.3812187416	-16.555490497121355	2970945593.5627866	274.0842656002755	82240.54774405103	421.6225989105442	6763507693.241537	177765.61591208162	52177.42807328935	14.327125726740633	2722484000.343284	205.2665315898333	58418.33650257888	48349.04868387245	1.219666	21.904409	0.0783820546	0.0362821	-0.1408658625	0.0651902684	0.1011738863	0.0807528007	-0.0700923041	-0.0984387183	-0.0996173667	0.0595096959	-0.020107054	0.1622848014	0.0420879512	-0.1251428505	-0.0566419865	0.0279110988	-0.0071526424	0.0572397572	0.007947751	0.0103969705	-0.0371023377	-0.1424637583	-0.0343957432	0.089592175	0.1012846367	-0.0408477375	-0.0723500821	0.0739097108	-0.1159476047	-0.0908089414	0.0707678263	0.0313414517	-0.022081052	0.1288099516	0.1143444362	0.0704001862	0.0102511305	0.0049156997	-0.1227082504	-0.1376679552	0.0297664433	-0.1292988108	-0.0582338115	0.0180269724	-0.0524264446	-0.0388917888	-0.0827458669	0.0520924725	-0.0825093373	0.0786143082	-0.0110526184	-0.0116062699	0.0172954995	0.0213395945	0.0237448923	0.0216715534	0.2226029235	-0.0128347614	-0.0873310807	0.0169824157	-0.0536610735	-0.1075188906	0.1200039147	0.1188605229	0.1169629329	0.0320981	0.0003593999999999	1.29168359999997e-07	0.0010302880236099	0.0211821	-0.008991	0.0004486813604099	8.083808100000004e-05	-0.0431708	-0.014375	0.00186371797264	0.000206640625	-0.00221557	-0.00030101	4.9087504249000005e-06	9.06070201e-08	-0.000303059	-0.000303823092	9.1844757481e-08	9.230847123244046e-08	0.0011023	-0.0004882999999999	1.21506529e-06	2.384368899999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55000.65686446504	494.2756457234427	3025072255.522625	244308.41395532625	83587.89336654243	1347.345622491397	6986935917.456468	1815340.2264467303	52453.714648088106	276.2865747987525	2751392180.383053	76334.27141402669	58570.74088288835	50507.85250680981	1.428103	25.647812	0.042690235	0.0240543	-0.01227734	-0.0412400342	-0.0262929205	0.1833565566	0.0487046882	-0.1611884168	0.0956253143	-0.1223225633	0.0600909556	0.0850702116	0.0866827892	0.0169818216	-0.1679570495	0.0393766147	-0.0684843749	0.0471953764	-0.0126157872	0.2021706104	0.0384100925	-0.0906026575	-0.0504597892	-0.0909388763	-0.0845797397	0.0281418878	-0.0761010386	0.0355760831	0.0325456796	0.1939951038	-0.081786898	-0.0953000196	-0.1367719571	-0.0205267457	0.0812141359	-0.063066414	-0.0082171592	0.048162836	-0.020114578	-0.0298843014	0.1235479286	-0.055031195	0.0984590138	-0.1033828232	-0.0625256214	0.0063693146	-0.0741045521	-0.1288917072	-0.1393212605	0.0484765414	-0.0216628359	0.0558853036	-0.1386383695	-0.1720710942	0.0964904601	-0.0129870952	0.0794497228	0.0161504077	0.0948364945	0.0027968122	0.1447559594	0.0305459835	0.1197547036	0.1178678731	0.1147451459	0.0260584	-0.0060396999999999	3.647797608999998e-05	0.00067904021056	0.019027	-0.0021551	0.0003620267289999	4.6444560100000005e-06	-0.0466612	-0.0034903999999999	0.00217726758544	1.2182892159999983e-05	-0.00184761	0.00036796	3.4136627121e-06	1.3539456160000005e-07	-5.09183e-05	0.0002521407	2.5926732748899996e-09	6.357493259649e-08	0.0011023	0.0	1.21506529e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55031.48816557994	30.83130111490027	3028464689.718365	950.5691284376506	83002.07957640482	-585.8137901376031	6889345214.007838	343177.79671538365	52604.65321025268	150.9385621645779	2767249539.370948	22782.449548310145	58763.95559200546	50993.77162849146	1.262659	22.676544	0.0437372849999999	0.023316	0.0912297499	-0.0486734917	-0.0728971704	0.0515033943	-0.0143021228	0.0184175261	0.0625393887	-0.0848426495	0.0856866691	-0.0578800389	-0.0337397146	0.1854698631	-0.0714205711	0.0145369393	0.0106848984	0.0043456857	0.0003250117	0.0517197669	-0.1473278238	0.0156069992	0.2090717765	0.0112237384	-0.1063253382	-0.0215215817	-0.1836037552	0.0269571358	-0.0792779839	0.1013330335	-0.0585720006	0.1472365682	-0.0572443449	-0.0714539924	-0.0636001601	0.0892919625	0.001588835	0.0734388686	0.0614760845	-0.0218223705	0.0273685719	0.1271953712	0.1353357901	-0.0390370236	0.0372420167	-0.0331907563	-0.0665962544	-0.0587064485	0.0464265982	0.0897908448	0.0373133964	-0.068876709	-0.0064965725	0.0418489762	0.1367905348	0.2652541714	-0.078350096	-0.0508948419	-0.0729795666	-0.0135651809	0.1250927026	-0.1644990497	0.1194434321	0.1166309242	0.111992364	0.0283128	0.0022544	5.08231936e-06	0.00080161464384	0.0347979	0.0157709	0.00121089384441	0.00024872128681	-0.0611604	-0.0144991999999999	0.0037405945281599	0.0002102268006399	-0.00177983	6.777999999999992e-05	3.1677948289000003e-06	4.594128399999989e-09	-0.000207394	-0.0001564757	4.3012271236e-08	2.4484644690489995e-08	0.0011023	0.0	1.21506529e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54951.70404200695	-79.78412357298657	3019689777.120323	6365.506374309592	83107.43383565081	105.3542592459853	6906845558.747077	11099.51994127028	52498.401959414135	-106.251250838548	2756082208.2922177	11289.328304756047	58714.972170813104	51517.28132348714	1.190838	21.386683	0.03355285	0.018354	0.0961364694	-0.0505555286	0.1253102501	0.0019505558	-0.036771649	0.0068435573	0.0653916157	-0.1615795385	-0.0690843398	0.0878230775	-0.1064612268	0.1511422471	-0.0044354387	0.1118166913	0.0849663358	0.0231583016	-0.0536092492	-0.0146623482	0.0184051856	-0.034486255	-0.0226677128	0.0158939044	-0.0475587457	-0.053422237	0.0299589665	-0.0744855827	-0.044092033	-0.0787167898	0.1401351913	-0.0499029825	0.0860193733	-0.026241345	-0.0625351487	-0.0005239873	0.1785142294	-0.0583684998	-0.0397421733	0.0806350252	0.0330448371	0.0714913766	0.1579887596	0.1179172559	-0.0447530619	-0.0673091507	-0.0939282791	-0.0228413633	0.0446903839	-0.0184661938	0.0074875938	-0.0042965542	0.064258196	0.0015013665	0.0032358709	-0.0150322784	-0.0490250317	-0.095248044	0.026723203	0.091341261	-0.0134483455	-0.1346193725	0.1190702613	0.1151522399	0.1087174221	0.0306834	0.0023706	5.619744360000002e-06	0.00094147103556	0.0419612	0.0071632999999999	0.0017607423054399	5.131286688999996e-05	-0.0611421	1.8299999999998876e-05	0.00373835639241	3.3488999999995876e-10	-0.00206979	-0.00028996	4.2840306441000005e-06	8.407680160000007e-08	-0.000110061	9.733299999999998e-05	1.2113423721e-08	9.473712888999996e-09	0.00119502	9.271999999999993e-05	1.4280728004e-06	8.596998399999984e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54841.90431358361	-109.79972842334246	3007634468.7402606	12055.980361839758	82712.32183557913	-395.1120000716765	6841328183.432421	156113.49260064046	52467.17304897138	-31.228910442754568	2752804247.750709	975.2448474415852	58724.447635391385	50648.82075355895	1.165821	20.937384	0.074046035	0.0389147	0.0471027209	0.0054692022	-0.0583718849	0.0695418963	0.1443645285	0.0710435514	0.0906181057	-0.0086513999	0.0314085688	-0.0278011404	-0.0581908979	0.1433090262	0.0198607918	-0.051094548	0.0546320579	-0.0518898725	-0.0434381969	0.0458686314	-0.002849875	-0.0153765653	-0.0709798245	0.0042543775	0.0872199203	0.0677014023	0.0575400745	-0.0800212929	-0.02248681	0.0955248949	0.018127706	0.0060574281	-0.0702703872	-0.1660146343	0.1002315935	0.0557097867	-0.0627368572	-0.0406257314	0.018743059	-0.0685362233	-0.0119751473	0.1427427131	0.0693551846	-0.0553667262	-0.0096342667	0.0008951958	-0.0799086394	0.0004260445	-0.0555593684	-0.0720156554	0.0321374742	-0.0219017414	-0.0216849177	0.0900833347	0.0218485575	-0.1011186474	-0.0090433059	-0.1136665916	-0.0965353447	-0.0377830372	0.0233947143	-0.0027432346	0.1186353847	0.1134348849	0.1049355893	0.030551	-0.0001324	1.7529760000000336e-08	0.0009333636009999	0.0541274	0.0121662	0.00292977543076	0.00014801642244	-0.0296518	0.0314903	0.0008792292432399	0.00099163899409	-0.00161651	0.00045328	2.6131045801e-06	2.0546275840000013e-07	-5.09183e-05	5.9142700000000006e-05	2.5926732748899996e-09	3.49785896329e-09	0.0011023	-9.271999999999993e-05	1.21506529e-06	8.596998399999984e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54925.57282551405	83.6685119304384	3016818550.2108474	7000.4198886539125	82470.79742151663	-241.5244140625	6801432427.340835	58334.04258823395	52304.99178220036	-162.18126677101827	2735812165.336048	26302.7632914522	58611.40376972088	50920.344292444	1.087007	19.521936	0.053679735	0.0275165	0.0425719017	-0.0210497782	-0.0469327845	-0.022180185	-0.0342504162	0.0251350564	-0.0222786584	-0.0272409166	0.017319621	-0.0115924689	-0.113286046	0.009290224	0.0509025003	-0.0504864051	-0.0540754624	0.0361122146	-0.0278771334	-0.0625458925	-0.0239374176	0.0421736613	0.0858277901	-0.0790295058	0.0414969848	-0.2091354397	0.1045178167	-0.0964539366	0.1161676168	-0.0530302973	0.0734553418	-0.0342356788	0.1613880657	0.0013955925	0.0124773926	0.0989232108	0.1035990751	-0.0723733824	-0.042261246	0.0545182739	-0.0275655192	0.0295188071	-0.0224917517	0.044744014	0.0819530281	0.0275991555	-0.0500708751	0.0072589732	0.0487190143	0.0443853471	0.1107140824	-0.1004242987	0.1971282398	0.0327609818	-0.0353211838	0.0591066986	-0.0116147884	0.0700188332	0.0197137919	0.0567192527	-0.1172569462	-0.0308507449	0.1181390277	0.1114824189	0.1006644984	0.0275208	-0.0030301999999999	9.18211203999998e-06	0.00075739443264	0.0511895	-0.0029379	0.00262036491025	8.63125641e-06	-0.0538711	-0.0242193	0.00290209541521	0.0005865744924899	-0.0018458	-0.00022929	3.4069776400000004e-06	5.257390410000002e-08	-0.000182802	-0.0001318837	3.3416571204000004e-08	1.739331032569e-08	0.000993627	-0.000108673	9.872946151289998e-07	1.1809820929000025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54983.51521906939	57.94239355534228	3023186945.8456354	3357.3209709221705	82933.02659116972	462.2291696530883	6877886899.571664	213655.8052781835	52297.21100737925	-7.780774821112573	2734998279.1503496	60.54045681685939	58434.1802487864	51435.39177602642	1.207903	21.69315	0.0681851	0.0361538	0.0771459503	-0.0679171381	0.1032915551	0.1321384685	0.0459358529	0.0132578127	0.0572227841	-0.0900739508	-0.1409139455	-0.0051098538	0.0528906569	-0.0708841039	-0.102885127	0.0693095001	0.1202553535	-0.0149917511	-0.1253586395	0.0218975476	-0.1319195561	0.0478200116	0.045165136	-0.1325702381	0.1845960197	0.0644280381	-0.0424827138	0.03630526	0.0528155746	-0.1795611895	-0.0819986985	0.0681497432	0.0788025661	-0.1943608833	0.0498619241	-0.0893675963	-0.0919401823	0.1760550394	0.066587397	0.0695442318	0.067418076	-0.0735293736	0.0433924338	0.0432958193	-0.15323053	0.1051996322	-0.0648697415	-0.0119835832	0.1514509195	-0.0306208424	0.0453072998	-0.1289459444	-0.0395252541	0.0381826887	0.1232927957	-0.0441470839	0.0121043898	-0.0852242766	0.0615336404	-0.1174883623	-0.0999588977	0.1639560793	0.1175814474	0.1092988885	0.0959240631	0.0238613	-0.0036595	1.3391940250000022e-05	0.00056936163769	0.0242441	-0.0269453999999999	0.00058777638481	0.0007260545811599	-0.0611311	-0.00726	0.00373701138721	5.270760000000004e-05	-0.00232383	-0.0004780299999999	5.400185868899999e-06	2.2851268089999975e-07	-0.000202503	-1.9701000000000007e-05	4.1007465009000013e-08	3.881294010000002e-10	0.0011023	0.000108673	1.21506529e-06	1.1809820929000025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
