global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
54651.05680974774	n/a	2986738010.4222746	n/a	82709.47756742738	n/a	6840857679.476773	n/a	53228.15881091565	n/a	2833236890.4000573	n/a	59464.05692740823	52656.038205162666	n/a	n/a	n/a	n/a	-0.0218048442	0.0507591768	-0.033737959	0.0716040611	0.001081563	-0.0095003436	0.0480530284	0.0761930375	0.0130428636	-0.0662266453	-0.0067195226	-0.0465019366	0.0047977952	-0.0725379455	0.1268862742	-0.0349272056	0.0381524711	-0.0057190346	0.1206556842	-0.0929816655	0.1412761977	-0.0565492177	0.0086900459	-0.1035499504	0.0039031417	-0.0550902348	0.0644610862	-0.0234211639	0.0003495725	0.0613561959	-0.0209784384	-0.0503629405	0.011782955	-0.054483747	0.0359489213	-0.0692745752	0.0451907183	-0.0361277813	0.1365002846	-0.0969405063	0.0674952464	-0.0139836717	-0.0369836296	-0.0335846359	0.0897144579	-0.0032706911	0.0624007001	-0.0221212983	0.0468788407	-0.0400311186	-0.0806235621	0.0355919366	-0.0904502705	0.0227926861	-0.0707756176	0.060209865	-0.024686873	0.1590439933	-0.1129659216	0.0876899684	-0.0384342919	0.0713286339	-0.0396922477	-0.0316138226	-0.0188969378	0.0067345062	-0.0570555587	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0171872	n/a	n/a	0.00029539984384	-4.88565e-06	n/a	2.38695759225e-11	n/a	-0.0238319	n/a	0.00056795945761	n/a	0.00190213	n/a	3.6180985369e-06	n/a	-0.000720474	n/a	5.19082784676e-07	n/a	-0.000743114	n/a	5.52218416996e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54556.76915433149	-94.28765541625036	2976441060.559016	8890.161963893563	82698.22250226919	-11.255065158198704	6838996005.0348215	126.6764917152984	53209.09408462631	-19.064726289339887	2831207693.306615	363.46378848744746	59467.67422924664	51998.44039202319	1.136893	22.384573	0.06005036435	0.0328113	0.0256399842	0.0545038155	-0.0634670607	-0.0215119445	-0.035309943	-0.0596269568	0.0224213849	-0.0391461746	-0.134501689	0.0174315811	0.0547356632	0.0917126658	0.0808399916	0.0267693459	0.1491858157	0.0024919732	0.0482840748	-0.1511730314	-0.0677094875	-0.0279672452	0.0438089536	-0.0110544089	-0.0198215026	0.0109705314	0.0848714204	0.0391110473	0.0195943778	0.208307008	0.0172299449	0.006632541	-0.0123655156	-0.0479891339	0.0432231313	0.1354013954	0.1011256153	-0.0087753316	0.0018639616	0.0336475043	0.0322923774	-0.0138952672	0.0239135079	0.0559788539	0.010560615	0.0860544759	-0.0185153078	0.069053824	-0.0054550818	-0.1636447899	0.0860778787	-0.0857581182	0.1135020277	0.0940538129	-0.1616301788	-0.0393185014	0.0075730476	-0.047481616	-0.0002406341	0.0682776181	0.0701787038	0.035400176	-0.0498829997	-0.0613871993	-0.0347613263	0.0442665575	-0.0435425059	-0.0944079655	0.0744846247	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.017159	2.819999999999906e-05	7.952399999999468e-10	0.000294431281	-0.015413	-0.01540811435	0.000237560569	0.0002374099878226	-0.0367709	-0.012939	0.00135209908681	0.000167417721	0.00136504	-0.0005370899999999	1.8633342016000003e-06	2.884656680999998e-07	-0.000732242	-1.1768e-05	5.36178346564e-07	1.38485824e-10	-0.000827757	-8.464300000000002e-05	6.851816510490001e-07	7.164437449000004e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54679.000794775	122.23164044351142	2989793127.9150047	14940.573925511855	82509.9970703125	-188.2254319566855	6807899616.542977	35428.81323528084	53224.97549715909	15.881412532777176	2832898016.6731853	252.219264036252	59343.32768264155	51763.3566647952	1.135661	22.360319	0.0575527564	0.0261481	0.0076897404	0.0802397117	0.095388026	0.0362244937	-0.0020397937	0.0210223564	-0.0777342798	0.0454207945	0.066938148	-0.0631700631	0.0600420678	0.0521442095	-0.0045330242	-0.0198728156	0.0647709837	0.0589767124	0.0721113568	-0.0720958702	0.1065571005	-0.0492407159	0.0955515436	-0.1017812114	-0.0015109915	-0.0032458815	-0.017635203	-0.094018842	-0.0143736651	0.1026429503	0.056002504	-0.0906003772	-0.0238591612	0.065271812	0.0159066517	-0.0114806414	-0.0355236173	0.019360851	-0.1034917677	0.1323189828	-0.052644189	0.0199205789	0.1549005816	-0.0106686534	0.0728980526	-0.0337848173	0.0601186336	-0.0993223644	0.0626071056	-0.0109305787	0.0888877184	-0.0828336903	-0.015527594	0.0923105328	-0.1031169296	0.0783813725	0.0256553757	-0.0115527953	-0.0959050972	0.0967152163	-0.0319082465	0.0300571617	-0.0116397192	0.0047312215	-0.0138374413	-0.0467257394	-0.0048444402	-0.056308656	0.0457528584	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0171635	-4.500000000001031e-06	2.025000000000928e-11	0.00029458573225	-3.28436e-05	0.0153801563999999	1.0787020609599996e-09	0.0002365492108884	-0.0238612	0.0129097	0.00056935686544	0.00016666035409	0.00151027	0.0001452299999999	2.2809154729e-06	2.1091752899999967e-08	-0.000968907	-0.0002366649999999	9.38780774649e-07	5.6010322224999976e-08	-0.00103103	-0.000203273	1.0630228609000002e-06	4.1319912529000015e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54813.56613396084	134.5653391858432	3004527032.3220987	18107.830510201024	83374.96391581302	864.9668455005158	6951384607.963122	748167.6438151131	53301.44048432037	76.46498716127826	2841043557.703546	5846.894261574449	59570.28619841651	52752.47839070954	1.157493	22.790174	0.1033214564	0.0495072	-0.0385838343	0.0506972926	0.001027229	-0.0727508053	-0.0154546899	0.0192913861	0.0025368267	-0.0357590244	-0.0818884039	0.0499149965	-0.0110059698	0.0293375562	0.0587737324	0.0339197908	-0.1137766119	0.0757599251	0.0429377476	0.0367821166	-0.0315544488	-0.0036537033	0.0087795905	-0.0760733426	-0.0171920355	0.0148056848	0.0692556284	0.0078714588	0.0089697352	0.0274021704	-0.0409448945	-0.0131626813	0.0168098688	0.0929924398	0.063143363	0.1260503712	0.1363811832	-0.0574431359	-0.0555828503	-0.0875905533	0.0856793227	0.0411697897	0.0269722979	-0.0148175104	0.0132959234	0.028753331	-0.026659455	-0.0259239779	-0.0043473358	-0.0419334738	0.0167976103	0.1150023674	0.054723185	0.1250124224	-0.003356412	-0.0256145966	0.0471143914	-0.0274890821	-0.0191655494	0.0500823903	0.0700153074	0.0697066459	0.0654059243	0.1000852329	0.0018291421	0.1145864696	0.0499890894	0.0693033504	-0.068507434	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0417842	-0.0246207	0.0006061788684899	0.00174591936964	-0.0339046	-0.0338717564	0.00114952190116	0.0011472958816209	-0.0132624	0.0105987999999999	0.00017589125376	0.0001123345614399	0.00106015	-0.00045012	1.1239180224999998e-06	2.0260801440000007e-07	-0.0008837339999999	8.517300000009998e-05	7.809857827558233e-07	7.25443992901703e-09	-0.000881719	0.000149311	7.77428394961e-07	2.2293774721000015e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54704.61189720767	-108.95423675316852	2992594562.8241158	11871.025706465496	82939.42841715833	-435.5354986546881	6878948786.16493	189691.17058838785	53254.45202551355	-46.9884588068162	2836036660.5377245	2207.915261039863	59462.833064044506	52617.78812007925	1.274387	25.091722	0.1301341	0.0549683	-0.0111439411	0.0048428457	0.0406463625	0.0713191806	-0.0250292149	0.012743424	-0.0419440289	0.0131500334	0.0743625886	-0.0094913947	0.0053388126	0.0197936147	-0.0094519688	-0.0313535959	-0.0916252221	0.0277000956	0.1171811158	0.1271013103	-0.0301061607	0.0284071559	-0.1643548073	-0.0499172423	0.0782339189	0.017509074	-0.0296392102	0.0288604126	-0.1486504022	0.0802811609	-0.0746007957	-0.0700852815	0.024984273	-0.0052374952	0.0798811886	0.0845164381	0.0954567694	0.0152711786	0.1088325958	-0.14998241	0.0345184382	0.0358173336	0.0399845149	-0.0080539031	0.0263246775	0.0246928509	0.0036283986	-0.0836685598	-0.0005728231	0.0589804775	-0.008444488	0.0250482996	0.0658330355	0.1187214542	0.1039969403	0.1151254153	0.0890334439	0.0821617336	0.1272278607	-0.146503654	0.0320358124	-0.1437627441	0.0983518569	-0.1243912714	0.0311211681	-0.0482487314	-0.0687439113	-0.0702888777	0.0948251967	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.017286	0.0244982	0.00060016180324	0.000298805796	-0.0132685	0.0206360999999999	0.00017605309225	0.0004258486232099	-0.0457127	-0.0324503	0.00208965094129	0.00105302197009	0.000691605	-0.0003685449999999	4.78317476025e-07	1.3582541702499998e-07	-0.000456939	0.0004267949999999	2.0879324972100002e-07	1.821539720249146e-07	-0.000626069	0.0002556499999999	3.9196239276100004e-07	6.535692249999999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54698.96654238234	-5.645354825333925	2991976940.8046627	31.87003110392103	82968.76920707988	29.34078992155264	6883816663.737686	860.8819532206851	53320.66761363636	66.21558812281	2843093594.7638893	4384.504110449618	59569.887191098846	53282.194459057806	1.22661	24.151031	0.07175802	0.0345605	-0.0247622495	0.0031026093	-0.1168482315	-0.0084964762	0.0420206515	-0.0274470275	0.1214641244	0.0008480373	0.000111299	0.0642946754	-0.0646272939	-0.0617406271	-0.0509168648	0.0161956186	0.0844395412	-0.0518460022	-0.0306803996	-0.0512185613	-0.0246499081	-0.0181232417	-0.1231593231	0.1138671446	-0.004630902	0.11119989	0.0064014643	-0.018389355	-0.0255586209	0.0314354253	0.0209439246	0.0766148535	0.1141419915	0.0968693585	-0.0273847965	0.0146528015	0.0597215852	-0.1054331548	-0.0399962381	-0.0407045891	0.1937819805	0.0841895193	-0.0965515785	-0.0070483699	-0.1102468936	-0.0292200288	-0.0241317364	0.0460685116	-0.0177486929	-0.0706776545	0.0067055066	-0.0041146728	0.1219744663	-0.1011699003	0.0087217639	-0.0562452044	-0.0519662361	0.0342352011	-0.0080370198	-0.0890135072	-0.0636509403	0.0144170114	0.0012345623	0.0098601188	0.0345576385	0.1310939205	0.0667742503	-0.0631023862	0.1012938343	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0257322	-0.0084462	7.133829444000001e-05	0.00066214611684	-0.00143398	0.01183452	2.0562986404e-06	0.0001400558636304	-0.0467597	-0.0010469999999999	0.00218646954409	1.0962089999999983e-06	0.00118992	0.0004983149999999	1.4159096064e-06	2.48317839225e-07	-0.0007791799999999	-0.0003222409999999	6.071214723998442e-07	1.0383926208093556e-07	-0.000438019	0.00018805	1.91860644361e-07	3.5362802500000015e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54585.064513095305	-113.90202928703366	2979529267.8987765	12973.672275704272	82706.03656639004	-262.73264068983553	6840288484.521048	69028.44048385423	53217.78904884178	-102.87856479457696	2832133071.2470245	10583.99909419197	59384.72996641075	51960.31507441682	1.175338	23.141516	0.06147073	0.0290635	0.0060534615	0.0339768688	-0.009593041	-0.0427898684	-0.0441617926	0.0131757207	-0.0526377425	-0.0405632359	-0.0597880664	-0.0834079776	0.0332773714	0.0269490036	0.0155704404	0.1168410472	0.0222142627	-0.0445692858	-0.0539238841	0.0496167532	-0.0190531415	0.0480588213	0.0334181089	-0.0251269814	-0.008689525	-0.0316245404	-0.0391828795	-0.1164052221	-0.0098574533	0.0765103429	0.0038198526	0.0237350676	0.0123213906	-0.1592540346	-0.0702174258	-0.0227062968	0.0287274874	-0.0349709507	0.0284033268	-0.2322580898	0.0162657253	-0.0396588519	-0.0837012087	-0.0044981318	0.0505130119	0.0150211061	-0.0295802396	0.0801065628	0.069104907	-0.0364561709	-0.0990013944	-0.0179390329	-0.0735943346	-0.0105233891	0.0385114553	0.0428746249	-0.027837328	-0.0046709535	0.0267606053	-0.036086755	0.0426327518	-0.0626675911	0.0308863382	-0.0687071163	0.0992555266	-0.0669144393	-0.0491356623	-0.0320091476	0.1061863642	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0129535	0.0127787	0.00016329517369	0.0001677931622499	-0.00749866	-0.0060646799999999	5.62299017956e-05	3.678034350239999e-05	-0.0359084	0.0108513	0.00128941319056	0.00011775071169	0.000779404	-0.0004105159999999	6.07470595216e-07	1.685233862559999e-07	-0.000868329	-8.914900000010003e-05	7.539952522410001e-07	7.947544201017836e-09	-0.000573875	-0.0001358559999999	3.29332515625e-07	1.8456852735999988e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54626.08778290644	41.02326981113583	2984009466.4658003	1682.9086659972486	82676.05414046292	-29.982425927126314	6835329928.236755	898.9458644756162	53229.47204845936	11.682999617580208	2833376694.557717	136.4924800643793	59393.59579309621	52512.42154035664	1.005131	19.790276	0.03577189	0.0186972	0.0035573214	0.0297522301	-0.010099276	0.0299615818	-0.0043139146	-0.0147293802	0.0088508239	0.0465258885	0.0717089182	0.0134845378	-0.0041477642	-0.0740972352	-0.028635047	-0.0653122674	-0.004724095	-0.1237911219	0.0703736474	-0.0307194441	-0.0064060664	-0.0880939183	-0.0506490753	-0.0310050047	0.0801065734	0.0626495496	-0.0059050939	0.0421359219	-0.0449936618	0.0398461712	-0.0020281592	-0.0224738302	0.0831225979	0.0823862263	0.0368382582	0.0625980312	-0.0125177272	0.0011786657	0.0745500684	0.0783055008	-0.1275450051	0.0238461207	-0.0021523543	0.0027282217	-0.0396633932	-0.0536680303	0.0713965805	-0.0173857744	0.0344191784	0.0061887605	-0.0005691701	-0.0130492957	0.0675157877	-0.0937546423	-0.0588035035	0.0357255099	0.0276124666	0.0533549794	0.0703607948	0.0071448754	0.0381994607	-0.0236602202	0.0176239365	-0.0174177999	-0.0269374759	0.0588301022	0.0866244302	-0.0428049545	-0.0008522449	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0197532	-0.0067996999999999	4.623592008999999e-05	0.0003901889102399	-0.00506332	0.00243534	2.56372094224e-05	5.9308809156000015e-06	-0.0512017	-0.0152933	0.00262161408289	0.00023388502489	0.000887103	0.0001076989999999	7.869517326089999e-07	1.1599074600999988e-08	-0.000842622	2.570700000000003e-05	7.10011834884e-07	6.608498490000014e-10	-0.00048241	9.146499999999994e-05	2.327194081e-07	8.365846224999988e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54759.604498040615	133.51671513417386	2998614284.78183	17826.713220220132	83207.62338725362	531.5692467907065	6923508589.755036	282565.8641336391	53214.01565231643	-15.456396142930316	2831731461.8449783	238.90018172719115	59340.82816436241	52146.48514942165	1.074127	21.148762	0.07038838	0.0390018	-0.019174262	0.033431463	0.0535264937	-0.1085538272	-0.0265354828	0.0660340297	-0.0734293019	-0.0314648207	-0.0124576542	0.0303765454	0.0388282917	0.128718541	-0.0121157843	-0.0555026353	0.0089392067	-0.0137757935	0.0113728734	-0.0453800162	-0.1270732476	-0.0273905546	-0.0118459785	-0.0337076848	0.1163945499	0.0540357311	-0.0928501399	0.0701137699	-0.0493355294	0.0769311887	-0.0500136647	0.0492283435	-0.0652339306	-0.0065257186	-0.235929699	0.0300595279	-0.1381237047	0.012755697	0.0767433066	0.0905931229	-0.0219691455	0.06500206	-0.0023603679	-0.0292783408	0.1162847269	0.0130145472	-0.0116988971	-0.0065013462	-0.0267834804	-0.0189665361	0.0732538567	-0.0014709839	-0.0269522828	0.0649492986	-0.0601519958	-0.0101211135	-0.0278958356	0.0151601583	0.1430774651	-0.0852634871	0.0478277106	0.0112544749	-0.0612646044	-0.0942592512	-0.0907838301	0.0091530931	0.0911445803	0.1074240903	0.0409357579	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0183655	0.0013876999999999	1.9257112899999963e-06	0.00033729159025	-0.0189807	-0.01391738	0.0003602669724899	0.0001936934660644	-0.0499008	0.0013009	0.00249008984064	1.6923408100000018e-06	0.000288603	-0.0005985	8.3291691609e-08	3.5820225e-07	-0.000456939	0.000385683	2.0879324972100002e-07	1.48751376489e-07	-0.000573875	-9.146499999999994e-05	3.29332515625e-07	8.365846224999988e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54898.67540422359	139.0709061829766	3013864561.138304	19340.716946554283	82608.40094576633	-599.2224414872908	6824147906.816488	359067.5343819896	53271.34644066871	57.33078835227934	2837836351.601747	3286.8192930938485	59316.11434778371	53288.36972794443	1.110893	21.872652	0.1405151895	0.0673092	-0.080419634	-0.0040374415	0.0518780274	-0.0002839563	0.025081467	0.0466545267	-0.0130650585	0.052384131	0.1136131937	0.0164711497	-0.0169052202	-0.0491742919	-0.1209846885	-0.1394504575	-0.0509957164	-0.0012233746	0.0563644545	0.0691988528	0.067295457	-0.0215428535	0.1856795204	0.0775081898	0.0211402462	0.023233338	0.0284326686	0.0992450875	-0.0407759317	0.007944442	-0.0937491258	0.0461730571	-0.0354335288	0.019412762	0.0401376663	-0.101174366	0.0405155608	-0.0244060365	0.0245106491	0.0485385026	-0.0524737145	-0.1747730898	0.1329230119	-0.0547775619	0.0206560848	-0.132970299	0.0732840108	-0.1037596105	0.0080911827	0.0349124669	0.0540887333	0.0639503133	-0.0109344961	-0.0294224984	0.0491398311	-0.0658892698	-0.0217382695	-0.0534016599	0.0837898203	0.1295736899	0.0145960607	-0.0481515533	0.0109339711	0.0697537347	-0.0438660563	-0.0384255318	0.0013215305	0.1050486943	-0.0627547195	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-1.51105e-05	0.0183503895	0.0003367367948017	2.2832721025e-10	0.0168007	0.0357814	0.0002822635204899	0.0012803085859599	-0.0285864	0.0213144	0.00081718226496	0.00045430364736	0.00125019	0.000961587	1.5629750361e-06	9.24649558569e-07	-0.000456939	0.0	2.0879324972100002e-07	0.0	-0.000234082	0.0003397929999999	5.4794382724000006e-08	1.1545928284899995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54744.52670077311	-154.14870345048257	2996963203.69166	23761.822775464814	83084.88975379278	476.48880802645	6903098905.399901	227041.5841744671	53355.66893848339	84.32249781467544	2846827407.873041	7110.283637705945	59560.13722296365	53089.93652154074	1.205048	23.72649	0.0688329395	0.0366533	-0.0597121198	-0.0172430999	-0.067024518	-0.0447835248	-0.0869540651	-0.0119890906	0.0162407775	-0.0680890169	-0.0610478781	-0.0201670717	-0.0410360563	0.0456282403	0.064144789	0.1268918108	0.0387095234	0.0949086925	-0.0470854294	-0.0953829948	-0.0165158145	-0.0636940143	-0.10241604	0.0890598367	0.0203097797	0.0194907671	0.0435340293	0.1191466847	0.015424965	-0.1223456701	0.0092131084	0.0151982872	-0.0271868373	-0.1295978825	0.0111355294	-0.1193522094	-0.0129242128	0.0597191058	0.0077308697	0.0421923658	0.0096934581	-0.052166294	0.0588590343	0.0111453587	-0.0254269037	0.0776760228	-0.0976437615	0.0468582979	0.0303090634	-0.0371947952	0.0203912037	-0.019125748	0.1368529035	0.0183262636	-0.0501288203	-0.0666267274	0.0543279591	-0.0982024524	-0.0247632232	-0.0880076452	-0.0111889718	-0.0291176359	0.0063881106	0.049910111	-0.1420889048	-0.0451646554	0.0710303776	0.0349074936	-0.1115518732	0.1010554665	0.0964747338	0.0889933628	0.0788362905	-0.0118176	-0.0118024894999999	0.0001392987583976	0.00013965566976	0.0113677	-0.0054329999999999	0.0001292246032899	2.9517488999999983e-05	-0.0203598	0.0082266	0.00041452145604	6.767694756000001e-05	0.000722566	-0.000527624	5.22101624356e-07	2.78387085376e-07	-0.000456939	0.0	2.0879324972100002e-07	0.0	-0.000573875	-0.0003397929999999	3.29332515625e-07	1.1545928284899995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54644.07871405641	-100.4479867166956	2985975338.507993	10089.798035437454	82658.4844519904	-426.4053018023842	6832425051.899939	181821.4814051824	53257.13133058348	-98.53760789991064	2836322037.5630164	9709.660170636536	59535.88506365464	52750.39322410863	1.24133	24.440857	0.03662415	0.0231001	-0.0075748396	0.0277594003	-0.025459267	0.112004182	-0.0170710257	-0.0288617703	0.0128180484	0.0592913275	0.0028246134	-0.0868934707	-0.0125844757	-0.067025881	0.043420761	0.1643815467	-0.0050715436	-0.1073277252	-0.1267183848	0.0894648035	0.1244660212	-0.016533874	0.0023372393	-0.1109962743	-0.023878149	0.0045295336	-0.0702027291	0.0798857535	-0.0502614584	0.0198942116	-0.0343336637	-0.1048514335	-0.0081834047	0.0175068397	0.0386219449	-0.1163795263	-0.0451366687	-0.0079423257	-0.012719797	0.1703567864	-0.0709681106	-0.0365101696	0.0362236445	0.0189972992	-0.0603026977	0.0017351596	0.0324903296	0.0336427997	0.1244780781	-0.0113582775	-0.0772524659	0.0518242242	-0.046727312	0.0062827727	0.0175874602	0.1047337483	0.065887381	-0.0570829283	-0.0458488137	0.0311607359	-0.1791579446	0.0318057703	0.102070868	-0.0015164016	-0.1256467558	-0.0285133003	-0.0830928498	-0.0495952108	0.1100064829	0.1007486199	0.0952676342	0.0863524559	0.0743244578	-0.00842992	0.0033876799999999	1.1476375782399992e-05	7.10635512064e-05	0.0122986	0.0009309	0.00015125556196	8.665748100000002e-07	-0.00439243	0.01596737	1.92934413049e-05	0.0002549569047169	0.000722566	0.0	5.22101624356e-07	0.0	-0.0007837029999999	-0.0003267639999999	6.141903922088432e-07	1.0677471169593464e-07	-0.000573875	0.0	3.29332515625e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
