global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
54844.596969456725	n/a	3007929816.7421417	n/a	81735.62520537151	n/a	6680712427.712963	n/a	52641.93395141383	n/a	2771173210.145016	n/a	59009.4640083202	52761.18079065393	n/a	n/a	n/a	n/a	-0.0847825682	0.0590952922	-0.0392559662	0.0415428708	-0.0954289276	0.0714044089	-0.1431715651	0.0219467218	-0.0769474257	0.0560839568	-0.1001265863	0.0849671465	0.0463676868	-0.0825086054	0.0800160545	-0.1066837489	0.0774921713	-0.0168841969	0.0026490683	-0.0072622133	0.0546512523	-0.0630004286	0.1336878428	0.0925596064	-0.0913835593	0.03276994	-0.1336045831	0.053563154	-0.0371202878	0.0446377083	-0.052423468	0.124555687	-0.0807469478	0.0424379088	-0.0741607216	0.0080932434	-0.0456743293	0.0649565853	-0.001262051	-0.0470970839	0.0594158645	-0.0190586321	0.0925971312	-0.0688373087	0.0595898159	-0.1239284378	0.0723121686	0.02314152	-0.0649320463	0.0072940594	-0.0742480884	0.1161802128	-0.0588032239	0.1721823688	-0.0439716392	-0.0475760155	0.0320261435	-0.1183554798	0.0462366933	-0.0795330455	0.0445823263	-0.1402435267	0.0461359107	-0.0966288771	0.0620710847	-0.0656099826	0.093463238	-0.0198598158	0.0139380225	-0.0316311648	0.1203780544	0.1203546593	0.1203156708	0.0556263	n/a	n/a	0.0030942852516899	0.0426504	n/a	0.0018190566201599	n/a	0.00667949	n/a	4.46155866601e-05	n/a	0.002	n/a	4e-06	n/a	0.00128923	n/a	1.6621139929e-06	n/a	0.00139643	n/a	1.9500167449e-06	n/a
54922.63922095725	78.04225150052662	3016496298.995432	6090.5930192714495	81603.35528014351	-132.26992522799992	6659107592.977326	17495.33311982069	52789.64058993492	147.70663852109283	2786746153.6145043	21817.251063200783	59285.79893421132	52493.06371631901	1.209887	19.476831	0.08129679	0.0426716	0.005058607	0.1215064657	-0.0205461867	-0.0048181383	-0.0176172632	-0.0600959685	-0.0323898099	0.0964904896	-0.0445261308	-0.1218920431	-0.0150010337	-0.051021983	-0.0873636111	-0.0310092832	-0.0543584537	-0.0427218111	0.1510328942	0.0292427175	0.0048985115	-0.1845971307	-0.058715473	-0.0889858243	-0.1296039353	-0.0168228297	0.0405186387	-0.0251039105	-0.2013791979	0.0980469512	-0.189625423	-0.1534989016	-0.0618070627	0.0124661015	0.0173671403	-0.1053697876	-0.0492710625	-0.0109300318	-0.0398745689	0.0349354916	0.102522136	-0.0547381877	-0.0083485214	-0.1086526716	-0.0517498505	-0.0677483908	0.0589206748	0.0647180155	-0.0285640426	-0.1248064902	-0.031259413	-0.1270323804	-0.1409677323	-0.0785651415	-0.0544469055	0.0735156656	-0.0146979403	0.012614243	-0.0762004962	0.0346888915	-0.1184552445	-0.3146834722	0.0883544957	-0.0244148333	0.0640203917	0.0477484742	-0.024315148	-0.155218992	0.1085408356	0.0708416058	0.0433819331	0.1082030858	0.1203156708	0.1201052059	0.1197547036	0.0462915	-0.0093347999999999	8.713849103999995e-05	0.00214290297225	0.0218228	-0.0208275999999999	0.00047623459984	0.0004337889217599	-0.0203324	-0.02701189	0.00041340648976	0.0007296422013721	0.002	0.0	4e-06	0.0	0.00177168	0.00048245	3.1388500224e-06	2.3275800250000014e-07	0.00139643	0.0	1.9500167449e-06	0.0
54951.59647397352	28.957253016269533	3019677955.0384192	838.5225022482509	81771.5488658463	168.19358570278564	6686586203.919489	28289.0822715603	52801.44588055431	11.8052906193916	2787992687.077106	139.36488660829528	59300.29678217447	52881.36852109419	1.170041	18.835394	0.09303959	0.0434884	0.0609117334	0.0076825567	0.0566308558	0.0905727633	-0.0261464355	-0.0549869195	0.0619204133	-0.0951456824	-0.1332495058	-0.0042667744	-0.0128828308	0.0099545583	-0.1749759316	0.0949303387	0.0101833175	0.068862656	0.1069033606	-0.0669562038	0.0597944326	0.0567801589	-0.0438538847	0.0153242788	-0.0820498066	-0.105299065	0.0493794246	-0.0030249754	-0.0260017579	-0.0135081485	-0.0066298641	0.0725038393	0.173173753	-0.0903068952	0.0434995566	0.0689540061	0.005735257	0.0233482698	0.0866249633	-0.0266822013	0.0211971507	-0.0557104055	0.0753517549	-0.0905319337	-0.0962110499	-0.0792577234	-0.0990360514	0.0303755277	0.0568966806	0.1022682815	0.0106117661	-0.1112948921	0.0126363892	-0.1154960731	-0.0231695978	-0.0332974534	-0.1118588515	-0.0400695334	0.0525296927	0.1690439282	-0.1182888242	-0.0265833141	-0.0151770856	-0.008509315	-0.0864154098	-0.0740871491	0.139393422	0.038387785	0.0210019823	0.1051029742	-0.0224017754	-0.0007738744	0.120190936	0.1196068161	0.1186353847	0.0455942	-0.0006972999999999	4.862272899999971e-07	0.00207883107364	0.0458469	0.0240241	0.00210193823961	0.00057715738081	-0.00193716	0.01839524	3.7525888656e-06	0.0003383848546576	0.00175978	-0.0002402199999999	3.0968256484000003e-06	5.7705648399999994e-08	0.00143037	-0.00034131	2.0459583369e-06	1.1649251610000005e-07	0.000979501	-0.0004169289999999	9.59422209001e-07	1.7382979104099994e-07
54915.38809717916	-36.208376794362266	3015699849.8638062	1311.046550082512	82131.03923853273	359.4903726864286	6745507606.401402	129233.32805422731	52820.527624270646	19.08174371633504	2790008138.5063386	364.1129432558918	59440.83423443562	52817.55514567468	1.158525	18.650015	0.07874386	0.0344	-0.0002101528	-0.0619220918	0.0978043419	-0.0045799759	0.0179747222	-0.0940899473	-0.0407127235	-0.066408192	0.053711422	0.1405017661	0.0306395908	0.0402585193	-0.0537000302	-0.0156655525	-0.2233336111	0.0403839214	0.157559792	-0.0492383728	-0.0055368907	0.0521155711	-0.060931035	-0.1918926722	0.1063594273	0.1394118138	0.1735482439	0.0208152457	0.0394224741	-0.0046181435	-0.050415375	0.030978018	0.0029493518	0.0885542796	0.0361475556	0.0716451643	0.0898118587	-0.1025317845	0.0593528402	-0.0974085474	0.0233186358	-0.006170248	0.1270208495	0.0171679878	-0.1502918425	0.0674802358	0.0587471607	0.1431194783	0.1263016367	0.0416492804	0.0917755541	-0.1755564451	-0.1138700489	-0.1006016302	-0.127511188	0.1284053993	-0.0087213513	0.1015351345	-0.0533879473	-0.0172604152	0.0432088113	-0.0725453554	-0.0825843789	0.0229459835	0.1160796827	-0.0417632343	0.0717078101	-0.0347736705	-0.1457444081	-0.1916865966	-0.1712944126	-0.1088381319	0.1200039147	0.1188605229	0.1169629329	0.0344694	-0.0111248	0.00012376117504	0.0011881395363599	0.0251324	-0.0207145	0.00063163752976	0.00042909051025	0.0174002	0.01933736	0.00030276696004	0.0003739334917696	0.002	0.0002402199999999	4e-06	5.7705648399999994e-08	0.00127079	-0.00015958	1.6149072240999998e-06	2.5465776400000032e-08	0.000827957	-0.0001515439999999	6.85512793849e-07	2.2965583935999995e-08
54887.06565542755	-28.322441751610317	3012589976.263214	802.160706773359	81791.49084210703	-339.54839642570005	6689847974.174478	115293.11351526435	52620.13144496185	-200.39617930879467	2768878233.285063	40158.628681562586	59108.30572184166	52514.48274766984	1.162337	18.711367	0.0255182999999999	0.0131875	-0.0551127042	-0.1099926818	-0.0104192664	-0.0790894451	-0.0661566869	0.0930567394	-0.0507567297	-0.0626151783	0.0722311184	0.0556275221	-0.050454545	-0.031916108	0.1126065011	-0.025560212	-0.0398794848	-0.0738776386	0.044768779	-0.0103809717	-0.0787430808	-0.0373592105	-0.0044299073	0.0028073584	-0.0165867726	0.079175543	-0.0259404566	-0.0429158331	0.0781691093	0.1289209878	0.1822387131	0.1395831247	-0.116336208	0.0908538481	0.0860994755	0.0062017994	-0.0184028355	0.150373639	-0.0200822629	0.1153920489	0.0415681429	0.0877243266	0.0911461422	0.0340088029	0.0740477113	0.1033081216	0.0129125794	-0.0081187421	0.0838570556	-0.0020493009	0.0201231764	0.0054321486	-0.0624505375	-0.0541863659	-0.0455451876	-0.0392871451	0.1581779346	-0.1116520572	-0.0147146448	-0.0621657598	0.0928515654	-0.0124157659	-0.0139660364	-0.0187039113	-0.0798479362	-0.0160255218	0.0908540954	0.0572772913	-0.0786974058	-0.041228681	0.0215498273	0.0499236728	0.1197547036	0.1178678731	0.1147451459	0.030743	-0.0037263999999999	1.3886056959999984e-05	0.0009451320489999	0.0316728	0.0065404	0.00100316625984	4.2776832160000025e-05	0.0174052	4.9999999999980616e-06	0.00030294098704	2.4999999999980617e-11	0.0018384	-0.0001616	3.37971456e-06	2.6114560000000008e-08	0.00127049	-2.999999999999531e-07	1.6141448401e-06	8.999999999997186e-14	0.000970987	0.0001430299999999	9.42815754169e-07	2.045758089999998e-08
54911.32936442429	24.263708996739297	3015254092.568285	588.7275742784475	82138.42764216739	346.9368000603572	6746721295.527567	120365.14323612026	52693.72983056553	73.59838560367643	2776629163.456631	5416.722363467447	59177.4434976661	53114.69984759706	1.108392	17.84296	0.0316412999999999	0.0176138	-0.0768802781	-0.0309692346	-0.0700328554	-0.0030867476	0.0154906012	0.0027158671	-0.0435710431	0.0564343301	0.0848560327	0.0458870605	0.0534993758	0.0578361046	0.1175747227	-0.1056780478	-0.0365179408	0.0710560078	0.0206362899	-0.0771902473	-0.0412998995	0.2267338307	0.0225180034	0.0331750593	0.0801855133	-0.0456919252	-0.0612848572	0.0773902036	-0.2528942726	0.0365571236	0.1159108859	0.0105865679	0.0096239487	0.0519762164	-0.0563922733	0.0717959159	0.0507098578	-0.0110681769	-0.0403243145	-0.069272933	0.0097520924	0.0006841036	-0.0561603696	0.0643756661	0.0580558563	0.0583725468	0.094607875	-0.0489982283	0.0525317901	0.0854209709	0.1544045011	-0.0716068824	0.0679375507	-0.016073381	0.0171884238	-0.0035572192	-0.1245135337	-0.0790859636	0.0816911613	-0.1697793765	-0.0553299441	-0.0236261402	-0.121282055	-0.0446280121	-0.1398191524	-0.121341421	0.0071811818	-0.0825988936	0.1341413863	-0.0640278833	-0.0139715573	-0.1078429044	0.1194434321	0.1166309242	0.111992364	0.0221277	-0.0086153	7.422339408999998e-05	0.00048963510729	0.0294845	-0.0021883	0.00086933574025	4.788656890000003e-06	0.0174069	1.7000000000003124e-06	0.00030300016761	2.8900000000010627e-12	0.00204239	0.0002039899999999	4.171356912099999e-06	4.1611920099999926e-08	0.00105776	-0.0002127299999999	1.1188562176e-06	4.525405289999998e-08	0.000970987	0.0	9.42815754169e-07	0.0
54908.66776037721	-2.6616040470762528	3014961795.219488	7.084136103412687	82024.7838234308	-113.64381873658569	6728065161.280555	12914.91753703394	52661.58839205566	-32.14143850986875	2773242891.974292	1033.072069483674	59201.63991838931	53031.2849756791	1.194242	19.224989	0.0503314	0.0264763	-0.0494344461	0.1238506131	-0.0909326381	-0.0429844609	0.0173185422	-0.0670829936	-0.0290036998	0.1496471136	-0.0805026984	0.0033861141	0.0937653863	-0.0871240823	0.0352817551	-0.087929571	0.1569421081	-0.1346047985	-0.0120876213	-0.0117408612	-0.1448989811	0.0970805764	-0.004460183	-0.0526642936	-0.049129192	-0.0464743736	0.1687250813	0.0518433812	-0.0627424901	0.085434453	-0.0938229451	0.0149154802	0.1098669278	-0.052916127	0.0204460602	-0.1175220084	0.1813275254	0.0677935972	-0.1323339317	-0.0658089876	0.1055325571	-0.0279982662	-0.0907411209	-0.1706093455	-0.0059732439	-0.0828496386	0.1106879886	-0.1181164368	0.0437371484	-0.2062354906	0.1027427235	-0.1326782335	-0.0916860986	0.0814123987	-0.009084939	0.0204664732	0.0186774853	0.0702286719	0.0664965374	-0.0520326643	-0.1193001814	0.0040695158	-0.1337475476	0.0940938865	0.0241986853	0.0069630411	0.0509515038	-0.0531842398	0.1640053641	0.0675447696	-0.0759729722	0.0569790025	0.1190702613	0.1151522399	0.1087174221	0.010701	-0.0114267	0.00013056947289	0.000114511401	0.0218283	-0.0076562	0.0004764746808899	5.8617398440000026e-05	0.0270159	0.009609	0.0007298588528099	9.2332881e-05	0.00207561	3.322000000000004e-05	4.3081568721e-06	1.1035684000000023e-09	0.00065819	-0.00039957	4.3321407610000004e-07	1.5965618490000002e-07	0.000970987	0.0	9.42815754169e-07	0.0
54883.529052127546	-25.1387082496658	3012201761.2157283	631.9546524618152	81723.58981860247	-301.1940048283286	6678745132.839186	90717.82854452723	52768.6978722509	107.1094801952422	2784535475.132897	11472.440747694984	59194.62987239331	52732.03157894593	1.097453	17.666866	0.0142883799999999	0.00714555	0.0269762374	0.1104668605	-0.007763845	-0.0125558771	-0.1261986528	-0.0142392881	0.0207500545	0.0084013565	-0.1563934743	-0.0241812025	-0.061669343	-0.0170240123	-0.0265575257	-0.0946971044	0.1365554414	0.0687467262	0.0521484474	-0.0306339293	-0.0481800584	-0.0145220867	0.185063843	-0.1167003568	-0.026123447	-0.1610278064	-0.1306641801	-0.0192943432	0.1109140573	0.0602512095	0.077485542	0.0297208638	-0.0312231835	0.0407172527	-0.0495783752	-0.0217676945	-0.0467029676	0.0195008989	-0.0116318133	-0.169859688	0.0440071376	-0.0125089675	-0.0111850636	-0.0239419091	0.016624675	-0.1273679069	-0.0335163219	-0.0832186985	0.0388253224	0.0174087949	0.0724454306	-0.0716607609	-0.1003708132	0.0146267066	0.0557369108	0.0346298748	0.0804284141	-0.057546406	-0.0004669674	-0.0654220512	-0.0299644499	-0.0586733545	0.2186073355	-0.0491965309	-0.2234179203	-0.0421823773	0.0439541348	0.0371396027	-0.166675047	0.0239143534	0.0487547867	-0.022675967	0.1186353847	0.1134348849	0.1049355893	0.00633377	-0.00436723	1.9072697872900005e-05	4.01166424129e-05	0.0185211	-0.0033071999999999	0.0003430311452099	1.0937571839999998e-05	0.0239354	-0.0030805	0.0005729033731599	9.48948025e-06	0.00207547	-1.4000000000003593e-07	4.3075757209e-06	1.9600000000010062e-14	0.0007287189999999	7.052899999989998e-05	5.310313809608543e-07	4.974339840985892e-09	0.000970987	0.0	9.42815754169e-07	0.0
54939.91893646821	56.38988434066414	3018394692.745698	3179.8190559534787	82114.14396962179	390.5541510193143	6742732639.863774	152532.54487841736	52804.01183095826	35.31395870736014	2788263665.44398	1247.075679585137	59215.69458883972	52880.70716249956	1.024591	16.493923	0.04424373	0.0200196	0.0715501102	0.0665524282	0.060184599	-0.0551507868	-0.0391832849	0.0280654482	0.0664359092	-0.0528126207	-0.1448745315	-0.0111584016	0.0107271854	0.1127720266	-0.1345372412	0.0761643316	0.1300188443	0.1756421749	-0.1556229252	-0.1246400619	-0.0091017639	0.1487375465	0.0189964436	-0.1243650997	0.009870669	-0.0350048268	-0.013411337	-0.0373131962	-0.0265439794	-0.018501366	0.072493887	-0.0665785775	-0.0268678396	-0.1283134114	-0.0497664086	-0.0433558183	-0.0313646674	0.134317995	0.0089191435	0.0265826988	0.0239755741	0.0511023876	0.0816886514	-0.0338529115	0.0041628871	-0.1145108986	-0.1959554162	-0.0734049822	0.0918297847	0.0706775396	0.0820574327	-0.056143357	0.1141556022	-0.0129117656	0.0950545747	0.0839697395	-0.1183850505	-0.0053597175	0.1153947706	0.0128598466	-0.023057009	0.0457974335	-0.1116273693	0.0022064559	-0.0287699145	-0.0147468918	-0.0529141524	0.0431427534	0.0009264959	0.1313035182	0.0718604952	0.1867364167	0.1181390277	0.1114824189	0.1006644984	0.0175993	0.01126553	0.0001269121661808	0.0003097353604899	0.0218378	0.0033167	0.00047688950884	1.1000498890000015e-05	0.0363487	0.0124132999999999	0.0013212279916899	0.0001540900168899	0.00223071	0.00015524	4.9760671041e-06	2.4099457600000023e-08	0.0007287189999999	0.0	5.310313809608543e-07	0.0	0.000781263	-0.0001897239999999	6.103718751690001e-07	3.599519617599998e-08
55004.27981437858	64.36087791036698	3025470797.8984547	4142.322605393164	82199.37442998927	85.23046036748565	6756737156.681574	7264.231374453542	52673.50921510323	-130.50261585503176	2774498573.033565	17030.932745005986	59321.12127561227	53216.618388234834	1.138655	18.330143	0.06158728	0.0309857	0.0699614014	-0.0302095583	0.0246920502	-0.1458541721	-0.0154525345	0.0171810035	0.0708084086	-0.0377778827	0.0018337266	0.0565685853	0.0634384957	0.0146521598	-0.0076307201	0.1016242079	-0.0276545825	-0.0266030416	-0.0372525116	-0.0695899678	0.0623816955	0.1083030403	-0.0517970513	-0.1366420565	0.0456014446	-0.0688462662	0.0426856878	0.0943158301	-0.0310784976	0.2068033734	-0.0190091223	-0.0825897071	0.0334207721	-0.0012698628	0.0169553061	-0.0778784724	-0.1293808569	0.0383904095	-0.0323377098	-0.064503608	0.0678002218	0.1293077394	0.1150234729	0.009832051	-0.0745169226	0.0969256942	-0.0494288102	0.0457079313	0.0876911118	-0.104824208	0.0350679981	-0.1748534095	-0.0953139657	0.0427979089	0.0364855403	0.0618161029	-0.0856567863	0.0807072393	0.0870668235	0.0424752065	0.1825486841	-0.0027897032	-0.0918645132	0.1241940686	-0.0111765735	0.1482870988	0.1169984019	-0.0104736983	0.1451401661	0.052278033	0.1002283358	-0.0437788062	0.1175814474	0.1092988885	0.0959240631	0.00129724	-0.0163020599999999	0.0002657571602435	1.6828316176000005e-06	0.00362828	-0.01820952	1.31644157584e-05	0.0003315866186304	0.0363502	1.5000000000015e-06	0.0013213370400399	2.2500000000045005e-12	0.00187895	-0.0003517599999999	3.5304531025000004e-06	1.2373509759999986e-07	0.0007287189999999	0.0	5.310313809608543e-07	0.0	0.000970987	0.0001897239999999	9.42815754169e-07	3.599519617599998e-08
