global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
90191.23630804196	n/a	8134459106.773066	n/a	142865.9940625	n/a	n/a	20410692259.46628	83900.4124079241	n/a	7039279202.219745	n/a	93148.49066556228	86231.52577917221	n/a	n/a	n/a	n/a	-0.099680929	-0.1356884518	0.0062653528	0.0890644831	-0.0397864125	-0.2563218265	0.0679419811	0.2089964305	-0.0586966277	0.0821586882	-0.0667006185	-0.1413396108	0.1415920988	-0.1026903126	0.0066331698	-0.0070772361	0.2222957155	-0.1519689843	0.075588433	-0.0024570765	0.0429168314	-0.1294741353	0.1562162536	-0.0436293769	0.0172142644	-0.1018889856	0.0116649468	-0.05858904	-0.0616120605	0.0261968202	-0.185229818	0.08769026	-0.1096031606	-0.0092038022	-0.0324144914	-0.1294120726	-0.1320767746	0.1009348353	-0.0477964895	0.062088278	-0.1948153989	0.173434763	-0.079190114	-0.1009148585	0.0986192104	-0.0052432958	0.1253463359	-0.1700259244	0.0801338622	-0.0679694199	0.0828025368	-0.1039052415	0.0313025319	-0.0932112309	0.0367908311	0.1630340552	-0.0406818831	0.1490484942	-0.000613318	n/a	3.761589691239999e-07	n/a	-0.0242913	n/a	n/a	0.0005900672556899	0.0081718399999999	n/a	6.677896898559837e-05	n/a	-0.00121399	n/a	1.4737717201000002e-06	n/a	-0.0	n/a	n/a	0.0	0.000629282	n/a	n/a	3.95995835524e-07	0.0	0.0	0.0	0.0
90170.5113465896	-20.72496145236073	8130721116.505444	429.5240272018382	141802.6767890625	-1063.317273437482	1130643.623990521	20107999144.543327	83568.56232840402	-331.85007952008164	6983704609.636348	110124.47527748453	93438.52199310782	86977.54158312209	1.517488	29.183111	0.275017112	0.175201	0.1814864628	0.0466324571	-0.0667626572	0.0614782427	0.0011062646	0.1918609518	-0.0135140071	0.1635082785	-0.0774347286	0.0793089612	0.1341891759	0.0815322154	-0.0095661821	0.1031535133	-0.0420413572	-0.1748603798	-0.0899327251	-0.1612613433	-0.1818241428	-0.0760622876	-0.057617758	-0.1788263515	-0.0690586261	-0.1190721611	-0.0557032871	-0.1698581612	0.0447136534	0.0873228203	-0.0138340503	-0.0855458068	-0.1161445373	0.1252849676	-0.1810927397	-0.0629185648	-0.0145581744	0.1604686205	0.1854524878	0.0925293095	-0.1071749318	0.1186515176	0.1488872312	-0.1145638931	0.0973825744	-0.1114266551	0.045059741	0.0577865344	0.0342706453	-0.2490636235	0.0628278289	-0.1223360829	-0.0379411669	-0.2453219534	0.1566745798	0.0672286957	-0.0610907444	0.1146350544	0.2539853416	0.1488669016	-0.00316539	-0.002552072	1.00196938521e-05	6.513071493184001e-06	-0.0101579	0.0141333999999999	0.0001997529955599	0.0001031829324099	-0.0803151	-0.0884869399999999	0.00645051528801	0.0078299385505635	0.00126615	0.00248014	1.6031358224999998e-06	6.1510944196000005e-06	0.000172836	0.000172836	2.9872282896e-08	2.9872282896e-08	0.0013732	0.000743918	5.53413990724e-07	1.88567824e-06	1.0	0.0	0.0	0.0
90234.68784606725	64.17649947764585	8142298890.677196	4118.623085204278	141794.14859375	-8.528195312508615	72.7301152882939	20105580575.426453	83711.9265373884	143.3642089843779	7007686644.601111	20553.296417716385	93338.06979268925	87955.60029738407	1.365831	26.266558	0.1231797249999999	0.0823625	-0.1075837647	0.0322747576	-0.1344538993	0.1632262615	0.1172316519	0.0199721485	-0.1176069334	0.0691232057	0.1379312055	-0.0717357855	0.1165695111	0.0043701366	0.0706627958	0.0713621935	0.1076978693	-0.0827261742	-0.1889088433	-0.0540839316	0.0638064282	0.1338880676	-0.2309142097	-0.0318122131	-0.0243922115	-0.0909699524	-0.1125675169	-0.0089873688	0.0149895838	0.2313206687	-0.0528980376	-0.0475372255	-0.0488384819	0.0270099602	-0.0033626872	-0.0741484442	-0.0649369365	0.0713689051	-0.0256939196	0.1225647764	-0.0267022632	-0.1061800234	0.1676831434	-0.1029960989	0.0433041853	0.0735446873	0.0638251033	-0.1485644224	0.1417866713	-0.0503607163	-0.0101106882	0.2529580001	0.0589427261	-0.0338934186	0.1792840245	0.1285650401	-0.0428050817	0.0496093314	0.1322762652	0.1485039376	-0.00904676	-0.0058813699999999	8.184386649759999e-05	3.459051307689998e-05	-0.00590315	0.0042547499999999	1.8102897562499992e-05	3.48471799225e-05	-0.0901982	-0.0098831	0.00813571528324	9.767566561000012e-05	0.00268084	0.00141469	7.1869031056e-06	2.0013477961e-06	9.84929e-05	-7.43431e-05	5.526896517609999e-09	9.70085135041e-09	0.000799023	-0.0005741769999999	3.296792273289999e-07	6.384377545290001e-07	0.0	0.0	0.0	0.0
90085.25841658744	-149.4294294798019	8115353783.983338	22329.154394659094	140969.96159375	-824.1870000000054	679284.2109690089	19872530071.743347	83558.60217773437	-153.32435965402692	6982039997.896875	23508.3592633174	93168.71622508318	86448.88757187863	1.305352	25.103472	0.069582285	0.0406119	0.1374916858	-0.0813100758	-0.0814109311	0.1686218583	-0.0826114306	0.1168169121	-0.061668138	0.126720991	0.1571955498	-0.2543651023	0.1208537373	0.1707920041	0.0772621752	0.1391929132	0.1808990243	-0.0352010617	0.0531852262	0.029590646	0.1199118438	0.1333551712	0.0268385042	-0.189021672	0.0351703587	0.1816828362	0.0119282578	0.0063706107	-0.1080066924	0.0033871017	0.0447092269	0.1110689899	0.1199567637	-0.2409197318	0.1024613991	0.1170337539	-0.1958169391	0.0084519079	0.2239494065	0.0984621775	-0.0388578429	-0.1459943256	-0.0497563513	-0.012564097	-0.041499819	0.0416417815	0.0026201278	-0.29639745	0.0341697672	0.007548541	-0.2155640258	-0.100110156	0.0095470435	-0.0440918088	0.0019122651	-0.0933828945	-0.0053961479	-0.0984270937	0.1147339888	0.1479600444	-0.00671859	0.0023281699999999	4.51394515881e-05	5.420375548899996e-06	0.0105881	0.01649125	0.0002719613265624	0.00011210786161	-0.0787129	0.0114853	0.00619572062641	0.00013191211609	0.00208644	-0.0005943999999999	4.353231873600001e-06	3.533113599999997e-07	8.10036e-05	-1.7489300000000002e-05	3.058756144900001e-10	6.56158321296e-09	0.000625361	-0.000173662	3.015849024400003e-08	3.9107638032100005e-07	0.0	0.0	0.0	0.0
90349.12838480753	263.8699682200822	8162964999.894433	69627.3601284672	142894.06184375	1924.1002500000177	3702161.77205013	20418712910.20545	83586.01138950893	27.40921177456039	6986621300.007116	751.2648901027	93606.57760689354	89036.69611816407	1.322403	25.431391	0.07208377	0.0340239	-0.0694908549	0.1100132901	-0.1993304575	0.1209214876	0.1790452766	0.0563258558	-0.197466076	0.0434347671	-0.0184913847	0.1195935921	-0.0973968082	0.1662078603	-0.0046057363	-0.1377116821	0.0149661334	-0.2682908585	-0.1775174943	-0.0615793555	-0.0969699605	-0.1838682051	-0.0263972039	-0.085636401	0.0316145936	0.2113841859	0.0877730467	0.0637349808	0.1121159125	-0.1949210307	0.00580108	0.1087972745	0.1088467765	0.1225343797	-0.0608491777	-0.0894816498	-0.0303969896	0.2134628846	0.0850145896	0.1508801237	0.1669040251	0.0551581589	0.2521612664	0.0764480871	0.0932236806	0.0613068129	-0.0603521	-0.1839544017	-0.0075580337	-0.0125493352	0.1152626857	-0.2953324813	0.0116437736	0.0070344327	-0.2431028161	-0.0354840497	-0.0549276493	-0.1006228067	0.0027357464	0.1472358847	0.00324965	0.00996824	1.05602251225e-05	9.93658086976e-05	0.0189744	0.0083863	7.033002768999999e-05	0.0003600278553599	-0.0907188	-0.0120059	0.00822990067344	0.00014414163481	0.00201038	-7.606000000000019e-05	4.0416277444e-06	5.785123600000029e-09	-0.000426062	-0.0005070656	2.5711552270336e-07	1.81528827844e-07	0.000876702	0.000251341	6.317229828100004e-08	7.68606396804e-07	0.0	0.0	0.0	0.0
90025.98843418506	-323.13995062246977	8104678593.552021	104419.4276882922	142734.410828125	-159.65101562501513	25488.446790098827	20373112034.451965	83671.38253069196	85.37114118302998	7000900254.597384	7288.231746892837	93334.19484040956	87222.85947369515	1.337947	25.730318	0.0993137	0.0474081	-0.0211257634	-0.1178515403	-0.1286738316	0.2142207444	-0.1136464526	0.0150871743	-0.2712563328	-0.1479593395	0.1028222384	0.1129658637	0.197953426	0.0393078522	0.1061781562	-0.0499687757	-0.001361108	-0.2159153048	-0.1619613393	0.1143969909	-0.0932265758	0.0898422735	-0.0893415457	-0.0416392017	-0.0107258446	-0.0229707817	0.0062813559	-0.1646461919	-0.0565664333	0.1375461314	0.0176854409	-0.258240341	-0.0552641753	-0.1547903344	-0.0539136182	0.0276968148	0.0338764233	0.0228880049	0.0921254497	0.2267240122	-0.0174776584	0.1107581202	0.1093590391	0.040740732	0.1052412788	0.1381612206	0.0293098991	0.0239892	0.0896283058	-0.0050996096	0.0516108305	0.2391923011	-0.1650502216	-0.0057537312	0.0882345376	-0.2010870893	0.1634720343	-0.0045403422	0.021815187	0.1463323407	0.0136841	0.01043445	0.00018725459281	0.0001088777468024	0.0364138	0.0174394	0.00030413267236	0.00132596483044	-0.107702	-0.0169832	0.011599720804	0.00028842908224	0.00172642	-0.00028396	2.9805260164e-06	8.06332816e-08	0.000301432	0.000727494	5.292475200359999e-07	9.086125062400003e-08	0.000799023	-7.767899999999999e-05	6.034027040999998e-09	6.384377545290001e-07	0.0	0.0	0.0	0.0
89989.97006378073	-36.0183704043302	8098194712.080152	1297.3230065835296	142310.279265625	-424.1315624999989	179887.5823086904	20252215584.66017	83746.20260602678	74.82007533482101	7013426450.929687	5598.043673108292	93699.32878797175	87876.40790080618	1.318201	25.350584	0.09671885	0.0500422	0.0507618576	0.1557511077	-0.0781901669	0.137622649	0.1691414687	0.1409498172	-0.2195379621	0.0322598679	-0.0781608936	-0.0953410571	-0.0856129323	-0.0185246077	-0.0991253753	-0.0906047955	0.2083094878	-0.0027863003	0.0829778702	-0.0991954297	-0.1344705225	0.0609700561	0.0096486419	-0.0740329385	-0.1048930988	-0.1057566804	0.0240884408	0.0240896082	0.0139434763	-0.0508106245	-0.0771797937	-0.0137568252	-0.0920137455	0.1160057217	0.0439993769	0.010508459	0.1644223419	0.2643586352	0.0423774863	0.025411476	-0.0131830565	-0.0831494706	0.0001510997	0.1021116854	-0.1929542565	-0.1313705423	0.0011368944	0.0799309478	0.1440527598	-0.013755676	-0.0611931409	-0.0814694369	0.0161075875	-0.0008776952	0.0476297557	0.1178382341	0.0427150361	0.0954435779	-0.1194363505	0.1452505133	-0.0078956	-0.0215797	6.234049935999998e-05	0.00046568345209	0.0183063	-0.0181075	0.00032788155625	0.00033512061969	-0.116287	-0.0085849999999999	0.013522666369	7.370222499999992e-05	0.00228676	0.00056034	5.2292712976000005e-06	3.139809156000001e-07	0.000294064	-7.368000000000001e-06	5.428742400000002e-11	8.647363609600001e-08	0.000397798	-0.000401225	1.6098150062500009e-07	1.58243248804e-07	0.0	0.0	0.0	0.0
90069.5747790649	79.60471528417838	8112528300.881565	6336.910695475103	143036.0006875	725.7214218750014	526671.5821682737	20459297492.6745	83909.00223632813	162.79963030134968	7040720656.29612	26503.719626256134	93513.44007945436	87410.12010783743	1.251246	24.062956	0.09093008	0.0526442	-0.1433141013	0.0138993405	-0.0233207288	0.2035836509	0.0343580098	-0.1260271773	-0.0913767349	0.094779736	-0.0323115258	0.0812171653	-0.0552764347	-0.1853120195	0.1409616912	-0.0135713685	0.0724186633	-0.113305451	-0.0224566139	-0.0389929406	0.0512778215	0.0088103768	0.2404120889	-0.0175047344	-0.0898273621	0.0724613475	0.0407355526	-0.01735189	0.1278053665	0.1099545435	-0.0621034724	0.0534173239	0.0592033707	0.0254190201	0.2096255773	-0.0691898855	-0.1134484378	0.0027056634	-0.1590738589	0.1403379082	-0.1076259375	-0.0649273497	0.0348608656	0.0920892681	0.0215611753	-0.1323330506	0.0472351264	-0.0205156042	-0.0456909869	-0.0232778352	0.0856272972	0.0649116843	-0.0604678264	0.2760911151	-0.0220626282	0.1020580481	0.0025511353	-0.0202724987	-0.2325468407	0.1439917206	-0.0174946	-0.009599	0.00030606102916	9.2140801e-05	0.00557132	-0.01273498	0.0001621797156004	3.1039606542400004e-05	-0.0655587	0.0507283	0.0042979431456899	0.00257336042089	0.00254482	0.00025806	6.476108832400001e-06	6.659496360000003e-08	0.000194768	-9.929600000000002e-05	9.859695616000005e-09	3.7934573824e-08	0.000397798	0.0	0.0	1.58243248804e-07	0.0	0.0	0.0	0.0
89851.01758104817	-218.55719801672967	8073205360.349828	47767.248804923984	142759.507765625	-276.492921875004	76448.33584697705	20380277057.483543	83684.26161969866	-224.7406166294677	7003055642.83417	50508.34476299337	93333.12350788747	86060.15865452542	1.205907	23.191032	0.03900849	0.0220903	0.0300121852	-0.1084563178	0.032429205	0.1608526611	-0.1507072104	0.0974413801	-0.1487775127	-0.0501902687	-0.0303794018	-0.0261339819	0.0352776005	-0.0267217782	0.1701814429	0.1314106421	0.0531442101	-0.0099547118	0.0137590781	-0.1222358549	0.0288264777	0.0297945123	-0.160210689	0.1227883147	0.0327916356	0.0290226363	-0.0395917897	-0.0628514846	-0.0926186909	-0.1131500661	0.0345479082	-0.0657072439	-0.0760712631	0.1230441687	0.0617136056	-0.2142798079	-0.0103289644	-0.045155332	0.0793913154	0.1415245526	-0.1402377629	-0.0304867943	-0.0015596223	-0.1554595851	-0.0365141126	-0.0247731392	-0.1412558008	-0.0478023582	0.1407725477	0.0006999551	0.0481802724	0.0435816591	0.1101124339	-0.0509612695	-0.0267428327	0.037443935	0.099318669	-0.0136436043	-0.226832229	0.1425574961	-0.0259982	-0.0085036	0.00067590640324	7.231121296e-05	0.0241855	0.0186141799999999	0.0003464876970723	0.0005849384102499	-0.0682515	-0.0026928	0.00465826725225	7.251171840000049e-06	0.00248978	-5.504000000000013e-05	6.1990044484e-06	3.0294016000000132e-09	6.58498e-05	-0.0001289182	1.6619902291240005e-08	4.33619616004e-09	0.000397798	0.0	0.0	1.58243248804e-07	0.0	0.0	0.0	0.0
89733.29225794652	-117.72532310165116	8052063739.450046	13859.25169938816	142119.4063125	-640.1014531249821	409729.8702927136	20197925650.617462	83513.85880859375	-170.40281110491196	6974564613.101732	29037.118032456307	93062.1262560673	85598.93914820894	1.079564	20.761295	0.07585014	0.0410333	0.0678925565	-0.0273910583	0.0661127971	0.1868661893	-0.070116791	0.0346518086	-0.0264579379	-0.1346368166	-0.0188020569	-0.0807882012	-0.2054179232	0.1058089046	0.0387664283	0.0955432054	0.038971311	-0.0206392859	-0.0315443702	-0.0698372439	0.0172612956	0.2287092399	-0.0111319858	0.0527208262	-0.1755239399	0.0511428207	0.0589970045	0.1120122192	0.144149921	0.0583309103	0.1505113596	0.1100095329	-0.2435280187	0.094745207	0.0771530559	-0.0739375538	0.0721868271	-0.0830003747	0.0856116003	-0.0049442608	-0.0017125755	-0.1114094036	0.1767730595	-0.0067783557	-0.1910744072	-0.1104039365	0.0163208546	-0.1685088698	0.0523828266	0.1266838245	0.0099717977	0.1488696311	-0.0839959599	0.129834685	-0.0403619819	0.0437088989	0.1210124926	-0.0047006272	0.0298405974	0.1409495873	-0.0324066	-0.0064084	0.00105018772356	4.106759056000002e-05	-0.00647483	-0.03066033	0.0009400558357089	4.19234235289e-05	-0.0655587	0.0026928	0.0042979431456899	7.251171840000049e-06	0.0019686	-0.00052118	3.87538596e-06	2.716285924e-07	0.000187617	0.0001217672	1.482725099584e-08	3.5200138689e-08	0.000476623	7.882500000000003e-05	6.213380625000005e-09	2.2716948412900002e-07	0.0	0.0	0.0	0.0
