global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
91366.62593872457	n/a	8347860335.426817	n/a	148548.96078789895	n/a	n/a	22066793751.164738	84867.99360351563	n/a	7202576338.286369	n/a	95492.21195149462	91717.05840284305	n/a	n/a	n/a	n/a	-0.0610575399	-0.0657519206	-0.2617038212	-0.1371996694	-0.0824316015	0.0563667439	0.0914941112	-0.3049405989	0.1434045928	-0.1319823511	0.1652712418	-0.0766095859	-0.2428438449	0.0573586589	-0.0846281012	0.0395983728	0.1158138009	-0.0742524849	0.0276997174	-0.117968416	0.0344672163	-0.2540966706	0.038077668	-0.2089312148	0.1406178461	-0.0511775408	0.0495711881	-0.0552756806	0.0440302421	-0.2145564035	0.1096633401	-0.0736882722	-0.0150830895	-0.0417046262	0.0113178374	0.1116789538	-0.0416534034	-0.0022708476	-0.0662622466	0.1032612954	-0.107204281	0.3712270582	-0.072357928	0.3052932837	0.0790420221	-0.10713742	0.1080311241	-0.0854161992	0.1976778406	-0.1206077179	0.0457933032	-0.06113415	0.1440269719	-0.0257726705	0.0603347479	-0.0151381992	0.0324335521	-0.0513007877	-0.0370502721	0.051364626	0.0614815801	-0.1553527786	0.0169639103	0.1490484942	0.0627938	n/a	0.0039430613184399	n/a	-0.0627617	n/a	n/a	0.00393903098689	0.14068	n/a	0.0197908624	n/a	0.0	n/a	0.0	n/a	0.00115266	n/a	n/a	1.3286250756e-06	0.000594235	n/a	n/a	3.531152352250001e-07	0.0	0.0	0.0
90902.02228186312	-464.6036568614509	8263177654.932339	215856.5579690328	148318.39950964096	-230.56127825798467	53158.50303195584	21998347633.101463	84642.51154017857	-225.48206333705457	7164354759.829263	50842.16088673549	95314.45461230304	89600.19836989586	1.337083	24.132677	0.21644045	0.111001	-0.1139439873	0.1185340458	-0.0204466254	-0.0538698991	-0.0275895039	0.1080609319	0.1427884646	-0.3556345968	0.1289135851	-0.2013939214	-0.092231671	-0.1341516881	-0.1027806673	-0.0686429234	-0.1929775158	0.1189813103	0.0224452561	-0.0511937254	-0.0612699852	-0.0617381695	-0.0247660088	-0.1401739531	-0.0208637597	-0.0692193683	0.0915373804	0.0898920396	0.071450241	-0.1069276014	0.174566962	-0.1612439659	-4.49664e-05	-0.1123415357	0.0602545063	-0.0450414915	-0.1527345483	0.0311544048	0.06210099	-0.0399787338	0.0353084041	0.0743312444	0.1383540213	0.2334192604	-0.0915638206	0.2391741655	-0.0574131682	0.0006163966	0.1093635608	-0.0361300981	0.111633487	0.0542415082	0.0067283945	0.0877724465	-0.071386107	0.0032656685	0.1887129019	0.1428774277	-0.0367533422	0.0434224239	-0.0350765545	0.0886678677	-0.0858902535	0.0602104658	-0.0841523599	0.1488669016	0.0735036	0.0107098	0.00540277921296	0.00011469981604	-0.00828145	0.05448025	0.0029680976400625	6.858241410249999e-05	0.0638346	-0.0768454	0.00407485615716	0.0059052155011599	0.0008138909999999	0.0008138909999999	6.624185598808372e-07	6.624185598808372e-07	0.00143122	0.0002785599999999	7.759567359999999e-08	2.0483906884e-06	0.000198586	-0.000395649	1.5653813120100007e-07	3.9436399396e-08	0.0	0.0	0.0
90741.2311092883	-160.79117257481266	8233971023.229271	25853.801177983187	147336.1703125	-982.2291971409576	964774.1957161704	21707947082.354008	84501.16864257812	-141.34289760045067	7140447501.961429	19977.814702091484	95214.13157058532	89050.99361143511	1.324533	23.906178	0.070017445	0.041081	0.0595073743	0.0947952603	0.0448390542	0.03369754	0.1327066045	-0.0036434296	0.1474119689	-0.0654651206	-0.0778573233	-0.0090284177	0.0236407779	0.043927992	0.1082893127	-0.0385845141	-0.0713062708	-0.0704142717	0.0688615038	0.1434697721	0.0190454697	-0.0851474597	0.1338756435	-0.2312239654	-0.2030006139	-0.0599073815	-0.1425321021	-0.0336457642	0.0231970253	-0.0214530336	-0.0309992964	-0.2152485234	-0.1076112126	0.1486611992	-0.0612233097	-0.1281992422	-0.0730004462	0.1122013739	-0.2294440241	0.022002997	0.0251763668	-0.0902854583	0.135967362	0.1367427114	0.1199398747	0.0726878982	0.1046045972	0.1505796593	0.2743028741	0.0161360541	0.0009999903	-0.1111350675	0.1769255087	-0.1910773006	0.0587296677	-0.0430749777	-0.0469682508	-0.1095828826	0.0670893184	-0.0666562079	-0.170505277	-0.0067418716	-0.019145715	0.0129615878	-0.0053537402	0.1485039376	0.0734961999999999	-7.40000000010177e-06	0.0054016914144399	5.4760000001506186e-11	-0.0154928	-0.00721135	5.20035688225e-05	0.0002400268518399	0.0516837	-0.0121509	0.0026712048456899	0.00014764437081	4.33191e-05	-0.0007705718999999	1.87654442481e-09	5.937810530694559e-07	0.00140299	-2.8229999999999965e-05	7.96932899999998e-10	1.9683809401e-06	0.00041274	0.0002141539999999	4.5861935716e-08	1.703543076e-07	0.0	0.0	0.0
90634.99424319663	-106.23686609166909	8214702181.464287	11286.271716979223	146808.26713763297	-527.9031748670386	278681.76203469915	21552667299.954605	84646.44005580357	145.27141322544776	7165019814.120748	21103.7835005188	95218.08661959646	87765.75177323191	1.209812	21.8356	0.069637045	0.0408842	0.0898857556	-0.1716862387	0.1143344606	0.0478676218	-0.0332768409	-0.1766228262	0.0445296381	-0.0314520887	-0.1451510521	-0.0594053361	0.054952475	-0.1332803966	-0.068643195	0.0536264876	0.0944096515	-0.1167695499	0.1365059014	0.0873710027	-0.119981941	-0.0555455943	0.016444837	-0.0615951564	-0.0388661803	-0.0065872765	0.2093984148	0.0171626246	0.0005443188	0.1417281097	-0.1080666972	0.0327391207	0.0049554717	0.1067585164	0.1404262093	-0.0496829179	0.0590954711	0.0034427264	0.1233203271	0.0305977996	-0.0792608268	-0.0111727295	-0.2297375159	0.0890449142	0.0414988365	-0.014253144	0.1579482421	0.0713873654	0.1516172913	-0.0516530818	0.0292024005	0.1102114297	-0.0372497647	0.0821053051	-0.0420585438	0.0347689805	0.0422386858	-0.2479808693	0.0429341038	0.1500825733	0.0185460495	-0.04865653	-0.0221657476	-0.0058497942	-0.0960540782	0.1479600444	0.0590527	-0.0144434999999999	0.00348722137729	0.0002086146922499	-0.0169197	-0.0014269	2.03604361e-06	0.0002862762480899	0.0436856	-0.0079981	0.0019084316473599	6.396960361000002e-05	0.000665406	0.0006220869	4.42765144836e-07	3.8699211115161e-07	0.0013612	-4.17900000000001e-05	1.7464041000000082e-09	1.85286544e-06	0.000161246	-0.000251494	6.3249232036e-08	2.6000272516000006e-08	0.0	0.0	0.0
90811.18861570022	176.1943725035817	8246671977.796281	31044.456901930906	146992.99355053192	184.72641289894815	34123.84762251269	21606940152.94672	84608.78571149554	-37.65434430802998	7158646619.573771	1417.8496452676695	95286.08556317876	88395.00440869194	1.160974	20.95414	0.14237466	0.0685945	0.005744247	-0.134800275	0.021249308	-0.1026677308	-0.0539022902	-0.1176660305	-0.0541373752	0.063711635	0.1702858008	-0.1284752689	-0.1583644258	-0.0716523406	0.045415368	0.1273024085	0.2806093839	0.0402684458	0.0228282821	0.0213315841	-0.1081773626	-0.1532193802	0.0032543948	-0.037589437	0.1134387874	-0.1262727452	0.0941626019	-0.0597534166	-0.0526511289	-0.0843419138	0.0910121715	0.0206486704	-0.2383718845	-0.0199913766	-0.0074814928	0.2190412757	0.0623796416	-0.0417861036	-0.0344828111	-0.0325975029	-0.0980063697	-0.0105073622	-0.1400158127	-0.0889347297	0.0245485887	-0.0482954775	-0.0378768605	-0.1211070349	0.2955979435	-0.0403767542	0.0832006351	-0.0875025991	-0.006623655	0.0384883197	0.0061854231	-0.2048067707	-0.0038915402	0.2404479731	-0.1294498178	-0.0459488229	0.0195162835	0.1177271753	-0.0667247882	0.017770641	-0.0073522041	0.1472358847	0.0218169	-0.0372358	0.00047597712561	0.00138650480164	0.0243359	0.0412556	0.00170202453136	0.00059223602881	0.00854184	-0.0351437599999999	7.29630305856e-05	0.0012350838669375	0.000460402	-0.000205004	2.11970001604e-07	4.2026640016e-08	0.00115266	-0.0002085399999999	4.3488931599999965e-08	1.3286250756e-06	0.0	-0.000161246	2.6000272516000006e-08	0.0	0.0	0.0	0.0
90836.36766390668	25.179048206468	8251245690.372432	633.9844685836392	148004.07998670213	1011.0864361702116	1022295.7814073792	21905207692.71012	84686.35356166295	77.56785016741196	7171778479.570984	6016.771379594072	95340.63010657342	88783.56488817258	1.170983	21.134789	0.04827099	0.0306717	-0.1251039864	0.0376509523	0.0533205159	-0.0669588633	-0.0547292016	0.1142021705	-0.0445867337	-0.0587518369	-0.0288795077	0.0519897256	0.0230836148	0.0154472134	-0.0193914766	-0.0172956715	-0.1148915202	-0.0653628435	-0.1435710978	0.2339964389	-0.0409107052	-0.0672624362	-0.0452041349	0.0809233556	0.2626795666	0.1197410273	-0.0634599465	0.1588735787	-0.1798395125	-0.0704817001	0.0646341789	-0.1072908092	-0.2080488097	-0.011581787	0.0897915341	0.0432914439	-0.0553539216	0.2091574963	0.0281754643	-0.0007684783	0.0572665075	0.0750788978	0.0653092149	-0.0152216888	-0.1270324802	-0.0918091263	-0.0176293609	0.1121036827	0.1500771974	-0.0707474263	-0.1818333649	0.1017850419	-0.1182842784	-0.0293562709	0.0774796881	0.142417883	0.1561610216	0.2775051124	-0.0455706296	-0.0199913356	-0.1862916166	0.0029904788	-0.0390138648	-0.0363468955	0.1551173903	0.1463323407	0.0231433	0.0013263999999999	0.0005356123348899	1.7593369599999958e-06	0.0260983	0.0017624	3.1060537600000027e-06	0.00068112126289	-0.0102475	-0.01878934	0.00010501125625	0.0003530392976356	0.000839884	0.000379482	7.054051334560001e-07	1.4400658832400004e-07	0.00115266	0.0	0.0	1.3286250756e-06	-0.000148375	-0.000148375	2.2015140625e-08	2.2015140625e-08	0.0	0.0	0.0
90722.76478497034	-113.60287893634812	8230620050.229053	12905.61410262657	148208.52076961435	204.44078291222104	41796.03371776189	21965765628.71721	84482.9071358817	-203.44642578125055	7137361598.130012	41390.4481631659	95164.12878230808	88178.23254669878	1.157322	20.888231	0.08852735	0.0454513	0.0251239849	0.1376032887	0.1099076206	0.0120182176	0.1410180781	0.1076840674	0.0732473774	0.0376977559	-0.0172620729	-0.0606383521	0.1122459394	-0.1146093632	0.1604857172	-0.1503675996	-0.0651698943	-0.0532603572	0.1128755007	-0.0287868395	-0.0569167082	0.0932917894	0.0911519777	-0.0193531296	-0.2738856289	0.0898657386	-0.0515592435	0.0421557892	-0.0557700511	0.0237303917	0.0439451277	-0.0785995383	0.105222491	0.0982511971	0.0117705245	0.2696021438	0.2066341847	0.0939172874	-0.0347685365	0.0046965926	0.0940740931	-0.07218295	0.1881354642	0.0528897775	0.1525363459	0.0367741409	0.0605477134	-0.052555757	0.0761754769	0.0878931705	-0.0029167046	0.1240680642	0.0433259946	-0.0588523409	-0.0520089747	-0.1871598216	-0.0142362306	-0.1323209556	0.2175817795	0.0458155556	0.0841434266	0.2150296836	-0.010106701	0.1006758346	0.083867492	0.1452505133	0.0369136	0.0137703	0.0013626138649599	0.0001896211620899	0.0290516	0.0029532999999999	8.721980889999994e-06	0.00084399546256	0.0225733	0.0328208	0.00050955387289	0.0010772049126399	0.000679006	-0.000160878	4.61049148036e-07	2.588173088400001e-08	0.000682254	-0.000470406	2.2128180483600006e-07	4.6547052051600006e-07	0.0	0.000148375	2.2015140625e-08	0.0	0.0	0.0	0.0
90574.38111461488	-148.38367035545525	8203718514.295505	22017.71362815641	147513.06366356384	-695.4571060505114	483660.5863561522	21760103951.41064	84647.84510881697	164.93797293526586	7165257681.566269	27204.534915994493	95388.82822980997	87557.61623296523	1.244285	22.457804	0.0388443	0.0254003	0.1495542692	-0.1058453019	0.1268034802	-0.0461940349	-0.0313113128	-0.1117526272	-0.0087667329	-0.2653852902	-0.0930861293	0.0448626012	0.0655097339	-0.0517337252	-0.0653896991	0.1607938601	-0.1724014896	-0.0308763569	0.1127022347	0.0498328561	-0.2764160013	0.0340925433	0.0497282056	0.0522908335	-0.0311100396	0.1073723206	0.1612218761	0.0506821914	0.0125721854	-0.0354784274	0.0740286443	-0.0124184248	-0.1472734324	0.0067105164	-0.0052378473	0.0207631175	0.07818295	-0.0885305649	-0.0058948004	0.102875998	-0.1235718294	-0.05701029	-0.0478196166	0.1460184869	-0.0358727105	0.091910405	-0.0655927304	0.1399771743	0.0372545426	0.0217751764	-0.1277392175	0.3262416904	-0.0856986987	0.0961441397	-0.1764915639	0.0265783631	0.0639792496	-0.0648107891	-0.0697232927	-0.1119744154	0.0830708546	0.0389533997	-0.0302483761	0.0060091075	-0.186365343	0.1439917206	0.0491366	0.012223	0.00241440545956	0.000149401729	0.0260464	-0.0030051999999999	9.031227039999996e-06	0.00067841495296	0.0192539	-0.0033194	0.00037071266521	1.101841636e-05	0.00108494	0.0004059339999999	1.1770948035999998e-06	1.6478241235599997e-07	0.000682254	0.0	0.0	4.6547052051600006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
90583.1355080995	8.75439348461805	8205304438.478716	76.63940528352295	146548.0634724069	-965.000191156927	931225.3689329056	21476334907.512604	84612.73212611607	-35.11298270089901	7159314437.845874	1232.9215541536332	95358.26831013097	87457.71135733796	1.216726	21.960388	0.1185256	0.0644936	0.0312226349	-0.2018974911	0.1681077131	0.0240879087	-0.0865855591	-0.1725357941	-0.0139895733	0.010590065	0.0924955533	-0.1276381715	-0.0136802262	0.0193591802	-0.0603394529	0.170140241	-0.0184099848	-0.1379968339	0.0781712353	-0.0650944827	-0.1543732596	0.0385841665	-0.0427481151	-0.0225040121	-0.0538062235	0.0631015111	-0.0259882893	-0.2209553833	0.0319317885	0.1225637589	-0.1318915995	0.005792072	0.0907319897	0.056729308	0.1195813236	-0.0512250956	-0.0441735109	-0.0774895744	0.1755876545	-0.0231362001	-0.2138595393	-0.0225395347	-0.008683735	0.0191642616	-0.0895359437	-0.0874172814	-0.0647612432	-0.0364238051	0.1794409156	0.0489956615	-0.1239124719	0.0823257129	-0.0380178354	-0.0624429675	-0.0091239907	-0.2170834949	-0.1512580553	-0.1342724716	-0.0051783188	0.0792800472	-0.0661973133	-0.1032209253	-0.0370754949	0.0626432468	-0.022254083	0.1425574961	0.0369105	-0.0122261	0.0013623850102499	0.00014947752121	0.0705456	0.0444992	0.00198017880064	0.00497668167936	-0.0153312	-0.0345851	0.00023504569344	0.00119612914201	0.00155966	0.00047472	2.4325393156e-06	2.253590784000001e-07	0.00061267	-6.958400000000003e-05	4.841933056000004e-09	3.7536452890000004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
90765.59512495456	182.45961685506336	8238393258.387176	33291.51178289652	147754.042137633	1205.978665226081	1454384.5409804797	21831256968.009422	84678.87520228795	66.14307617188024	7170511905.524657	4374.906525479151	95213.31042958768	88082.93288099574	1.181412	21.323027	0.02494487	0.0127657	-0.10753223	-0.0586559079	0.1565700154	-0.1391711505	-0.1112085218	0.0413646968	-0.1181166993	0.063019948	-0.0389830875	0.0660550527	-0.060210221	-0.0571444705	-0.0055670774	-0.0988511888	0.06170588	0.0274628783	0.0476663853	-0.056219502	-0.0569965294	0.0270041525	-0.0227128864	0.0959709416	0.0913320596	0.0784936348	-0.1560201804	-0.1475275049	-0.0082044453	0.1090219993	0.1759230984	-0.0792244155	0.1064257507	-0.0843023526	0.1176960396	-0.1220664253	0.0811966243	-0.013769834	-0.0553097704	0.0530076933	0.0949654825	0.0847438619	-0.0632106623	-0.1175549383	0.0239622946	-0.0582491075	0.0194444474	-0.091030827	-0.0609951195	-0.0504884137	-0.1415443461	0.1625165576	0.0266754126	-0.1408406382	-0.1143774144	0.0115348901	-0.0003259669	0.0199091382	0.1020702094	-0.0091310379	-0.1179438947	0.0434015032	0.0640145699	-0.1138420762	-0.1753384576	0.1409495873	0.0396446	0.0027341	0.00157169430916	7.475302810000018e-06	0.0647164	-0.0058292	3.397957264000008e-05	0.0041882124289599	-0.00714908	0.00818212	5.1109344846400006e-05	6.69470876944e-05	0.00144665	-0.0001130099999999	2.0927962225000003e-06	1.2771260099999994e-08	0.000561691	-5.097899999999993e-05	2.598858440999993e-09	3.15496779481e-07	1.05879e-22	1.05879e-22	1.1210362640999999e-44	1.1210362640999999e-44	0.0	0.0	0.0
