global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
91433.2637955328	n/a	8360041728.303489	n/a	148187.88798253678	n/a	n/a	21959650144.72487	84483.07286139838	n/a	7137389600.104347	n/a	95780.82950357792	90732.62616208845	n/a	n/a	n/a	n/a	-0.076794422	-0.0883899117	-0.0460172722	-0.0673936181	-0.0791698151	0.0354348589	-0.0221861353	0.0853965837	-0.0247988885	0.0483059051	-0.0214153975	0.0243823255	-0.0865086186	-0.0819293283	-0.072284552	0.0138810235	-0.1042702185	0.0481927143	-0.0223950766	0.011340255	-0.0135697903	0.0019636926	-0.0400109925	0.0256974728	-0.0750945425	0.0204894058	-0.0180933004	0.0108347768	-0.0480800345	0.027979922	0.0421370634	-0.1022271635	-0.1162105481	0.1408501407	-0.0504179618	0.0723739456	-0.0734843979	0.1063203291	-0.0752970724	0.0223611192	-0.0147259082	0.0799585271	-0.034585034	0.0228552459	-0.0266895647	0.0404601992	-0.0613159367	0.0111000026	-0.0635914196	0.03818353	-0.0780555925	-0.0563124213	0.0635198829	-0.0410824319	0.0998698887	-0.0165433687	0.0780691459	-0.0616460699	0.0868067704	-0.0666198328	0.0138203093	-0.0120182876	0.0485380848	-0.0154566944	0.0820564336	-0.019390451	0.0970434819	-0.0502477771	0.0113049919	-0.0203460024	0.0287894004	-0.0484815834	-0.0079023736	-0.0324341303	0.1011598621	-0.0567077721	0.0803182743	-0.066529039	0.0209220572	-0.1034059737	0.0969825641	-0.003699588	0.0016188738	-0.1140752203	0.0037200011	-0.0591433684	0.0233744656	-0.1198345704	0.034564624	-0.0212979036	0.0097585685	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0316473	n/a	0.00100155159729	n/a	0.0376235	n/a	n/a	0.00141552775225	0.0293261	n/a	0.00086002014121	n/a	0.00119142	n/a	1.4194816163999998e-06	n/a	0.000188277	n/a	n/a	3.544822872899999e-08	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
91259.74766627762	-173.51612925517838	8328341544.112663	30107.84711169977	148479.16104254202	291.2730600052455	84839.99548481934	22046061263.89713	84490.76481283722	7.691951438842807	7138689338.658173	59.16611693751593	95627.7270130923	88531.11916155882	1.179936	21.801586	0.042025545	0.0205222	-0.0717649918	0.0569524234	0.0295184227	0.0226678354	0.0362813258	0.0931277373	0.0057916743	-0.0260870841	0.0757596118	-0.0198491782	0.0623161641	0.0651383808	0.1312252121	-0.0715866293	-0.0528544596	0.0347135266	0.0681081186	0.0205221275	0.0014749409	0.016209365	0.0991802608	-0.007485491	-0.0165473438	0.0548907892	0.035989207	-0.000229479	0.0590018706	-0.0325492493	0.1201517675	0.0882571547	0.0718240743	-0.131697634	-0.1708300931	0.0875668075	-0.0531048441	0.0269991917	0.1285106035	0.0029538501	-0.100962909	-0.062788587	-0.0142761793	0.0731039652	0.0742293248	0.0839460453	0.05143011	0.007496492	0.0146087251	-0.0172197317	-0.0776397831	-0.0690613043	-0.000614368	0.0605365043	-0.1519206999	0.0260950661	0.0409246259	-0.0964510519	-0.0949492938	-0.0398917163	-0.0690385573	0.0818849159	0.0029369669	0.0562510109	-0.0674196036	0.0245309152	0.022603477	-0.100005975	-0.0084850252	-0.0092494927	0.0849948337	-0.0796527164	-0.1016496477	0.0128180958	-0.1042262902	-0.0636417704	-0.0738345381	-0.0544396796	0.0519256087	-0.0701807417	-0.0893971188	-0.1569851782	-0.0502552822	0.1182729213	-0.0365938132	-0.0715548182	0.0202057173	0.0185571306	-0.0158505735	-0.0265207841	0.0477178992	-0.0699435383	-0.0060409687	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0215814	-0.0100659	0.00046575682596	0.00010132234281	0.029738	-0.0078854999999999	6.218111024999995e-05	0.000884348644	0.0294878	0.0001617	0.00086953034884	2.6146890000000235e-08	0.00137956	0.00018814	1.9031857936e-06	3.539665960000002e-08	5.47861e-05	-0.0001334908999999	1.7819820382809995e-08	3.00151675321e-09	-0.000156618	-0.000156618	2.4529197924e-08	2.4529197924e-08	0.0	0.0	0.0	0.0	0.0	0.0
91137.7968519464	-121.95081433121231	8306098015.026652	14872.001116045818	147587.63429785977	-891.5267446822545	794819.9364837378	21782109797.638798	84148.90324865108	-341.86156418613973	7081037917.950841	116869.32906779414	95698.17429044277	88767.75229774794	1.35953	25.119919	0.086600115	0.0408784	0.1297841428	-0.00439913	0.0165599079	0.0345549733	-0.0079362541	-0.1350926073	0.0390911554	-0.0374625862	-0.0378739819	-0.0593178553	0.0106682038	-0.1636802094	-0.004033891	0.0752476352	0.0728447205	0.0198407105	0.0194542894	-0.0697426232	-0.1335338934	0.029718696	0.002964882	-0.0518985807	0.0708181658	-0.0366366626	0.0455468522	-0.0255815888	-0.0493720664	-0.0808349024	0.0500066399	0.0185017551	0.0307101113	-0.0272791971	-0.0108308316	0.100793754	0.0645933781	0.0401875632	0.0661802646	-0.1336577917	-0.0665709142	-0.0903525857	-0.0932266206	-0.0567058619	0.0960084163	0.0629912437	0.0814827652	0.0031001074	-0.0487543859	0.1114546288	-0.0006769762	-0.0131335025	-0.0315442522	0.0395525775	0.0688784843	-0.0387541478	-0.1295917425	0.0364270586	-0.0433561228	0.0044974145	-1.54587e-05	0.0421249804	0.0600423551	-0.0541214019	0.0673302718	0.0642262712	-0.0960769142	0.0452842044	0.0926514629	-0.0424187215	0.0367173934	-0.0026811831	-0.0001698387	0.0924587905	0.0005680469	-0.0421155853	-0.0826107779	-0.0152498047	-0.0466432096	0.08386204	-0.0115907719	-0.130963698	0.0610756791	0.1039580295	-0.033654469	-0.029500027	-0.1086658897	0.059889998	-0.0704227623	-0.1042606292	-0.0277363275	-0.0749250751	-0.0260607873	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.00331302	-0.01826838	1.09761015204e-05	0.0003337337078244	0.0379776	0.0082396	6.789100816e-05	0.00144229810176	-0.00568413	-0.03517193	3.23093338569e-05	0.0012370646599249	0.00109256	-0.0002869999999999	1.1936873536e-06	8.236899999999996e-08	-0.0	-5.47861e-05	3.00151675321e-09	0.0	0.0	0.000156618	2.4529197924e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
91225.46352647498	87.66667452857655	8322085195.620217	7685.445822899373	147867.09910057773	279.46480271796463	78100.5759581909	21864678996.420074	84369.4489096223	220.5456609712128	7118203909.313367	48640.38857322913	95678.58074815072	89013.27671495051	1.271619	23.495607	0.128567765	0.0668066	-0.0240113918	-0.0702647415	0.0153357302	0.0125112872	-0.0926647399	0.0662794151	0.037344905	-0.0127540413	0.0904612332	-0.017709077	-0.052187092	-0.0491299427	-0.0559441221	-0.0365168631	0.0758821828	-0.0697472898	-0.0471073124	-0.1464592062	0.0443068925	-0.0189599011	0.0902044692	-0.0215423117	0.1012936363	0.0267641684	-0.0706365821	0.0098158939	-0.0062522122	0.0064344035	-0.1020083965	-0.1484346231	0.0613662654	0.145554728	0.0198286732	-0.0652868673	-0.0347544529	0.0068655953	-0.0445583077	-0.059050541	-0.0138181615	-0.0327360886	0.0300697169	-0.064417581	0.0021328422	0.0102853017	-0.0146299367	0.0535289393	-0.0387372301	0.0802986805	0.0344852998	0.134412281	0.0544664482	0.0381771764	0.023438656	-0.0754011692	0.0608781797	0.0292404514	-0.0428572803	0.1337961325	-0.0820140243	0.0503728081	0.0555903939	0.101562097	0.0556669481	-0.0843325137	0.0179518702	-0.0078235608	0.1146237751	-0.0163537997	-0.1266022403	0.0090143804	0.0290733996	0.0792670442	0.049413728	0.1275457073	0.0744389334	0.0665952052	-0.0551585619	0.0067963848	0.0043797952	0.1107019181	0.0288597218	0.0901578034	0.0734866318	-0.0021976951	-0.0209028793	0.1368776884	0.0183130992	0.0064403818	0.0027965405	-0.0341341099	-0.1267214587	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0130902	0.00977718	0.0001713533360399	9.55932487524e-05	0.00429259	-0.03368501	0.0011346798987001	1.84263289081e-05	0.0290364	0.03472053	0.00084311252496	0.0012055152034809	0.000354347	-0.000738213	1.25561796409e-07	5.44958433369e-07	0.000205576	0.000205576	4.2261491776000015e-08	4.2261491776000015e-08	6.39119e-05	6.39119e-05	4.08473096161e-09	4.08473096161e-09	0.0	0.0	0.0	0.0	0.0	0.0
91084.83477323702	-140.6287532379647	8296447125.667887	19776.44623726437	147788.08586364234	-79.01323693539598	6243.091611009024	21841318323.23932	84271.33841192671	-98.11049769558304	7101658477.737474	9625.669758075004	95383.00270941654	88085.161082048	1.194046	22.062294	0.093503035	0.0504329	-0.0724759548	0.0278024545	0.0655467592	0.030715913	0.0062075492	0.061906444	0.0892992729	0.0174855825	-0.0579284362	0.0580524805	0.1133562111	0.0719106126	0.0300710159	-0.0045450206	-0.0470950363	0.0053192131	0.0062020392	-0.1096163613	-0.0360196271	0.0674725023	0.0351904856	0.1313349889	0.0187188957	0.035359467	-0.0981958528	0.0103757452	-0.0547086142	0.0734549101	0.0957400854	0.1268531419	-0.0863138247	-0.0294968616	0.0930150466	0.134559396	0.1482155886	0.0364627093	-0.0218160318	0.0441614914	0.1769304476	0.0581117379	0.0301763458	-0.008756061	0.0186456705	-0.0356671337	-0.0095165816	-0.0944366582	-0.0857615914	-0.0499473734	0.1329211073	0.0135733595	0.0664028557	-0.0723239574	-0.0667896652	0.0383636322	0.0370759236	-0.0498585893	0.0173263275	0.0400286831	0.0368194073	0.060979153	-0.0299550341	-0.0431697633	-0.1739233938	-0.0023384907	-0.0368894329	0.1459300962	0.0718585362	0.0562343042	0.0300582491	0.1343086678	-0.0599949241	0.1082007389	0.0217251369	-0.051568027	-0.1339720684	-0.0929762579	0.0807285141	-0.0659945177	-0.0009209616	-0.1402639246	-0.0722409659	-0.071458377	0.0991745302	-0.1040115865	-0.0150576488	-0.0312542502	-0.0187219207	0.0571743514	0.024327806	0.0409520213	0.0005586726	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.00483559	-0.0082546099999999	2.33829306481e-05	6.813858625209998e-05	0.024992	0.02069941	0.0004284655743481	0.000624600064	0.00716353	-0.02187287	5.1316162060900006e-05	0.0004784224420368	0.00104121	0.000686863	1.0841182641000002e-06	4.717807807690002e-07	0.000102828	-0.000102748	1.0557151504000002e-08	1.0573597584e-08	0.0	-6.39119e-05	4.08473096161e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
91061.37099545413	-23.463777782890247	8292173287.571734	550.5488678448539	147321.28792180936	-466.7979418329778	217900.31849950412	21703561874.94065	84232.78975663219	-38.54865529452218	7095162870.185001	1485.9988250158926	95612.35756425546	88406.3102564183	1.25842	23.251722	0.0330855599999999	0.0219113	0.095247824	0.0516546809	0.0315234261	0.0543642304	0.0357953443	-0.0813825106	-0.030503709	-0.1164849106	-0.0450880112	-0.0990105654	0.1116918729	-0.0113283161	-0.0269904293	0.0456714355	0.0910113212	-0.0476975906	0.0020599669	0.0578939668	-0.112050163	-0.0436777378	-0.0727326893	-0.0450136004	0.079180968	-0.0295741304	0.1060900804	0.0137953374	-0.1233050674	0.0139924648	-0.0705685344	-0.0436714434	-0.0537841646	-0.0153349311	-0.0851720891	-0.0624106134	-0.0533153275	-0.0072588847	-0.0575780662	-0.0325295288	-0.0886094631	0.1519048777	-0.0546971228	0.0976749694	-0.0965695816	0.0350132987	0.0415455739	0.0176293599	0.0155311473	-0.1478765253	-0.0231591825	-0.0140131962	0.0845193162	-0.0078172045	0.098674384	-0.0065599406	-0.1004507571	0.0314388333	-0.0317929474	0.0049204193	0.0306683213	0.0777658838	0.0651993835	-0.0770212014	0.1620677928	0.0441955086	-0.0097069346	-0.0242681365	-0.1138988197	0.0309581239	-0.0462548554	0.0087961092	-0.0632538962	-0.0170784004	0.0739624771	-0.0203262779	-0.021330988	-0.0426522843	0.0613363765	-0.001147902	0.0590728859	0.0065307796	0.125452761	0.0364841686	0.018368798	0.0283929076	0.0995861541	0.0303218027	0.1075381054	-0.026102273	-0.0390496526	0.0026490184	0.0174360422	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.00957765	-0.01441324	9.17313795225e-05	0.0002077414872976	0.0249928	7.999999999987184e-07	6.399999999979494e-13	0.0006246400518399	-0.00833199	-0.0154955199999999	6.942205736009999e-05	0.0002401111400703	0.00110473	6.351999999999985e-05	1.2204283728999998e-06	4.034790399999981e-09	0.000102828	0.0	0.0	1.0573597584e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
91080.15855931022	18.787563856094494	8295595283.189091	352.9725556468282	147554.02975643385	232.74183462449585	54168.76158437616	21772191697.362568	84389.66561937949	156.87586274729983	7121615663.350681	24610.036312709657	95725.82168605276	89130.9131319919	1.186506	21.922972	0.0515682	0.0427497	0.0525063916	-0.1205926478	0.0186398069	0.0587348357	-0.0943671992	-0.0128364289	0.0366274712	-0.006993946	0.0159487542	0.1263530256	-0.0528428265	-0.0014077842	-0.0451645564	-0.0547219159	0.065788706	0.0178696278	0.0657256671	0.0306766455	0.0766431585	-0.0713191283	0.0137531787	0.0547678649	0.0147314514	0.0186504117	-0.0055731925	-0.0484873617	-0.0760348944	0.0528144832	-0.1472952638	-0.0982371391	-0.0461657171	0.1896290553	-0.0026039951	0.0188139759	-0.1270068856	-0.0045621435	0.0686278097	-0.0092389906	0.0207444412	0.0398425138	-0.0003249517	0.0562627096	0.0098321977	-0.1177645474	0.0524811309	0.0134372672	-0.0120832931	-0.0034321041	0.014484581	0.0217576002	-0.0146461317	0.0309747968	-0.0066588799	-0.0744069075	0.0339429806	0.0959240778	-0.037157255	-0.0267617398	0.0194104066	-0.0067536336	-0.0401840028	0.126019685	-0.0121876161	-0.0113904844	0.0716819279	-0.0112268432	-0.0291178052	0.0910268856	-0.0046479331	0.0231758779	-0.0505532598	-0.0507223324	0.0666616951	0.0849705556	0.0576233077	0.1488490282	-0.0347387131	0.0509033019	-0.056293254	-1.0976e-06	0.0131326158	-0.0766129498	0.0857315696	0.0620237338	0.089747573	0.0412155755	0.0437044209	-0.036966717	0.0419897991	0.021878682	0.044649428	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.00957766	-9.999999999940612e-09	9.17315710756e-05	9.999999999881223e-17	0.0249852	-7.599999999999968e-06	5.7759999999999505e-11	0.00062426021904	0.0285566	0.03688859	0.00081547940356	0.0013607680721881	0.00081129	-0.0002934399999999	6.581914641e-07	8.610703359999999e-08	0.000102828	0.0	0.0	1.0573597584e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
91030.67219555745	-49.4863637527742	8286583280.375035	2448.900197471884	147937.65085018385	383.62109375	147165.1435699463	21885548539.070904	84301.5538893885	-88.11172999099654	7106751988.165472	7763.676962006279	95590.73033474486	89237.60653022528	1.179276	21.789379	0.0835824699999999	0.0543279	-0.0882938642	-0.0572110272	0.0529465863	0.0571302795	-0.0457172301	0.0856225473	-0.011171976	-0.0828411411	-0.0711581255	0.0172829661	0.0448407657	0.0601296126	-0.0068122443	-0.0136570119	-0.0612491083	0.050390402	-0.2587085955	0.0777944299	0.0088246369	-0.0125321322	-0.036765347	-0.0446219373	-0.0329589732	0.0110415464	-0.0979335556	-0.1763425946	-0.0001618291	-0.0381672136	0.1319377249	-0.0848710029	-0.0596341573	0.0081079974	-0.058816267	-0.0698506724	0.0718737915	0.067515037	-0.0787280064	-0.0612966507	0.127492258	0.039886723	-0.0580506823	0.1203223627	0.0114228796	0.0156304609	0.0557108371	-0.0970579804	-0.0702695915	0.0022709774	-0.0052072835	-0.041148748	-0.0852439112	0.0800689947	-0.04029047	-0.008786451	0.0634780736	-0.0659634871	0.0417530186	0.0672290157	0.226063177	-0.0552303457	-0.0149130386	-0.0531302329	0.010525003	-0.0052990336	-0.0134530246	-0.0444658392	0.0781590155	-0.04273235	-0.1055132126	-0.0358678055	0.0188568309	-0.0681202592	-0.1945465914	-0.0505811729	-0.0618778904	-0.0859596149	-0.1041556678	-0.073589351	0.0247066698	0.0398549864	0.1015192084	-0.1286819889	-0.0592006229	-0.0252460949	-0.0489129497	0.0367854274	0.0164790522	0.0824455184	-0.0729640816	-0.0362603232	0.0513874373	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.00959133	-1.3670000000000349e-05	9.19936111689e-05	1.8686890000000952e-10	0.03086	0.0058747999999999	3.451327503999999e-05	0.0009523396	0.0024584	-0.0260982	6.043730559999999e-06	0.00068111604324	0.00159565	0.00078436	2.5460989225000003e-06	6.152206096000002e-07	0.000102828	0.0	0.0	1.0573597584e-08	-0.000247556	-0.000247556	6.128397313600001e-08	6.128397313600001e-08	0.0	0.0	0.0	0.0	0.0	0.0
90942.66070800576	-88.01148755168833	8270567536.651454	7746.021941060991	148027.31703814337	89.66618795951945	8040.02526319187	21912086589.511013	84183.02554518885	-118.52834419964348	7086781789.941918	14048.968378709156	95452.54017641778	87716.38801716991	1.079529	19.946362	0.11031686	0.0621889	-0.0572282297	0.0185153443	0.0977463455	0.0676229081	0.0175278044	0.063490302	0.1060566464	-0.0383877641	-0.0269745099	0.0205153039	0.0321521382	0.0291427751	0.1163620215	0.0145939015	-0.0019673518	0.0090291246	-0.052463104	-0.0880955923	-0.0131557838	-0.1305246695	-0.0232042006	0.0301915107	-0.0084426824	0.0634414277	0.0657536005	0.1830229028	0.0876747764	0.1087456495	0.2034974555	0.0544628967	0.0150867432	-0.0044507612	-0.1229512308	0.1291400507	-0.000743773	0.0532373606	0.0078544547	-0.0062255386	0.0642543755	0.0897765935	0.0161067674	0.0375976231	-0.0568449601	-0.0127844522	0.1447258834	0.0498338604	0.0634237656	0.0082193915	-0.0727142667	0.1695283479	0.0596239029	0.0013975233	-0.0128244553	0.0292843108	0.0336729346	-0.0345549187	-0.0281027042	0.1157597192	0.0224192558	0.0381042817	0.0059480323	0.0371241418	-0.0799783547	0.071884513	-0.0216897543	-0.0517874101	0.0216506226	0.1416176509	0.0127493489	-0.0703038716	-0.1002411071	0.0684427357	0.0437453777	-0.0120418102	0.0527647488	-0.0844454132	0.1936196939	-0.14616026	0.0175450548	-0.1167882309	-0.0346769559	0.024728973	-0.0970179391	0.0866101964	0.0791020236	0.0096660596	0.0225893183	0.0597471347	-0.0614002193	-0.1129960761	0.0153296993	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.00509268	0.01468401	2.59353895824e-05	0.0002156201496801	0.00668135	-0.02417865	0.0005846071158224	4.46404378225e-05	0.0447697	0.0423113	0.00200432603809	0.00179024610769	0.00103893	-0.00055672	1.0793755449e-06	3.0993715840000013e-07	0.000102828	0.0	0.0	1.0573597584e-08	-0.000221418	2.6138000000000013e-05	6.831950440000006e-10	4.9025930724e-08	0.0	0.0	0.0	0.0	0.0	0.0
90934.62136331027	-8.039344695484033	8269105362.488605	64.63106313280726	147873.54203321954	-153.77500492383842	23646.75213932653	21866584433.450344	84138.83169964029	-44.19384554856515	7079342999.780394	1953.095984370432	95415.64082935784	87673.62024697715	1.158027	21.396772	0.06240739	0.0329701	0.0439889049	0.0724568575	0.1231738965	-0.0184580999	0.0671808035	-0.0481872037	0.0488117403	-0.0884481641	-0.1057550613	-0.0747237641	0.0209400307	0.0109842555	-0.1085972541	0.0911392136	0.0759669678	0.0713510475	0.0093387183	-0.0351405913	-0.0402170828	0.0097095273	-0.0378100954	0.0119698445	0.0335687302	0.0007991435	0.0048367575	0.0308492378	0.0384033733	0.1550907166	-0.0290388795	0.0217045844	0.0168793477	0.0438364623	-0.0366481964	-0.0168859835	0.070480823	0.0442548377	0.0013897134	0.1275626653	0.0182150813	-0.0599535114	-0.0192704732	-0.0860770328	0.0381994307	0.0444919321	0.0721878873	0.0579389791	-0.0426101123	0.1015366005	-0.0483138437	-0.0348875484	-0.069330536	0.1010140541	0.059695613	0.0600360648	-0.0673812584	0.0274145456	-0.0623573853	0.0763301342	0.052733152	0.0180274343	-0.0581682617	-0.1016622123	0.0289984706	0.0509376338	-0.0508583003	-0.0181451966	0.0143872489	-0.0036774582	-0.0611815399	0.0695955719	-0.0324266424	0.0632879266	0.0564188959	0.0548688704	0.022727719	-0.0023640038	0.0052882205	0.0435907429	-0.0719359088	0.0314806819	-0.0198220146	0.0106413846	0.0116950211	-0.0686228892	0.0920227878	-0.047781376	0.04764773	-0.0384127814	-0.0412651123	0.0197975312	0.0958885334	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.00880327	0.00371059	7.74975626929e-05	1.3768478148100004e-05	0.0249836	0.01830225	0.0003349723550625	0.00062418026896	0.044768	-1.7000000000003124e-06	0.002004173824	2.8900000000010627e-12	0.00114604	0.00010711	1.3134076816000002e-06	1.1472552100000022e-08	-0.00038889	-0.000491718	2.417865915240001e-07	1.5123543210000004e-07	-0.000430447	-0.0002090289999999	4.3693122841e-08	1.85284619809e-07	0.0	0.0	0.0	0.0	0.0	0.0
