global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
89571.68335175986	n/a	8023086458.467934	n/a	143767.38248146186	n/a	n/a	20669060265.570946	83733.2106469063	n/a	7011250565.239182	n/a	92863.49315261202	82961.54736354208	n/a	n/a	n/a	n/a	-0.0461273379	0.0344760282	-0.1230899434	-0.0108876254	-0.0440943764	0.0115022202	0.0263958842	0.0784261438	-0.0154895285	0.0802819431	-0.0198848652	-0.0705349004	0.0088747396	-0.0153927181	0.10959025	-0.0140595236	0.0404346518	-0.1226390146	0.1308658013	-0.1372544686	0.0027135673	-0.0360756178	0.0850568145	-0.0435983094	0.0767841471	-0.0296549854	0.1008279733	-0.0295136672	-0.044266281	0.11949703	-0.0484515705	0.0139631433	-0.1187955339	0.0397455548	-0.0414419023	0.0347976456	-0.0165334403	0.0869236172	-0.0500494929	0.0915600606	-0.0520979941	0.1542320204	-0.0174968203	0.0524567086	-0.0041640866	-0.0381948002	0.07377442	0.0034714044	-0.0938152662	0.0015403536	-0.0089280731	0.0400466136	-0.0602498305	-0.0672623138	0.1069035341	-0.0324903272	0.051861362	-0.0560192721	0.1177468866	-0.0141091924	0.0465006053	-0.0143678317	0.0056923908	-0.0961178989	0.0293613972	0.0019930943	-0.0753837313	0.1543923581	0.0970736766	-0.0288715786	0.0073544227	-0.1334456378	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0224526	n/a	0.0005041192467599	n/a	0.0424983	n/a	n/a	0.00180610550289	-0.0699497	n/a	0.00489296053009	n/a	0.00096005	n/a	9.216960025e-07	n/a	-0.000453014	n/a	n/a	2.05221684196e-07	-0.00173071	n/a	n/a	2.9953571041000003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89320.85289886275	-250.8304528971057	7978214762.580278	62915.91610056717	145311.8616260593	1544.4791445974552	2385415.8280964866	21115537129.23101	83476.0425831545	-257.1680637518002	6968249685.344624	66135.41301384997	92654.64742372344	83107.69804838784	1.098204	23.053263	0.04323135	0.0301272	-0.0529087942	0.1287160626	0.0115793894	0.0143026226	0.1119950643	-0.017832316	0.0089714799	-0.0393661687	-0.0838704185	-0.0890840188	0.0916920831	0.0752338663	0.031528684	-0.0179670585	0.1324898797	0.0217884656	-0.1050907181	0.1085708644	0.0046916586	0.0562792004	0.0464663036	0.0134798995	0.0357943874	-0.0483143399	0.0061009648	0.0328945399	0.0349306508	-0.0764208417	0.0011239754	-0.0211965345	-0.0029789388	-0.0272239074	0.0936782399	-0.0193601735	0.1869096764	-0.1590448121	0.1065512506	-0.0184294614	0.1652310178	0.1119920857	0.0701796805	-0.0872599284	-0.0184666743	0.1282785035	0.0156006627	0.0845606187	-0.1134307759	0.001420539	-0.0350347798	0.0617716165	0.0360039779	0.1223293677	-0.0771292006	0.0241700891	-0.0183359113	-0.1178089863	0.025801117	0.0494357469	-0.0040493887	-0.0371879997	0.0039428545	-0.0544759665	-0.0074296179	0.0216392427	-0.0221145622	0.0299359994	-0.0683041628	0.059609689	-0.0072525227	0.0205257512	-0.0157845216	-0.0098361047	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0211792	0.0012734	0.0004485585126399	1.6215475600000023e-06	0.042478	-2.0300000000000876e-05	4.1209000000003533e-10	0.001804380484	-0.0960371	-0.0260873999999999	0.00922312457641	0.0006805524387599	0.000993442	3.339199999999993e-05	9.86927007364e-07	1.1150256639999951e-09	-0.000169401	0.000283613	8.0436333769e-08	2.8696698801000004e-08	-0.00173071	0.0	0.0	2.9953571041000003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89396.41247727281	75.55957841005875	7991718563.806698	5709.249889505816	142072.86308262713	-3238.998543432186	10491111.564355824	20184698424.494915	83615.65332729793	139.61074414342875	6991577481.350869	19491.159880281924	92675.22695672372	81095.68458778838	1.297463	27.236061	0.06370556	0.0385991	-0.0342765172	-0.0574945015	-0.1535050404	-0.0242666576	-0.1187612913	-0.0053544136	-0.0403429783	0.076593703	-0.01665958	-0.0381460417	-0.0043298025	-0.0602256655	0.068595694	-0.158482805	-0.0183043929	-0.1180705752	-0.1142185432	-0.0132547226	-0.0889390198	0.0975500608	-0.0417181158	-0.0094268639	0.0796207004	-0.0382774896	-0.0264820391	0.0399563571	-0.0227175308	-0.0812137795	0.0616189471	-0.0672912317	-0.0295743878	0.0720720951	-0.1078446874	-0.0159074582	-0.0302660397	-0.0037954014	-0.0558365717	0.0348535195	-0.0503399802	-0.039241913	0.0030366858	0.077786248	0.0776731882	0.0049297977	-0.0069391272	-0.0302243453	0.0576064569	0.0728672125	-0.0897118651	0.0061659953	-0.1667043623	0.0861547023	0.21906515	0.0256788862	-0.0212272115	-0.0016717392	-0.0333999071	0.0677979834	-0.1010154846	0.0313653023	0.0102761065	-0.0221055091	-0.0129965608	0.000255248	0.0428585617	0.0382438934	-0.0557469027	0.0498207367	0.0629055129	0.0622482556	0.1109504806	-0.0025821663	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.00886949	0.0123097099999999	7.866785286010002e-05	0.000151528960284	0.0424151	-6.290000000000462e-05	3.956410000000581e-09	0.0017990407080099	-0.0971097	-0.0010725999999999	0.00943029383409	1.150470759999985e-06	0.00141539	0.000421948	2.0033288521000003e-06	1.780401147040001e-07	-0.00075266	-0.000583259	3.401910610810001e-07	5.664970756000001e-07	-0.00173071	0.0	0.0	2.9953571041000003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89505.07773517324	108.66525790042942	8011158940.379404	11808.13827456684	144197.49016816737	2124.62708554024	4514040.252611214	20792916170.798725	83652.91091905847	37.25759176054271	6997809505.231932	1388.12814379526	92739.1021718292	82613.36922617855	1.28974	27.073956	0.06034986	0.0291618	-0.0417705238	0.0867217665	-0.0220795921	0.0887403714	0.0533463571	0.081033201	-0.0618173809	0.0056814366	0.0697854988	-0.0371217574	0.0122500765	-0.0104937609	-0.0232154082	-0.0494018236	0.0379598269	-0.1094275088	-0.1022249633	-0.0488555998	0.0297539586	0.0345318611	-0.0417598019	-0.0898289173	0.0618311996	-0.0592490808	0.05637169	0.1541443258	0.0525491811	0.0406454515	-0.029723708	0.042430457	0.1463700324	-0.053325951	-0.0729525166	-0.0616050987	-0.0601745003	0.102322292	0.0493941585	-0.0679361244	-0.0447167832	0.1138758003	-0.0903063546	0.1195804815	-0.0307379716	0.0895995822	-0.0054274955	0.0395513263	-0.0089032871	-0.096376544	-0.0061463301	-0.0131013287	-0.1220710817	0.1156066795	0.041555996	0.0285203094	0.0467798114	-0.0624600429	0.0516316892	-0.131428202	0.0269691749	0.0137832389	-0.0164611848	0.0353284797	-0.0979419259	-0.1021406156	0.1210314362	0.1222753384	-0.0448069371	0.0138088335	0.0560356683	0.0061408145	-0.1056511605	-0.0721953546	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0173323	-0.0084628099999999	0.0003004086232899	7.161915309609996e-05	0.0305582	-0.0118568999999999	0.0001405860776099	0.00093380358724	-0.0842153999999999	0.0128943	0.0070922335971599	0.00016626297249	0.00109962	-0.00031577	1.2091641443999998e-06	9.97106929000001e-08	-0.000525713	0.000226947	5.1504940809000014e-08	2.763741583690001e-07	-0.00173071	0.0	0.0	2.9953571041000003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89645.6638949357	140.58615976246074	8036345055.163778	19764.46831675613	144063.23637778073	-134.25379038663232	18024.080233177807	20754216075.640327	83832.75748837626	179.8465693177859	7027931228.104905	32344.78849537717	92689.9236367384	83506.53829121386	1.228115	25.780327	0.04409885	0.024769	-0.0555529525	0.0724606385	-0.0975292791	-0.0795179926	-0.0285056353	-0.0557830713	0.0524302865	-0.0235365098	0.0166048097	-0.0142285165	-0.0398600995	0.1543281124	0.0487303744	0.0118307238	-0.0319361085	0.0038404787	0.0905908127	0.0462322774	0.0890021284	0.1345493645	-0.1459322201	-0.0423756842	0.0073652691	0.0510490913	0.0493991098	-0.0212399585	-0.0453448315	0.0546688866	0.0721814014	-0.0671188065	0.1018579661	-0.0262444102	0.0703987483	-0.0127485446	-0.1191981909	0.1075998912	0.0216209619	-0.0336424479	-0.0995742234	0.1145767261	0.1663552466	0.0440894582	-0.108333285	-0.036038687	-0.0492218579	0.0034144427	-0.0795112124	0.0783882296	-0.0227696639	-0.1221452172	0.1065382104	-0.0247211902	0.1245248431	-0.0207308289	0.0599850733	-0.0294763086	-0.0521399074	-0.0121038683	-0.1294170158	-0.14732191	-0.0315285129	0.0415183495	0.0330592813	-0.1506768209	-0.0386448923	0.0679945824	-0.0326550843	-0.0865418648	-0.0858027277	-0.0184910971	-0.0287571027	0.004011823	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0176036	-0.0002713	0.00030988673296	7.360369000000114e-08	0.0454529	0.0148946999999999	0.0002218520880899	0.00206596611841	-0.103096	-0.0188806	0.0106287852159999	0.00035647705636	0.000898575	-0.0002010449999999	8.074370306249999e-07	4.041909202499998e-08	-0.000525713	0.0	0.0	2.763741583690001e-07	-0.00173071	0.0	0.0	2.9953571041000003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89411.77399049897	-233.8899044367281	7994465328.128069	54704.487397421806	143176.7116823358	-886.5246954449394	785926.0356337426	20499570768.16671	83925.63075878487	92.8732704086142	7043511498.259897	8625.444356391572	92839.94891449437	83140.83573300614	1.17227	24.608036	0.11540675	0.0678453	-0.0808851408	0.017266319	-0.0992146959	0.0612140607	-0.0167969133	-0.0046872438	-0.0708912524	0.0546367812	-0.0314088967	0.1155145242	-0.1050964066	-0.0612869088	0.023440683	0.1054993008	-0.1033557865	-0.0822599539	-0.1612443791	-0.0437195954	0.0795082227	-0.0438139364	-0.0266393298	-0.0979356453	-0.0964014925	0.0467516673	-0.0001327678	0.0235343838	0.0498611273	-0.0130152632	-0.0985099766	-0.0105376919	-0.0042086889	0.0681935986	0.090925267	-0.0801915976	0.0448755449	0.0900273848	0.001842391	-0.0571129378	-0.0504059856	0.0668720516	0.0033925898	-0.0170181658	0.0549025	0.0680454808	0.0089939279	-0.069803551	0.0361580568	-0.0597454031	0.0523735499	-0.1852511531	-0.115345119	-0.0325081924	-0.0003212638	-0.0299066589	-0.0558822908	-0.0787907444	0.1247869114	0.0232506794	0.1324058244	-0.048348167	-0.0693436388	0.1132142375	-0.0256968382	0.0131623734	0.0165461525	0.0698072972	0.0019685508	-0.0108202944	0.048235549	0.013869639	0.0489756078	-0.0657030143	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0235078	-0.0059041999999999	0.0005526166608399	3.485957763999998e-05	0.0745322	0.0290793	0.00084560568849	0.00555504883684	-0.158854	-0.055758	0.025234593316	0.003108954564	0.00111169	0.000213115	1.2358546561e-06	4.541800322500002e-08	-0.000525713	0.0	0.0	2.763741583690001e-07	-0.0020109	-0.0002801899999999	7.85064360999999e-08	4.043718809999999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89492.80563064816	81.0316401491873	8008962259.644971	6566.126705267383	144997.13165386653	1820.4199715307327	3313928.8727479554	21024168187.8487	83539.86627939467	-385.7644793902	6978909257.979143	148814.23355919204	92718.83987891932	84207.59964589177	1.117464	23.457565	0.06560449	0.0309881	-0.0997423472	0.0794100544	-0.0384229499	-0.0309644064	0.0819672998	-0.0738925569	-0.0008668528	-0.0160993896	-0.0851299831	-0.0620205315	0.0607162485	0.0598978108	0.0808747629	0.0258964028	0.0084804486	-0.0900470176	-0.0031364586	0.0924602373	-0.017236514	-0.0653604012	-0.0008095426	0.0321313978	-0.1521872426	-0.0339568654	-0.0926623546	0.1096169015	0.0512371475	0.0234265958	-0.0018215679	0.0132130844	-0.1074472098	-0.0534063425	0.036844583	0.0637162178	-0.1514281332	-0.093258191	0.0664797059	0.0238261767	0.0237153528	0.1122374756	0.0890018132	-0.0343295903	0.0554758712	-0.0255616301	0.029930439	0.0585575149	-0.1126890226	0.0424498076	-0.0657062692	-0.0362331164	0.0154875403	-0.0023138153	-0.0745644225	-0.0201689968	-0.0955880392	-0.1245901983	-0.0218306948	0.0329420252	0.0153231401	0.0349192835	0.0343482384	0.0760123712	0.0279945387	-0.0518025604	0.0030580687	0.048784039	-0.0704408931	-0.1258369011	-0.0773214122	-0.0321911503	-0.0746715251	0.0802164092	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.00446761	0.01904019	1.9959539112100004e-05	0.000362528835236	0.0592861	-0.0152461	0.00023244356521	0.00351484165321	-0.175092	-0.016238	0.030657208464	0.000263672644	0.000822596	-0.000289094	6.76664179216e-07	8.357534083600003e-08	-0.000525713	0.0	0.0	2.763741583690001e-07	-0.00202341	-1.2509999999999863e-05	1.5650009999999662e-10	4.094188028099999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89329.53861204779	-163.267018600367	7979766468.641337	26656.119362652586	142392.3034295551	-2604.828224311437	6785130.078169475	20275568075.974487	83634.83860313841	94.97232374374288	6994786228.173012	9019.74227728631	92665.69433348384	82685.75459954678	1.126843	23.654459	0.039266034	0.0194372	-0.1119252736	-0.0317124938	-0.0821427175	-0.0034003055	-0.0448936674	-0.0530785487	-0.0566283557	0.0599236158	-0.0127578666	0.0382272277	-0.0046976757	-0.1306176814	0.0206401163	0.0838658967	0.0472225485	-0.0117270206	-0.0069578021	-0.0336859646	0.0784308129	-0.037312187	0.0041298475	0.0052453141	-0.1482590584	-0.1124344174	0.0922501771	-0.1261821911	0.010469578	0.1092976479	0.031539079	0.0545536581	0.0451588667	0.1188666246	-0.0153361306	-0.0180605379	-0.0882976617	-0.0706708515	0.1030461291	0.0300535538	-0.0097356149	0.0284909148	-0.2513152745	-0.0938993339	0.1481307437	-0.0556669968	0.0826279518	-0.058377612	0.0760905725	-0.0035315811	0.0044263042	-0.0747756978	-0.0504546358	0.0027521256	-0.0852774632	-0.051995393	0.0661864872	0.0323815311	0.0265848697	0.0502370976	0.0453944327	-0.0401830587	-0.1225996941	0.1306464018	0.1759868315	-0.0267068683	0.0620620335	0.1337000946	0.0487511313	0.1383244571	-0.0190696767	-0.0267472804	-0.0503743283	-0.030373104	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.000349476	0.004118134	1.2213347457599998e-07	1.6959027641956007e-05	0.0746011	0.015315	0.000234549225	0.00556532412121	-0.183709	-0.008617	0.033748996681	7.425268900000024e-05	0.000753912	-6.868399999999995e-05	5.68383303744e-07	4.717491855999994e-09	-0.000666577	-0.0001408639999999	1.9842666495999995e-08	4.4432489692900003e-07	-0.00203818	-1.477000000000032e-05	2.1815290000000947e-10	4.154177712400001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89399.91518000538	70.37656795758812	7992344834.192157	4952.861317489019	145253.3815380032	2861.078108448098	8185767.94264095	21098544848.224724	83466.57834573944	-168.2602573989716	6966669700.7454605	28311.51421996817	92861.89793040724	83686.21512910239	1.09487	22.983273	0.037067154	0.0164906	-0.0821607531	0.0664494035	-0.0181400514	0.0309412319	0.1075386154	-0.0213498527	-0.0658334703	-0.0150615421	-0.1196672239	-0.1078213471	0.0893195797	0.0450687587	0.0537653361	0.004033529	0.0571921977	0.0333436245	-0.0536774646	0.0292270728	0.054162105	0.0450279683	0.0189718483	-0.0111200843	0.0065777378	-0.0763575219	-0.1126281078	-0.0778260263	-0.011541405	-0.0681391419	-0.1219113957	-0.0077614591	0.0146872695	-0.0957869838	0.0279272757	0.0971108365	0.037315771	0.1173954471	-0.0600595765	-0.0219264662	0.1019598681	0.0033094816	-0.0932527743	-0.0586762147	0.1063794186	-0.0738297408	0.0728484169	0.0461436789	-0.0907435111	-0.0100858389	-0.0360641295	0.0456764849	0.0106521731	0.0595209253	-0.0213742446	0.0633341186	0.0311246015	-0.126612426	0.0515261297	0.1256235449	0.0198785934	-0.0234904503	0.0341546807	-0.054972406	0.064244475	-0.0014366523	-0.0211641582	0.0787985041	-0.0077207573	-0.1044499882	0.0649673947	0.0711383943	-0.0434220754	0.0292573384	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.00590913	-0.005559654	3.49178173569e-05	3.0909752599716005e-05	0.0745513	-4.980000000000262e-05	2.480040000000261e-09	0.00555789633169	-0.174835	0.008874	0.0305672772249999	7.874787600000037e-05	0.000949012	0.0001950999999999	9.006237761439999e-07	3.8064009999999966e-08	-0.000525713	0.0001408639999999	1.9842666495999995e-08	2.763741583690001e-07	-0.00215389	-0.0001157099999999	1.3388804099999947e-08	4.639242132099999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89267.48393966665	-132.43124033873028	7968683688.918643	17538.03341765454	142617.05963652013	-2636.321901483054	6950193.168239225	20339625699.36674	83637.50711954579	170.9287738063431	6995232597.172072	29216.64571494	92535.48409609898	81769.59256763947	1.141849	23.969452	0.0857361499999999	0.0473406	-0.0748789167	-0.0497928258	-0.0694205287	-0.0151847597	-0.0787872829	-0.0654948073	0.001796153	0.0232405359	-0.0817236658	0.0773370746	0.0003126045	-0.1334135605	-0.0079868008	0.072907782	0.0728467178	-0.017537266	0.0028773861	-0.0344010692	0.0124809788	0.0024808005	-0.0035539072	-0.0598502296	0.0260419985	0.0243604396	-0.0850591484	-0.0790541414	0.0200300245	0.0886588163	-0.0254961914	-0.2178653768	0.0498212458	-0.0257329673	-0.1397950809	0.0177220315	0.0170256268	-0.0145164534	-0.0580302592	-0.1089162582	0.0816296137	-0.0911197247	0.0450057333	-0.0899301353	-0.0822477598	-0.0440198675	0.0263140431	-0.0187885033	0.0795712916	0.026468603	-0.0700491101	-0.0760423567	-0.0364526307	-0.0110320492	-0.1024505361	-0.0390959054	0.0443194921	0.0760430453	0.0088043849	0.0206179235	0.0843658356	-0.1158497535	0.0136442524	0.0384794619	0.0589708441	-0.0356628997	0.0531185848	0.0314021131	-0.0667895572	0.0217203135	0.0509849153	0.0362282436	0.1079723874	0.2031460721	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.00824658	-0.0023374499999999	6.80060816964e-05	5.463672502499998e-06	0.0746561	0.0001048	1.0983040000000444e-08	0.00557353326721	-0.148878	0.0259569999999999	0.022164658884	0.0006737658489999	0.000495011	-0.000454001	2.45035890121e-07	2.06116908001e-07	-0.000336486	0.000189227	3.5806857529000016e-08	1.1322282819600001e-07	-0.00165038	0.00050351	2.535223201e-07	2.7237541444e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
